class	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
PC_ShortChainFA	3.17278585302536e-05	4.16716458282266e-05	5.00889612621628e-05	4.07788852675193e-05	2.73590387019828e-05	3.84000664218308e-05	5.00484056897864e-05	0.763778309570367	0.784420966585782	0.0892794414795858
PC_VeryLongChainFA	3.65166052473627	3.34300823811738	3.34367416833323	3.65335413767809	3.7717850445909	3.78444601768123	3.930304968334	0.0268408862983226	0.04743970601564	-0.130410333243093
MG_LongChainFA	611.250716948116	437.556835065208	430.002828992397	620.289519167468	218.558683523788	209.967619502748	193.64182067366	0.00841222715563722	0.0202096447779681	1.33935694307714
MG_MUFA	31.5481817748062	25.5064978621441	23.638091660825	29.3873782552416	11.3726130187072	11.6710198076549	9.93761913039168	0.00162370188613338	0.00626089133222101	1.32379876677097
MG_PUFA	210.359799726766	142.61961854698	138.653048060978	204.793778538229	78.001247814809	78.9254309571857	67.6986796869528	0.0128551511837178	0.026372039904543	1.21741226679928
MG_PUFA_2	210.359799726766	142.61961854698	138.653048060978	204.793778538229	78.001247814809	78.9254309571857	67.6986796869528	0.0128551511837178	0.026372039904543	1.21741226679928
MG_SFA	369.342735446544	269.430718656084	267.711689270594	386.108362373998	129.184822690272	119.371168737908	116.005521856316	0.00733189713584124	0.0192239434908225	1.41099697968939
TG_LongChainFA	22.1793907645495	6.57272876362361	19.9256265041299	35.1018394308051	3.36787324774128	3.73132967570399	3.3902268925136	0.0582505664587575	0.0822515539268455	2.5826249884832
TG_MUFA	10.9177708284088	3.13205202758253	9.89629581403845	17.2374805076873	1.62013836958713	1.79654164515282	1.63349356344389	0.0584418935796008	0.0822515539268455	2.6126275380096
TG_MediumChainFA	0.0129350883076375	0.031811967400464	0.019283108701105	0.0171511416495108	0.00653227997920682	0.00470365316020936	0.00713250058863526	0.0375676625651497	0.0627503814275027	1.72888143783477
TG_PUFA	11.1239711153195	3.27852597986583	9.45884176618023	16.9448268086443	1.72819886068718	1.89387729975888	1.77030825839841	0.0581064693816585	0.0822515539268455	2.50475440170823
TG_PUFA_2	0.518668188182055	0.140536624903082	0.50419476560393	0.844748117851601	0.0753143586134721	0.0861472770753981	0.0779334118843944	0.0607309617764037	0.0846890476148015	2.653362669876
TG_PUFA_3	1.61412728116647	0.397400991346505	1.48744962212492	2.8918302223972	0.252225980507054	0.246355477951163	0.214881563577379	0.0760677374527678	0.100541705154963	2.74805030853572
TG_PUFA_4	0.772616703328302	0.159899832206431	0.626009036942415	1.33128288337809	0.11289304294475	0.117590387590179	0.101347739114514	0.0850103245245871	0.109504824811332	2.7074150576072
TG_PUFA_5	2.92973519528477	0.890096925285453	2.32949876223534	4.10397153470846	0.417148836146042	0.479981672155665	0.461542755100123	0.0509245267306264	0.0785523496470067	2.50078069268712
TG_PUFA_6	5.28882374735788	1.69059160612436	4.51168957927362	7.77299405030893	0.870616642475865	0.963802484986476	0.914602788722003	0.0527115049945081	0.0793282055362894	2.39388689713706
TG_SFA	7.83962745260878	2.64064157258318	7.03912876605001	12.109311323642	1.24038906355345	1.40347539712152	1.28543951591258	0.0514804169179516	0.0785523496470067	2.49961258582155
TG_VeryLongChainFA	7.68904354347993	2.44667884900747	6.44935673343772	11.172628067519	1.21432076610728	1.35786101316902	1.29188194465265	0.0516791773993465	0.0785523496470067	2.42966011432789
PI_EtherLinked	0.0322037196706017	0.0314598577122902	0.0326426013120043	0.0309397810652443	0.0477183515664244	0.0373822397608215	0.0395471533361524	0.088426089918973	0.112947610652806	-0.385274429267123
PI_LongChainFA	1.87517489394261	1.9088791402457	1.80847978285301	1.85348702796866	1.7189732308022	1.74037269671885	1.80875450009944	0.0354299324807037	0.060509547607494	0.0841493072655952
PI_MUFA	0.0435290686653132	0.0339405597755095	0.0334866964507649	0.04105964008702	0.0701711367396416	0.0595361392418292	0.0670206240516664	0.00196266200048213	0.00710296723984007	-0.787016229074864
PI_PUFA	1.15255724666673	1.14486649694578	1.08954980542026	1.11731751501664	1.21935078771581	1.22046674365681	1.26062014875047	0.00304467377606556	0.00981861962392493	-0.131433362754799
PI_PUFA_2	0.000293701121024905	0.000285181946885821	0.000232918458360937	0.000256721120137794	0.00270260282372622	0.00261443344211045	0.00255879194903979	8.2263009279841e-05	0.00190937020132956	-3.29685165825435
PI_PUFA_3	3.67372170683723e-05	2.88371920875738e-05	6.17784403104342e-07	1.00915355821984e-05	0.00192978855137727	0.000858225338282411	0.000991944304907635	0.0664379433737014	0.0901657802928805	-6.04588859599388
PI_PUFA_4	0.609649423643896	0.664256347945332	0.626678804255262	0.621879004699744	0.388899698175982	0.411982884027418	0.429258493867578	5.60091076347737e-05	0.00190937020132956	0.620972163084137
PI_PUFA_5	0.221778218509484	0.204604739494005	0.184916322176702	0.209689827176604	0.179656477408858	0.185207479044067	0.195462812885142	0.0984743616792948	0.12473419146044	0.136057163329267
PI_PUFA_6	0.320799166175254	0.275691390367466	0.277721142745536	0.285481870484572	0.646162220755865	0.619803721804934	0.6323481057438	1.6555499552026e-06	0.000168261040349966	-1.12601253725416
PI_SFA	1.11632184510365	1.10994654982245	1.05380174594537	1.08316078735092	1.14557149466473	1.15778304286982	1.19488290058951	0.0161903572223139	0.0300113938755087	-0.0962688810646439
PI_VeryLongChainFA	0.469436986163678	0.411334324010328	0.40100106627539	0.418990695551161	0.763838539884401	0.734795468810425	0.753316326628352	1.92225573287589e-05	0.000973942904657117	-0.82003033209435
PS_EtherLinked	0.375583527748981	0.491376436357643	0.378149609565003	0.329945112111111	0.225928736447011	0.313987218369846	0.282555597311723	0.0389821991329321	0.0644053724804965	0.522326735976831
PS_LongChainFA	18.8390862497018	21.1693466757762	18.9323215425176	17.7808778534472	13.0657752612846	16.0730667904964	14.7172485059925	0.013309325876095	0.026372039904543	0.391818703754446
PS_MUFA	1.06977390092546	1.20137054020319	1.11057428428325	1.03261421502687	0.89704921269999	0.931180536857952	0.911297152812041	0.0106334337126053	0.0241236108106867	0.273231175151479
PS_MediumChainFA	0.010762856522607	0.0158573266800528	0.0150476630277771	0.013189882757526	0.0086836555036668	0.0106191486021904	0.0100998930511256	0.0332274006611056	0.0580524701205523	0.484708897262402
PS_PUFA	5.97969534103717	6.6476558308192	6.00472804661289	5.68282434154113	5.19084620394499	5.88084020880996	5.67459924383332	0.148167877214607	0.175080032499001	0.122962230354444
PS_PUFA_2	0.347516302983646	0.450347870578976	0.383744219231015	0.3300147544934	0.285960713918576	0.359131495191901	0.325502922743562	0.170610390578174	0.199482918214481	0.22411948719228
PS_PUFA_3	0.77767462279213	0.933762607718234	0.794943945876104	0.738042257791941	0.551219821127079	0.648571277748838	0.608166036544041	0.0102994321372313	0.0237199043160478	0.428564147162583
PS_PUFA_4	0.127286579401179	0.163072237905762	0.145511507414554	0.126508283060895	0.106491045840871	0.121470693675911	0.114665656120489	0.0493058349289235	0.0772627516411998	0.299863707407698
PS_PUFA_5	0.678949522569611	0.656385834667535	0.557868069225068	0.636128186126633	0.46958949186627	0.538852355157782	0.525897875516866	0.0159927742745131	0.0300111319719258	0.306100747822041
PS_PUFA_6	4.04826831329061	4.44408727994868	4.12266030486615	3.85213086006826	3.7775851311922	4.21281438703552	4.10036675290836	0.65123010868287	0.692216619019555	0.0306474229535966
PS_SFA	18.5629579465014	20.9850405928509	18.7030618582756	17.3846364055834	12.0999775169258	15.1515004550855	13.7559937168713	0.00847461755936555	0.0202096447779681	0.468142988839491
PS_VeryLongChainFA	6.80772263388984	7.69428920559297	6.90602117093929	6.34605058638242	5.14453926172868	5.929698912891	5.65943711920168	0.013246462045509	0.026372039904543	0.314908212817019
LIPID_CLASS_Cer	7.25294275816149	6.45938140928023	3.80225977009285	5.99802514023995	2.52505434049312	1.64525065642656	1.67843111386029	0.00855563773169103	0.0202096447779681	1.59220033463955
LIPID_CLASS_ChE	0.0039474673518277	0.00693689102010184	0.00729512127889138	0.0122881679731757	0.00674759363440056	0.00707078315053997	0.0062469615906919	0.630301849958907	0.684327722812528	0.187535130548544
LIPID_CLASS_DG	22.5457272936133	33.111033530758	18.3791550323743	20.507875573387	9.44280370503773	6.9571070372293	6.71600420621845	0.0135008328845391	0.026372039904543	1.61705875521095
LIPID_CLASS_Hex1Cer	0.526082551156763	0.650146613801597	0.598101937354212	0.532758125162067	0.34688950600486	0.3107941594804	0.285196102935408	0.000824454623363185	0.00371693142683787	0.875890580474656
LIPID_CLASS_LPC	0.135059604249009	0.129408625391491	0.120469092040988	0.141632013017557	0.0539016030749592	0.0510120685111378	0.0522877983355175	0.000278903900422772	0.00282622619095076	1.32897130007325
LIPID_CLASS_LPE	0.271044562323569	0.138370772995961	0.153746879905402	0.15050453071901	0.0995093644993979	0.0945683392189341	0.0874965529315967	0.071451456129906	0.0961116932012895	0.926697611432122
LIPID_CLASS_MG	611.250716948116	437.556835065208	430.002828992397	620.289519167468	218.558683523788	209.967619502748	193.64182067366	0.00841222715563722	0.0202096447779681	1.33935694307714
LIPID_CLASS_PC	13.3977417513865	13.1033018257245	12.8315188734833	13.378569149766	13.1126866781548	13.2144583623829	13.3409257627459	0.777262420805817	0.792911999748216	-0.00490807105711283
LIPID_CLASS_PE	4.96149047045485	5.0329333828295	4.62195349271832	4.65807278798575	6.36779761078642	6.70217934082327	6.84280433498746	0.000489676274276215	0.003505939846834	-0.462042537399054
LIPID_CLASS_PG	0.459762663152524	0.434261658016449	0.375234489075757	0.474370104165331	0.13889691878034	0.146079643715983	0.150822888957557	0.000742834217161698	0.00371693142683787	1.58531924815055
LIPID_CLASS_PI	1.17230594005314	1.16010673212801	1.1047404245642	1.13623886175991	1.2414058853433	1.23758408276464	1.2810354133639	0.00310061672334472	0.00981861962392493	-0.132515330561445
LIPID_CLASS_PS	12.8287858700571	14.4397466040246	12.9266951882423	12.0700591612936	9.10949908925845	11.0066924259948	10.1933927591226	0.0123690034974344	0.026372039904543	0.371041502321549
LIPID_CLASS_SM	1.9711934974736	2.01068386675352	1.71686223000818	2.01234529900644	0.848178132457932	0.909763036663812	0.978645660495122	0.000125290470234527	0.00190937020132956	1.07951871899955
LIPID_CLASS_TG	9.9604564654457	3.01707319334385	8.79808878208956	15.4305395466579	1.52957543127592	1.69796478067774	1.56308044591829	0.0564161511684102	0.0816690950247462	2.54221943787763
Hex1Cer_DLinked	0.526082551156763	0.650146613801597	0.598101937354212	0.532758125162067	0.34688950600486	0.3107941594804	0.285196102935408	0.000824454623363185	0.00371693142683787	0.875890580474656
Hex1Cer_LongChainFA	0.551209441010201	0.678156286251382	0.626532800199434	0.558437198120878	0.38351011901997	0.360541704416856	0.330768489963716	0.00141414752827389	0.00565659011309558	0.752493312085202
Hex1Cer_MUFA	0.161499195054341	0.187764121220368	0.178336169487728	0.17275992647273	0.115093272080211	0.110666566330896	0.102230038405573	0.000209430742240135	0.00244872867850005	0.679406691013344
Hex1Cer_PUFA	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.31026889298975	0.261046614543944	0.239623715907099	0.000554820536386725	0.003505939846834	1.02469718779987
Hex1Cer_PUFA_6	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.31026889298975	0.261046614543944	0.239623715907099	0.000554820536386725	0.003505939846834	1.02469718779987
Hex1Cer_SFA	0.389710245955859	0.490392165031013	0.448196630711706	0.385677271648149	0.268416846939759	0.24987513808596	0.228538451558143	0.00259606861974768	0.00896823705003744	0.783457042720615
Hex1Cer_VeryLongChainFA	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.31026889298975	0.261046614543944	0.239623715907099	0.000554820536386725	0.003505939846834	1.02469718779987
Cer_DLinked	6.91248432980681	6.15509142256782	3.43800582415077	5.53219431606214	2.42290805989107	1.57086860779819	1.59582643956485	0.0115671431761532	0.0254812429387722	1.56412337910029
Cer_LongChainFA	7.29255514933133	6.48247559419402	3.8191646450866	6.03645836254784	2.53767196222073	1.65445255479873	1.68994796665654	0.00860022469819566	0.0202096447779681	1.5912255757928
Cer_MUFA	0.106396461330758	0.0945226764282577	0.107615988955199	0.107302239809457	0.0916841091354874	0.0880114521433108	0.0807149453515862	0.0138196732393079	0.026589751042719	0.260194245909751
Cer_PUFA	0.0179632806059744	0.019365931371948	0.00572520757721065	0.0124723394622867	0.0107213569443392	0.00538417008649185	0.00695138673476739	0.144164457420543	0.175080032499001	0.85294627494874
Cer_PUFA_3	0.0179632806059744	0.019365931371948	0.00572520757721065	0.0124723394622867	0.0107213569443392	0.00538417008649185	0.00695138673476739	0.144164457420543	0.175080032499001	0.85294627494874
Cer_SFA	14.3756572745618	12.7992972326379	7.4859838894696	11.871169643648	4.94542316913627	3.19512723180212	3.26671949057624	0.00864228230636792	0.0202096447779681	1.61323549569171
Cer_TLinked	0.340458428354683	0.304289986712402	0.364253945942088	0.465830824177806	0.102146280602048	0.0743820486283665	0.0826046742954362	0.00283373224156576	0.00957171779373322	2.09374960877591
Cer_VeryLongChainFA	7.21333036699165	6.43628722436643	3.7853548950991	5.95959191793205	2.51243671876551	1.63604875805439	1.66691426106403	0.00851162899545556	0.0202096447779681	1.59318559944963
ALL_DLinked	9.39062059493923	8.7945213474588	5.73561814752581	8.05702339042964	3.61366191845935	2.78785945955193	2.85505218374999	0.00584769034905767	0.0158723023760137	1.37348227799406
ALL_EtherLinked	2.86040143487937	2.92197589119155	2.49445254309658	2.57862455266014	2.23281672440254	2.5651791806706	2.5585977153458	0.148587659160336	0.175080032499001	0.146272816881984
ALL_LongChainFA	739.49462469206	572.848889966009	542.613522684655	754.814581480445	288.943008692605	278.446916597937	260.417669518512	0.00575219721169533	0.0158723023760137	1.24151867286146
ALL_MUFA	58.1469279027291	44.6152505538207	48.871539652506	62.3309513588241	27.823351401971	28.2117069873955	26.5364053164028	0.00733545212149804	0.0192239434908225	0.958619910045084
ALL_MediumChainFA	0.562171108102466	0.432368356233444	0.394481156464014	0.577505250330784	0.650103894748502	0.699276873918355	0.710223657113522	0.017862443618218	0.0322113616750392	-0.481755608518198
ALL_PUFA	240.771457383476	165.528579569979	166.561591308371	240.38825533324	99.8074731877556	102.053162016489	90.8429273182178	0.0148926403737583	0.0282960167101408	1.05922090645676
ALL_SFA	470.544098697404	387.332630400296	352.042534791455	483.617795766773	180.130352763796	167.161922969217	161.965635047246	0.00355259080170737	0.0107998760371904	1.31853366716938
ALL_ShortChainFA	3.17278585302536e-05	4.16716458282266e-05	5.00889612621628e-05	4.07788852675193e-05	2.73590387019828e-05	3.84000664218308e-05	5.00484056897864e-05	0.763778309570367	0.784420966585782	0.0892794414795858
ALL_TLinked	0.359598211852618	0.325690542376543	0.381605789929442	0.486105173978808	0.106460060496569	0.0779483930188395	0.0872206935408317	0.00234820267165161	0.00830062339746616	2.10030986779155
ALL_VeryLongChainFA	31.7173760413752	26.4046621873919	26.3835953776375	33.0300634150233	19.9808521650657	20.327750654704	20.2836665856151	0.0132076414715778	0.026372039904543	0.54085584212882
SM_DLinked	1.95205371397566	1.98928331108938	1.69951038602083	1.99207094920544	0.843864352563411	0.906196692273339	0.974029641249726	0.000125616460613787	0.00190937020132956	1.0714225293884
SM_LongChainFA	3.16019726249388	3.21519921194828	2.80546316796149	3.29186323801607	1.44324397626552	1.53299327963944	1.66115281722	9.6407722706738e-05	0.00190937020132956	1.01235396150284
SM_MUFA	1.77078855835253	1.85292475536911	1.55140475839962	1.75386454220872	0.777746394417043	0.864215860880812	0.919347921703144	0.000114956901013567	0.00190937020132956	1.0207240618627
SM_MediumChainFA	0.00129592671533489	0.00166722756495366	0.0018034241440511	0.00175707832598481	0.00049533946029036	0.000661306245466121	0.000717154904829565	0.000942064031229007	0.00397760368741136	1.38467593041432
SM_PUFA	0.518860390432679	0.510379439857364	0.454258903755276	0.582047184527606	0.192285797487018	0.211219343993189	0.221493855552514	0.000620273826179572	0.003505939846834	1.30955985369713
SM_PUFA_2	0.0553226040279638	0.0475076519680895	0.0522841896357089	0.0652736479996875	0.0301913566319417	0.0390701915498502	0.0392891539248709	0.0109994219505654	0.0245869431836168	0.606639728434466
SM_PUFA_3	0.297486366565739	0.332170383582593	0.262137378719578	0.29746484831893	0.086555706751301	0.0841468205239446	0.0888484070243142	0.000622765630687619	0.003505939846834	1.78093583023748
SM_PUFA_4	0.138515319196872	0.102110510323192	0.11503933960141	0.188046010311782	0.0627840118517599	0.068894156312394	0.0752938580360364	0.0361313281961291	0.0610217987312403	0.978367202915148
SM_PUFA_5	0.0165623615904291	0.0137196724475923	0.0121958102452401	0.0180370859040481	0.0104724855696071	0.0167466059708707	0.0158135398240264	0.757556463053199	0.784420966585782	0.0768225663304137
SM_PUFA_6	0.010973739051675	0.0148712215358974	0.0126021855533395	0.0132255919931586	0.00228223668240834	0.00236156963612897	0.00224889674326616	0.000929310529297355	0.00397760368741136	2.49122406444887
SM_SFA	1.65273804616199	1.65806353828056	1.42806079786146	1.68877887127655	0.726324073011803	0.744090868453623	0.816449543734585	0.000181728770938401	0.00230189776521975	1.07588103353968
SM_TLinked	0.019139783497935	0.0214005556641412	0.0173518439873536	0.0202743498010024	0.00431377989452129	0.00356634439047293	0.00461601924539541	0.00011825543358765	0.00190937020132956	2.23003062022519
SM_VeryLongChainFA	0.780893805737978	0.804501293993803	0.626457867910825	0.73107028167082	0.252616949190056	0.285871487442715	0.295421348865417	0.000653117550757316	0.00354549527553972	1.40424919560162
ChE_LongChainFA	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.668323986900559	0.700587903509551	0.325483721717292
ChE_PUFA	0.0039474673518277	0.00693689102010184	0.00729512127889138	0.0122881679731757	0.00674759363440056	0.00707078315053997	0.0062469615906919	0.630301849958907	0.684327722812528	0.187535130548544
ChE_PUFA_5	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.668323986900559	0.700587903509551	0.325483721717292
ChE_PUFA_6	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.640331574233329	0.685425347066662	0.156690186315092
ChE_VeryLongChainFA	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.640331574233329	0.685425347066662	0.156690186315092
LPE_LongChainFA	0.074669248630151	0.0356164346995936	0.0360538944066489	0.0474025086587418	0.0239903470213181	0.0218771797782958	0.0205314051833595	0.0630859219867951	0.0871732740181169	1.12986794253912
LPE_MUFA	0.00623676424384107	0.00473517368401186	0.00559409370772109	0.00548446374556668	0.00229311657157079	0.00179237841398331	0.00192560653273619	0.000380187319591646	0.00305891507544698	1.46007227782314
