"","FattyAcid","D1m_PreD.pvalue","D1m_PreD.FC","D1m_NonD.pvalue","D1m_NonD.FC","D1m_Dexit.pvalue","D1m_Dexit.FC","D1m_D6d.pvalue","D1m_D6d.FC","D6d_PreD.pvalue","D6d_PreD.FC","D6d_NonD.pvalue","D6d_NonD.FC","D6d_Dexit.pvalue","D6d_Dexit.FC","NonD_PreD.pvalue","NonD_PreD.FC","NonD_Dexit.pvalue","NonD_Dexit.FC","PreDY_Dexit.pvalue","PreDY_Dexit.FC","NfurY_NfurO.pvalue","NfurY_NfurO.FC","Nfur_Ast.pvalue","Nfur_Ast.FC","D6d.mean.FC","D1m.mean.FC"
"Cer_PUFA_3","Cer_PUFA_3",0.961159867866046,0.0161412412936587,0.00643210257360957,1.34479457732416,0.00348861023641947,1.83233217935826,0.189043813797232,0.491848302375422,0.303868149332698,-0.475707061081764,0.144164457420543,0.85294627494874,0.0687468651583242,1.34048387698284,0.0439662159155045,-1.3286533360305,0.304355664620347,0.4875376020341,0.0296607888317787,1.8161909380646,0.81888156127698,-0.231249278244076,0.098908801983926,-2.15670215294932,0.188619606933488,0.680467909308909
"Cer_SFA","Cer_SFA",0.971521901053433,0.00904573121133098,0.000495155535195102,1.57977489450077,0.000272229285715214,1.91687470362209,0.879037542569292,-0.0334606011909442,0.886410717393532,0.0425063324022753,0.00864228230636792,1.61323549569171,0.00740831553830402,1.95033530481304,0.0174760131051374,-1.57072916328944,0.32635841669518,0.337099809121321,0.0142498983281213,1.90782897241076,0.502855002632084,-0.463513540018974,0.205868985286423,-0.9280495758892,0.827870914046993,0.79441031285605
"Cer_TLinked","Cer_TLinked",0.306669766686649,0.246910657548665,0.00502026780244543,1.92803007757804,0.0038506048532826,2.20860473347501,0.450576953480007,-0.165719531197869,0.0916156995249599,0.412630188746534,0.00283373224156576,2.09374960877591,0.00218486028269706,2.37432426467287,0.00544303210690802,-1.68111942002937,0.274126074783475,0.280574655896966,0.00384420563599392,1.96169407592634,0.0797642265706584,-0.825735252437378,0.917410047953162,-0.0378285238748006,1.25318989876122,1.08747036756335
"Cer_VeryLongChainFA","Cer_VeryLongChainFA",0.984826288310605,0.00479988190112592,0.000526552940652898,1.55487496123886,0.000287721155940516,1.89056905843996,0.860884487969273,-0.0383106382107692,0.88389836209295,0.0431105201118951,0.00851162899545556,1.59318559944963,0.00725737491484324,1.92887969665073,0.0174853851947658,-1.55007507933773,0.321678878555709,0.335694097201099,0.0141758570286201,1.88576917653883,0.500683543826363,-0.46389086207848,0.206858683840886,-0.923881365114361,0.818148059780763,0.779837421569993
"ChE_LongChainFA","ChE_LongChainFA",0.17629611821613,-1.53856941056526,0.146651338832548,-0.917012143253038,0.056485855549191,-1.3836286365124,0.265298006414344,-1.24249586497033,0.72355806410595,-0.296073545594926,0.668323986900559,0.325483721717292,0.836235967556866,-0.141132771542072,0.423433603235446,-0.621557267312218,0.304510068352513,-0.466616493259364,0.816802514999657,0.154940774052854,0.396195028067239,-2.13490250174903,0.0862256280485319,3.90625668838879,0.014705088061183,-1.22779077690915
"ChE_PUFA","ChE_PUFA",0.573933569989925,-0.419345590563484,0.124567838071311,-0.832973742827468,0.0662056295309413,-1.34660542535328,0.134809276845419,-1.02050887337601,0.313985750397945,0.601163282812528,0.630301849958907,0.187535130548544,0.502827267553968,-0.326096551977271,0.377860849053851,0.413628152263985,0.26326543853955,-0.513631682525814,0.139089660938221,-0.927259834789798,0.345596001589872,-2.62985453771779,0.205105985274883,1.05313729763562,0.394349206680536,-0.626159666695476
"ChE_PUFA_5","ChE_PUFA_5",0.17629611821613,-1.53856941056526,0.146651338832548,-0.917012143253038,0.056485855549191,-1.3836286365124,0.265298006414344,-1.24249586497033,0.72355806410595,-0.296073545594926,0.668323986900559,0.325483721717292,0.836235967556866,-0.141132771542072,0.423433603235446,-0.621557267312218,0.304510068352513,-0.466616493259364,0.816802514999657,0.154940774052854,0.396195028067239,-2.13490250174903,0.0862256280485319,3.90625668838879,0.014705088061183,-1.22779077690915
"ChE_PUFA_6","ChE_PUFA_6",0.952985999581764,-0.0415145125051943,0.126780790157646,-0.815865079462318,0.0684881433014086,-1.3392157453751,0.119780620572987,-0.97255526577741,0.108202739327724,0.931040753272216,0.640331574233329,0.156690186315092,0.438213400851647,-0.366660479597694,0.0913923980155589,0.774350566957124,0.262086524458609,-0.523350665912786,0.0685589198083228,-1.29770123286991,0.329198931569219,-2.8453637435238,0.424145544967626,0.48949830620998,0.543865469793654,-0.428689795983756
"ChE_VeryLongChainFA","ChE_VeryLongChainFA",0.952985999581764,-0.0415145125051943,0.126780790157646,-0.815865079462318,0.0684881433014086,-1.3392157453751,0.119780620572987,-0.97255526577741,0.108202739327724,0.931040753272216,0.640331574233329,0.156690186315092,0.438213400851647,-0.366660479597694,0.0913923980155589,0.774350566957124,0.262086524458609,-0.523350665912786,0.0685589198083228,-1.29770123286991,0.329198931569219,-2.8453637435238,0.424145544967626,0.48949830620998,0.543865469793654,-0.428689795983756
"DG_LongChainFA","DG_LongChainFA",0.856597985866928,-0.0387273516258037,0.000436908316652543,1.34046168584167,0.000151785283566262,1.73622025370164,0.277548457776283,-0.299359180728653,0.382923974965794,0.26063182910285,0.0135330204773313,1.63982086657033,0.0105652341985691,2.03557943443029,0.01185900599643,-1.37918903746748,0.173389201385675,0.395758567859964,0.00845773145629791,1.77494760532744,0.177690158132854,-1.17559029363747,0.0586050495172599,-1.08600530861264,0.95022634783659,0.650867167107933
