class	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	pvalue	padj	FC
LPC_VeryLongChainFA	0.0443672764842133	0.049164420894852	0.0531930928961682	0.053822105326219	0.0502922110793901	0.0507324723514399	0.0457420483436619	0.0508792640761507	0.784441008281272	0.864021980135893	0.021020906281724
DG_LongChainFA	34.9265907386904	34.2275694534606	43.6761263537909	39.5843349475507	44.7064253032382	65.836819110427	36.3953236155537	40.6225119601658	0.277548457776283	0.517061224146744	-0.299359180728653
DG_MUFA	0.247332834587229	0.220251954864822	0.288749748048536	0.296675975847543	0.349751676731942	0.371602484654565	0.388142801467041	0.400157905752839	0.0029540267517504	0.058752149960876	-0.51969892351874
DG_PUFA	0.17040597437042	0.150892637233404	0.213097047364749	0.217592670700232	0.28419271532656	0.290002132065892	0.312538954974187	0.307298324854711	0.00331003679152921	0.058752149960876	-0.66705947741953
DG_PUFA_2	0.00826867083056985	0.00604617513151655	0.0101159129199732	0.00861627028658818	0.0104489207778974	0.0123835183369108	0.0121568980536583	0.0138947864508418	0.011834662312105	0.0910445080747724	-0.564845405308468
DG_PUFA_4	0.0268488925928507	0.0221558151475962	0.0408622298507793	0.029875669117454	0.0325265430648217	0.0346313921407148	0.0299256615575909	0.0322489111985237	0.594778509672462	0.759717087984993	-0.111148362649904
DG_PUFA_6	0.135288410947	0.122690646954291	0.162118904593996	0.17910073129619	0.241217251483841	0.242987221588266	0.270456395362937	0.261154627205345	0.0010900768674705	0.0414229209638788	-0.761532002715417
DG_SFA	34.7396577470412	34.0625380199558	43.4239974400163	39.3629738024207	44.4575101951681	65.5604624447955	36.0576283083073	40.3082949161665	0.282101613392319	0.517061224146744	-0.298110554011869
DG_VeryLongChainFA	0.230805817308413	0.206113158593458	0.249717881638628	0.292907501417795	0.385029283988496	0.385247951088878	0.362986449194867	0.393239186608192	0.00275348095003648	0.058752149960876	-0.640047570851191
PC_EtherLinked	0.303351590621882	0.319977703133927	0.287820768207704	0.316728776415688	0.353682034993962	0.341692734496478	0.327231270663682	0.356572504637988	0.00895971347163187	0.0875475791805913	-0.167641027407807
PC_LongChainFA	21.0758660466167	22.3817279811725	20.2394511876097	22.264045792345	22.6113386039351	22.4852184262523	21.9651735108444	22.5642392919283	0.170109434694258	0.430943901225454	-0.0602330317541369
PC_MUFA	10.5106934819173	11.1555695193974	10.0859127669909	11.1260568223703	11.053562000365	10.9980386278543	10.7719101932685	11.0648257475157	0.406448154629707	0.599806985472966	-0.0335921508305103
PC_MediumChainFA	0.478490419354795	0.500344829706071	0.429584726710345	0.491740642917487	0.532452646243168	0.378335315433483	0.354139978827721	0.539504091040238	0.670182569391589	0.777616416393294	0.0745765717550158
PC_PUFA	5.51741939080172	5.75341036060936	4.99199584344622	5.67247286843924	5.79054743539244	5.31826196770498	5.36032902073213	5.79988531316936	0.713517042008374	0.809362614815468	-0.0217839759099883
PC_PUFA_2	0.358703758336466	0.367316979660339	0.409134086193115	0.373604369855552	0.384278065135967	0.390949772491285	0.395284268141379	0.407945465366035	0.222027706846082	0.50370464836723	-0.0651529191249945
PC_PUFA_3	0.0662622554790218	0.0647367746410294	0.0796604800680301	0.0664528822822745	0.0706720232411739	0.0641655831570204	0.0734174791246845	0.0795075326737347	0.593054944199033	0.759717087984993	-0.0544079613425871
PC_PUFA_4	1.02737170932976	1.07190396245279	0.990428865116677	1.05605959170651	1.06515719753266	0.921194538228684	0.875319151800952	1.09521194687878	0.455129078023527	0.652637923203548	0.0672736903741384
PC_PUFA_5	1.8606753663899	1.95470667495916	1.59113068489278	1.9164025536652	1.95871561719913	1.72098605987479	1.71575050751731	1.92638172094711	0.99802974228065	0.99802974228065	0.000213058403684272
PC_PUFA_6	2.20440630126656	2.29474596889605	1.92164172717562	2.25995347092971	2.31172453228351	2.2209660139532	2.30055761414781	2.2908386473037	0.285507473118261	0.517061224146744	-0.0718608993405729
PC_SFA	8.81814091074756	9.44007078948561	8.51577259122906	9.34296466153625	9.59952988676731	9.55074785833759	9.20556353205247	9.53784523432968	0.134160965903884	0.372563819645522	-0.0692814765855994
PC_ShortChainFA	2.47929236298981e-05	1.48755582199734e-05	1.96220830265017e-05	1.58066322115386e-05	3.17278585302536e-05	4.16716458282266e-05	5.00889612621628e-05	4.07788852675193e-05	0.00398674468223882	0.058752149960876	-1.12921479756153
PC_VeryLongChainFA	3.59298361068492	3.78485396737346	3.20933550886381	3.70025904366186	3.65166052473627	3.34300823811738	3.34367416833323	3.65335413767809	0.652671063476375	0.777616416393294	0.030175685999774
MG_LongChainFA	531.275768197908	635.457178847045	486.604246677187	631.680548078445	611.250716948116	437.556835065208	430.002828992397	620.289519167468	0.500355133298818	0.685170993346129	0.12243453811751
MG_MUFA	27.9213561469821	36.0987047462151	30.8201450471305	38.3034503139878	31.5481817748062	25.5064978621441	23.638091660825	29.3873782552416	0.10502727494452	0.354758795368158	0.274429356546998
MG_PUFA	186.618947000376	226.343302836337	162.560531777084	235.963071970781	210.359799726766	142.61961854698	138.653048060978	204.793778538229	0.309556390772064	0.517061224146744	0.22059537279694
MG_PUFA_2	186.618947000376	226.343302836337	162.560531777084	235.963071970781	210.359799726766	142.61961854698	138.653048060978	204.793778538229	0.309556390772064	0.517061224146744	0.22059537279694
MG_SFA	316.73546505055	373.015171264493	293.223569852972	357.414025793677	369.342735446544	269.430718656084	267.711689270594	386.108362373998	0.757875549421518	0.847037378765226	0.052382277108803
TG_LongChainFA	13.7636912009415	13.9137110752675	10.6695192615076	15.6190802064336	22.1793907645495	6.57272876362361	19.9256265041299	35.1018394308051	0.293173468633865	0.517061224146744	-0.634547941571946
TG_MUFA	6.7430044920826	6.89082331733219	5.27353096829675	7.72140495277667	10.9177708284088	3.13205202758253	9.89629581403845	17.2374805076873	0.298127017316438	0.517061224146744	-0.629084466201977
TG_MediumChainFA	0.0192344753920333	0.0187238075271412	0.036092832425082	0.017491831832513	0.0129350883076375	0.031811967400464	0.019283108701105	0.0171511416495108	0.681083512212566	0.782822571245142	0.173301188943552
TG_PUFA	6.98495564900675	7.38820012021526	5.12519535694107	8.22060534885187	11.1239711153195	3.27852597986583	9.45884176618023	16.9448268086443	0.331996091457719	0.53874981272009	-0.55791420897319
TG_PUFA_2	0.312198418966205	0.309000195356248	0.263239970848231	0.350446979389812	0.518668188182055	0.140536624903082	0.50419476560393	0.844748117851601	0.272123977751319	0.517061224146744	-0.701488026358311
TG_PUFA_3	0.916142009600091	0.979185734746094	0.826234584589926	1.09613513879492	1.61412728116647	0.397400991346505	1.48744962212492	2.8918302223972	0.297279728579631	0.517061224146744	-0.743295590004265
TG_PUFA_4	0.44389335840456	0.475505999914322	0.339419885645999	0.542198840835653	0.772616703328302	0.159899832206431	0.626009036942415	1.33128288337809	0.343377782963537	0.540234403874813	-0.682161202212355
TG_PUFA_5	1.85535015835484	1.92423047196343	1.27873976763734	2.20883868842051	2.92973519528477	0.890096925285453	2.32949876223534	4.10397153470846	0.351842777012304	0.540234403874813	-0.496625258546847
TG_PUFA_6	3.45737170368105	3.70027771823517	2.41756114821957	4.02298570141099	5.28882374735788	1.69059160612436	4.51168957927362	7.77299405030893	0.345873760415316	0.540234403874813	-0.502499411767382
TG_SFA	5.06375068192057	4.97748652923315	3.82645083611156	5.56827905928309	7.83962745260878	2.64064157258318	7.03912876605001	12.109311323642	0.281795735227711	0.517061224146744	-0.608266875331906
TG_VeryLongChainFA	5.00878514667642	5.32407508398597	3.51956506741674	5.87371732264553	7.68904354347993	2.44667884900747	6.44935673343772	11.172628067519	0.351863197260569	0.540234403874813	-0.492779535597903
PI_EtherLinked	0.0223919614103955	0.0221637206053683	0.0321646324730488	0.0238498527824967	0.0322037196706017	0.0314598577122902	0.0326426013120043	0.0309397810652443	0.0652898911065608	0.254463165338391	-0.339417436044939
PI_LongChainFA	2.01985177411103	2.20303018454375	2.23710200749848	2.2090663840348	1.87517489394261	1.9088791402457	1.80847978285301	1.85348702796866	0.00463832762849021	0.058752149960876	0.219404307296682
PI_MUFA	0.0275704688451373	0.0317068958053456	0.025537835429468	0.0357272866212983	0.0435290686653132	0.0339405597755095	0.0334866964507649	0.04105964008702	0.0601150576267242	0.254463165338391	-0.334681114014406
PI_PUFA	1.18148423662578	1.29736409379712	1.2552499719208	1.307360518511	1.15255724666673	1.14486649694578	1.08954980542026	1.11731751501664	0.0111384681941561	0.0910445080747724	0.162541202989827
PI_PUFA_2	0.000385046587250184	0.000433961233387062	0.00023531508672193	0.000512287912313362	0.000293701121024905	0.000285181946885821	0.000232918458360937	0.000256721120137794	0.120127889360476	0.365188783655847	0.552029342386929
PI_PUFA_3	3.51288066899205e-05	2.48552621724232e-05	1.64479452036356e-05	4.9514649827741e-05	3.67372170683723e-05	2.88371920875738e-05	6.17784403104342e-07	1.00915355821984e-05	0.300809107577978	0.517061224146744	0.723365631271238
PI_PUFA_4	0.748987728224328	0.80800001438567	0.896229629657255	0.800687527020493	0.609649423643896	0.664256347945332	0.626678804255262	0.621879004699744	0.00554921024865126	0.0602485684139279	0.367338646717121
PI_PUFA_5	0.196000642038792	0.218124325713768	0.170505126934473	0.220838191070192	0.221778218509484	0.204604739494005	0.184916322176702	0.209689827176604	0.792208356244409	0.866299785245684	-0.0275352950233484
PI_PUFA_6	0.236075690968721	0.270780937202125	0.188263452297145	0.285272997858178	0.320799166175254	0.275691390367466	0.277721142745536	0.285481870484572	0.129412228992514	0.372563819645522	-0.242311443148521
PI_SFA	1.15538615096696	1.27112751416309	1.2207125275136	1.27907759516114	1.11632184510365	1.10994654982245	1.05380174594537	1.08316078735092	0.00921553465058855	0.0875475791805913	0.17510876473499
PI_VeryLongChainFA	0.366981043737242	0.419332039827177	0.296562959838439	0.436948869041131	0.469436986163678	0.411334324010328	0.40100106627539	0.418990695551161	0.260882142722702	0.517061224146744	-0.16227704641605
PS_EtherLinked	0.661184777309043	0.440717010302188	0.438960680919824	0.376066732203032	0.375583527748981	0.491376436357643	0.378149609565003	0.329945112111111	0.288076784001724	0.517061224146744	0.283395134193084
PS_LongChainFA	32.878868065878	22.1501137580758	21.3258994072256	19.2862684632927	18.8390862497018	21.1693466757762	18.9323215425176	17.7808778534472	0.219358396708413	0.50370464836723	0.317998057361671
PS_MUFA	1.69948276856812	1.24640519028181	1.31355408547195	1.18681625206974	1.06977390092546	1.20137054020319	1.11057428428325	1.03261421502687	0.108193820132171	0.357510014349784	0.303069960304921
PS_MediumChainFA	0.0286802550651236	0.0131696848305023	0.0144357655408885	0.00960443250942983	0.010762856522607	0.0158573266800528	0.0150476630277771	0.013189882757526	0.565425663487557	0.753900884650075	0.264367648733893
PS_PUFA	7.52008871733729	6.08920013157261	6.0610498784651	5.7012480942153	5.97969534103717	6.6476558308192	6.00472804661289	5.68282434154113	0.586268430173969	0.759717087984993	0.0613728836263098
PS_PUFA_2	0.646318204908738	0.462699824794154	0.450871518078501	0.397976288583912	0.347516302983646	0.450347870578976	0.383744219231015	0.3300147544934	0.132050073342266	0.372563819645522	0.373183391324231
PS_PUFA_3	1.06468288509538	0.863529015517417	0.87816623863918	0.796310004629762	0.77767462279213	0.933762607718234	0.794943945876104	0.738042257791941	0.261008070930589	0.517061224146744	0.151111654547092
PS_PUFA_4	0.162200320100071	0.13256382528164	0.14382042694558	0.125053604416102	0.127286579401179	0.163072237905762	0.145511507414554	0.126508283060895	0.979682641473794	0.988256067306748	0.00322761556772552
PS_PUFA_5	0.767289740448751	0.687703237396615	0.661757234247923	0.691658195440281	0.678949522569611	0.656385834667535	0.557868069225068	0.636128186126633	0.0925745751722206	0.319803077867671	0.150996555583416
PS_PUFA_6	4.87959756678435	3.94270422858279	3.92643446055392	3.69025000114525	4.04826831329061	4.44408727994868	4.12266030486615	3.85213086006826	0.981754382653414	0.988256067306748	-0.0024692676709041
PS_SFA	34.2356950774857	22.5655954233568	21.813738205499	19.4659667822904	18.5629579465014	20.9850405928509	18.7030618582756	17.3846364055834	0.187828262268558	0.448979057768426	0.374906336642577
PS_VeryLongChainFA	10.6300364880431	7.78918113561429	7.8974297224695	7.10271478047851	6.80772263388984	7.69428920559297	6.90602117093929	6.34605058638242	0.166571298992261	0.429132838081756	0.267984139026188
LIPID_CLASS_Cer	6.1598484447253	6.03517724846026	4.59874706500895	6.12137656552501	7.25294275816149	6.45938140928023	3.80225977009285	5.99802514023995	0.8650243681157	0.912410188498761	-0.0371329497113341
LIPID_CLASS_ChE	0.00537991479835933	0.00193621974940883	0.000907563520766005	0.00679509876267778	0.0039474673518277	0.00693689102010184	0.00729512127889138	0.0122881679731757	0.134809276845419	0.372563819645522	-1.02050887337601
LIPID_CLASS_DG	17.5786982779994	17.216841306027	21.9629221177148	19.9386212244842	22.5457272936133	33.111033530758	18.3791550323743	20.507875573387	0.271547422122213	0.517061224146744	-0.301811013604846
LIPID_CLASS_Hex1Cer	0.394498672843619	0.514804551529042	0.667034618340246	0.604602581919227	0.526082551156763	0.650146613801597	0.598101937354212	0.532758125162067	0.655823353218237	0.777616416393294	-0.0811234404996174
LIPID_CLASS_LPC	0.108237653588405	0.122685954498551	0.125480455261869	0.12575147984919	0.135059604249009	0.129408625391491	0.120469092040988	0.141632013017557	0.119630690447325	0.365188783655847	-0.127124872593397
LIPID_CLASS_LPE	0.135048770379311	0.138839740861302	0.142300496662651	0.14548607719812	0.271044562323569	0.138370772995961	0.153746879905402	0.15050453071901	0.308654999471962	0.517061224146744	-0.345514741177275
LIPID_CLASS_MG	531.275768197908	635.457178847045	486.604246677187	631.680548078445	611.250716948116	437.556835065208	430.002828992397	620.289519167468	0.500355133298818	0.685170993346129	0.12243453811751
LIPID_CLASS_PC	12.5736824347901	13.3334708269051	11.9391955226335	13.2280306427783	13.3977417513865	13.1033018257245	12.8315188734833	13.378569149766	0.307395737800368	0.517061224146744	-0.0455078943380822
LIPID_CLASS_PE	4.44530192557489	4.99294864903385	4.38016399702181	4.89015019729611	4.96149047045485	5.0329333828295	4.62195349271832	4.65807278798575	0.480914046843422	0.676841991853705	-0.0429908169848419
LIPID_CLASS_PG	0.481912934259124	0.506322718525237	0.54992598804257	0.45086936552793	0.459762663152524	0.434261658016449	0.375234489075757	0.474370104165331	0.0889332265071007	0.314368614629751	0.189972732989809
LIPID_CLASS_PI	1.19341640892414	1.31118111218546	1.26683248366846	1.32300762653797	1.17230594005314	1.16010673212801	1.1047404245642	1.13623886175991	0.0135493388457185	0.0936136138431462	0.155658328511459
LIPID_CLASS_PS	21.7687924044931	14.9762322892603	14.618882447618	13.1992938381403	12.8287858700571	14.4397466040246	12.9266951882423	12.0700591612936	0.207307137448572	0.484779767572046	0.304859041895733
LIPID_CLASS_SM	2.1057191871476	2.28488258132403	2.39438683410321	2.28475744075054	1.9711934974736	2.01068386675352	1.71686223000818	2.01234529900644	0.0111032252669862	0.0910445080747724	0.234128304196092
LIPID_CLASS_TG	6.26390360766997	6.41883665559354	4.74172572044979	7.17009645363721	9.9604564654457	3.01707319334385	8.79808878208956	15.4305395466579	0.305560259078038	0.517061224146744	-0.597202033153797
Hex1Cer_DLinked	0.394498672843619	0.514804551529042	0.667034618340246	0.604602581919227	0.526082551156763	0.650146613801597	0.598101937354212	0.532758125162067	0.655823353218237	0.777616416393294	-0.0811234404996174
Hex1Cer_LongChainFA	0.417687854048976	0.540654192963979	0.698568501837578	0.633095425887305	0.551209441010201	0.678156286251382	0.626532800199434	0.558437198120878	0.669157366682972	0.777616416393294	-0.0762749416883603
Hex1Cer_MUFA	0.0856946374068879	0.15160182090665	0.195356860537704	0.188354586305746	0.161499195054341	0.187764121220368	0.178336169487728	0.17275992647273	0.491664353924159	0.685170993346129	-0.173483844591745
Hex1Cer_PUFA	0.371309491638261	0.488954910094105	0.635500734842914	0.57610973795115	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.641870906790385	0.777616416393294	-0.0864635087712275
Hex1Cer_PUFA_6	0.371309491638261	0.488954910094105	0.635500734842914	0.57610973795115	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.641870906790385	0.777616416393294	-0.0864635087712275
Hex1Cer_SFA	0.331993216642088	0.389052372057329	0.503211641299875	0.444740839581559	0.389710245955859	0.490392165031013	0.448196630711706	0.385677271648149	0.81003564626169	0.87946727308412	-0.038364885931049
Hex1Cer_VeryLongChainFA	0.371309491638261	0.488954910094105	0.635500734842914	0.57610973795115	0.500955661303326	0.622136941351813	0.56967107450899	0.507079052203256	0.641870906790385	0.777616416393294	-0.0864635087712275
Cer_DLinked	5.74799208683175	5.67898372512513	4.35103731328512	5.82234632241675	6.91248432980681	6.15509142256782	3.43800582415077	5.53219431606214	0.900489254621267	0.931118140832875	-0.0289233106524617
Cer_LongChainFA	6.1927089751061	6.06923167840341	4.63127258655978	6.15558561189119	7.29255514933133	6.48247559419402	3.8191646450866	6.03645836254784	0.869132692112528	0.912410188498761	-0.0359679735069064
Cer_MUFA	0.0686284873244248	0.0709843088084736	0.0546504925789963	0.0753782430662154	0.106396461330758	0.0945226764282577	0.107615988955199	0.107302239809457	0.000848776248559844	0.0414229209638788	-0.624976676410485
Cer_PUFA	0.0216387520213377	0.0185583614217264	0.0141210902364428	0.02376604172093	0.0179632806059744	0.019365931371948	0.00572520757721065	0.0124723394622867	0.189043813797232	0.448979057768426	0.491848302375422
Cer_PUFA_3	0.0216387520213377	0.0185583614217264	0.0141210902364428	0.02376604172093	0.0179632806059744	0.019365931371948	0.00572520757721065	0.0124723394622867	0.189043813797232	0.448979057768426	0.491848302375422
Cer_SFA	12.2249913406219	11.9765694820069	9.12429874154993	12.1394427449074	14.3756572745618	12.7992972326379	7.4859838894696	11.871169643648	0.879037542569292	0.915162373085838	-0.0334606011909442
Cer_TLinked	0.411856357893553	0.356193523335126	0.247709751723828	0.299030243108261	0.340458428354683	0.304289986712402	0.364253945942088	0.465830824177806	0.450576953480007	0.652263780275819	-0.165719531197869
Cer_VeryLongChainFA	6.12698791434451	6.00112281851711	4.56622154345812	6.08716751915884	7.21333036699165	6.43628722436643	3.7853548950991	5.95959191793205	0.860884487969273	0.912410188498761	-0.0383106382107692
ALL_DLinked	8.22078346898678	8.45023025717141	7.38302318702536	8.68156184850842	9.39062059493923	8.7945213474588	5.73561814752581	8.05702339042964	0.835146450506228	0.900299719694657	0.0337904244779339
ALL_EtherLinked	2.66599637768524	2.69502441250821	2.44647255787854	2.64243084264053	2.86040143487937	2.92197589119155	2.49445254309658	2.57862455266014	0.435530988267194	0.63654529054436	-0.0549276438237422
ALL_LongChainFA	652.659544424933	748.073383431136	600.66552026727	748.360799390475	739.49462469206	572.848889966009	542.613522684655	754.814581480445	0.618726325795379	0.777616416393294	0.0753817483695258
ALL_MUFA	50.2135929835909	59.0281300851893	51.2495740513853	62.0568279728957	58.1469279027291	44.6152505538207	48.871539652506	62.3309513588241	0.6849697498395	0.782822571245142	0.0567447526688541
ALL_MediumChainFA	0.533430154460947	0.539917202976985	0.488416431893146	0.526281747467828	0.562171108102466	0.432368356233444	0.394481156464014	0.577505250330784	0.562004085466766	0.753900884650075	0.0865040088824432
ALL_PUFA	213.323176996431	253.038401193402	185.864883045753	263.069155538583	240.771457383476	165.528579569979	166.561591308371	240.38825533324	0.398301861665855	0.593547872286372	0.170539061019014
ALL_SFA	418.256859705027	463.120530072684	386.874175660517	450.280948049243	470.544098697404	387.332630400296	352.042534791455	483.617795766773	0.870391298238949	0.912410188498761	0.0211375891352772
ALL_ShortChainFA	2.47929236298981e-05	1.48755582199734e-05	1.96220830265017e-05	1.58066322115386e-05	3.17278585302536e-05	4.16716458282266e-05	5.00889612621628e-05	4.07788852675193e-05	0.00398674468223882	0.058752149960876	-1.12921479756153
ALL_TLinked	0.43928283572974	0.384634124141917	0.277145330427044	0.329174739686362	0.359598211852618	0.325690542376543	0.381605789929442	0.486105173978808	0.555661049078222	0.753900884650075	-0.118803306440943
ALL_VeryLongChainFA	30.5268873688813	28.7075577857642	24.7003381810393	28.6631921165113	31.7173760413752	26.4046621873919	26.3835953776375	33.0300634150233	0.586619319935369	0.759717087984993	-0.0619180998504735
SM_DLinked	2.07829270931142	2.25644198051724	2.36495125539999	2.25461294417244	1.95205371397566	1.98928331108938	1.69951038602083	1.99207094920544	0.0119795405361543	0.0910445080747724	0.230345714663474
SM_LongChainFA	3.4789854671128	3.77534456167786	3.94386017770097	3.78631774436274	3.16019726249388	3.21519921194828	2.80546316796149	3.29186323801607	0.00503881918058568	0.0589154242653095	0.264695260865654
SM_MUFA	1.83138770497149	1.98833758411385	2.11228508274545	1.98693745802712	1.77078855835253	1.85292475536911	1.55140475839962	1.75386454220872	0.0286042325786325	0.181160139664673	0.192665219531568
SM_MediumChainFA	0.000861829217899155	0.00103484211473064	0.00154185316756569	0.000997301268647124	0.00129592671533489	0.00166722756495366	0.0018034241440511	0.00175707832598481	0.0345247950308946	0.19797835535816	-0.556478174815158
SM_PUFA	0.553831487659841	0.595473555765995	0.630058150842397	0.577548767993715	0.518860390432679	0.510379439857364	0.454258903755276	0.582047184527606	0.0639353988890662	0.254463165338391	0.190374737903264
SM_PUFA_2	0.0629380111779995	0.0646006556307451	0.0805797937133771	0.0680879690334143	0.0553226040279638	0.0475076519680895	0.0522841896357089	0.0652736479996875	0.0437935113284569	0.221887124064182	0.325700618100664
SM_PUFA_3	0.318846058165554	0.347510096362857	0.384573202314092	0.335758543193038	0.297486366565739	0.332170383582593	0.262137378719578	0.29746484831893	0.0483364404688866	0.234124748172318	0.221580203176482
SM_PUFA_4	0.145792607906538	0.154230097228167	0.133421082778334	0.148655793015535	0.138515319196872	0.102110510323192	0.11503933960141	0.188046010311782	0.652349830988581	0.777616416393294	0.0984254867538323
SM_PUFA_5	0.0133021623786078	0.013760960214465	0.0153922865686363	0.0124617448687981	0.0165623615904291	0.0137196724475923	0.0121958102452401	0.0180370859040481	0.389887433589685	0.592628899056321	-0.140034263987788
SM_PUFA_6	0.0129526480311415	0.0153717463297609	0.0160917854679585	0.0125847178829292	0.010973739051675	0.0148712215358974	0.0126021855533395	0.0132255919931586	0.304772911680293	0.517061224146744	0.14158130650039
