class	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
SM_MediumChainFA	0.000861829217899155	0.00103484211473064	0.00154185316756569	0.000997301268647124	0.00049533946029036	0.000661306245466121	0.000717154904829565	0.0402973481628363	0.0561944671628543	0.828197755599164
SM_PUFA	0.553831487659841	0.595473555765995	0.630058150842397	0.577548767993715	0.192285797487018	0.211219343993189	0.221493855552514	1.38859073469614e-05	0.000211065791673813	1.49993459160039
SM_PUFA_2	0.0629380111779995	0.0646006556307451	0.0805797937133771	0.0680879690334143	0.0301913566319417	0.0390701915498502	0.0392891539248709	0.00124128455359909	0.00328819599701429	0.93234034653513
SM_PUFA_3	0.318846058165554	0.347510096362857	0.384573202314092	0.335758543193038	0.086555706751301	0.0841468205239446	0.0888484070243142	0.000303503560214083	0.00167139042244893	2.00251603341397
SM_PUFA_4	0.145792607906538	0.154230097228167	0.133421082778334	0.148655793015535	0.0627840118517599	0.068894156312394	0.0752938580360364	4.07152772250335e-05	0.000442051581300364	1.07679268966898
SM_PUFA_5	0.0133021623786078	0.013760960214465	0.0153922865686363	0.0124617448687981	0.0104724855696071	0.0167466059708707	0.0158135398240264	0.788164473744791	0.798673333394722	-0.0632116976573746
SM_PUFA_6	0.0129526480311415	0.0153717463297609	0.0160917854679585	0.0125847178829292	0.00228223668240834	0.00236156963612897	0.00224889674326616	0.000826905382391818	0.00251379236247113	2.63280537094926
SM_SFA	1.82621918166387	1.98595402276822	2.04643043461857	2.00502865548025	0.726324073011803	0.744090868453623	0.816449543734585	9.12025709706479e-06	0.000211065791673813	1.36678748598976
SM_TLinked	0.027426477836187	0.0284406008067909	0.0294355787032166	0.0301444965781009	0.00431377989452129	0.00356634439047293	0.00461601924539541	1.22267921277155e-06	7.4829974250505e-05	2.79264027348864
SM_VeryLongChainFA	0.731591077964502	0.793385758855474	0.843371637337886	0.782199835869695	0.252616949190056	0.285871487442715	0.295421348865417	1.57378312519409e-05	0.000217468213663184	1.50260220983907
ChE_LongChainFA	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.146651338832548	0.170160332080514	-0.917012143253038
ChE_PUFA	0.00537991479835933	0.00193621974940883	0.000907563520766005	0.00679509876267778	0.00674759363440056	0.00707078315053997	0.0062469615906919	0.124567838071311	0.152696059571285	-0.832973742827468
ChE_PUFA_5	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.146651338832548	0.170160332080514	-0.917012143253038
ChE_PUFA_6	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.126780790157646	0.152941905587002	-0.815865079462318
