class	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
SM_PUFA_3	0.318846058165554	0.347510096362857	0.384573202314092	0.335758543193038	0.08203586123868	0.0980482362771599	0.0837753141312662	0.0982992410601806	0.000129669540831063	0.000615930318947549	1.93694936903448
SM_PUFA_4	0.145792607906538	0.154230097228167	0.133421082778334	0.148655793015535	0.0702073940792411	0.074828453152798	0.0720393975697391	0.0734134509335209	0.000294376059076229	0.000972720890860583	1.00278395618994
SM_PUFA_5	0.0133021623786078	0.013760960214465	0.0153922865686363	0.0124617448687981	0.0121699262881768	0.0123896652968469	0.0208085510699856	0.0118031974702862	0.817169154560263	0.822580870815629	-0.0580352454792867
SM_PUFA_6	0.0129526480311415	0.0153717463297609	0.0160917854679585	0.0125847178829292	0.00237810488175514	0.0025831708796294	0.00235037752024828	0.0028144640285089	0.000778277418874394	0.00211246727980193	2.49290353763114
SM_SFA	1.82621918166387	1.98595402276822	2.04643043461857	2.00502865548025	0.692467967472835	0.800302644520045	0.790962064275707	0.820573366791241	5.46423279046543e-06	0.000159248626256676	1.34092506749104
SM_TLinked	0.027426477836187	0.0284406008067909	0.0294355787032166	0.0301444965781009	0.00345284573971079	0.00487784844052041	0.00424560556167298	0.00482085022323576	6.16252564761868e-07	9.3670389843804e-05	2.73030972188353
SM_VeryLongChainFA	0.731591077964502	0.793385758855474	0.843371637337886	0.782199835869695	0.250801233436723	0.286806415804352	0.313013642681097	0.28021110444493	1.19335596198456e-05	0.000159248626256676	1.47821781232894
ChE_LongChainFA	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.056485855549191	0.0660450003344387	-1.3836286365124
ChE_PUFA	0.00537991479835933	0.00193621974940883	0.000907563520766005	0.00679509876267778	0.00620526247434229	0.00846743052351766	0.0156222129916193	0.00789985245074559	0.0662056295309413	0.0756635766067901	-1.34660542535328
ChE_PUFA_5	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.056485855549191	0.0660450003344387	-1.3836286365124
ChE_PUFA_6	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.0684881433014086	0.0771125761615859	-1.3392157453751
ChE_VeryLongChainFA	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.0684881433014086	0.0771125761615859	-1.3392157453751
LPE_LongChainFA	0.049590298838633	0.056255290788486	0.045330142197511	0.0611892307904061	0.0180303474002061	0.0221363956773486	0.0187612133031549	0.0235367331316289	0.00118585637879523	0.00301583762906298	1.36469735006041
LPE_MUFA	0.00799218743694083	0.00690985876626971	0.00720134671706939	0.0070981683865617	0.00141866240309943	0.00171942750768376	0.00181016745567137	0.00228882315422636	3.27993404783821e-06	0.000159248626256676	2.0125657786804
LPE_PUFA	0.096842153564351	0.0945362849796924	0.105875406559141	0.0969783228290393	0.0450815550057899	0.044365498291224	0.0425728887709997	0.0571382919522958	2.96909484995921e-05	0.000249759269862513	1.05945192194761
LPE_PUFA_4	0.00318349527271678	0.0027078676787454	0.00538866627619595	0.00325597517164594	0.000887462242576658	0.0010379982969411	0.000993980235822243	0.00139973289864584	0.0215131295775652	0.0302777379239806	1.75080352771898
LPE_PUFA_5	0.0198502198858173	0.0196805743156425	0.0169849513031456	0.0202444262923159	0.00676882937974653	0.00694119634636858	0.00617608804140157	0.00875905667866528	2.32485637276682e-05	0.000220861355412848	1.42206601822758
LPE_PUFA_6	0.0738084384058169	0.0721478429853045	0.0835017889797994	0.0734779213650774	0.0374252633834667	0.0363863036479143	0.0354028204937759	0.0469795023749847	6.49279565131441e-05	0.000411210391249913	0.955674976241275
LPE_SFA	0.0302144293780192	0.0373935971153397	0.0292237433864407	0.0414095859825192	0.0135594271985036	0.017019279634639	0.0140975246746817	0.0172661529264051	0.00463987884470586	0.00810645499304931	1.15819044768553
LPE_VeryLongChainFA	0.0854584715406781	0.0825844500728158	0.0969703544651401	0.0842968464077141	0.0420292972071869	0.0409678097561981	0.0397193675981978	0.0531565349012984	7.31145816592321e-05	0.000444536656488131	0.989974355409769
