class	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
ALL_DLinked	8.22078346898678	8.45023025717141	7.38302318702536	8.68156184850842	2.43070485389158	3.05430941734812	2.134062856664	3.00227942364032	7.56448660749545e-06	0.000159248626256676	1.62389232945778
ALL_EtherLinked	2.66599637768524	2.69502441250821	2.44647255787854	2.64243084264053	2.1757815815268	2.2822147267494	2.13666142922798	2.25092708527504	0.00184199484320234	0.0040577277705327	0.240463041804855
ALL_LongChainFA	652.659544424933	748.073383431136	600.66552026727	748.360799390475	224.24162617981	291.592319745195	198.626823138813	347.300566482583	0.000152460369024665	0.000635871291422405	1.37284579918328
ALL_MUFA	50.2135929835909	59.0281300851893	51.2495740513853	62.0568279728957	24.12561521344	28.9321733952471	22.2948186294659	32.1399669149521	0.000309452138416542	0.0010007813838152	1.04988034813534
ALL_MediumChainFA	0.533430154460947	0.539917202976985	0.488416431893146	0.526281747467828	0.608756550447006	0.603507158705989	0.597416810584643	0.587744441798675	0.00366207352144624	0.0071069354097711	-0.199332485130263
ALL_PUFA	213.323176996431	253.038401193402	185.864883045753	263.069155538583	79.7211382477267	98.5775771618384	73.3010340879504	120.17921748392	0.00139459490564927	0.00331216290091702	1.29979261822944
ALL_SFA	418.256859705027	463.120530072684	386.874175660517	450.280948049243	136.935645753733	181.874941168282	118.657026899216	212.609601732579	8.74427566436896e-05	0.000474689250351458	1.4024941514177
ALL_ShortChainFA	2.47929236298981e-05	1.48755582199734e-05	1.96220830265017e-05	1.58066322115386e-05	3.4402322672766e-05	2.85541354988481e-05	2.7292502787519e-05	3.97228736142546e-05	0.010338711195248	0.0162008670276051	-0.791368052215857
ALL_TLinked	0.43928283572974	0.384634124141917	0.277145330427044	0.329174739686362	0.0660225913182628	0.0950166795348239	0.05355564803536	0.0872483929049608	0.00266116206265282	0.00554104977429081	2.24438252188152
ALL_VeryLongChainFA	30.5268873688813	28.7075577857642	24.7003381810393	28.6631921165113	17.6578295665975	19.0315287444862	16.7880790703893	18.8740758504259	0.00154663007337162	0.00361673494080749	0.63808579137866
SM_DLinked	2.07829270931142	2.25644198051724	2.36495125539999	2.25461294417244	0.827114980686103	0.941189486624473	0.952776074873964	0.95785937861643	1.45533755107537e-05	0.000159248626256676	1.28329035891887
SM_LongChainFA	3.4789854671128	3.77534456167786	3.94386017770097	3.78631774436274	1.4096321731539	1.60456966875979	1.60035029171282	1.64440179152804	1.20213824283585e-05	0.000159248626256676	1.25947824944077
SM_MUFA	1.83138770497149	1.98833758411385	2.11228508274545	1.98693745802712	0.763786732470209	0.864786713779813	0.890797995143343	0.877723617656971	2.8928266574227e-05	0.000249759269862513	1.22100716694783
SM_MediumChainFA	0.000861829217899155	0.00103484211473064	0.00154185316756569	0.000997301268647124	0.000702246261002676	0.000758585565848704	0.000679426477353033	0.000747561706360465	0.0794682258372976	0.0881691264764177	0.619221874143989
SM_PUFA	0.553831487659841	0.595473555765995	0.630058150842397	0.577548767993715	0.204880952908583	0.227045311830129	0.232283301452225	0.227063473231118	3.86343926287234e-05	0.000293621383978298	1.40295849976263
SM_PUFA_2	0.0629380111779995	0.0646006556307451	0.0805797937133771	0.0680879690334143	0.0380896664207305	0.0391957862236945	0.0533096611609856	0.0407331197386212	0.00276895124167368	0.00568757552343783	0.688983987360532
