class	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
SM_MUFA	1.77078855835253	1.85292475536911	1.55140475839962	1.75386454220872	0.763786732470209	0.864786713779813	0.890797995143343	0.877723617656971	0.00017799480582599	0.00112730043689793	1.02834194741627
SM_MediumChainFA	0.00129592671533489	0.00166722756495366	0.0018034241440511	0.00175707832598481	0.000702246261002676	0.000758585565848704	0.000679426477353033	0.000747561706360465	0.00366031078266724	0.00854975633174517	1.17570004895915
SM_PUFA	0.518860390432679	0.510379439857364	0.454258903755276	0.582047184527606	0.204880952908583	0.227045311830129	0.232283301452225	0.227063473231118	0.00101540670346643	0.0034298181983755	1.21258376185937
SM_PUFA_2	0.0553226040279638	0.0475076519680895	0.0522841896357089	0.0652736479996875	0.0380896664207305	0.0391957862236945	0.0533096611609856	0.0407331197386212	0.0550140554459464	0.0740012073255209	0.363283369259868
SM_PUFA_3	0.297486366565739	0.332170383582593	0.262137378719578	0.29746484831893	0.08203586123868	0.0980482362771599	0.0837753141312662	0.0982992410601806	0.000315977815252612	0.00171530813994275	1.715369165858
SM_PUFA_4	0.138515319196872	0.102110510323192	0.11503933960141	0.188046010311782	0.0702073940792411	0.074828453152798	0.0720393975697391	0.0734134509335209	0.0440807944676905	0.0632101958404619	0.904358469436106
SM_PUFA_5	0.0165623615904291	0.0137196724475923	0.0121958102452401	0.0180370859040481	0.0121699262881768	0.0123896652968469	0.0208085510699856	0.0118031974702862	0.756226583463367	0.781948576098176	0.0819990185085015
SM_PUFA_6	0.010973739051675	0.0148712215358974	0.0126021855533395	0.0132255919931586	0.00237810488175514	0.0025831708796294	0.00235037752024828	0.0028144640285089	0.00086722754502521	0.00303334176564512	2.35132223113075
SM_SFA	1.65273804616199	1.65806353828056	1.42806079786146	1.68877887127655	0.692467967472835	0.800302644520045	0.790962064275707	0.820573366791241	0.000156825122206922	0.00112730043689793	1.05001861504096
SM_TLinked	0.019139783497935	0.0214005556641412	0.0173518439873536	0.0202743498010024	0.00345284573971079	0.00487784844052041	0.00424560556167298	0.00482085022323576	0.000101924509266113	0.00112730043689793	2.16770006862008
SM_VeryLongChainFA	0.780893805737978	0.804501293993803	0.626457867910825	0.73107028167082	0.250801233436723	0.286806415804352	0.313013642681097	0.28021110444493	0.000672039866581601	0.0026881594663264	1.3798647980915
ChE_LongChainFA	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.836235967556866	0.847385780457624	-0.141132771542072
ChE_PUFA	0.0039474673518277	0.00693689102010184	0.00729512127889138	0.0122881679731757	0.00620526247434229	0.00846743052351766	0.0156222129916193	0.00789985245074559	0.502827267553968	0.530762115751411	-0.326096551977271
ChE_PUFA_5	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.836235967556866	0.847385780457624	-0.141132771542072
ChE_PUFA_6	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.438213400851647	0.472400261910995	-0.366660479597694
ChE_VeryLongChainFA	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.438213400851647	0.472400261910995	-0.366660479597694
LPE_LongChainFA	0.074669248630151	0.0356164346995936	0.0360538944066489	0.0474025086587418	0.0180303474002061	0.0221363956773486	0.0187612133031549	0.0235367331316289	0.0544899342742741	0.0740012073255209	1.23228897286745
LPE_MUFA	0.00623676424384107	0.00473517368401186	0.00559409370772109	0.00548446374556668	0.00141866240309943	0.00171942750768376	0.00181016745567137	0.00228882315422636	0.0001713517333642	0.00112730043689793	1.60733133896892
LPE_PUFA	0.206791252257987	0.108492553259136	0.12433771644985	0.116254092950865	0.0450815550057899	0.044365498291224	0.0425728887709997	0.0571382919522958	0.0264065251021538	0.0409570593421161	1.55516851752589
LPE_PUFA_4	0.00738070302487085	0.00365209525104181	0.00422052203518238	0.002872239521179	0.000887462242576658	0.0010379982969411	0.000993980235822243	0.00139973289864584	0.0388766252622804	0.0562785432368249	2.06919832179523
LPE_PUFA_5	0.0286101744622821	0.0148673489535616	0.0160105531442844	0.0223759622289541	0.00676882937974653	0.00694119634636858	0.00617608804140157	0.00875905667866528	0.0230211191928664	0.0360743311063474	1.51493792216294
LPE_PUFA_6	0.170800374770834	0.0899731090545324	0.104106641270383	0.0910058912007321	0.0374252633834667	0.0363863036479143	0.0354028204937759	0.0469795023749847	0.0286696250808866	0.0440180102251996	1.54533513886156
LPE_SFA	0.0580165458217409	0.0251430460528136	0.0238150697478314	0.0287659740225776	0.0135594271985036	0.017019279634639	0.0140975246746817	0.0172661529264051	0.106166780225091	0.127065752710346	1.1318538492338
LPE_VeryLongChainFA	0.196375313693418	0.102754338296368	0.117692985498753	0.103102022060268	0.0420292972071869	0.0409678097561981	0.0397193675981978	0.0531565349012984	0.0299011712860051	0.0454497803547277	1.56376848746271
