class	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
TG_PUFA_3	0.252225980507054	0.246355477951163	0.214881563577379	0.249740548881249	0.319930732205223	0.304139966362547	0.325273045880057	0.03213973043011	0.135701084038242	-0.33398501820263
TG_PUFA_4	0.11289304294475	0.117590387590179	0.101347739114514	0.104303953404098	0.133422264983984	0.133322204247582	0.147555624993487	0.131267065522887	0.311495310569454	-0.229146558726562
TG_PUFA_5	0.417148836146042	0.479981672155665	0.461542755100123	0.397933283013385	0.546001550088364	0.470558477059915	0.596597510329639	0.351290496864363	0.494408847438734	-0.15074218019435
TG_PUFA_6	0.870616642475865	0.963802484986476	0.914602788722003	0.816958639443375	1.11266625799283	0.952819401028144	1.16638350881794	0.321766323413797	0.472345191819586	-0.143548380043347
TG_SFA	1.24038906355345	1.40347539712152	1.28543951591258	1.25528884072724	1.64184330812136	1.36751260966522	1.65485028816712	0.196850721129895	0.401383738497264	-0.176162833897155
TG_VeryLongChainFA	1.21432076610728	1.35786101316902	1.29188194465265	1.15415587325542	1.57268113597765	1.3453603976113	1.66586687314861	0.301808651355256	0.472345191819586	-0.155407744069106
PI_EtherLinked	0.0477183515664244	0.0373822397608215	0.0395471533361524	0.0310870844035952	0.0320601563373206	0.0277478413343992	0.0324980764959942	0.0636758969505365	0.21508302969959	0.429631870974071
PI_LongChainFA	1.7189732308022	1.74037269671885	1.80875450009944	1.62657781105142	1.70472740964737	1.61490807444061	1.73260637899897	0.0822703160624326	0.257737132827028	0.0727271852593606
PI_MUFA	0.0701711367396416	0.0595361392418292	0.0670206240516664	0.0561961810556985	0.0601898596625835	0.0679768116778904	0.063897584251735	0.431194167541494	0.585192084520599	0.0793847063751568
PI_PUFA	1.21935078771581	1.22046674365681	1.26062014875047	1.08364870260302	1.13893795758419	1.09415320002621	1.16282680325683	0.00454052530591611	0.0395212622162357	0.139374240992449
PI_PUFA_2	0.00270260282372622	0.00261443344211045	0.00255879194903979	0.0019227308383274	0.00174366587755843	0.00228849600351497	0.00199404979633523	0.00727941762060021	0.0481074555796187	0.401706198417246
PI_PUFA_3	0.00192978855137727	0.000858225338282411	0.000991944304907635	0.00105524784658737	0.000868961890916632	0.000917751819309887	0.000906625929202216	0.439630679574397	0.586174239432529	0.427060705225996
PI_PUFA_4	0.388899698175982	0.411982884027418	0.429258493867578	0.454437513413721	0.474196816538589	0.427965265036653	0.475639117917126	0.0335201959420714	0.136079177039965	-0.15974620026138
PI_PUFA_5	0.179656477408858	0.185207479044067	0.195462812885142	0.149773663893157	0.160407109766151	0.138803070929069	0.160551458482771	0.00438379076673256	0.0395212622162357	0.29359613625556
PI_PUFA_6	0.646162220755865	0.619803721804934	0.6323481057438	0.476459546611229	0.501721403510979	0.52417861623766	0.5237355511314	0.000291956583442177	0.00907926006904031	0.321054279387398
PI_SFA	1.14557149466473	1.15778304286982	1.19488290058951	1.03243940933711	1.08705444475761	1.04497519160036	1.10941736162852	0.00856933880618277	0.0500976730207608	0.126117148720201
PI_VeryLongChainFA	0.763838539884401	0.734795468810425	0.753316326628352	0.576793566348007	0.613515008694345	0.619944970198247	0.636033446634114	0.000298659870692115	0.00907926006904031	0.295618842812133
PS_EtherLinked	0.225928736447011	0.313987218369846	0.282555597311723	0.239861852095595	0.246251205976652	0.185396343254594	0.224935063399195	0.181161697328632	0.377213397177425	0.29078906862213
PS_LongChainFA	13.0657752612846	16.0730667904964	14.7172485059925	13.878198901551	13.8511695177724	11.8693565902827	12.8935927489129	0.223295915393444	0.424262239247544	0.155708411495745
PS_MUFA	0.89704921269999	0.931180536857952	0.911297152812041	0.941856838441366	0.963054381816884	0.833135489647141	0.906723029131012	0.95098733779487	0.974135927789341	0.00313659624247553
PS_MediumChainFA	0.0086836555036668	0.0106191486021904	0.0100998930511256	0.0079843705638811	0.00634977790566591	0.0057945028910191	0.00665333094810159	0.0122675512366027	0.0589744436494872	0.549723253305336
PS_PUFA	5.19084620394499	5.88084020880996	5.67459924383332	5.15024929544736	5.29474925844086	4.74509628400892	5.15132682567582	0.117582973233608	0.308148481577731	0.134458126294887
PS_PUFA_2	0.285960713918576	0.359131495191901	0.325502922743562	0.307675116063714	0.32753274480182	0.20830466522772	0.305962984270852	0.338025727645498	0.480186080393605	0.171003298797183
PS_PUFA_3	0.551219821127079	0.648571277748838	0.608166036544041	0.530909739917115	0.566268893404483	0.389605216238049	0.541410814274031	0.10863825992643	0.306833034904338	0.249201845572994
PS_PUFA_4	0.106491045840871	0.121470693675911	0.114665656120489	0.117515397087966	0.117516587743563	0.0974483240867983	0.113299802511126	0.685943370287725	0.814557752216673	0.0353457577320038
PS_PUFA_5	0.46958949186627	0.538852355157782	0.525897875516866	0.484434469927916	0.502348198551971	0.449488966671439	0.485466809058961	0.284285326893838	0.472345191819586	0.0902434554361689
PS_PUFA_6	3.7775851311922	4.21281438703552	4.10036675290836	3.70971457245065	3.78108283393902	3.60024911178491	3.70518641556085	0.116905458772605	0.308148481577731	0.123713262033879
PS_SFA	12.0999775169258	15.1515004550855	13.7559937168713	13.3016256311293	13.221522018044	11.3770422848276	12.1964418078791	0.330879668787565	0.474468959016132	0.126210689722305
PS_VeryLongChainFA	5.14453926172868	5.929698912891	5.65943711920168	5.54818659474637	5.6641381657622	5.12890512467497	5.39496472205147	0.615588600737502	0.75459247832339	0.0376924577997082
LIPID_CLASS_Cer	2.52505434049312	1.64525065642656	1.67843111386029	1.40137959126679	1.91886836196901	1.01277965834675	1.84545686352027	0.32046449684375	0.472345191819586	0.335909395023884
LIPID_CLASS_ChE	0.00674759363440056	0.00707078315053997	0.0062469615906919	0.00620526247434229	0.00846743052351766	0.0156222129916193	0.00789985245074559	0.26326543853955	0.465306356488507	-0.513631682525814
LIPID_CLASS_DG	9.44280370503773	6.9571070372293	6.71600420621845	5.76814858218587	7.04045126732369	3.98656395683253	6.71104157347307	0.171414702834124	0.366043869591981	0.390882303435321
LIPID_CLASS_Hex1Cer	0.34688950600486	0.3107941594804	0.285196102935408	0.264780027517242	0.284390399848947	0.217817165916967	0.281390724185343	0.0847819515878383	0.257737132827028	0.26202380004705
LIPID_CLASS_LPC	0.0539016030749592	0.0510120685111378	0.0522877983355175	0.0411227263524186	0.0525968129981035	0.0483429450555747	0.0537305513835932	0.318839244851158	0.472345191819586	0.0983227566615421
LIPID_CLASS_LPE	0.0995093644993979	0.0945683392189341	0.0874965529315967	0.060059644607393	0.0631042054335467	0.0584805809013528	0.0766932680329273	0.00294420794759181	0.0339907012944125	0.539294748781749
LIPID_CLASS_MG	218.558683523788	209.967619502748	193.64182067366	165.511049866439	226.649178841692	145.808521770598	283.763834026507	0.954909560793498	0.974135927789341	0.0136730049990099
LIPID_CLASS_PC	13.1126866781548	13.2144583623829	13.3409257627459	11.4288063859201	12.1744853896855	11.1533969208325	12.1492836805155	0.00797024883887591	0.0500976730207608	0.173244107314663
LIPID_CLASS_PE	6.36779761078642	6.70217934082327	6.84280433498746	5.53990922318537	5.77303521448181	5.39576725305666	5.86061205024137	0.00468014947297528	0.0395212622162357	0.234369049799441
LIPID_CLASS_PG	0.13889691878034	0.146079643715983	0.150822888957557	0.127819903431681	0.167565671424096	0.0919873608609114	0.15858549215365	0.647159283418148	0.782623010399142	0.0899107788131424
LIPID_CLASS_PI	1.2414058853433	1.23758408276464	1.2810354133639	1.10168568869971	1.15912120917086	1.11742652231943	1.18431991281654	0.00502869623072922	0.0402295698458338	0.135938476846647
LIPID_CLASS_PS	9.10949908925845	11.0066924259948	10.1933927591226	9.71718493343064	9.76082873072011	8.50202810892433	9.14760540095622	0.275662702891603	0.470341826654264	0.122317670882154
LIPID_CLASS_SM	0.848178132457932	0.909763036663812	0.978645660495122	0.830567826425814	0.946067335064993	0.957021680435637	0.962680228839665	0.819425486616663	0.888385509935635	-0.0186811907513121
LIPID_CLASS_TG	1.52957543127592	1.69796478067774	1.56308044591829	1.50974829172556	2.00146991749927	1.73726718256399	2.08610564863461	0.170527469031206	0.366043869591981	-0.199466448433484
Hex1Cer_DLinked	0.34688950600486	0.3107941594804	0.285196102935408	0.264780027517242	0.284390399848947	0.217817165916967	0.281390724185343	0.0847819515878383	0.257737132827028	0.26202380004705
Hex1Cer_LongChainFA	0.38351011901997	0.360541704416856	0.330768489963716	0.303027418804991	0.324989010168245	0.263424146336288	0.321984778134289	0.0497715146325912	0.180125481527473	0.240047631363909
Hex1Cer_MUFA	0.115093272080211	0.110666566330896	0.102230038405573	0.0897920000972201	0.0927408429519502	0.0799023991745807	0.0963237606713385	0.014396396060599	0.0643603588591487	0.28567375099037
Hex1Cer_PUFA	0.31026889298975	0.261046614543944	0.239623715907099	0.226532636229492	0.243791789529649	0.172210185497646	0.240796670236398	0.13419341950325	0.311495310569454	0.29167669102233
Hex1Cer_PUFA_6	0.31026889298975	0.261046614543944	0.239623715907099	0.226532636229492	0.243791789529649	0.172210185497646	0.240796670236398	0.13419341950325	0.311495310569454	0.29167669102233
Hex1Cer_SFA	0.268416846939759	0.24987513808596	0.228538451558143	0.213235418707771	0.232248167216295	0.183521747161708	0.22566101746295	0.079662631221177	0.257632339268487	0.220456901620673
Hex1Cer_VeryLongChainFA	0.31026889298975	0.261046614543944	0.239623715907099	0.226532636229492	0.243791789529649	0.172210185497646	0.240796670236398	0.13419341950325	0.311495310569454	0.29167669102233
Cer_DLinked	2.42290805989107	1.57086860779819	1.59582643956485	1.33880984568824	1.8287295308747	0.963469615873066	1.76302932083854	0.323183552297611	0.472345191819586	0.338526908148251
Cer_LongChainFA	2.53767196222073	1.65445255479873	1.68994796665654	1.40849986495613	1.92931348804821	1.01866895737391	1.85630117577286	0.31926505231231	0.472345191819586	0.336122284055844
Cer_MUFA	0.0916841091354874	0.0880114521433108	0.0807149453515862	0.0652797450070926	0.0809481440574408	0.063391931434638	0.0782143614623349	0.0433431118838216	0.160686658691241	0.270587225959114
Cer_PUFA	0.0107213569443392	0.00538417008649185	0.00695138673476739	0.00535536286977656	0.00690766379631619	0.00310917249075814	0.00655466215384418	0.304355664620347	0.472345191819586	0.4875376020341
Cer_PUFA_3	0.0107213569443392	0.00538417008649185	0.00695138673476739	0.00535536286977656	0.00690766379631619	0.00310917249075814	0.00655466215384418	0.304355664620347	0.472345191819586	0.4875376020341
Cer_SFA	4.94542316913627	3.19512723180212	3.26671949057624	2.73058459872446	3.74827686762348	1.9570103137197	3.60459432436389	0.32635841669518	0.472442660358737	0.337099809121321
Cer_TLinked	0.102146280602048	0.0743820486283665	0.0826046742954362	0.062569745578552	0.0901388310943035	0.049310042473687	0.082427542681725	0.274126074783475	0.470341826654264	0.280574655896966
Cer_VeryLongChainFA	2.51243671876551	1.63604875805439	1.66691426106403	1.39425931757745	1.90842323588981	1.0068903593196	1.83461255126767	0.321678878555709	0.472345191819586	0.335694097201099
ALL_DLinked	3.61366191845935	2.78785945955193	2.85505218374999	2.43070485389158	3.05430941734812	2.134062856664	3.00227942364032	0.276983416506585	0.470341826654264	0.216619626985788
ALL_EtherLinked	2.23281672440254	2.5651791806706	2.5585977153458	2.1757815815268	2.2822147267494	2.13666142922798	2.25092708527504	0.150110622285226	0.34054947145305	0.149117868746612
ALL_LongChainFA	288.943008692605	278.446916597937	260.417669518512	224.24162617981	291.592319745195	198.626823138813	347.300566482583	0.779552301603637	0.884268282416066	0.0559453779522931
ALL_MUFA	27.823351401971	28.2117069873955	26.5364053164028	24.12561521344	28.9321733952471	22.2948186294659	32.1399669149521	0.794215216712349	0.888385509935635	0.0345156854214007
ALL_MediumChainFA	0.650103894748502	0.699276873918355	0.710223657113522	0.608756550447006	0.603507158705989	0.597416810584643	0.587744441798675	0.0357746482497935	0.136079177039965	0.195919114505492
ALL_PUFA	99.8074731877556	102.053162016489	90.8429273182178	79.7211382477267	98.5775771618384	73.3010340879504	120.17921748392	0.70028534178784	0.822078648616444	0.0700326507536621
ALL_SFA	180.130352763796	167.161922969217	161.965635047246	136.935645753733	181.874941168282	118.657026899216	212.609601732579	0.761755963029451	0.87057824346223	0.062822895113046
ALL_ShortChainFA	2.73590387019828e-05	3.84000664218308e-05	5.00484056897864e-05	3.4402322672766e-05	2.85541354988481e-05	2.7292502787519e-05	3.97228736142546e-05	0.46032120676579	0.58797330612101	0.248567303866085
ALL_TLinked	0.106460060496569	0.0779483930188395	0.0872206935408317	0.0660225913182628	0.0950166795348239	0.05355564803536	0.0872483929049608	0.288714654567987	0.472345191819586	0.262875960530907
ALL_VeryLongChainFA	19.9808521650657	20.327750654704	20.2836665856151	17.6578295665975	19.0315287444862	16.7880790703893	18.8740758504259	0.0260206435626355	0.113003937757731	0.159148049100314
SM_DLinked	0.843864352563411	0.906196692273339	0.974029641249726	0.827114980686103	0.941189486624473	0.952776074873964	0.95785937861643	0.821274252439639	0.888385509935635	-0.0184778851330088
SM_LongChainFA	1.44324397626552	1.53299327963944	1.66115281722	1.4096321731539	1.60456966875979	1.60035029171282	1.64440179152804	0.828365132565386	0.888385509935635	-0.0175709729277272
SM_MUFA	0.777746394417043	0.864215860880812	0.919347921703144	0.763786732470209	0.864786713779813	0.890797995143343	0.877723617656971	0.93334615522671	0.974135927789341	0.00761788555356407
SM_MediumChainFA	0.00049533946029036	0.000661306245466121	0.000717154904829565	0.000702246261002676	0.000758585565848704	0.000679426477353033	0.000747561706360465	0.278491871045288	0.470341826654264	-0.208975881455175
SM_PUFA	0.192285797487018	0.211219343993189	0.221493855552514	0.204880952908583	0.227045311830129	0.232283301452225	0.227063473231118	0.242161306910582	0.454426156177883	-0.0969760918377616
SM_PUFA_2	0.0301913566319417	0.0390701915498502	0.0392891539248709	0.0380896664207305	0.0391957862236945	0.0533096611609856	0.0407331197386212	0.210895646398823	0.41116767189997	-0.243356359174597
SM_PUFA_3	0.086555706751301	0.0841468205239446	0.0888484070243142	0.08203586123868	0.0980482362771599	0.0837753141312662	0.0982992410601806	0.439408356563402	0.586174239432529	-0.065566664379483
SM_PUFA_4	0.0627840118517599	0.068894156312394	0.0752938580360364	0.0702073940792411	0.074828453152798	0.0720393975697391	0.0734134509335209	0.422679255487955	0.578804025533055	-0.0740087334790419
SM_PUFA_5	0.0104724855696071	0.0167466059708707	0.0158135398240264	0.0121699262881768	0.0123896652968469	0.0208085510699856	0.0118031974702862	0.986668867162561	0.99137472597835	0.0051764521780877
SM_PUFA_6	0.00228223668240834	0.00236156963612897	0.00224889674326616	0.00237810488175514	0.0025831708796294	0.00235037752024828	0.0028144640285089	0.115214924154585	0.308148481577731	-0.139901833318125
SM_SFA	0.726324073011803	0.744090868453623	0.816449543734585	0.692467967472835	0.800302644520045	0.790962064275707	0.820573366791241	0.742764164458385	0.855304189376323	-0.0258624184987216
SM_TLinked	0.00431377989452129	0.00356634439047293	0.00461601924539541	0.00345284573971079	0.00487784844052041	0.00424560556167298	0.00482085022323576	0.703093581053537	0.822078648616444	-0.0623305516051114
SM_VeryLongChainFA	0.252616949190056	0.285871487442715	0.295421348865417	0.250801233436723	0.286806415804352	0.313013642681097	0.28021110444493	0.805562667905522	0.888385509935635	-0.024384397510122
ChE_LongChainFA	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.304510068352513	0.472345191819586	-0.466616493259364
ChE_PUFA	0.00674759363440056	0.00707078315053997	0.0062469615906919	0.00620526247434229	0.00846743052351766	0.0156222129916193	0.00789985245074559	0.26326543853955	0.465306356488507	-0.513631682525814
ChE_PUFA_5	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676	0.304510068352513	0.472345191819586	-0.466616493259364
ChE_PUFA_6	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.262086524458609	0.465306356488507	-0.523350665912786
ChE_VeryLongChainFA	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883	0.262086524458609	0.465306356488507	-0.523350665912786
LPE_LongChainFA	0.0239903470213181	0.0218771797782958	0.0205314051833595	0.0180303474002061	0.0221363956773486	0.0187612133031549	0.0235367331316289	0.403350603467739	0.557357197519058	0.102421030328325
LPE_MUFA	0.00229311657157079	0.00179237841398331	0.00192560653273619	0.00141866240309943	0.00171942750768376	0.00181016745567137	0.00228882315422636	0.444732049599814	0.586352992940727	0.147259061145774
