"","FattyAcid","D1m_PreD.padj","D1m_PreD.FC","D1m_NonD.padj","D1m_NonD.FC","D1m_Dexit.padj","D1m_Dexit.FC","D1m_D6d.padj","D1m_D6d.FC","D6d_PreD.padj","D6d_PreD.FC","D6d_NonD.padj","D6d_NonD.FC","D6d_Dexit.padj","D6d_Dexit.FC","NonD_PreD.padj","NonD_PreD.FC","NonD_Dexit.padj","NonD_Dexit.FC","PreDY_Dexit.padj","PreDY_Dexit.FC","NfurY_NfurO.padj","NfurY_NfurO.FC","Nfur_Ast.padj","Nfur_Ast.FC","D6d.mean.FC","D1m.mean.FC"
"PC(16:1e/22:6)","PC(16:1e/22:6)",0.00249978570718217,1.26558161172961,0.583326908526324,0.0702101905373313,0.365850197795199,0.0710102468413656,0.27964412870019,0.094412828658739,0.00748856213695015,1.17116878307087,0.840592585414674,-0.0242026381214076,0.733006999898201,-0.0234025818173732,0.0461292344607521,1.19537142119227,0.994819311333648,0.000800056304034539,0.0065696701731336,-1.19457136488824,0.062609341264343,-0.737933467168944,0.00286027950593508,-1.22957786045723,0.573483072474731,0.667895901133471
"PC(16:2e/15:0)","PC(16:2e/15:0)",0.000328954564832621,2.5487259092137,0.000710835742079188,1.86554718617573,0.00012933993223808,1.35752605294115,0.0048729091211927,0.796559218954617,0.00373793823998898,1.75216669025909,0.00896218372726837,1.06898796722111,0.0175966140548997,0.560966833986533,0.0465764717741743,0.683178723037975,0.0416513959990447,-0.508021133234577,0.00640040684488216,-1.19119985627255,0.062609341264343,-1.35676705805071,0.25432825424216,0.429190044301389,1.4105773287401,2.20713654769472
"PC(17:0/18:2)","PC(17:0/18:2)",0.420293962812754,-0.0695558168093744,0.966308951451611,0.00488621897813006,0.442770594765655,0.0573199095089942,0.42978748508771,-0.0912681361996093,0.548461138106076,0.0217123193902348,0.35285858191089,0.0961543551777393,0.00302162764547442,0.148588045708604,0.514782026596759,-0.0744420357875044,0.6945060420604,0.0524336905308641,0.0310216872727851,0.126875726318369,0.587287260079803,-0.0798832671888376,0.000132183459624433,0.904336554601156,0.0589333372839871,-0.0323347989156222
"PC(17:0/22:6)","PC(17:0/22:6)",0.00424402653901669,-0.443249067278253,0.0179519717425392,-0.621161113353971,0.000388441613895795,-0.566275885241094,0.00498801912958285,-0.493390887255305,0.51188914089998,0.0501418199770521,0.234695893641896,-0.127770226098665,0.215149981957281,-0.0728849979857887,0.183268347828107,0.177912046075717,0.653078408333535,0.0548852281128769,0.121844653249891,-0.123026817962841,0.908860737302196,-0.0147104792712711,0.143110789702667,0.172881805372822,-0.0388142030608064,-0.532205090316112
"PC(17:1/16:0)","PC(17:1/16:0)",0.00530080996153001,-0.470315456564789,0.0181447609905699,-0.473212780687154,0.00504743138886971,-0.351898031924168,0.0132566306752458,-0.367813928402025,0.10235460666403,-0.102501528162764,0.310942966096235,-0.105398852285129,0.724515110079595,0.0159158964778573,0.975333959439092,0.00289732412236558,0.363361209551033,0.121314748762986,0.0150472757706508,0.118417424640621,0.95680233916781,-0.00581434090595708,0.000831111516791559,0.476026486470722,-0.103950190223946,-0.471764118625972
"PC(17:1/18:2)","PC(17:1/18:2)",0.26947146140195,-0.111460711297627,0.0739258047815292,0.102494108243357,0.470740032472847,-0.0323384419015218,0.596606272942128,-0.0897527825991127,0.89582175235401,-0.0217079286985144,0.214137693241271,0.19224689084247,0.657222669771639,0.057414340697591,0.114988330229575,-0.213954819540984,0.0234349204651372,-0.134832550144879,0.364713859715719,0.0791222693961053,0.0680492005600797,0.332721312849618,0.00167110185897764,1.2553519210094,0.0852694810719778,-0.004483301527135
"PC(17:1/20:4)","PC(17:1/20:4)",0.0056545292727374,-0.439167700993735,0.00037854280009067,-0.602618795887318,2.9795896648833e-05,-0.445176181464721,0.537126106212215,-0.0703007959810187,0.0143437711061736,-0.368866905012716,0.00599282086162927,-0.5323179999063,0.0175966140548997,-0.374875385483702,0.0641836573380523,0.163451094893584,0.0320101697225243,0.157442614422597,0.89696327272165,-0.00600848047098679,0.0466552535573925,0.352259472816479,0.000510981568397097,-0.79512027488133,-0.450592452459508,-0.520893248440527
"PC(17:1/22:6)","PC(17:1/22:6)",0.134077257218139,-0.243803608676106,0.00333434985049702,-0.970711914376375,8.11196448579831e-07,-0.717954795731209,0.03891614483843,-0.095040397166194,0.294903983057473,-0.148763211509912,0.00413233391048386,-0.875671517210181,4.88056255974292e-05,-0.622914398565015,0.0215945736635247,0.726908305700269,0.0530150615188222,0.252757118645166,0.0363091496419329,-0.474151187055103,0.309206833075619,-0.186687889961071,0.511668425952036,-0.0786999868699507,-0.512217364360047,-0.607257761526241
"PC(18:0/12:2)","PC(18:0/12:2)",0.209683354584618,-0.612426681463428,0.000238354585456073,-0.599130752746823,0.00135283114132942,-0.365837872237163,0.537126106212215,-0.0649034827581875,0.245340486731966,-0.547523198705241,0.00463459411799866,-0.534227269988636,0.012851573044992,-0.300934389478976,0.968330071128975,-0.0132959287166047,0.0280829812877839,0.23329288050966,0.493238617856581,0.246588809226265,0.989235199515947,0.00470388513049623,0.131016472286922,0.716195746046124,-0.540875234346939,-0.605778717105126
"PC(18:0/18:1)","PC(18:0/18:1)",0.000357192130668062,1.49993451574838,0.00035444737616331,1.45184958251348,7.01249616065354e-05,1.08768636895504,0.00632758319835099,0.403135995772944,0.00139839821052219,1.09679851997544,0.00128837158116883,1.04871358674053,0.000649242350694157,0.684550373182091,0.463512123603295,0.0480849332349033,0.0381636841658651,-0.364163213558442,0.0228739837815717,-0.412248146793346,0.0766709191625509,-0.611617155996015,0.00291510721226518,0.684589781633331,1.07275605335798,1.47589204913093
"PC(18:0/20:4)","PC(18:0/20:4)",0.000623503509645232,0.917787098189943,0.000932512773466857,0.974417744033306,0.000792197364272256,0.532888643305947,0.0267035445567851,0.281636184179048,0.00398338343237077,0.636150914010895,0.00326380660539146,0.692781559854258,0.026979918501297,0.251252459126899,0.677107665562581,-0.0566306458433625,0.0335117086843374,-0.441529100727359,0.0440616039351626,-0.384898454883996,0.482951349070818,-0.085726884557062,0.218849955530331,-0.170497479793788,0.664466236932576,0.946102421111624
"PC(18:0/22:1)","PC(18:0/22:1)",0.0138058747540656,0.649028596994672,0.000447738500132558,1.83543823472673,0.000513636320973143,1.54768396390848,0.81945185862959,-0.0299885740482059,0.0131501332089276,0.679017171042878,0.00151593568837656,1.86542680877493,0.00191964383216868,1.57767253795668,0.0576157801410734,-1.18640963773206,0.149503336771087,-0.287754270818252,0.0532305705978017,0.898655366913805,0.16650336868607,-1.04573343630415,0.389412061682665,0.180048600377015,1.2722219899089,1.2422334158607
"PC(18:0/22:5)","PC(18:0/22:5)",0.0056545292727374,0.777631620935438,0.00140204693034372,1.17600260367191,0.000287676469477993,0.871890698937475,0.0706200448311763,0.235250645542241,0.0224476677804498,0.542380975393197,0.00524359186540815,0.940751958129665,0.00381494069660849,0.636640053395234,0.140579166499741,-0.398370982736469,0.0423380365862482,-0.304111904734432,0.600282600237641,0.0942590780020371,0.062609341264343,-0.61101200408958,0.000381219407789231,-1.40260272326114,0.741566466761431,0.976817112303674
"PC(18:0/22:6)","PC(18:0/22:6)",0.00249978570718217,1.05148197401087,0.0259340072191726,0.293624168439664,0.0197917734052408,0.313861060882393,0.769835252528732,-0.0297214002275404,0.00013618132257791,1.08120337423841,0.00344736727510591,0.323345568667204,0.00134540489294653,0.343582461109934,0.0156209296658443,0.757857805571202,0.800794096717783,0.0202368924427293,0.00169217229047908,-0.737620913128473,0.062609341264343,-0.818717037347559,0.100315110298269,-0.327489124680871,0.702274471452807,0.672553071225267
"PC(18:1/18:1)","PC(18:1/18:1)",0.000328954564832621,0.397310741097058,0.0146804485502559,0.500951036815499,0.00210961872816493,0.565973175855219,0.0634620654626068,0.0920144815448255,0.00134509943143015,0.305296259552232,0.0364824985399387,0.408936555270674,0.0064916285269923,0.473958694310394,0.382897027636405,-0.103640295718441,0.690106788148674,0.0650221390397204,0.146485948922266,0.168662434758162,0.0680492005600797,-0.163728322762479,2.38193133366534e-05,1.229727260288,0.357116407411453,0.449130888956279
"PC(18:1/20:5)","PC(18:1/20:5)",0.257190754721305,-0.217715673378699,0.00204378654012757,-1.09563089858166,0.00157343458495711,-0.707157623213828,0.0733354410312304,-0.3416065775489,0.413730471308047,0.123890904170201,0.0141104909255783,-0.754024321032756,0.00163726332198868,-0.365551045664928,0.0317034772655637,0.877915225202957,0.0714346468747394,0.388473275367827,0.0314518076380858,-0.489441949835129,0.153305827938312,-0.271109868044518,0.011165051020457,-1.09461257080646,-0.315066708431277,-0.656673285980179
"PC(18:1/22:5)","PC(18:1/22:5)",0.515848076201281,-0.117370614276421,0.00519259899268361,0.655180691964627,0.00164223278574844,1.06075154000373,0.95419018344773,-0.00475964945024895,0.515140302830114,-0.112610964826172,0.000880451864497536,0.659940341414876,0.00528894542295853,1.06551118945398,0.0641971900341873,-0.772551306241049,0.172985475373522,0.4055708480391,0.0179745380550947,1.17812215428015,0.493473691235043,-0.10839988778115,0.505089737683014,0.103536487302217,0.273664688294352,0.268905038844103
"PC(18:1/22:6)","PC(18:1/22:6)",0.822660213195244,-0.0326043585791511,0.00267561047142261,-0.438088526272344,0.0588296441569871,-0.174819258613903,0.111940193998756,-0.190416516000959,0.20149650475365,0.157812157421808,0.00580860066414692,-0.247672010271385,0.771211893157094,0.0155972573870564,0.0576157801410734,0.405484167693193,0.0264138716704743,0.263269267658442,0.231571560407746,-0.142214900034751,0.0906956733553047,-0.294120897909322,0.838342016931385,0.0244106151283063,-0.0449299264247885,-0.235346442425748
"PC(18:1e/20:4)","PC(18:1e/20:4)",0.0458329261196133,0.249585052897592,0.0357760834585898,-0.902547534271894,4.14907999642389e-05,-1.10689853791239,0.0077886082738996,-0.545086945766774,6.50396495826793e-05,0.794671998664366,0.148132569212341,-0.35746058850512,0.000618804604793037,-0.561811592145618,0.0903994744954018,1.15213258716949,0.33874561060183,-0.204351003640498,0.000774891574341485,-1.35648359080998,0.229163748861786,-0.347837222021551,0.0227898995725821,0.215164465804426,0.218605705079623,-0.326481240687151
"PC(18:1e/22:6)","PC(18:1e/22:6)",0.0200604626580164,0.768939287612228,0.027105862567196,-0.414072101213237,0.00144302420790785,-0.664674251026658,0.0220067196055393,-0.628410094839721,0.00214237100184849,1.39734938245195,0.135494343481469,0.214337993626485,0.721610871446511,-0.0362641561869368,0.0317034772655637,1.18301138882546,0.115071849592945,-0.250602149813421,0.00534787038381629,-1.43361353863889,0.264537043629085,-0.682779213887007,0.0314840325100529,1.52969487684452,0.805843688039218,0.177433593199495
"PC(18:2/22:6)","PC(18:2/22:6)",0.0431034594998318,-0.501969813206409,0.0140990686886011,-1.13780899208546,0.000100024162111728,-0.932180077924862,0.267598095694771,0.0931476607947233,0.0340491803328805,-0.595117474001132,0.0194892478893965,-1.23095665288018,0.000205478473468489,-1.02532773871959,0.0576157801410734,0.63583917887905,0.247295069127205,0.205628914160597,0.0416139472584955,-0.430210264718453,0.0906956733553047,0.450875108845274,0.0914256489000108,-0.333289381176606,-0.913037063440656,-0.819889402645934
"PC(18:3/22:6)","PC(18:3/22:6)",0.0700564721614855,-0.527503551741295,0.473739784641362,-0.272403608085661,0.100342860846779,-0.184540560477319,0.401745803658742,0.231450123591537,0.0328773493720495,-0.758953675332832,0.270574313179395,-0.503853731677198,0.0502899413303531,-0.415990684068856,0.51060343694267,-0.255099943655634,0.865868132813449,0.0878630476083421,0.161905868542738,0.342962991263976,0.076800401021243,0.746527686523111,0.0499595144364593,-0.447021007671487,-0.631403703505015,-0.399953579913478
"PC(18:3e/22:6)","PC(18:3e/22:6)",0.38383652387922,-0.65329252567385,0.855982470762306,-0.0956870240175521,0.474767584839557,-0.333124031054472,0.431119752412782,-0.547601885730945,0.857414178788938,-0.105690639942905,0.124499576420905,0.451914861713393,0.279941624343102,0.214477854676473,0.382897027636405,-0.557605501656298,0.495824827288203,-0.23743700703692,0.557720475956446,0.320168494619378,0.345969466614036,0.622672557190289,0.309943216301386,0.599140568912933,0.173112110885244,-0.374489774845701
"PC(18:4/22:6)","PC(18:4/22:6)",0.951209615242798,0.0187380388480266,0.826704782549223,-0.0324989633250973,0.17613986141538,0.195331927905218,0.142247691518883,0.498532257521241,0.184725763705435,-0.479794218673215,0.0591777259708121,-0.531031220846339,0.184467728606906,-0.303200329616023,0.842314050944746,0.0512370021731241,0.214866877863966,0.227830891230316,0.473495007586823,0.176593889057192,0.186973527719133,0.53804236179136,0.007593488333353,-0.903214477080053,-0.505412719759777,-0.00688046223853535
"PC(19:0/18:2)","PC(19:0/18:2)",0.00586536656177558,0.386712472542338,0.00122116674866349,0.464237504159421,0.00147913796829393,0.399756433678057,0.604262051866992,0.0342329554183698,0.00986603224227301,0.352479517123968,0.00223401222028157,0.430004548741052,0.002939173805659,0.365523478259688,0.402313122686784,-0.0775250316170839,0.314121100940917,-0.0644810704813642,0.868548830232997,0.0130439611357199,0.062609341264343,-0.42573048817833,0.00582483511286552,0.892667513602239,0.39124203293251,0.425474988350879
"PC(19:0/20:4)","PC(19:0/20:4)",0.0156332461328058,0.527189075787662,0.00367260233788575,1.22707186175308,0.00408359700447112,0.781043105420834,0.82324885958507,-0.0457024380557548,0.0427923461312931,0.572891513843416,0.0138557282392306,1.27277429980883,0.0207677409597382,0.826745543476588,0.0641836573380523,-0.699882785965414,0.0264138716704743,-0.446028756332242,0.158344415567653,0.253854029633172,0.263480663334566,-1.09753841860315,0.00758851609915838,1.43697008253552,0.922832906826123,0.877130468770371
"PC(19:0/22:5)","PC(19:0/22:5)",0.832947093988705,0.0680854355055749,0.00148439184100187,0.923410959200769,0.00115800610293043,0.670441059279966,0.503255803995419,-0.230627748706392,0.448232923399667,0.298713184211967,0.0481319493257077,1.15403870790716,0.063270423555462,0.901068807986357,0.121050242710148,-0.855325523695194,0.0303103071938355,-0.252969899920803,0.161905868542738,0.60235562377439,0.229163748861786,-1.19979297331782,0.227590323074876,-0.318553102948678,0.726375946059563,0.495748197353172
"PC(19:0/22:6)","PC(19:0/22:6)",0.00207137275797474,2.64029492623311,0.00167210988669893,2.45165439686897,0.000697379704045777,1.58293749716814,0.00976303695705548,1.02809147308436,0.00283034406496601,1.61220345314875,0.00412625413865036,1.42356292378461,0.0227810203824302,0.554846024083783,0.442181382342666,0.188640529364143,0.0495423494719326,-0.868716899700826,0.0310216872727851,-1.05735742906497,0.0551723875006618,-1.17028123788014,0.00582483511286552,-1.86447907240371,1.51788318846668,2.54597466155104
"PC(19:1/18:2)","PC(19:1/18:2)",0.269304334400583,-0.3447144950114,0.994029239644027,-0.00151874527080586,0.886843166656905,0.0144217019730079,0.503255803995419,-0.113920635917075,0.4319431237408,-0.230793859094324,0.603387908085389,0.112401890646269,0.231849793705861,0.128342337890083,0.303991855478392,-0.343195749740594,0.961133775068842,0.0159404472438138,0.231875307861064,0.359136196984408,0.617776899706518,0.132435264654194,0.0423019813728064,1.12927575699349,-0.0591959842240275,-0.173116620141103
"PC(19:1/20:4)","PC(19:1/20:4)",0.383686938309638,0.0955910811209864,0.00220562611202675,0.221807335564812,0.0190921825992984,0.179269605283095,0.596606272942128,-0.0296894038927073,0.285733808610558,0.125280485013693,0.00890210543923015,0.25149673945752,0.0182136226747928,0.208959009175802,0.289745427790547,-0.126216254443826,0.567875931336317,-0.042537730281718,0.469232897748981,0.0836785241621082,0.84071027115931,-0.0322631002054285,0.654991506473331,-0.0405640554898915,0.188388612235606,0.158699208342899
"PC(19:1/22:6)","PC(19:1/22:6)",0.0416344973771198,0.447480335459898,0.0140990686886011,-0.864689955222329,0.00768520555314189,-0.544191047055009,0.0766944595395142,-0.316793547068156,0.00655729156565681,0.764273882528055,0.0627776019026937,-0.547896408154173,0.0984512727094311,-0.227397499986852,0.0540664618054278,1.31217029068223,0.157268864774174,0.320498908167321,0.0092361822424438,-0.991671382514907,0.249789459717849,-0.611308241844966,0.916901986180548,-0.0171309830559415,0.108188737186941,-0.208604809881216
"PC(20:0/18:1)","PC(20:0/18:1)",0.0302817904548041,0.630185556677555,0.000246529458361397,1.26836631109636,7.01249616065354e-05,1.19633830465767,0.634547118218067,-0.0849517099225564,0.0302306344952515,0.715137266600111,0.0120058984305099,1.35331802101892,0.00994471883252852,1.28129001458023,0.115607202046084,-0.638180754418808,0.569011480169865,-0.0720280064386886,0.118985514141764,0.566152747980119,0.0766709191625509,-0.91417398704787,0.59213069279183,-0.113724337933977,1.03422764380952,0.949275933886958
"PC(20:0/18:2)","PC(20:0/18:2)",0.0072868307107173,0.624844164685666,0.000644314160716646,0.718513082347284,0.00124048308840114,0.439019165084716,0.813462626096571,0.0146329535392557,0.0141263123996749,0.61021121114641,0.00162445454385379,0.703880128808028,0.00325492756259088,0.424386211545461,0.554638186434978,-0.0936689176616174,0.0545893095823831,-0.279493917262567,0.231571560407746,-0.18582499960095,0.0466552535573925,-0.65304399881399,0.493589780079123,-0.0901128961878111,0.657045669977219,0.671678623516475
"PC(20:0/22:4)","PC(20:0/22:4)",0.565171933475572,-0.241471750207689,0.00326525890970074,0.855983048221446,0.00187395289125622,0.732146920527144,0.53174625221783,-0.476946853057395,0.729388160674641,0.235475102849706,0.140924975953079,1.33292990127884,0.152264621202266,1.20909377358454,0.131380735991871,-1.09745479842914,0.44433505723878,-0.123836127694302,0.137188645787122,0.973618670734833,0.374527073701784,-1.11717912902057,0.949222531366399,-0.0217849952087504,0.784202502064273,0.307255649006879
"PC(20:0/22:6)","PC(20:0/22:6)",0.0444835050813547,0.395009926121755,0.003035661163489,0.503436697511685,0.00083933119984896,0.498221866120029,0.124523902278309,-0.125076109472621,0.0319248303157299,0.520086035594376,0.0132085514438658,0.628512806984306,0.000358151127115644,0.62329797559265,0.543766625558335,-0.10842677138993,0.965345828063453,-0.00521483139165665,0.52269145431377,0.103211939998273,0.0466552535573925,-1.21248216458713,0.00235347831464446,-1.38531855759779,0.574299421289341,0.44922331181672
"PC(20:1/20:4)","PC(20:1/20:4)",0.000390603067095983,0.882001785543682,0.00185436928803062,0.758965131139778,0.000230429723078798,0.787965504958549,0.456539040600253,0.0670586632322715,0.000927233483464144,0.81494312231141,0.00145121036761152,0.691906467907507,0.000665647604740088,0.720906841726277,0.220025134249601,0.123036654403903,0.816745666272595,0.0290003738187703,0.4425404384886,-0.0940362805851329,0.062609341264343,-0.619499617347892,0.496807838875865,-0.0741404795650013,0.753424795109458,0.82048345834173
"PC(20:1/22:6)","PC(20:1/22:6)",0.675834734292166,-0.127392456652679,0.0385208703633527,-0.592470052303878,7.26083976421303e-05,-0.625862210060684,0.0377809290236539,-0.296733897687179,0.542851784364599,0.1693414410345,0.100156488731201,-0.295736154616699,0.00381494069660849,-0.329128312373505,0.135328880751317,0.465077595651199,0.834683919168603,-0.0333921577568057,0.117714615569527,-0.498469753408004,0.0670527859561439,-0.754684169077242,0.00484596179437812,-1.1340114724015,-0.0631973567910995,-0.359931254478278
"PC(20:2/22:6)","PC(20:2/22:6)",0.000623503509645232,-1.02789609860506,0.0130553969984471,-1.19180320187542,0.000259783988867677,-0.834601629899207,0.0116795503424371,-0.644408910598254,0.00581010408468223,-0.383487188006809,0.0350191262484977,-0.547394291277167,0.0447863666786082,-0.190192719300953,0.265572811127699,0.163907103270359,0.119561715395181,0.357201571976214,0.0447513467428125,0.193294468705855,0.161811083253083,-0.264140897769693,0.00246016741147444,-0.725687394239789,-0.465440739641988,-1.10984965024024
"PC(20:3/22:6)","PC(20:3/22:6)",0.0286243715520813,-0.921383820810812,0.143287756050793,-0.818567246312349,0.00490503826081676,-0.469199096853817,0.287462132254745,-0.273810232484926,0.0553916994364492,-0.647573588325887,0.226346882220784,-0.544757013827424,0.182739246954279,-0.195388864368891,0.789388954539109,-0.102816574498463,0.469435576753898,0.349368149458532,0.121844653249891,0.452184723956995,0.320470528976477,0.26597992634534,0.199144716694084,-0.237531407262161,-0.596165301076655,-0.869975533561581
"PC(20:4/22:6)","PC(20:4/22:6)",0.0172222142124434,-0.278787824141811,0.000246529458361397,-0.589880978357251,0.012079942927695,-0.439825919686971,0.377388271733401,0.0654012901875471,0.00841855637017992,-0.344189114329359,0.000287538267137529,-0.655282268544798,0.0101937445271227,-0.505227209874518,0.0357944068936217,0.31109315421544,0.185116841616059,0.15005505867028,0.161939577096482,-0.16103809554516,0.0804459620444216,0.200879273599734,0.00893461750071316,-1.0542083360606,-0.499735691437079,-0.434334401249531
"PC(20:5/22:6)","PC(20:5/22:6)",0.732118739307255,-0.108472094055172,0.205594680495153,-0.211669598230559,0.590362859316392,0.0638913137138717,0.423592886926003,0.228191222971829,0.336656862440611,-0.336663317027001,0.0650019835438596,-0.439860821202389,0.301911824798148,-0.164299909257958,0.71852173230055,0.103197504175388,0.210983836415945,0.275560911944431,0.526545666727398,0.172363407769043,0.609039147175137,0.138153636390038,0.00461490047235571,-1.61172497311842,-0.388262069114695,-0.160070846142865
"PC(22:0/22:6)","PC(22:0/22:6)",0.277034624204434,0.27155626838904,0.0188807203046714,0.84392863058279,0.0300968440099285,0.718527915755349,0.357133681973928,-0.294176200366303,0.0470936150356465,0.565732468755342,0.0107339879706662,1.13810483094909,0.0153916426876535,1.01270411612165,0.0652332812466158,-0.572372362193751,0.495824827288203,-0.125400714827441,0.0775977473976264,0.44697164736631,0.199169596303323,-1.21745168092299,0.0121837604459642,-1.4927514016006,0.851918649852216,0.557742449485915
"PC(22:1/22:6)","PC(22:1/22:6)",0.105295073427936,-0.845171705703532,0.0431754301547694,-1.03903538399554,0.00015541989895025,-1.51294088289646,0.265457380937893,-0.932320342185135,0.87233360058243,0.0871486364816025,0.773744022017721,-0.106715041810406,0.115926875922608,-0.580620540711322,0.585811035095745,0.193863678292008,0.132624420138523,-0.473905498900916,0.0775977473976264,-0.667769177192925,0.339994548647189,-1.28678110390401,0.0252120588828678,-0.823516373848935,-0.00978320266440175,-0.942103544849536
"PC(22:3/22:6)","PC(22:3/22:6)",0.0359689237489854,-0.733231529550145,0.00570224702107286,0.538564211782619,0.000259783988867677,1.14504255054705,0.206223032553132,-0.402559183696694,0.196884547755686,-0.330672345853451,0.0227138776829482,0.941123395479313,0.00994471883252852,1.54760173424374,0.0540664618054278,-1.27179574133276,0.0437349388370606,0.606478338764431,0.0228739837815717,1.8782740800972,0.458612211533735,-0.188024070619688,0.0260502219745398,-0.735253367381214,0.305225524812931,-0.097333658883763
"PC(22:4/22:6)","PC(22:4/22:6)",0.130577924241649,-0.395108305915536,0.0169676409713242,-0.377957369258413,0.163171408159837,0.156438232172575,0.231163648405586,-0.215918643120376,0.424428511860997,-0.17918966279516,0.161710213656921,-0.162038726138037,0.0338754589571462,0.372356875292952,0.933579160470151,-0.0171509366571229,0.0604147286266035,0.534395601430989,0.106821826613188,0.551546538088112,0.347581944729079,-0.20055706202867,0.0290162996674496,-0.877757586281183,-0.170614194466598,-0.386532837586974
"PC(22:5/22:6)","PC(22:5/22:6)",0.136100923391845,-0.628393579674812,0.00107064561984417,-1.09905997745565,0.0100454963397354,-0.425258031357212,0.486766606797863,-0.117738657757893,0.196884547755686,-0.51065492191692,0.0103870127122798,-0.981321319697756,0.00433265980233095,-0.307519373599319,0.130009417645362,0.470666397780837,0.0299048097678695,0.673801946098437,0.489094534470486,0.203135548317601,0.535765111173762,-0.167107355751373,0.0282746517508205,-1.17483569228695,-0.745988120807338,-0.863726778565231
"PC(22:6/13:0)","PC(22:6/13:0)",0.344111318157323,-0.375966138794602,0.0222372166885828,-0.322604382657039,0.138611495481537,-0.159394964149804,0.901108300659796,0.0359462996662101,0.354295214143077,-0.411912438460812,0.157756203881872,-0.358550682323249,0.396579601445268,-0.195341263816014,0.870995260611882,-0.0533617561375632,0.0280829812877839,0.163209418507235,0.515288691791026,0.216571174644798,0.207740584944932,0.73117414400963,0.236291504740495,-0.368984953800974,-0.38523156039203,-0.349285260725821
"PC(22:6/14:1)","PC(22:6/14:1)",0.0125718140852563,-1.19204348559038,0.0045793346264833,-1.4320238497904,0.000454908282782936,-1.00001607884244,0.14396805045331,-0.0874873704043527,0.01598211489793,-1.10455611518603,0.00781538745055014,-1.34453647938605,0.00102901469367698,-0.912528708438086,0.143908242334614,0.239980364200019,0.0368226746134841,0.432007770947962,0.231571560407746,0.192027406747943,0.380940868285004,0.172849402709729,0.130025059473301,0.251429628723696,-1.22454629728604,-1.31203366769039
"PC(22:6/14:2)","PC(22:6/14:2)",0.00836266389320613,-1.46875292065172,0.00371834391496518,-0.998188804604765,0.00501774692361564,-0.875195128158342,0.486766606797863,0.510570269328537,0.00398338343237077,-1.97932318998026,0.023099128339731,-1.5087590739333,0.0234453509362732,-1.38576539748688,0.0768076037621297,-0.470564116046958,0.314121100940917,0.122993676446422,0.0345321396641692,0.593557792493381,0.0257409033658837,3.23476926119316,0.0168128085146539,0.843352733973227,-1.74404113195678,-1.23347086262824
"PC(22:6/22:6)","PC(22:6/22:6)",0.934254002072171,-0.0215740118559153,0.00289035316876635,-0.568315353394893,0.292011543774287,-0.126244008492405,0.696005719938935,-0.0518054268244194,0.882516331336049,0.030231414968504,0.00187339791581027,-0.516509926570473,0.431473584573132,-0.0744385816679855,0.0641836573380523,0.546741341538978,0.0219527204394515,0.442071344902488,0.575539584275753,-0.10466999663649,0.168053717815497,-0.37566735009506,0.0289101138786979,-1.04497678888275,-0.243139255800984,-0.294944682625404
"PC(24:1/20:4)","PC(24:1/20:4)",0.410767412022493,-0.230814986620039,0.00823931511336208,1.47116798570064,0.00790287890484132,1.3844560247694,0.48682996903103,-0.417601049050604,0.693287446185649,0.186786062430564,0.0602275977398433,1.88876903475124,0.0609382424515444,1.80205707382,0.0576157801410734,-1.70198297232068,0.567875931336317,-0.0867119609312379,0.0398465127872301,1.61527101138944,0.309206833075619,-1.30687338357078,0.0186000319095795,-0.692317044367126,1.0377775485909,0.6201764995403
"PC(25:1/11:4)","PC(25:1/11:4)",0.0438116703069752,-0.19375463086397,0.00283390713963807,-0.480219642870817,0.00834741476809246,-0.295431504275075,0.708740250136542,0.0907695746182224,0.243877748438766,-0.284524205482193,0.038786162357743,-0.57098921748904,0.10069030096379,-0.386201078893298,0.0576157801410734,0.286465012006847,0.112458139320257,0.184788138595742,0.120069714419867,-0.101676873411105,0.0468576134431428,0.486450245316296,0.000361218668630804,-1.1653421925251,-0.427756711485616,-0.336987136867393
"PC(4:0/16:0)","PC(4:0/16:0)",0.533290761174765,0.221076760765293,0.0983152532061021,-1.03993535608194,0.0147062195549567,-0.791368052215857,0.0272743961594433,-1.12921479756153,0.0115774204256711,1.35029155832682,0.774561062176066,0.0892794414795858,0.144921289053087,0.337846745345671,0.130009417645362,1.26101211684724,0.590471547964452,0.248567303866085,0.0308236877488981,-1.01244481298115,0.062609341264343,-0.901394345480123,0.587557224659752,-0.246430559821896,0.719785499903203,-0.409429297658323
"PC(8:0/11:1)","PC(8:0/11:1)",0.0128159181544319,2.48591510973735,0.00572332749865445,3.77829071332456,0.00612532080923123,2.95861779465246,0.0393401263375629,1.20784163405213,0.0224476677804498,1.27807347568521,0.0116329591494298,2.57044907927243,0.0134903546351521,1.75077616060032,0.0641836573380523,-1.29237560358721,0.0423380365862482,-0.819672918672105,0.146704274968131,0.472702684915109,0.16650336868607,-1.25528049537693,0.0268456802287211,-1.9974718081692,1.92426127747882,3.13210291153096
