"","FattyAcid","D1m_PreD.padj","D1m_PreD.FC","D1m_NonD.padj","D1m_NonD.FC","D1m_Dexit.padj","D1m_Dexit.FC","D1m_D6d.padj","D1m_D6d.FC","D6d_PreD.padj","D6d_PreD.FC","D6d_NonD.padj","D6d_NonD.FC","D6d_Dexit.padj","D6d_Dexit.FC","NonD_PreD.padj","NonD_PreD.FC","NonD_Dexit.padj","NonD_Dexit.FC","PreDY_Dexit.padj","PreDY_Dexit.FC","NfurY_NfurO.padj","NfurY_NfurO.FC","Nfur_Ast.padj","Nfur_Ast.FC","D6d.mean.FC","D1m.mean.FC"
"Hex1Cer(d19:0/20:0)","Hex1Cer(d19:0/20:0)",0.0032839447810063,1.37518178156521,0.0431754301547694,0.385531317060267,0.0188554965131969,0.468611857180203,0.5664836940399,0.0914363453351701,0.000939638573132085,1.28374543623004,0.017547118351798,0.294094971725097,0.0131924040596121,0.377175511845033,0.0336359859420433,0.989650464504939,0.495824827288203,0.0830805401199359,0.0106253511147473,-0.906569924385004,0.701836256738421,-0.0815972722691185,0.0282347790565707,0.825710345380074,0.788920203977568,0.880356549312739
"LPC(14:0)","LPC(14:0)",0.143672869652559,0.421034272212039,0.0834356444720528,0.344334627145218,0.0283601490595107,0.538776010962977,0.486766606797863,-0.236499105737008,0.0816485774073706,0.657533377949047,0.0776638530659266,0.580833732882227,0.0502899413303531,0.775275116699985,0.781303480562491,0.076699645066821,0.274072932514869,0.194441383817759,0.635956373969141,0.117741738750938,0.261835312602006,-1.32513485646945,0.0227898995725821,-0.748048979210813,0.619183555415637,0.382684449678628
"LPC(16:0)","LPC(16:0)",0.0154047348359704,0.529671939178122,0.00201324086139248,0.767580555300771,0.000388441613895795,1.15710047867294,0.0678851224405908,-0.309519961952445,0.00370971395008952,0.839191901130566,0.00435616079172309,1.07710051725322,0.00163984994249181,1.46662044062538,0.220025134249601,-0.237908616122649,0.0280829812877839,0.389519923372169,0.0543085918260471,0.627428539494818,0.0961912760415071,-1.43047522474625,0.386680058193627,-0.227613355741395,0.958146209191893,0.648626247239447
"LPC(18:1)","LPC(18:1)",0.0878784476421343,0.596891270866493,0.000772844524725148,1.31696050161048,7.01249616065354e-05,1.57565332815505,0.857304749838567,-0.017569360916019,0.0825885518153709,0.614460631782512,0.00329952807188914,1.33452986252649,0.000411759634004449,1.59322268907107,0.160227069144588,-0.720069230743982,0.185116841616059,0.258692826544575,0.11515739084306,0.978762057288557,0.128338023778944,-1.67578440255469,0.0682232822657524,1.13626129597099,0.974495247154501,0.956925886238486
"LPC(18:2)","LPC(18:2)",0.822660213195244,0.0916363124622037,0.00037854280009067,1.38081361997518,0.000253556151277264,1.65631463824242,0.48682996903103,0.120092415670478,0.942463991647943,-0.0284561032082741,0.00687606351014069,1.26072120430471,0.00528778094761218,1.53622222257194,0.119640849242815,-1.28917730751298,0.0995677702865664,0.275501018267235,0.106089377297737,1.56467832578021,0.21514143648898,-1.44801398981029,0.94041319527671,-0.027067007856105,0.616132550548218,0.736224966218692
"LPC(20:0)","LPC(20:0)",0.00249647034725933,1.74029061096083,0.000732101059328722,2.05936797842504,0.000497224136906363,1.63251864697878,0.139945534262617,-0.445593500259865,0.0101233943657828,2.1858841112207,0.00512639104889617,2.50496147868491,0.00527550210025291,2.07811214723865,0.303477152543862,-0.319077367464211,0.263628166599777,-0.426849331446263,0.62985852782081,-0.107771963982051,0.0468576134431428,-1.37876800596491,0.0936601458669777,-0.823248776138594,2.34542279495281,1.89982929469293
"LPC(20:1)","LPC(20:1)",0.0154806328748259,1.9922224978053,0.00978174634509892,2.00063364868619,0.0108279986875288,1.52870598418071,0.824103114644564,0.0587946489480923,0.0030546145726184,1.93342784885721,0.00400288189758697,1.94183899973809,0.00254585889373251,1.46991133523262,0.968330071128975,-0.00841115088088533,0.0886993735281818,-0.471927664505474,0.106821826613188,-0.463516513624588,0.0803337716721849,-1.32467651161492,0.490744343995648,-0.297917661047645,1.93763342429765,1.99642807324575
"LPC(22:0)","LPC(22:0)",0.000209166949885335,1.15900805807303,0.0130028469170136,1.58321032117104,4.90312536840212e-05,1.71317735606968,0.0267035445567851,-0.706667539470839,0.00373793823998898,1.86567559754387,0.00111855953746967,2.28987786064188,0.00163331421401292,2.41984489554052,0.344393076730042,-0.424202263098013,0.839761627312756,0.129967034898641,0.0310216872727851,0.554169297996654,0.062609341264343,-0.758179355514612,0.96574550770058,-0.0146163143169835,2.07777672909288,1.37110918962204
"LPC(22:5)","LPC(22:5)",0.1196716185208,0.471015299935596,0.169995041777136,0.363001624113809,0.0152625684581305,0.93551476985138,0.495303846159444,0.212665575786077,0.247743604065596,0.258349724149519,0.491308033939429,0.150336048327732,0.025362943838124,0.722849194065303,0.653239160938499,0.108013675821787,0.145049717033566,0.572513145737571,0.109912399605724,0.464499469915784,0.14107977370247,-1.35107495313988,0.00873600270714214,-1.27791124515959,0.204342886238626,0.417008462024702
"LPC(22:6)","LPC(22:6)",0.0853640751740676,0.898653352617722,0.0871639502824237,0.729836669649821,0.0289846614348442,1.25703797789306,0.537126106212215,0.248037258461435,0.0825885518153709,0.650616094156288,0.099941441741669,0.481799411188386,0.0150345810816526,1.00900071943163,0.652157727568622,0.168816682967902,0.214582165813292,0.52720130824324,0.384461571646402,0.358384625275338,0.132302364176078,-1.89572788636393,0.022762670304941,-1.22506273321466,0.566207752672337,0.814245011133771
"LPC(26:0)","LPC(26:0)",0.185688505666271,0.368695202183008,0.00431695178700275,1.34536819707859,0.00129001140070378,1.39966483182595,0.892831392786268,0.0192730249832906,0.196494089140797,0.349422177199717,0.000238201745183028,1.3260951720953,0.00266433762552388,1.38039180684266,0.103515129557195,-0.976672994895586,0.893711958827103,0.0542966347473577,0.0653725880445234,1.03096962964294,0.309206833075619,-1.28246877784904,0.0292168098610281,-1.07695206509925,0.837758674647509,0.857031699630799
