m.z	class	FattyAcid	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
679.4583	PG	(15:0/14:0)	0.0105997773400333	0.0106703632475287	0.00754374621155234	0.00694966944972819	0.00253620878098634	0.00244366959709797	0.0022991267626916	0.00689101884342592	0.017678744770932	1.8816395143474
865.5047	PG	(22:6/22:6)	0.00537295881032204	0.00657100538002053	0.00578836318298787	0.00530213305007099	0.00454073048844719	0.00459060450071898	0.00463827465937768	0.0271658136809433	0.0511286711636969	0.32726864285385
867.5178	PG	(22:5/22:6)	0.000871549234097796	0.0015813596456031	0.00121795959661168	0.000839818605066324	0.000815013805274168	0.000901597927922248	0.000952307644359524	0.266308612226038	0.295822195539748	0.342053981220526
791.5844	PG	(18:0/19:0)	0.4307344339872	0.402108677441952	0.348334657674571	0.450278415929558	0.121572449129661	0.126616377977811	0.131644940596361	0.000916701819149997	0.00443930880959156	1.68768266941986
775.5514	PG	(18:0/18:1)	0.0121839437808704	0.0133302523013449	0.0123497624100342	0.0110000671309079	0.0094325165759714	0.0115273937124324	0.0112882392947673	0.148365710494015	0.173294366457779	0.184518844220567
867.543	PI	(16:0e/22:6)	0.0158161399281635	0.0147395501905339	0.015011669958765	0.0141282343236342	0.0244463617346935	0.0202075471794445	0.0219278663464967	0.020767015636093	0.0418251576596079	-0.572540373670371
881.5194	PI	(16:0/22:6)	0.0470994689153009	0.044839259795363	0.0475441319228518	0.0453382462056052	0.173376671908287	0.175641122927269	0.188495838186386	0.00103450627500107	0.00463459411799866	-1.95520932165644
885.549	PI	(18:0/20:4)	0.494197616833738	0.533852619376397	0.50111669606239	0.501237896934155	0.281229464743996	0.296513063712951	0.309326715644327	1.20655570797715e-05	0.000371446792955822	0.779611276430651
861.5501	PI	(18:1/18:1)	0.0177694392463713	0.012577418432632	0.0130291094017296	0.0164307399804277	0.0285958514901407	0.0229630508917989	0.0262109201393839	0.00548948231218276	0.0145263238133826	-0.793940660241662
955.5359	PI	(22:5/22:6)	7.94814315671315e-05	3.29661242305799e-05	4.40913703478128e-06	1.7495138789699e-05	0.00150546448964579	0.00168192222263262	0.00181666341185553	0.00232964709874862	0.00778354960899734	-5.63404584501843
889.5779	PI	(20:1/18:1)	0.00262340984577301	0.00310824845452012	0.00245634845652355	0.00288798607216447	0.00172459758980282	0.00143333407308308	0.00176574715804824	0.00150435159761985	0.00580860066414692	0.754589964673044
909.5504	PI	(18:0/22:6)	0.235830189095357	0.19468913351991	0.192982975987326	0.204415166326058	0.406298817750592	0.388475527968634	0.38528453792239	2.60627924438279e-05	0.000624059085738323	-0.9263374917863
855.5051	PI	(16:0/20:5)	0.062538530550918	0.0576569105904721	0.0503418997717813	0.0641532284253018	0.0510919805867948	0.0605380695589052	0.0642134553436007	0.991234528802099	0.991234528802099	0.00143031916229186
911.5656	PI	(18:0/22:5)	0.145430130548323	0.132582290204722	0.120865879566552	0.130812937682025	0.113169697293732	0.110471979662637	0.116152884872333	0.0268328902957512	0.0509230070076499	0.225451381517556
857.518	PI	(16:0/20:4)	0.0900232201254241	0.0991074817500993	0.0955739447597121	0.0928821918823798	0.0901760151434174	0.100043657685187	0.103989351537202	0.479840661989265	0.506890503228856	-0.0550705209961821
937.5818	PI	(20:0/22:6)	0.00292263546973713	0.00235632439421583	0.00229766694287768	0.00252699073125705	0.00266543283776139	0.00212044333015968	0.00231574731324567	0.492743017471278	0.519247531858486	0.093613656589677
