m.z	class	FattyAcid	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
812.5453	PS	(18:1/20:2)	0.0172829070751993	0.0209027341206628	0.01799985947536	0.0261947675058275	0.0293726033902767	0.0203581783077752	0.026230035099037	0.0292801944738238	0.0921150643665551	-0.447460792240491
804.5759	PS	(16:0/21:0)	3.37521166510984	4.48635643730345	3.97116827632934	3.59772414389268	3.4945853648287	2.87238174570059	3.1695165268727	0.162971499217138	0.279843490687595	0.264492058131549
844.6106	PS	(18:1/22:0)	0.0235280787573023	0.0264969460855139	0.0238409622328569	0.0274665289787347	0.0255081430951073	0.0221338225025229	0.0219593475317084	0.837390060336459	0.897798796032373	0.0209542815317887
836.5452	PS	(18:0/22:5)	0.253954826872965	0.26759304553236	0.268820908196128	0.276349833502999	0.293957182266411	0.278782782372647	0.291303516659699	0.0232477293361115	0.0788958373532604	-0.113896120773385
832.6096	PS	(16:0/23:0)	0.705244137633732	0.948390085582529	0.805302679607699	1.06554043403619	1.08946787780696	0.848239937219263	0.954322722415248	0.128612068221014	0.239964508239208	-0.27154300794356
840.5165	PS	(20:4e/22:6)	0.0247643641530108	0.0346524163790276	0.0305192136736369	0.0325880917766269	0.0294306992802847	0.0206384572902941	0.0264601682507986	0.515821189794899	0.640688567151589	0.136126638017683
782.497	PS	(16:0/20:4)	0.0143130929465169	0.0140994544544645	0.0136871244502624	0.0102603645478387	0.0115547209414294	0.00772867280966303	0.0113323559435895	0.0200869519379209	0.0698183571390638	0.45758842984041
858.5269	PS	(20:2/22:6)	0.0835856647016946	0.104926605586957	0.0948746645353198	0.105048576871378	0.114092156278997	0.0647662048590271	0.104211338615817	0.847359490006244	0.903989950972007	-0.0386856261958709
744.5215	PS	(16:1e/18:1)	0.00951272034525718	0.0157265831584175	0.0179295230514847	0.0152237287168179	0.0175994050350585	0.0229386569457272	0.0170620307912702	0.280529127662008	0.421282418196255	-0.339383073078053
820.5151	PS	(17:0/22:6)	0.0418746399624839	0.0335518311914302	0.0321501481439757	0.033936285125309	0.0325303297423797	0.0346704303634355	0.0324381706754789	0.503452629232514	0.629455986459472	0.10274970681914
834.53	PS	(18:0/22:6)	1.24746064600991	1.2807432198705	1.27542453146374	1.34587371353273	1.43667584663481	1.73279076574937	1.47141430594828	0.0692921391652523	0.154332220269372	-0.239360336809355
748.5151	PS	(19:0/14:0)	0.0792729558095568	0.100382727780803	0.087609441200527	0.0732993299539617	0.0703950703810718	0.0534492597285927	0.0640075036279027	0.0357350438853195	0.0995677702865664	0.448423960652718
788.548	PS	(18:0/18:1)	0.0777963485475813	0.0574163679420151	0.0636033440679506	0.089595232934045	0.111754832650362	0.0997896551700242	0.116078570247235	0.00727674700348599	0.0416513959990447	-0.654330604304161
878.4949	PS	(22:6/22:6)	0.0123231133272956	0.0136657268785075	0.0115788963144317	0.0114736340134328	0.00925730826572113	0.0101825865404584	0.009368164635832	0.0329690689475848	0.0979977152855796	0.314407358606377
806.4988	PS	(16:0/22:6)	0.433043995160608	0.481317784414166	0.512071303165989	0.266419499850822	0.296427449151834	0.276156234052018	0.307780260084505	0.00697568451266251	0.0416513959990447	0.729856586929016
822.5308	PS	(19:0/20:5)	0.080061264451105	0.108639150049608	0.0980986548107221	0.0820631922358515	0.0784621370818835	0.0600358594620609	0.0729332363773709	0.096070597918416	0.196238993852309	0.381744741637074
732.4848	PS	(18:1/14:0)	0.000912987826011896	0.000784934268150747	0.000911322035476638	0.00139155757089377	0.00159479879070871	0.00112033898606992	0.00143625958453807	0.00857434489078096	0.0439945553324595	-0.67198584449366
906.6242	PS	(22:5/23:0)	0.0179426647703376	0.0259399191228478	0.0247719476182195	0.0259775409407233	0.0245807593495276	0.0178489366910869	0.0211292607784412	0.879180859536852	0.924212074293617	0.0319165592253118
874.5613	PS	(22:6/21:1)	0.0642530761873873	0.0657913158144737	0.0643812087375015	0.0681542474542706	0.0595940862239105	0.0511422010147389	0.0556552062904334	0.185743652595115	0.307905824109595	0.144386391948486
886.6576	PS	(20:1/23:0)	0.00755753423730803	0.0112804480670708	0.0101649918601545	0.0142061221146394	0.013607853309615	0.0129776416892065	0.0114548916462111	0.0694674030910863	0.154332220269372	-0.434096284998829
856.5112	PS	(20:3/22:6)	0.251098722600858	0.280790584583757	0.263577380663281	0.25291091498565	0.268563800531868	0.180284281077903	0.260821615448833	0.330237978809347	0.469435576753898	0.139931649300165
884.5434	PS	(22:3/22:6)	0.0171022585971033	0.0155726547733705	0.0162483581961381	0.0156007723599292	0.0171508274412672	0.0141301675314114	0.0170204991268564	0.708145758946468	0.821598033547434	0.0296912803785178
810.529	PS	(18:1/20:3)	0.038800454334362	0.0368756226843006	0.0355279742928488	0.0426816250317468	0.045942044082788	0.0334314853643704	0.0447084165007247	0.203672667311408	0.328774979817291	-0.169557323038227
774.5306	PS	(16:1/19:0)	0.11428367954315	0.126201968747234	0.117840926498222	0.114061641031033	0.106884840999995	0.0824513149063806	0.0984750143051241	0.0632774822232431	0.149030572886436	0.249573567275492
816.5188	PS	(18:3e/22:5)	0.0242961790919721	0.0336216421486959	0.0303559384162135	0.0241051008409349	0.0252780760604535	0.0175737022277749	0.0221678160801313	0.100256986514026	0.200049820312709	0.401196906155936
830.496	PS	(18:2/22:6)	0.147047286955779	0.196995027321727	0.176594309514209	0.133377478267671	0.137753234375441	0.0846402445822423	0.129972562979042	0.0469390625028068	0.119708496678756	0.515119549432729
846.5286	PS	(19:1/22:6)	0.00632042166467702	0.00704607856134966	0.00628573968672978	0.00533654435411923	0.00567664239907459	0.00584062084805973	0.00575842941736296	0.0502128520676847	0.126559878603346	0.212627531545005
860.5424	PS	(20:2/22:5)	0.0155647662775805	0.0196740644425873	0.018026698511539	0.0187800003922089	0.0197993293340656	0.0131239687242702	0.0175127295400858	0.821136741752976	0.893711958827103	0.0371335408211895
854.4951	PS	(20:4/22:6)	0.0425336794246567	0.0485480501244299	0.0457534440326895	0.0386468564124471	0.0378988949439505	0.0318729809276897	0.0373789887158934	0.0133386468416947	0.0537285681193498	0.323508454272552
858.6252	PS	(18:1/23:0)	0.131946709090316	0.159724029050391	0.155250851242589	0.180740425776989	0.189321457520066	0.147586200645243	0.162801720192177	0.157542783743356	0.276289710546143	-0.191429502207088
828.4804	PS	(18:3/22:6)	0.0673671052777651	0.0786881556975963	0.0785968942459169	0.0438868165620124	0.0496175701128455	0.0375986975563401	0.0514198808427542	0.00301346919359984	0.0288623382764784	0.714652406259515
838.5605	PS	(18:0/22:4)	0.0131758825139172	0.0130587800986654	0.0135195367514875	0.0176714208450095	0.0187533560921913	0.0170632053851826	0.0182987382032556	0.00038249954641853	0.0103888495144575	-0.437572227381743
832.5141	PS	(18:1/22:6)	0.171765305286601	0.181896692644113	0.182642473942768	0.138087958362722	0.135719814671233	0.15020432888455	0.138625726589807	0.000712212265475921	0.0153481743210061	0.345883227959654
822.5654	PS	(18:0e/22:5)	0.0030861378430759	0.00551796599072144	0.00415451467164829	0.00472894551052333	0.00454077745114827	0.00481631794005859	0.00406373760348329	0.728548464354617	0.829790561923737	-0.093442319286082
808.5153	PS	(16:0/22:5)	0.0517020085244	0.0574908433565914	0.0601514320008624	0.0323213947671911	0.0347218357309933	0.0333247669893545	0.035493382702785	0.00805503248276648	0.0423380365862482	0.732861374155726
814.5014	PS	(18:3e/22:6)	0.13301660012898	0.177693605827058	0.160904859809725	0.12328847683837	0.128850589246838	0.0792457429175444	0.11812432905997	0.0538498225620452	0.132624420138523	0.484296860736634
862.5624	PS	(20:0/22:6)	0.110820273825498	0.0852349503732138	0.0950041902769904	0.0908138072537613	0.103649778947275	0.101255829724601	0.105131061551649	0.722733445983866	0.826254947530627	-0.0467130103383811
816.5775	PS	(20:0/18:1)	0.107383862028946	0.113141684287501	0.100805904172352	0.116625932764132	0.105779562214929	0.0830733243148125	0.0952962695443422	0.433868585902605	0.569011480169865	0.096306854493237
894.7556	TG	(16:1/16:1/22:5)	0.140980382608676	0.163293071327287	0.143125465565937	0.130625003215593	0.170312763020708	0.151096323783196	0.203114152682458	0.435120116414221	0.569011480169865	-0.135222115804385
796.7419	TG	(16:0/14:0/16:0)	0.014684252126318	0.0171949720010259	0.0157970999489061	0.0139585659353268	0.0178190190450239	0.0103347796708004	0.0165729680859101	0.535908804558742	0.659933413613765	0.115310530495731
858.7568	TG	(15:0/18:1/18:3)	0.00535020537592584	0.00401350842285874	0.00363670043005623	0.00530848830816543	0.00624956696519836	0.00711907454381967	0.00638003491745211	0.040553969871185	0.10789358650914	-0.531628088750334
