m.z	class	FattyAcid	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
679.4583	PG	(15:0/14:0)	0.0105997773400333	0.0106703632475287	0.00754374621155234	0.00694966944972819	0.00210108208626432	0.00319441008237724	0.00124957473708573	0.00283305409670766	0.00329630291486967	0.00912903376906682	1.93111940320137
865.5047	PG	(22:6/22:6)	0.00537295881032204	0.00657100538002053	0.00578836318298787	0.00530213305007099	0.00364794212723996	0.00386084297025414	0.00352716438615674	0.00376560544672442	0.0043320715251759	0.0107926174991377	0.638045061995538
867.5178	PG	(22:5/22:6)	0.000871549234097796	0.0015813596456031	0.00121795959661168	0.000839818605066324	0.000796383336453776	0.000813690329697135	0.000898228729148422	0.000835060563174566	0.191487933199903	0.216050521489943	0.432047222131292
791.5844	PG	(18:0/19:0)	0.4307344339872	0.402108677441952	0.348334657674571	0.450278415929558	0.109600535389137	0.146360839762007	0.0752150216666022	0.13843649471998	7.41888442327659e-05	0.000665647604740088	1.79661632429716
775.5514	PG	(18:0/18:1)	0.0121839437808704	0.0133302523013449	0.0123497624100342	0.0110000671309079	0.0116739604925857	0.0133358882797606	0.0110973713419183	0.0127152773270635	0.988558085996165	0.988558085996165	0.00122662786456076
867.543	PI	(16:0e/22:6)	0.0158161399281635	0.0147395501905339	0.015011669958765	0.0141282343236342	0.0165579090154326	0.0173622179764592	0.0157185233320961	0.0176971764726409	0.0159286735755817	0.0309245869868275	-0.173749848530364
881.5194	PI	(16:0/22:6)	0.0470994689153009	0.044839259795363	0.0475441319228518	0.0453382462056052	0.0961491203103998	0.103025520175411	0.0968398218117548	0.110212463410323	0.000302402867256232	0.00167096968958251	-1.13615634410308
885.549	PI	(18:0/20:4)	0.494197616833738	0.533852619376397	0.50111669606239	0.501237896934155	0.366307136566659	0.388214643991264	0.345577035083209	0.387972408450049	6.42911792637635e-05	0.000644406936341444	0.448323825333828
861.5501	PI	(18:1/18:1)	0.0177694392463713	0.012577418432632	0.0130291094017296	0.0164307399804277	0.0213558600093644	0.0225560035748276	0.0261627843536161	0.0241103158929047	0.00220830462643512	0.00656399513098991	-0.655189473558368
955.5359	PI	(22:5/22:6)	7.94814315671315e-05	3.29661242305799e-05	4.40913703478128e-06	1.7495138789699e-05	0.000676992088744143	0.000792926628001269	0.000682283162154348	0.00086389217897614	0.000170918601192322	0.00115394682937454	-4.48859352532433
889.5779	PI	(20:1/18:1)	0.00262340984577301	0.00310824845452012	0.00245634845652355	0.00288798607216447	0.00163992262259635	0.00210397632142095	0.00226656633446592	0.00230539650419642	0.0167119728005443	0.0317306620133683	0.413498340180973
909.5504	PI	(18:0/22:6)	0.235830189095357	0.19468913351991	0.192982975987326	0.204415166326058	0.333755814306909	0.35069083476133	0.382628748629825	0.364162347281487	4.40507876474152e-05	0.000572206055016941	-0.789704482365469
855.5051	PI	(16:0/20:5)	0.062538530550918	0.0576569105904721	0.0503418997717813	0.0641532284253018	0.0395505448078289	0.0395924787999735	0.0343219721739208	0.0395397604503003	0.00361937331912969	0.00968912981704905	0.617183370118517
911.5656	PI	(18:0/22:5)	0.145430130548323	0.132582290204722	0.120865879566552	0.130812937682025	0.0973006000690633	0.108386494695832	0.092395797601098	0.108754184540781	0.00360211917977715	0.00968912981704905	0.38070047966607
857.518	PI	(16:0/20:4)	0.0900232201254241	0.0991074817500993	0.0955739447597121	0.0928821918823798	0.0700192484102294	0.0687360885720255	0.0659229230559098	0.0709736527406475	0.000122948041947872	0.000913631139302289	0.453960865309545
937.5818	PI	(20:0/22:6)	0.00292263546973713	0.00235632439421583	0.00229766694287768	0.00252699073125705	0.00186676360260427	0.00226171265798418	0.00235749938898986	0.00253072838662281	0.221224112516157	0.24637620799603	0.164199860992805
893.557	PI	(18:1e/22:6)	0.0163875797424382	0.0167203075217563	0.0176309313532393	0.0168115467416101	0.0145291753881626	0.0146979383608614	0.0120293180023031	0.0148009000233533	0.0164571342695219	0.0315245549785063	0.269060496274734
935.5656	PI	(20:1/22:6)	0.00209899731852986	0.00190138324077089	0.00195892786616032	0.00186430684708529	0.00864196745244974	0.00920645126934674	0.00944867667783264	0.00940933271957967	1.23575870324909e-05	0.000280322105842293	-2.23012540106493
937.5823	PI	(20:1/22:5)	0.000644373162494757	0.000667842760434357	0.000556852868098307	0.000557881134750375	0.00156264833932724	0.00166344860073962	0.00166943362389371	0.00165682673795305	2.1652877458531e-07	4.88056255974292e-05	-1.43286968741131
905.52	PI	(18:2/22:6)	0.000293701121024905	0.000285181946885821	0.000232918458360937	0.000256721120137794	0.0019227308383274	0.00174366587755843	0.00228849600351497	0.00199404979633523	0.000540693105350583	0.00256086514731979	-2.89514545983711
869.521	PI	(17:0/20:5)	0.0106018679701415	0.0113048952606699	0.0112944988750669	0.0120277736847137	0.00988909934855044	0.00902102578281191	0.00871474479456209	0.00871380252975671	0.00149179944785354	0.00502316845331934	0.315743525179671
929.5202	PI	(20:4/22:6)	0.000234235936066935	9.84464417117874e-05	5.68933345174507e-05	0.000113071514812366	0.00130382576161225	0.00107117391310992	0.00126749740987975	0.00115803493287961	7.44313803035947e-06	0.000205478473468489	-3.25557616726568
871.5345	PI	(17:0/20:4)	0.0138800574447616	0.0176236176615159	0.0175108768758735	0.016006583598043	0.0120657900662972	0.0111319107310329	0.0102067909426359	0.0104974880514171	0.00449215415300346	0.0110635339425399	0.566622752008835
913.5841	PI	(20:0/20:4)	0.0113142933039052	0.0135741827156081	0.012420393222769	0.0116392607703535	0.0047415126089228	0.00504299933115663	0.00499101854501868	0.005037533742133	0.000592593820102382	0.00271710570706518	1.3048017247204
939.5976	PI	(20:0/22:5)	0.00248383484603936	0.00235983455347589	0.0018527819581684	0.00212051111102389	0.000793779239642822	0.000950735258792955	0.00101883957344005	0.00102299204500382	0.00125715420400707	0.00436962469296007	1.21947542209917
903.505	PI	(18:3/22:6)	3.67372170683723e-05	2.88371920875738e-05	6.17784403104342e-07	1.00915355821984e-05	0.00105524784658737	0.000868961890916632	0.000917751819309887	0.000906625929202216	0.000118374633041849	0.000905589173155161	-5.61882789076788
814.5633	PS	(20:1/18:1)	0.0170825552330576	0.0168741689953675	0.0165513341852114	0.0188078905477857	0.00873578045044057	0.0111087001007731	0.0101780955065669	0.0106629993352088	6.05944405993034e-05	0.00063698058288536	0.768669947339508
768.5217	PS	(18:3e/18:1)	0.0124939304919859	0.0115271690575525	0.00947953229576762	0.00979577610543688	0.00350630093724265	0.00514975055666558	0.0046782790667506	0.00463561779168631	0.000948900289778539	0.00358750899030307	1.26866107557741
758.4991	PS	(16:0/18:2)	0.002167305276236	0.00196269544950361	0.00241739361255973	0.00257924333675251	0.00403168913268217	0.00401573536246426	0.00438742526605683	0.00458056403509883	5.31224370704e-05	0.000618804604793037	-0.89868687347242
788.5447	PS	(17:1/19:0)	0.0254898029767019	0.0352068409904707	0.0330552403192919	0.0275326446848122	0.0333576682492051	0.0299879851033486	0.0230133171962448	0.0267480137230454	0.543925245611632	0.571784831362472	0.100707514902098
820.551	PS	(18:0e/22:6)	0.0184819896790236	0.0213188740880956	0.0167749735381157	0.0159692035707939	0.0144821462506947	0.0141295902900897	0.015557540731181	0.0139507182915216	0.0502129685082516	0.0772921050966302	0.319842403279415
780.4844	PS	(16:0/20:5)	0.000941216137261505	0.000620519152448277	0.000619261058943203	0.00117451951349819	0.00297167512372405	0.00314975383144502	0.00320049467949529	0.00308146347219943	0.000136554807735092	0.000980918702230408	-1.88612766226663
790.5058	PS	(16:1e/22:6)	0.00644880976638636	0.00612910018358547	0.00467476240230585	0.00411499283210407	0.0062032813652388	0.00606203036216277	0.00546964374801594	0.00564265254026954	0.446653524945845	0.471832522675636	-0.129698046347103
904.6087	PS	(22:6/23:0)	0.0614769562745124	0.0860076672482635	0.0739847920179423	0.0559254709478928	0.0940049778017045	0.085729387361616	0.0659395152437299	0.0750363913585459	0.279048605776426	0.303711992650605	-0.209329368219599
760.5144	PS	(16:0/18:1)	0.0621766898072755	0.059532980466583	0.0618033221433984	0.0626239008740198	0.0385610432559825	0.0468372138943932	0.0438550746828239	0.0487868347728809	0.00287955253525391	0.00821912015029428	0.467258162635232
852.484	PS	(20:5/22:6)	0	0	0	8.34825174596779e-06	0.00213580312653734	0.00180063779181965	0.00351602654747256	0.00169737397121347	0.0121924287766893	0.0244415665244329	-10.0980569205794
810.5308	PS	(18:0/20:4)	0.0301584669000451	0.0290882661041193	0.0252422996300834	0.0300449850371874	0.0178867604353983	0.0194080874158631	0.0194144404550944	0.0193366034663312	0.00205039863924627	0.00627048963945626	0.590833939398964
842.5347	PS	(20:3e/22:6)	0.0140031467770794	0.0180392025540676	0.0144654591341978	0.0109734587278417	0.015735779859146	0.0152102876939511	0.0144780023872476	0.0128279929900642	0.908661849299168	0.912898035076786	-0.0192172752458778
838.5607	PS	(20:1/20:3)	0.0139929013986787	0.0149775037371233	0.0135086764079781	0.0130898755113018	0.00919395250208335	0.010505947677806	0.00818485810870637	0.00968464643301061	0.000444075166867437	0.0022517223167043	0.564720906351233
786.531	PS	(18:0/18:2)	0.0284218078946555	0.0272869889499004	0.0265745266314276	0.0299923409911245	0.0202426038939464	0.0224996860605754	0.0210286434883482	0.023455754001771	0.000939002531780995	0.00358150523183725	0.364203752793748
876.5759	PS	(22:6/21:0)	0.831415164634504	1.0698747932351	0.99437758739296	0.792188109846183	0.860235276012645	0.786004563925933	0.609686022667122	0.715082413540093	0.0810377917697677	0.106289643267102	0.311829564918307
864.5775	PS	(20:0/22:5)	0.0381045619928047	0.0340107072336248	0.0310286561919589	0.0399093336137558	0.0150009834872225	0.0160577096542235	0.0172661110372179	0.0160842918735512	0.00157856355864324	0.00524997947167308	1.15121601573478
664.4208	PS	(11:0/16:0)	0.010762856522607	0.0158573266800528	0.0150476630277771	0.013189882757526	0.0079843705638811	0.00634977790566591	0.0057945028910191	0.00665333094810159	0.00461861054816396	0.0112455517381136	1.03443215056774
782.5009	PS	(18:4/18:0)	0.000244506295909019	0.00012288134423346	8.79379714052615e-05	0.000228405582969021	0.000461903070645186	0.000470829069843928	0.000730567218874516	0.000492947931257777	0.0046077341725944	0.0112455517381136	-1.65702149061423
812.5453	PS	(18:1/20:2)	0.0336914177216786	0.040640021129125	0.0342746803319076	0.0293798814728954	0.0261947675058275	0.0293726033902767	0.0203581783077752	0.026230035099037	0.0253135041941069	0.0447863666786082	0.433753835369156
804.5759	PS	(16:0/21:0)	5.29591463538562	6.00069791568952	5.32199627879444	5.02211446885045	3.59772414389268	3.4945853648287	2.87238174570059	3.1695165268727	0.000261347899931608	0.00158649218127497	0.720419535458869
844.6106	PS	(18:1/22:0)	0.0311402461695929	0.0359519087237919	0.0315664962417022	0.0294228472400384	0.0274665289787347	0.0255081430951073	0.0221338225025229	0.0219593475317084	0.00704665880844443	0.0156552059094822	0.399996765375326
836.5452	PS	(18:0/22:5)	0.461016495422061	0.413719241587316	0.361781646415116	0.430490088485528	0.276349833502999	0.293957182266411	0.278782782372647	0.291303516659699	0.00653554661199672	0.0148253715251084	0.547729083763089
832.6096	PS	(16:0/23:0)	1.72853485571817	2.13211472567216	1.8183981686127	1.52274467041558	1.06554043403619	1.08946787780696	0.848239937219263	0.954322722415248	0.00387636372126402	0.00994471883252852	0.863740794288952
840.5165	PS	(20:4e/22:6)	0.0335694226937226	0.0559569252911882	0.0442500381493257	0.0303884780514865	0.0325880917766269	0.0294306992802847	0.0206384572902941	0.0264601682507986	0.0931697742754665	0.118454786763204	0.589263990125753
782.497	PS	(16:0/20:4)	0.0139581381660282	0.0175035993198269	0.0173337095163358	0.0155308467363904	0.0102603645478387	0.0115547209414294	0.00772867280966303	0.0113323559435895	0.00290758488391975	0.00824453345374613	0.654150510327281
858.5269	PS	(20:2/22:6)	0.154342117724067	0.214836105768556	0.176950750255505	0.144989004919297	0.105048576871378	0.114092156278997	0.0647662048590271	0.104211338615817	0.00901908198910932	0.0191488883611139	0.832435638023011
744.5215	PS	(16:1e/18:1)	0.0128977705755191	0.00969019294927682	0.00816029143919705	0.0131883245153572	0.0152237287168179	0.0175994050350585	0.0229386569457272	0.0170620307912702	0.0146543412170852	0.0285792808351299	-0.728987890935268
820.5151	PS	(17:0/22:6)	0.028505701148882	0.0336604893986601	0.03682014320506	0.0317162786979386	0.033936285125309	0.0325303297423797	0.0346704303634355	0.0324381706754789	0.716450654501933	0.733006999898201	-0.0313643714448724
834.53	PS	(18:0/22:6)	1.74615808725351	1.58470566409047	1.51647273668178	1.63356133050321	1.34587371353273	1.43667584663481	1.73279076574937	1.47141430594828	0.256799620135339	0.282348561934518	0.114419545540219
748.5151	PS	(19:0/14:0)	0.0510526872416508	0.0596906163053365	0.0523042001964034	0.0474717086206285	0.0732993299539617	0.0703950703810718	0.0534492597285927	0.0640075036279027	0.0571363006236007	0.0843347450985339	-0.310933230126022
788.548	PS	(18:0/18:1)	0.198677592948179	0.161736426896515	0.162415809612377	0.1804610235128	0.089595232934045	0.111754832650362	0.0997896551700242	0.116078570247235	0.000867023847564338	0.00339795519914423	0.75331904615645
878.4949	PS	(22:6/22:6)	0.00283403561436013	0.00330185594177882	0.00232284402117737	0.00222301363541286	0.0114736340134328	0.00925730826572113	0.0101825865404584	0.009368164635832	0.000119764693433513	0.000905589173155161	-1.91497641799751
806.4988	PS	(16:0/22:6)	0.0906225333539859	0.106409892553666	0.127428479765476	0.0932669793364111	0.266419499850822	0.296427449151834	0.276156234052018	0.307780260084505	7.62797117284416e-06	0.000205478473468489	-1.45695762321121
822.5308	PS	(19:0/20:5)	0.0632727474514187	0.0645560492568104	0.0534421488826173	0.0589396274447543	0.0820631922358515	0.0784621370818835	0.0600358594620609	0.0729332363773709	0.0633962407068421	0.0904760918696986	-0.289033446347369
732.4848	PS	(18:1/14:0)	0.0017605975078847	0.00279420432236266	0.00200589734745649	0.00256825057218128	0.00139155757089377	0.00159479879070871	0.00112033898606992	0.00143625958453807	0.0261656550838016	0.046030193229055	0.719793615676775
906.6242	PS	(22:5/23:0)	0.0245077641689139	0.0323454183975534	0.0260489226763051	0.0227870463794789	0.0259775409407233	0.0245807593495276	0.0178489366910869	0.0211292607784412	0.19581804695483	0.220359212108438	0.239279506933722
874.5613	PS	(22:6/21:1)	0.051132863284251	0.0628282251916042	0.0622437268919766	0.0508673358880416	0.0681542474542706	0.0595940862239105	0.0511422010147389	0.0556552062904334	0.716993161217398	0.733006999898201	-0.0467185229207807
886.6576	PS	(20:1/23:0)	0.0141005438201267	0.0172712172445287	0.0148515925255028	0.0128769525570852	0.0142061221146394	0.013607853309615	0.0129776416892065	0.0114548916462111	0.178579494160573	0.203618417944992	0.177830967789081
856.5112	PS	(20:3/22:6)	0.353286980457361	0.40295946206776	0.360558974515723	0.354203615977419	0.25291091498565	0.268563800531868	0.180284281077903	0.260821615448833	0.00330424424123996	0.00912903376906682	0.611826835312069
884.5434	PS	(22:3/22:6)	0.0298781847468762	0.031707931302131	0.0311649092930413	0.0309417669019906	0.0156007723599292	0.0171508274412672	0.0141301675314114	0.0170204991268564	1.61693479861136e-05	0.000316772226455226	0.952822428749292
810.529	PS	(18:1/20:3)	0.06682422476503	0.0709701291369644	0.0653948092869174	0.0627778412947366	0.0426816250317468	0.045942044082788	0.0334314853643704	0.0447084165007247	0.000711373063257569	0.0030356612897427	0.673443107345141
774.5306	PS	(16:1/19:0)	0.0749510726414402	0.102586139586891	0.0931925487192897	0.0723108462380742	0.114061641031033	0.106884840999995	0.0824513149063806	0.0984750143051241	0.190473118809154	0.215469591093819	-0.228359610480216
816.5188	PS	(18:3e/22:5)	0.0380600107647179	0.0482412924200215	0.0333392668230231	0.0311707516111831	0.0241051008409349	0.0252780760604535	0.0175737022277749	0.0221678160801313	0.0193451189575179	0.0357843187583271	0.758847594911173
