m.z	class	FattyAcid	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
830.496	PS	(18:2/22:6)	0.10315533501585	0.131772123769785	0.117734954194492	0.0994962294982607	0.133377478267671	0.137753234375441	0.0846402445822423	0.129972562979042	0.58576382669685	0.612777207054229	-0.103365711085901
846.5286	PS	(19:1/22:6)	0.00465747186857453	0.00456404990938058	0.00445555393461951	0.00489291803727571	0.00533654435411923	0.00567664239907459	0.00584062084805973	0.00575842941736296	0.000485201331098616	0.00237638379208527	-0.28413039463078
860.5424	PS	(20:2/22:5)	0.0257383193511585	0.033849935512106	0.0257919142051228	0.0235780542750703	0.0187800003922089	0.0197993293340656	0.0131239687242702	0.0175127295400858	0.0135382662804985	0.026643802588561	0.654597025339949
854.4951	PS	(20:4/22:6)	0.0258851818299558	0.0354035864598967	0.032277952167269	0.0264350074493715	0.0386468564124471	0.0378988949439505	0.0318729809276897	0.0373789887158934	0.0657082736433173	0.0922484232582077	-0.280912989351611
858.6252	PS	(18:1/23:0)	0.231609347204595	0.298596811411082	0.257219755442303	0.219334720751966	0.180740425776989	0.189321457520066	0.147586200645243	0.162801720192177	0.011152657310192	0.0227810203824302	0.565160067024084
828.4804	PS	(18:3/22:6)	0.0168227780191075	0.023154314583677	0.0254431922696985	0.0175158844825998	0.0438868165620124	0.0496175701128455	0.0375986975563401	0.0514198808427542	0.000973716745705523	0.00364932102086157	-1.13800467668978
838.5605	PS	(18:0/22:4)	0.0234708635155179	0.0249969793864977	0.0263195699801345	0.0238805602034899	0.0176714208450095	0.0187533560921913	0.0170632053851826	0.0182987382032556	0.000328139368169274	0.00174602552692539	0.458864880604336
832.5141	PS	(18:1/22:6)	0.0771850636447523	0.0838507456578293	0.0845557590724166	0.0817917061000329	0.138087958362722	0.135719814671233	0.15020432888455	0.138625726589807	3.9066498368425e-05	0.00056125535989304	-0.781225935821704
822.5654	PS	(18:0e/22:5)	0.0073159816292529	0.00828807695491875	0.00541615993331307	0.00677083951747601	0.00472894551052333	0.00454077745114827	0.00481631794005859	0.00406373760348329	0.0234062692829746	0.0420337585873418	0.614668818425092
808.5153	PS	(16:0/22:5)	0.0199924256520219	0.0207545941527355	0.0204000930386685	0.0212995770341424	0.0323213947671911	0.0347218357309933	0.0333247669893545	0.035493382702785	7.43019080695943e-05	0.000665647604740088	-0.720601937747201
814.5014	PS	(18:3e/22:6)	0.232312465371293	0.312185602858937	0.241589125849757	0.207573287179432	0.12328847683837	0.128850589246838	0.0792457429175444	0.11812432905997	0.0041985509761118	0.0105207876203732	1.14440254437637
862.5624	PS	(20:0/22:6)	0.163259988518192	0.152118811852474	0.151790746092131	0.160865425598111	0.0908138072537613	0.103649778947275	0.101255829724601	0.105131061551649	1.37924533211877e-05	0.000297227369071595	0.647780704957621
816.5775	PS	(20:0/18:1)	0.122827253633075	0.154897635801377	0.139287923900722	0.122083588575248	0.116625932764132	0.105779562214929	0.0830733243148125	0.0952962695443422	0.017342761977766	0.0327839053176191	0.427750443565906
894.7556	TG	(16:1/16:1/22:5)	0.933666647913435	0.250922042958515	0.884394858405632	1.4963283490682	0.130625003215593	0.170312763020708	0.151096323783196	0.203114152682458	0.0644382733562699	0.0913582099228695	2.4441349987263
796.7419	TG	(16:0/14:0/16:0)	0.0666038726469859	0.0375798253473212	0.0621079658531877	0.0820514660776597	0.0139585659353268	0.0178190190450239	0.0103347796708004	0.0165729680859101	0.0127697420252272	0.025362943838124	2.08126295733088
858.7568	TG	(15:0/18:1/18:3)	0.0290090395888672	0.00758706674070543	0.0310540134718185	0.0619413741560947	0.00530848830816543	0.00624956696519836	0.00711907454381967	0.00638003491745211	0.101504045314357	0.12535313332518	2.37067594130046
918.8525	TG	(15:0/20:1/20:1)	0.00305944894402398	0.00140013314384914	0.00317008515888419	0.00537717537661934	0.00083562707474739	0.0010340669707658	0.000695184542702757	0.000759600245892923	0.0586190996641416	0.085643498153373	1.96807069650946
920.77	TG	(16:1/18:1/22:6)	0.729736435126024	0.185791040084858	0.710209521701286	1.1995447331744	0.109413756078028	0.143471470684995	0.12599178047343	0.15967534361786	0.0699350528780616	0.0956889136204589	2.39123624046337
830.7258	TG	(15:0/16:1/18:3)	0.0111101793312485	0.00218220251623014	0.0117319241296036	0.0253190286607627	0.00176043990006196	0.00217167272156534	0.00254065222267709	0.00221171636710126	0.117017301776647	0.141272988979649	2.53528920705732
880.7388	TG	(18:3/17:1/18:3)	0.032301314288208	0.0134690108395702	0.03426948480349	0.0587405780752625	0.00544725426378555	0.00666958909894043	0.00625150230856051	0.00772583929283732	0.0559351021536897	0.0834187855648452	2.41100345926595
832.7416	TG	(16:1/16:1/17:1)	0.0202717412497399	0.00494515788543311	0.022852317224846	0.0433567897553639	0.00402016780968216	0.00503792387271873	0.00463049532968617	0.00460970130267698	0.10341881607664	0.127352884940091	2.32089589794163
1004.8652	TG	(18:1/22:1/22:6)	0.00966148008287518	0.00287522534906739	0.00782279785181011	0.0159848974206215	0.0015131164638186	0.0019010970589995	0.00182345484592472	0.00159832609864145	0.0722978107715325	0.0984512727094311	2.41050998209754
996.8035	TG	(18:1/22:5/22:6)	0.202412920299084	0.0648353730967451	0.141281850400308	0.253495055643218	0.0308863491095724	0.0432945196213785	0.0357990362597813	0.0465840542409776	0.0523478475989556	0.0792255182974075	2.08013398826541
940.7353	TG	(14:0/22:6/22:6)	0.0480912481062269	0.00897495803241263	0.0456920982586088	0.0968141831280265	0.00889301273132557	0.0109108756725058	0.0105312328317904	0.0111112214771288	0.115803196024774	0.140594866159655	2.26759614181531
958.8823	TG	(18:1/18:1/22:1)	0.00417473729307594	0.00136175381949576	0.00356455042911155	0.00697348003956196	0.000970847623634555	0.00118775344772143	0.000964821130540556	0.000875167647451991	0.0792480416221986	0.104452311740574	2.00721258880615
790.6945	TG	(14:0/14:0/18:3)	0.00780608158878835	0.00125452389858327	0.00729908604097746	0.017321941749788	0.00100710978623307	0.00136329742325312	0.00121707323941099	0.001303942917993	0.11861079316258	0.142116379043446	2.78363585413471
938.8209	TG	(17:0/18:1/22:5)	0.0155116983457368	0.00588084270465034	0.0122526441764222	0.0218117015867293	0.00195327806323909	0.00255025727191968	0.00234493644327254	0.00244466120135065	0.0400283632728774	0.0646150732981655	2.57712967268735
888.7069	TG	(18:4/14:0/22:6)	0.0385148290218945	0.00477175105611358	0.0296669319563848	0.0769168994386984	0.00553630048323629	0.0065337118965181	0.00639393471567123	0.00704426649297041	0.129271878175219	0.152229998616173	2.5546818122372
948.8033	TG	(18:1/18:1/22:6)	0.244382867752637	0.072893798769589	0.202388215820255	0.352650715312153	0.0334593291538939	0.0445189918694029	0.0418012426168749	0.0489906109628609	0.0555498056538088	0.083267445925277	2.36979021570765
890.7218	TG	(14:0/18:3/22:6)	0.0778592090769278	0.0118301502052204	0.0684809517501887	0.162893619961943	0.0106342449798056	0.0126906455747834	0.013684975332298	0.0137720972947769	0.11863373542594	0.142116379043446	2.66047252436037
944.7667	TG	(18:1/18:3/22:6)	0.561331310022394	0.137415513680826	0.512255504083527	0.978663280322131	0.084347335282295	0.112696923395404	0.101240181941017	0.112729742253554	0.0814244716255695	0.106345294759456	2.41345048440313
902.82	TG	(18:1/18:1/18:1)	0.104794653252494	0.0336279697985825	0.0992577243923746	0.173251671030758	0.0198546508806166	0.0255664703180827	0.0222599947867053	0.0224140877157107	0.0670632960830626	0.09331879166704	2.18937753491508
912.8018	TG	(16:0/17:0/22:5)	0.0255815938992756	0.00802611375910988	0.0223911354850553	0.0401214266571459	0.00381320653035528	0.00482099762764212	0.00476299337493082	0.00469315891804854	0.0593013870235759	0.0857681134468497	2.40961986299308
908.8665	TG	(18:0/18:0/18:0)	0.0347705639327064	0.065146824687476	0.0228323817919109	0.0273833508514459	0.0112902662288857	0.00757449120549785	0.00393463542532582	0.00785133662432484	0.0500780365856237	0.0772921050966302	2.29224897340407
848.7712	TG	(16:0/16:0/18:2)	0.394428451953314	0.102651732390128	0.391930664670931	0.635567279900204	0.062070202122976	0.0839880172684224	0.070839524447426	0.0846691478886456	0.0673820245310512	0.09331879166704	2.33786013241154
926.8199	TG	(20:1/18:1/18:3)	0.0633729449762579	0.0224546667965484	0.0445000529021138	0.0819839270546764	0.0065251502208498	0.00905110629138013	0.00817431450082746	0.00862907624603979	0.0386081702902239	0.063270423555462	2.71302396700721
1040.7729	TG	(22:6/22:6/22:6)	0.0476267233853578	0.0288228141347464	0.039402477820337	0.0589926730285112	0.0128170506755448	0.018318015895894	0.0148521360435227	0.0162644768197166	0.0198135219987685	0.0363388424743372	1.48988930481776
904.8366	TG	(16:0/18:1/20:1)	0.0672893206173712	0.0233101649874522	0.062906507818656	0.113237486156825	0.011394347283334	0.0153579351351601	0.0130965163776745	0.0133630229677444	0.0622969390831327	0.0892025938366452	2.32563430378026
874.7881	TG	(18:0/16:0/18:3)	0.274059307493295	0.0695589239048294	0.260610755223457	0.453122394192283	0.0427700425586206	0.0565282733359346	0.050682738005571	0.0558904632052862	0.0726392220918772	0.0984512727094311	2.36063874724379
936.8035	TG	(18:1/17:1/22:5)	0.042780742759471	0.0139395651820735	0.0350426038290829	0.0605853140568704	0.00523456773488199	0.00683765087859973	0.00667393350095811	0.0071245183627978	0.0465588777569246	0.0732367748658193	2.55798334997922
872.7714	TG	(16:0/18:1/18:3)	0.305451556384116	0.0715359299634382	0.286951765566945	0.571194961120305	0.0475980224993939	0.0582012713403684	0.0620228185557815	0.0610795736407362	0.0909124920228339	0.115926875922608	2.43186782288586
992.773	TG	(20:4/20:4/22:6)	0.0340582379464563	0.011553774843728	0.0253580673087455	0.0489008980166855	0.00662405243866149	0.00863264264942055	0.00783457071986351	0.00894828366921274	0.0672583296517695	0.09331879166704	1.90355664446908
836.7731	TG	(16:0/16:0/17:1)	0.0473627633663607	0.0194190304898757	0.055384588769337	0.0854534818573957	0.0116627634114796	0.0148598225610358	0.010077365425273	0.0120112497479866	0.0607456124254972	0.0875630734293956	2.09458379571564
878.821	TG	(18:0/16:0/18:1)	0.0827345079535122	0.0380578963224369	0.0682197390667379	0.144578261366813	0.0140892948096326	0.0179487719150157	0.0135205065363994	0.0165143446880577	0.0562257197313209	0.0835630524282735	2.42604192072444
864.8053	TG	(16:0/17:0/18:1)	0.010236617352932	0.00471380302068187	0.0118188235213964	0.0183906340486146	0.00296849316213483	0.00359336001054528	0.00267081831108296	0.00262112110950138	0.0591374926860283	0.0857681134468497	1.92969286696461
854.724	TG	(15:0/14:0/22:6)	0.0187711046164672	0.00412348698822355	0.0187178288358125	0.037875078773892	0.00271356662687116	0.00354369517571291	0.00347724891322593	0.00375518634993387	0.0971710915591422	0.121988992143992	2.55887003899888
970.7881	TG	(16:0/22:5/22:6)	0.333255199477903	0.101242969166014	0.218419599795812	0.412928744208804	0.0491805066340585	0.071476498385814	0.0581592516010079	0.0767112779419673	0.0580371253104852	0.0853720170949459	2.06044903423906
982.7877	TG	(17:0/22:6/22:6)	0.057537322353082	0.0194517427046255	0.048165373034993	0.0831444948316064	0.0100544619915095	0.0131892380320388	0.0118003005387854	0.0134107969133212	0.0556404279036654	0.083267445925277	2.10394403069297
768.7104	TG	(16:0/14:0/14:0)	0.0215972096826514	0.0110699967017189	0.0216741683818041	0.0332258690355877	0.00461094307197961	0.0058430755994285	0.00327375082193076	0.00507545190354769	0.031064028748377	0.0531293507561528	2.2194114553157
1024.8348	TG	(20:0/22:6/22:6)	0.0264539439598895	0.00940311037426934	0.0185079532577042	0.0352188398522608	0.00340474835875615	0.00476783332902911	0.00414603981803674	0.0044527268882778	0.0454744919083992	0.0717930623169233	2.41723994401589
