m.z	class	FattyAcid	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
909.5504	PI	(18:0/22:6)	0.180598219033643	0.212393618343088	0.133162857659396	0.224026553113974	0.406298817750592	0.388475527968634	0.38528453792239	0.00107229518503002	0.00302064852776431	-1.06858524321618
855.5051	PI	(16:0/20:5)	0.0553915384894884	0.0593453317240887	0.048395896205177	0.0583083034555247	0.0510919805867948	0.0605380695589052	0.0642134553436007	0.524938176676944	0.551825254018934	-0.0824067331268127
911.5656	PI	(18:0/22:5)	0.129434309983466	0.146557894736219	0.106882227569697	0.148934944491441	0.113169697293732	0.110471979662637	0.116152884872333	0.134651656833005	0.158999627657603	0.231208952122636
857.518	PI	(16:0/20:4)	0.0675806212132884	0.0703400737331249	0.0714188144106136	0.0714331917123687	0.0901760151434174	0.100043657685187	0.103989351537202	0.0172445864378686	0.0240531286560562	-0.482476326487625
937.5818	PI	(20:0/22:6)	0.00228748993499092	0.00249111442023356	0.00148475864131778	0.00292341210378048	0.00266543283776139	0.00212044333015968	0.00231574731324567	0.845376445110911	0.858594345661957	-0.0436278610761013
893.557	PI	(18:1e/22:6)	0.0120242133691601	0.0121480445766221	0.020588660922575	0.0139538489389484	0.0232719898317309	0.017174692581377	0.0176192869896557	0.159389714511053	0.183681729824235	-0.399006980999583
935.5656	PI	(20:1/22:6)	0.00212463782336614	0.00227928028490895	0.00149584204317586	0.00202309281571229	0.00783759524035005	0.00890534196099547	0.00914342630162494	0.00102449374390102	0.00292421724252542	-2.12313787607215
937.5823	PI	(20:1/22:5)	0.000259452317673125	0.000283105494615346	0.000176876746692947	0.000521458575239237	0.00169264333940453	0.00183802735106975	0.00192386315517722	2.56418777220942e-05	0.000345364040569456	-2.55111452991472
905.52	PI	(18:2/22:6)	0.000385046587250184	0.000433961233387062	0.00023531508672193	0.000512287912313362	0.00270260282372622	0.00261443344211045	0.00255879194903979	7.59714561899623e-07	0.000109145658726246	-2.74482231586742
869.521	PI	(17:0/20:5)	0.00970375078078156	0.0102278913646277	0.0138097231880017	0.0108540164317139	0.0108881776935284	0.00967766247967075	0.0102811366569896	0.429618911594622	0.45833106657743	0.116727710716095
929.5202	PI	(20:4/22:6)	0.00020189365030836	0.000230678368600743	6.19111268238913e-05	0.000232650281689822	0.00212749558770112	0.0021244648540292	0.00219400301819799	4.90027559602563e-07	0.000109145658726246	-3.5631414845383
871.5345	PI	(17:0/20:4)	0.0120841550950771	0.0131599228330076	0.0213415470267359	0.0132998413884522	0.0112057286521206	0.00949055412050199	0.00965402920467113	0.105309844675169	0.126430482047348	0.565457070955524
913.5841	PI	(20:0/20:4)	0.0124058347939903	0.0136542331534074	0.0196087198207786	0.0142700254885232	0.00416099404874724	0.00381114365474843	0.0040943944631796	0.00610421129994196	0.0103988737955533	1.89744190495162
939.5976	PI	(20:0/22:5)	0.00117264245793606	0.00164436063380945	0.00120403081151431	0.00206966137189461	0.00130851400575294	0.000999817769151379	0.00107480944518616	0.162088976372526	0.186294263510823	0.433206027376047
903.505	PI	(18:3/22:6)	3.51288066899205e-05	2.48552621724232e-05	1.64479452036356e-05	4.9514649827741e-05	0.00192978855137727	0.000858225338282411	0.000991944304907635	0.0676777463764126	0.0840608319545644	-5.32252296472264
814.5633	PS	(20:1/18:1)	0.0127320455410933	0.0152456907108979	0.0191086897819544	0.0189317279541325	0.00914545326021984	0.00608410871515061	0.00814884041817555	0.00569147391965156	0.00981210103747928	1.08264895493934
768.5217	PS	(18:3e/18:1)	0.02989838529152	0.0190751664814323	0.0159968646853325	0.0188443218880232	0.00354543812584327	0.00391363785016496	0.0040143240179327	0.0111941637756638	0.0169287178502144	2.45387347793394
758.4991	PS	(16:0/18:2)	0.000111883748058113	0.000178756965476517	0.000164825384695437	0.000418775521570906	0.00515314216850283	0.00380492018902825	0.00435823322756078	0.00709582888512508	0.0117176331398043	-4.3440544270783
788.5447	PS	(17:1/19:0)	0.0468809117284979	0.0311663606980267	0.0375860602805075	0.0246431348079382	0.0337644580085528	0.0327176764027338	0.0297579530361548	0.579824262532008	0.60363347137994	0.128525647977568
820.551	PS	(18:0e/22:6)	0.0417309383133224	0.0249119484654011	0.0255308602207399	0.0185841183670336	0.0121771611080613	0.0197302061237692	0.0162083256340137	0.0961163632660532	0.116039643046692	0.787792245958367
780.4844	PS	(16:0/20:5)	0.000736538980415163	0.000484392762523008	0.00031806127061301	0.000463821252601502	0.00292994781476728	0.00374508892567165	0.00381309602325881	0.00523839949980123	0.00921530687516053	-2.80369481029925
790.5058	PS	(16:1e/22:6)	0.0070845488122086	0.00494823686219926	0.00448715936156284	0.00592566614978262	0.00634922564976508	0.00888889596324517	0.00660304137141129	0.169852943060499	0.194182011827785	-0.375653796449548
904.6087	PS	(22:6/23:0)	0.103292825524943	0.0624301695889709	0.0688540135028251	0.0534062360241665	0.0648614673382195	0.0922761674968425	0.0876974564263083	0.51738712206004	0.545217236205079	-0.180862972360532
760.5144	PS	(16:0/18:1)	0.0319244241799322	0.0327400803914657	0.0278094735642033	0.0349223640343396	0.0632921721519037	0.0519224904884099	0.0569676633889803	0.00706490894999867	0.0117114452209593	-0.849650706303297
852.484	PS	(20:5/22:6)	0	0	0	0	0.0010028820021466	0.00232262060425552	0.00171254232502119	0.0478891398726788	0.0616125948809689	-Inf
810.5308	PS	(18:0/20:4)	0.0459802155502441	0.0408807056365318	0.0399372470595536	0.0403116586943468	0.0106709532415263	0.0104056939661469	0.0104310633334015	0.00019420949578127	0.00114505096028376	1.99198224262633
842.5347	PS	(20:3e/22:6)	0.0199070693853507	0.014248042778774	0.0149530978813237	0.0138342732168761	0.00918091000104496	0.0142422649287467	0.0118658566656572	0.11115831750254	0.133081207898874	0.419776758853509
838.5607	PS	(20:1/20:3)	0.0188331484450705	0.0173731931647421	0.0179576041039727	0.0175631509981335	0.00681215296915069	0.00717310925514806	0.00707445023632796	1.38911996966958e-05	0.000246529458361397	1.35299499827883
786.531	PS	(18:0/18:2)	0.033419691411372	0.035632487116258	0.0379084521211066	0.0402625239331736	0.0173269467398197	0.012828143530939	0.0136491574795735	0.000122094520125949	0.000848753841520709	1.3338244088266
876.5759	PS	(22:6/21:0)	1.62464958565766	1.03104993303169	0.960248029324081	0.87276046129466	0.817313218501354	0.97457380499848	0.918093017768478	0.293584425505812	0.318727676052909	0.312980526324904
864.5775	PS	(20:0/22:5)	0.0282341571687439	0.0334996616005163	0.035925601575912	0.03967655792899	0.0190488142179199	0.0143080149844427	0.0159921429432534	0.00184054993348496	0.00423175493419455	1.06158018115975
664.4208	PS	(11:0/16:0)	0.0286802550651236	0.0131696848305023	0.0144357655408885	0.00960443250942983	0.0086836555036668	0.0106191486021904	0.0100998930511256	0.210017245208952	0.236271717395694	0.749076545996295
782.5009	PS	(18:4/18:0)	0.000161726171478678	0.000115038717049121	0.000149752695349792	6.46487012292509e-05	0.00103307356124349	0.00070629865317717	0.000755273879011496	0.0165191358243196	0.0231913600660643	-2.75958922035262
812.5453	PS	(18:1/20:2)	0.0948590643778204	0.0630224030772562	0.060209485337872	0.0580209826442098	0.0172829070751993	0.0209027341206628	0.01799985947536	0.00954852991810477	0.0146979156953684	1.88194597391566
804.5759	PS	(16:0/21:0)	10.0031368019365	6.26639095221131	5.87783307896057	5.20935264489892	3.37521166510984	4.48635643730345	3.97116827632934	0.069998196251947	0.0866931683465205	0.79407367934608
844.6106	PS	(18:1/22:0)	0.0601312509953142	0.0369913342663436	0.0428191253749651	0.0328025830719187	0.0235280787573023	0.0264969460855139	0.0238409622328569	0.0520263980310343	0.0663413537022952	0.810618447867024
836.5452	PS	(18:0/22:5)	0.40785568515031	0.437291325288988	0.432862448644964	0.468586912590542	0.253954826872965	0.26759304553236	0.268820908196128	0.000267499649783614	0.00135638057713809	0.728910881995021
832.6096	PS	(16:0/23:0)	4.36201166365694	2.7719382110581	2.80724469294169	2.36348298584131	0.705244137633732	0.948390085582529	0.805302679607699	0.0131917906336594	0.0190794018896215	1.90806273243937
840.5165	PS	(20:4e/22:6)	0.0528130628597674	0.0351330068662082	0.0412608104771809	0.0270228276380168	0.0247643641530108	0.0346524163790276	0.0305192136736369	0.207340038594297	0.23440005912555	0.381660783598944
782.497	PS	(16:0/20:4)	0.0141860272701037	0.011055784713479	0.00940581931055023	0.0106167763533015	0.0143130929465169	0.0140994544544645	0.0136871244502624	0.073659359433354	0.0901908633970897	-0.310469412734633
858.5269	PS	(20:2/22:6)	0.340577701767546	0.239913644750913	0.244845091977297	0.195348098063986	0.0835856647016946	0.104926605586957	0.0948746645353198	0.0116791523288378	0.0174781758810037	1.43365439003335
744.5215	PS	(16:1e/18:1)	0.0118572462677999	0.00942420284411924	0.0079311341321865	0.0104280337821139	0.00951272034525718	0.0157265831584175	0.0179295230514847	0.210506588120525	0.236271717395694	-0.538047957302846
820.5151	PS	(17:0/22:6)	0.00981733794542838	0.0104465782419881	0.0142570981845739	0.0108643824675536	0.0418746399624839	0.0335518311914302	0.0321501481439757	0.00922264615502475	0.0144014342960994	-1.6601019787449
834.53	PS	(18:0/22:6)	1.3803857360837	1.45861899101304	1.45812598808487	1.51014001247172	1.24746064600991	1.2807432198705	1.27542453146374	0.00351133768115314	0.00663766026568861	0.195446486688935
748.5151	PS	(19:0/14:0)	0.0815380375028162	0.0570461214157977	0.043525502587345	0.0483848406095609	0.0792729558095568	0.100382727780803	0.087609441200527	0.0301119925388002	0.0400563851364904	-0.628576753945434
788.548	PS	(18:0/18:1)	0.251583286961607	0.273019054605544	0.224604830743045	0.286001122225934	0.0777963485475813	0.0574163679420151	0.0636033440679506	0.000173943936837401	0.00107064561984417	1.9653773736573
878.4949	PS	(22:6/22:6)	0.00690658783453563	0.00530998083109168	0.00504328813281104	0.00402441001837951	0.0123231133272956	0.0136657268785075	0.0115788963144317	0.000490550263823172	0.00178436883478006	-1.23474430040754
806.4988	PS	(16:0/22:6)	0.0317595903798582	0.0274053263073741	0.0268375394593468	0.0285601592462267	0.433043995160608	0.481317784414166	0.512071303165989	0.00258941235199481	0.00528927357208419	-4.0532413286126
822.5308	PS	(19:0/20:5)	0.133257816926531	0.08715155619534	0.059307161722877	0.0692113990763011	0.080061264451105	0.108639150049608	0.0980986548107221	0.671032059374456	0.695227926899977	-0.13214874249709
732.4848	PS	(18:1/14:0)	0.00327025203979062	0.00217063874414909	0.00311964606278299	0.00191309792907618	0.000912987826011896	0.000784934268150747	0.000911322035476638	0.013314676874546	0.019192728203777	1.59002086456958
906.6242	PS	(22:5/23:0)	0.0397820174899217	0.0241416436464316	0.0272838158650963	0.0202710034160241	0.0179426647703376	0.0259399191228478	0.0247719476182195	0.359636396532647	0.386541862607409	0.284300889719279
874.5613	PS	(22:6/21:1)	0.116297530824482	0.0686254317323759	0.0777318981423622	0.0607033334663026	0.0642530761873873	0.0657913158144737	0.0643812087375015	0.284172897807941	0.310660291844107	0.318877474208212
886.6576	PS	(20:1/23:0)	0.0222832471949094	0.0135983826805062	0.0178611512858052	0.0117778146474491	0.00755753423730803	0.0112804480670708	0.0101649918601545	0.0582118397174132	0.073360534848553	0.760710125141278
856.5112	PS	(20:3/22:6)	0.367578734037176	0.35608102937522	0.375872144746845	0.33720863673269	0.251098722600858	0.280790584583757	0.263577380663281	0.000690857366876129	0.00220562611202675	0.437888635151588
884.5434	PS	(22:3/22:6)	0.0314317227969776	0.0311776208406512	0.0365046614718249	0.0322141527231559	0.0171022585971033	0.0155726547733705	0.0162483581961381	0.000356487883614289	0.00151150353516796	1.00954598854006
810.529	PS	(18:1/20:3)	0.111628997286054	0.096840586652011	0.0934600758194081	0.0975567325298774	0.038800454334362	0.0368756226843006	0.0355279742928488	0.000342765624878487	0.00148439184100187	1.42989951384425
774.5306	PS	(16:1/19:0)	0.140081538312644	0.0882825636166596	0.0953560541218982	0.0809634003026318	0.11428367954315	0.126201968747234	0.117840926498222	0.266059170278669	0.292529342831904	-0.2395183135782
816.5188	PS	(18:3e/22:5)	0.067724659400192	0.0449347068429919	0.0461201466612851	0.0422298878729647	0.0242961790919721	0.0336216421486959	0.0303559384162135	0.0309160374163362	0.0408736568295733	0.772168925655287
830.496	PS	(18:2/22:6)	0.124879808897828	0.086100697602787	0.0706727938109691	0.0718545599274872	0.147047286955779	0.196995027321727	0.176594309514209	0.00887203382794193	0.0140067640287288	-0.973572006205975
846.5286	PS	(19:1/22:6)	0.000986064778338632	0.00200172134236114	0.00231341210334782	0.0023956169338982	0.00632042166467702	0.00704607856134966	0.00628573968672978	9.55542924033446e-05	0.000732101059328722	-1.76739774993565
860.5424	PS	(20:2/22:5)	0.0524700547061134	0.0378518352814637	0.0370708694465613	0.0320713484934842	0.0155647662775805	0.0196740644425873	0.018026698511539	0.0121144606834477	0.0179519717425392	1.16692013994984
854.4951	PS	(20:4/22:6)	0.0249248445718796	0.0183498834484464	0.0229212515415636	0.0178900237811874	0.0425336794246567	0.0485480501244299	0.0457534440326895	0.000214127537504282	0.00118319190595315	-1.11753904329818
858.6252	PS	(18:1/23:0)	0.474076365381387	0.279102850611819	0.338150244357558	0.247379359249842	0.131946709090316	0.159724029050391	0.155250851242589	0.0322527283066644	0.0423808716468669	1.16771105361911
828.4804	PS	(18:3/22:6)	0.00915681367597526	0.0077364153582427	0.00609460785438949	0.0072799747860075	0.0673671052777651	0.0786881556975963	0.0785968942459169	0.00248184545822001	0.00519259899268361	-3.30687412285562
838.5605	PS	(18:0/22:4)	0.0241344436765979	0.0270294058999255	0.0301455458613814	0.0291476692480202	0.0131758825139172	0.0130587800986654	0.0135195367514875	0.00156601343557207	0.00379186399287394	1.05926902512666
832.5141	PS	(18:1/22:6)	0.0340161883188987	0.0328346909486078	0.03941672695845	0.0350224784531225	0.171765305286601	0.181896692644113	0.182642473942768	9.91783236031422e-05	0.000736997542637143	-2.33942955718403
822.5654	PS	(18:0e/22:5)	0.0216455122018215	0.0119794451377096	0.0114735720854138	0.0096187294061875	0.0030861378430759	0.00551796599072144	0.00415451467164829	0.0358690789444	0.0465649789910735	1.6854863345858
808.5153	PS	(16:0/22:5)	0.015583298424702	0.0103686706406506	0.0113955569752	0.00952853540318542	0.0517020085244	0.0574908433565914	0.0601514320008624	0.000417289524117921	0.0016432080148487	-2.26807352578074
814.5014	PS	(18:3e/22:6)	0.408523354777061	0.276062254023352	0.271207035414799	0.229578873882034	0.13301660012898	0.177693605827058	0.160904859809725	0.0315760561246165	0.0416185938523233	0.914620087799391
862.5624	PS	(20:0/22:6)	0.135970931706883	0.144008644342003	0.154213663769948	0.151607295482581	0.110820273825498	0.0852349503732138	0.0950041902769904	0.00845838962857481	0.013502096036725	0.594058329166633
816.5775	PS	(20:0/18:1)	0.225410775101869	0.149645147002597	0.173012918834347	0.128015269196667	0.107383862028946	0.113141684287501	0.100805904172352	0.0575690078437587	0.0727631741368328	0.658103048633203
894.7556	TG	(16:1/16:1/22:5)	0.574983013596824	0.634898289705966	0.415347699442529	0.67526531171589	0.140980382608676	0.163293071327287	0.143125465565937	0.0045925987993467	0.00823931511336208	1.94727271431972
796.7419	TG	(16:0/14:0/16:0)	0.0559504065833815	0.0499057754000092	0.0388828580385747	0.0470821144292044	0.014684252126318	0.0171949720010259	0.0157970999489061	0.00220382390683918	0.00482156397892226	1.59337942235824
858.7568	TG	(15:0/18:1/18:3)	0.0151250000172447	0.0151548243946525	0.0224979815597366	0.0199393518141713	0.00535020537592584	0.00401350842285874	0.00363670043005623	0.00322789342582019	0.00615584985189603	2.06870072014254
918.8525	TG	(15:0/20:1/20:1)	0.00303472416428534	0.0023617577650795	0.00285148632223602	0.0026010546001157	0.000413893271889189	0.000491336070396452	0.000489180532478033	0.00045844384182965	0.00171816778981373	2.54480101235693
920.77	TG	(16:1/18:1/22:6)	0.429247934881761	0.471484731716496	0.342813128183447	0.513783772860224	0.11587477657429	0.1184412930901	0.105315531447811	0.00274167307604865	0.00547065322118967	1.95630467268122
830.7258	TG	(15:0/16:1/18:3)	0.00566486609348613	0.00599752007381168	0.00718365989783554	0.00737409744635302	0.00177168627617924	0.00148092752591526	0.0011690765790786	0.000421217651055926	0.0016432080148487	2.15296817028808
880.7388	TG	(18:3/17:1/18:3)	0.0208343652254943	0.0235351161399856	0.0201343069621203	0.0247077500654819	0.00618029546901155	0.00614902173568758	0.00519640203659298	0.000291549578203227	0.00141188615961338	1.9327191649512
832.7416	TG	(16:1/16:1/17:1)	0.0138057313522575	0.0118491924143049	0.0136033479307094	0.0143553970324245	0.0035471669305484	0.00303481959595568	0.00283530859653164	7.9105162862656e-05	0.000695802554975607	2.09417871414953
1004.8652	TG	(18:1/22:1/22:6)	0.00645999596113997	0.00593568805430687	0.00615070332143675	0.00682694615025458	0.000714852854175181	0.0011110175380448	0.00100975006213124	4.593192837162e-06	0.000159453138465856	2.74653922338262
996.8035	TG	(18:1/22:5/22:6)	0.131474451280731	0.135279227374129	0.0832648230383328	0.163679163513359	0.0373310643493801	0.0401517381472593	0.0415049328035967	0.0127081369637437	0.0185040778086944	1.69506914233339
940.7353	TG	(14:0/22:6/22:6)	0.0293217592175711	0.0353774619911546	0.0229521023860891	0.0325462873019766	0.0081676791444062	0.00846541611618278	0.00658759093526787	0.00274009423281592	0.00547065322118967	1.95688821027087
958.8823	TG	(18:1/18:1/22:1)	0.00334568546342284	0.00267960764030651	0.00327241379459767	0.00321113992189681	0.000394791115648824	0.000568494247888314	0.000526181903158155	0.000142592408898458	0.000932512773466857	2.65504297191189
790.6945	TG	(14:0/14:0/18:3)	0.00465272049430349	0.00484093308576451	0.0032363949387124	0.00480296400630845	0.000875603543787287	0.000963984084950271	0.000735527268676432	0.00226960767482068	0.00490810358165677	2.35232769267827
938.8209	TG	(17:0/18:1/22:5)	0.00893261929908655	0.00806498897049625	0.00911840068220596	0.010368788120695	0.00164691488688686	0.00165505903032203	0.00157444916733136	0.000537907676772155	0.00188486348527479	2.48836272375055
888.7069	TG	(18:4/14:0/22:6)	0.0250962327610706	0.0296041254382623	0.0133209350398224	0.0268007100764413	0.00469746784504871	0.00696041931854086	0.00469106606622627	0.0126788893868295	0.0185040778086944	2.12098610647546
948.8033	TG	(18:1/18:1/22:6)	0.145714163659527	0.141532195070371	0.118016755084751	0.175718085362157	0.0355420921795872	0.0351114114068101	0.0343021900773163	0.00260904377928956	0.00530423523053679	2.05367354637236
890.7218	TG	(14:0/18:3/22:6)	0.0435175133206593	0.0536719935194761	0.0322215328790991	0.0504553602410081	0.0105019188732404	0.0119844778026755	0.0082217189741578	0.00405646780583549	0.00737695200132952	2.13519631737628
944.7667	TG	(18:1/18:3/22:6)	0.327007687372713	0.370129544164424	0.248811267768565	0.386337960485447	0.0886432484453295	0.0920192634497807	0.0792268148040347	0.00371254433847198	0.00686741034283873	1.94289752501017
902.82	TG	(18:1/18:1/18:1)	0.0704095161095103	0.0606593334698871	0.0656729600071887	0.0696135274974531	0.0149279262443173	0.0167833445676261	0.0160694594417116	9.68207897488101e-05	0.000732101059328722	2.06381388144164
912.8018	TG	(16:0/17:0/22:5)	0.0133671749925826	0.0122056080029714	0.0151303354850369	0.0167399940022341	0.00357517118727982	0.00313933373177162	0.0030477761011637	0.00126336361001274	0.00326525890970074	2.14180623528342
908.8665	TG	(18:0/18:0/18:0)	0.0322027674049246	0.0222038961470518	0.0250463433691879	0.0408000851129099	0.0172025882717144	0.00814491433430895	0.00698289186246606	0.0145506258546722	0.0208349493135007	1.48007347556211
848.7712	TG	(16:0/16:0/18:2)	0.243269939175936	0.245594780711355	0.185238089227444	0.270291935712067	0.0579315228123225	0.0704430655743974	0.0621655558523085	0.00184586990169043	0.00423175493419455	1.89425752816432
926.8199	TG	(20:1/18:1/18:3)	0.0364315695281062	0.0332370418321054	0.0288527388109057	0.0431985291029638	0.00538627271668358	0.00659697244892026	0.00594401067257197	0.0020896111665652	0.00459501231015104	2.56777806838213
1040.7729	TG	(22:6/22:6/22:6)	0.0431265377612979	0.0503676232295215	0.030892266371349	0.0461541363312225	0.0142268936870605	0.0152107808044966	0.0157529471981474	0.00675266150401896	0.0112806089466363	1.50098212156203
904.8366	TG	(16:0/18:1/20:1)	0.0478162806551098	0.0440880250696052	0.0419351739308404	0.0483400161424277	0.00686055717840224	0.00999523133825116	0.00886618193777166	9.40145696694489e-06	0.000238354585456073	2.40925002351621
874.7881	TG	(18:0/16:0/18:3)	0.154912453403623	0.151723218216125	0.144180322141728	0.183222173949768	0.0391779167221313	0.0414428975244256	0.0382477404493667	0.000719347555753553	0.00224665794586798	2.00016507355209
936.8035	TG	(18:1/17:1/22:5)	0.0231014526965186	0.0217046151057992	0.0230579605722617	0.0287774196828896	0.00525259474523415	0.00473697401998137	0.00456931612372269	0.00101420438012879	0.00291414725223673	2.31570471343012
872.7714	TG	(16:0/18:1/18:3)	0.154487035044731	0.153709857090653	0.190930668903105	0.199040444977396	0.0507350379069488	0.0390856130582861	0.0367987744084148	0.000667954573191033	0.00218097288670708	2.0480379933004
992.773	TG	(20:4/20:4/22:6)	0.021169898868926	0.0231392898597975	0.017533895963777	0.0278044435264779	0.00792562884737702	0.00597980518130197	0.00623910538864933	0.00355844652629694	0.00666821936014774	1.73883748583077
836.7731	TG	(16:0/16:0/17:1)	0.039267806044028	0.0304625850957446	0.0313716868377428	0.0335583743166802	0.00941876956766375	0.0102042305635748	0.00979489734089285	0.00110239889915899	0.00306538016475823	1.77952267189114
878.821	TG	(18:0/16:0/18:1)	0.055437728630103	0.05124127332424	0.0444424993193699	0.0534331088242272	0.0104819443580204	0.0129678444649035	0.0114177377805089	0.000209495612382695	0.00117263128489534	2.13749262024204
864.8053	TG	(16:0/17:0/18:1)	0.00790536660898266	0.00569660809670841	0.00768282176977335	0.00709494350561166	0.00223370656597048	0.00202133304973858	0.00207348574740946	0.00187415838102537	0.00427387440329066	1.74988259666069
854.724	TG	(15:0/14:0/22:6)	0.0117155256789728	0.0127018040952411	0.00919669214743285	0.013361536199496	0.0027191964494796	0.00322414815303448	0.00244585549481901	0.0015183956590113	0.00371834391496518	2.07026764060365
970.7881	TG	(16:0/22:5/22:6)	0.218200884717206	0.221908204569602	0.11825357181867	0.264765907883567	0.0517962769145874	0.0639082725090978	0.0685533985473845	0.0173665975534888	0.0241451727275925	1.74435344011231
982.7877	TG	(17:0/22:6/22:6)	0.0371023420320386	0.0387181468202924	0.0289705637342393	0.044344051529526	0.0103924931131773	0.0110147453807104	0.010626150968261	0.0034977664065984	0.00663766026568861	1.80393402332156
768.7104	TG	(16:0/14:0/14:0)	0.0213666862794427	0.0191356314988488	0.0139139120392249	0.0165425363367195	0.00394296890485389	0.00527411623948539	0.00465061565202432	0.00284075143387956	0.00562829771267156	1.94021480968495
1024.8348	TG	(20:0/22:6/22:6)	0.020351798230166	0.0203152605507978	0.0142217648774384	0.0219496971185358	0.00271489772188085	0.00420192265056492	0.00410838755906224	0.00175133038420346	0.00409989211579611	2.38598638182574
876.8045	TG	(16:0/18:1/18:1)	0.195395485410411	0.193123644239393	0.16376605439585	0.216550432625524	0.0476291101590905	0.0604516374145145	0.0527113453382239	0.000432993807249153	0.00166625295468201	1.84244120940321
864.7069	TG	(18:4/16:1/18:3)	0.019509299424073	0.0238736858335713	0.0176773824778258	0.0217963037830917	0.00476703958059069	0.00502308971713933	0.00345425839845719	0.000493683829310954	0.00178436883478006	2.23019921915764
932.8676	TG	(16:0/18:1/22:1)	0.0132984201865284	0.0113168451067698	0.0116047329316472	0.0128242852386541	0.00145036408259961	0.00206377006914383	0.00182989568109323	4.90408819991043e-05	0.000491549305618929	2.78304752161591
994.7861	TG	(18:1/22:6/22:6)	0.2304727898121	0.254903941440191	0.175595277680276	0.262704634060742	0.0599035006799731	0.0635230314198428	0.0597607005303891	0.00319163723951225	0.00611375844546568	1.91903143062423
934.7884	TG	(18:1/17:1/22:6)	0.0306078051766134	0.0316926036024994	0.0271390030621023	0.0375794814318931	0.00819228106072756	0.00818750026445438	0.00762406072280865	0.00154420564254142	0.00376018436121668	1.98866835884711
822.7574	TG	(16:0/16:0/16:1)	0.175101538081092	0.176941388728078	0.106482949942982	0.172069336940287	0.0386686048401704	0.0533168975727159	0.0455784921504308	0.00556884294621944	0.00967811012024426	1.78157380616806
922.7882	TG	(16:0/18:1/22:6)	0.398335258900615	0.388185250173855	0.255483177051737	0.464400390353743	0.0854544710545839	0.0950769748527432	0.0957760287318121	0.00719570237600296	0.0117921966694193	2.03172481445108
842.7255	TG	(18:4/14:0/18:1)	0.0407978177903199	0.044835073395425	0.0318056938776001	0.0490834652249594	0.00936074049780101	0.010091934389268	0.00772563411253695	0.0024539521666918	0.0051845754110008	2.20014812614965
896.7732	TG	(16:0/18:1/20:5)	0.318165305417291	0.308693270503209	0.193453926539919	0.36924576769493	0.07104931548609	0.0853233044743221	0.0841694535826767	0.00934403252001191	0.0144866115687954	1.89102727925704
914.7265	TG	(18:4/16:1/22:6)	0.0115602207379828	0.0133886225689264	0.00515295575008033	0.0132981516468204	0.00280731539762411	0.00436871979270641	0.00348387384501981	0.0298834472263075	0.0398754357725652	1.61046077755544
868.7423	TG	(18:4/16:1/18:1)	0.197602540957336	0.204027801228131	0.132637095450996	0.240379887691627	0.0455744903710702	0.0524460391954608	0.0468358108793948	0.00714184052104148	0.0117486002464461	2.00387930938576
900.8032	TG	(18:1/18:1/18:2)	0.0689284797902689	0.0634054146448934	0.078001881620787	0.0801550436777452	0.0173828358011496	0.0157042115010007	0.0157678560320859	0.000611713372799202	0.00204378654012757	2.15687980114034
930.852	TG	(20:1/18:1/18:1)	0.0123875810371872	0.0108874538359246	0.0121019448432211	0.0122231465153053	0.00168364667512067	0.00233833053975582	0.00216692468318663	4.80949141544346e-06	0.000159453138465856	2.52817254147356
684.6166	TG	(12:0/12:0/14:0)	0.00318741288895446	0.00301681411308962	0.00671459228380235	0.00293428768886827	0.000981265730364505	0.000877810127025369	0.00142807661775309	0.0500965334939527	0.0642607319520643	1.85481783296174
766.6942	TG	(16:1/14:0/14:0)	0.0114485988802259	0.00929111177293635	0.00557137474079705	0.00806185042768687	0.00150585931031969	0.00214920213594599	0.00201059144572771	0.0109632432357571	0.0166966707936796	2.18592145713225
964.7399	TG	(18:3/20:5/22:6)	0.0131721007852328	0.0145578659352257	0.0120923608226329	0.0161686483725438	0.00524281548012166	0.00435421491355951	0.00402507775704906	0.000630344351029162	0.00208983396379668	1.62420683558301
656.5848	TG	(12:0/12:0/12:0)	0.00195628610124388	0.00150049411776535	0.00495063635537318	0.00172280053548507	0.00057087677028503	0.00051334438552778	0.000961774899526307	0.105216172431094	0.126430482047348	1.89275232620071
862.6923	TG	(18:4/14:0/20:5)	0.00953455457457437	0.0113638763557487	0.00484443447151155	0.00978543851348088	0.0016981098481229	0.00297457672970456	0.00198978405506129	0.0145118386845156	0.0208349493135007	1.99980214442879
968.7727	TG	(16:0/22:6/22:6)	0.277289263079549	0.28819209315538	0.152894712960171	0.313737093680625	0.0594461800378983	0.0788093143991832	0.0769125559248215	0.0125357212075274	0.0184399175441786	1.8470278824314
890.8215	TG	(17:0/18:1/18:1)	0.0131355234096414	0.0111230782585448	0.013578529487491	0.0126934604725481	0.00287563148375465	0.00299099200874909	0.00284920019529131	0.000337967929456174	0.00148439184100187	2.12041065469243
838.6927	TG	(18:4/14:0/18:3)	3.47684285243784e-06	0	0	7.83150894198086e-06	8.64826541040142e-07	8.95715530092696e-07	2.19665144340132e-06	0.482133972963411	0.50931309398831	1.09980164810229
908.7704	TG	(16:0/17:1/22:6)	0.0949551673747123	0.0978811993343117	0.0824569656821403	0.111924435025337	0.0263466120342752	0.0266630891398427	0.0241799000600394	0.00116285177239607	0.00317208299938422	1.91162924277014
