m.z	class	FattyAcid	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.NonD.2	nfur.NonD.3	nfur.NonD.4	pvalue	padj	FC
850.7894	TG	(16:0/16:0/18:1)	0.185763852861206	0.187606348649142	0.129064819313071	0.189336756095049	0.0500142647990338	0.0668642338713461	0.0579148272998842	0.00253544038369313	0.00527081416511423	1.56960855586975
844.7408	TG	(18:4/16:0/16:0)	0.0974494175784991	0.102134235374662	0.098913596650609	0.125438165337334	0.0281357568831976	0.0237651023692252	0.0206869043290758	0.000500948095147069	0.00178436883478006	2.13100871999005
972.8019	TG	(16:0/22:5/22:5)	0.097208198658101	0.101063117823338	0.0678100818653089	0.119128834195411	0.019037051618869	0.0219175260054909	0.0219134684397285	0.00554286099853882	0.00967195583145843	2.20020969744741
862.7882	TG	(16:0/17:1/18:1)	0.0397993071483547	0.0336406130445028	0.0376190282812604	0.0402261076052429	0.00996437038986567	0.0101997809838221	0.00968799667135247	0.000311059725635453	0.00142624193349873	1.92632533497229
816.71	TG	(16:1/14:0/18:3)	0.0103195935053169	0.011526807630813	0.010200652352884	0.0136861818019879	0.00283616901104961	0.00238986435458883	0.00188043793535398	0.000697595779913508	0.00221076309663766	2.27100020711767
860.772	TG	(16:1/17:1/18:1)	0.024173055400208	0.0216761696985248	0.026746552051491	0.0267486178240585	0.00681523390152622	0.00595883943499409	0.00568061640037042	0.000299047553539983	0.00142624193349873	2.0134135904465
884.7721	TG	(15:0/16:0/22:5)	0.0334924482127499	0.0331039082443412	0.0384979924469914	0.0424412421783827	0.0101854242978392	0.00934102857532209	0.00856275923997043	0.00079935319394518	0.00246086590421695	1.97793746564094
792.7098	TG	(16:1/14:0/16:1)	0.0205430132602047	0.0180708903198319	0.0102989675431748	0.0177014197675129	0.00303327934863262	0.00418133273928029	0.00361943968664407	0.00886752414396007	0.0140067640287288	2.20522132494275
998.8188	TG	(18:1/22:5/22:5)	0.072283099071428	0.0694512147917233	0.0478691344892762	0.0873360374106723	0.00723509262178684	0.00849634230148314	0.00844067960113808	0.00479961963578865	0.0085480829050616	3.10311767956536
978.8506	TG	(16:0/22:1/22:6)	0.0138311438065332	0.0142497657801684	0.0126270233462076	0.0142304160841886	0.00198552024728337	0.00298567028938643	0.0025548885789277	2.76404301501265e-06	0.000159453138465856	2.45280569606765
656.5851	TG	(18:0/8:0/10:0)	0.00349539565519635	0.00409434847383297	0.00390586939567887	0.00322742742416063	0.00142855910381136	0.000703999874787642	0.000695511327275081	0.000703574090343893	0.00221343381706728	1.96514829109339
824.7739	TG	(16:0/16:0/16:0)	0.0532684719058762	0.0469935054867854	0.0438857679340888	0.0515906019879176	0.0193489513527421	0.021009622910722	0.0204715909719884	0.000587623764886027	0.00201324086139248	1.271030096167
954.7498	TG	(15:0/22:6/22:6)	0.0110514487653952	0.0132135612982686	0.0088313688835084	0.0131552949402902	0.00357889847547022	0.00370040507456506	0.00319874621781207	0.00396665311433705	0.0072750106054437	1.72709786011741
818.7258	TG	(16:0/14:0/18:3)	0.0365553056962847	0.0361590569141358	0.0289797669494219	0.0427069741716787	0.00855000105043478	0.00845174288125108	0.00711447127257653	0.0017693269919677	0.00409989211579611	2.16696885650478
906.852	TG	(20:0/16:0/18:1)	0.0154983698120987	0.0128682810572855	0.0125782085461311	0.0150630940476757	0.0020152756744931	0.00207225357597853	0.00189789631497505	0.000498068866672238	0.00178436883478006	2.81106848178062
856.7381	TG	(16:1/17:1/18:3)	0.02287686215498	0.0222666785262018	0.0204059097734031	0.0247885693335937	0.00577284613083034	0.00606602474193076	0.00505675063892016	0.000114872384534885	0.000811639307123531	2.00364636938103
840.7106	TG	(14:0/14:0/22:6)	0.0236058584195618	0.0283451527343437	0.0178931479038033	0.0265698335019736	0.00492266894091585	0.00609363705813027	0.00423643142150568	0.00267068599657391	0.00540406415269181	2.24513685315222
1000.8329	TG	(18:0/22:5/22:5)	0.0213870551530703	0.0214222885327694	0.0168248253667499	0.0253526408155232	0.0019594675400952	0.00223773400055736	0.0022212953417088	0.00159311618355604	0.00382994268910819	3.31189406599729
990.7502	TG	(18:3/22:6/22:6)	0.0302377954654955	0.0352664752491626	0.0186953313898303	0.0331942476687026	0.0102537636292372	0.0101839578379761	0.00897520326403537	0.0126277585342483	0.0185040778086944	1.58179717515859
1042.7888	TG	(22:5/22:6/22:6)	0.0431543974553086	0.0507858492187177	0.0279232717448642	0.049945970302614	0.0125695910544136	0.0136723140427005	0.0147834214273384	0.0110170289093025	0.016719505140526	1.65118549534324
954.8515	TG	(18:0/18:0/22:5)	0.00855870346480175	0.00726695014735027	0.00662561489938527	0.00965861170787805	0.000587098727198099	0.000616873004310686	0.000624496009179321	0.00161807682241683	0.00385298956056162	3.71927270524059
794.7257	TG	(16:0/14:0/16:1)	0.0648808482786425	0.0618475519069702	0.0329101271372103	0.0583092230437548	0.0105789603310343	0.0164238546281654	0.0134104988629023	0.00925567819030054	0.0144014342960994	2.01604225315363
976.8357	TG	(20:1/18:1/22:6)	0.0243570585779539	0.0219420051072335	0.0222876229286558	0.0276634964963631	0.00318374615374352	0.00440627582206591	0.00404780869029641	0.000305518327409322	0.00142624193349873	2.63292962634647
950.8186	TG	(18:1/18:1/22:5)	0.0774563460967346	0.0805245755342168	0.0661212922303276	0.088361399888831	0.0187708529987104	0.0215117070349639	0.0198615379545614	0.000847111287050726	0.00257116172337227	1.96215562299412
714.6217	ChE	(22:6)	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.126780790157646	0.150530359663762	-0.815865079462318
688.6056	ChE	(20:5)	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.146651338832548	0.170368536487408	-0.917012143253038
716.5337	Hex1Cer	(d18:1/14:0)	0.000353381414041013	0.000605028211320958	0.000785353288742644	0.000822966804720713	0.0164940574042516	0.0288846909777785	0.025418398675058	0.0248029054681248	0.03382927929355	-5.20072543317236
816.6596	Hex1Cer	(d19:0/20:0)	0.0228357997913166	0.0252446132236158	0.0307485302085895	0.0276698771633567	0.0201265556108583	0.0208628539586776	0.0201539883532507	0.0331579289587672	0.0431754301547694	0.385531317060267
774.5135	Hex1Cer	(d15:1/22:6)	0.0853412559928469	0.150996792695329	0.194571507248961	0.187531619501025	0.0985992146759589	0.0817818753531175	0.0768116397305151	0.0663740961836	0.0829195230583525	0.850749015333779
776.5328	Hex1Cer	(d15:0/22:6)	0.285968235645414	0.337958117398776	0.440929227593953	0.388578118450125	0.211669678313791	0.179264739190826	0.162812076176584	0.00779579017246828	0.0126315246779467	0.97713019897255
500.2791	LPE	(20:4)	0.00318349527271678	0.0027078676787454	0.00538866627619595	0.00325597517164594	0.00123162830103629	0.000854569999597376	0.000690520272906731	0.0167238664004656	0.023402553307145	1.97314039263354
452.2789	LPE	(16:0)	0.00344030783774788	0.00424081659799379	0.00375617432331004	0.00510637091125239	0.00623815238682638	0.00595904384619961	0.00617922304128089	0.0098599011207217	0.0151231935339183	-0.56661389328442
498.2631	LPE	(20:5)	0.00820018675095613	0.00924396722813116	0.00351638581780494	0.00942550124967921	0.00112057129398501	0.00234661850493059	0.00185036588640738	0.0212144907179379	0.029119253182902	2.09953607992321
526.295	LPE	(22:5)	0.0116500331348612	0.0104366070875113	0.0134685654853407	0.0108189250426367	0.00839068520682142	0.0083988048601885	0.00778897253827453	0.0115942420752655	0.0174115621409039	0.500888063168862
524.2792	LPE	(22:6)	0.0738084384058169	0.0721478429853045	0.0835017889797994	0.0734779213650774	0.0671283322712584	0.0642923545804498	0.0591761752099627	0.0177454191457231	0.024592526211597	0.253451127932065
508.3412	LPE	(20:0)	0.00493534547601606	0.00580773212978574	0.0032159854486845	0.00655419842286163	0.000928876619655029	0.000649858091895194	0.000495434712653162	0.00748170795835148	0.0121683627549037	2.89091374244573
478.2946	LPE	(18:1)	0.00799218743694083	0.00690985876626971	0.00720134671706939	0.0070981683865617	0.00229311657157079	0.00179237841398331	0.00192560653273619	1.25198866491876e-05	0.000246529458361397	1.86530671753463
480.31	LPE	(18:0)	0.0218387760642553	0.0273450483875602	0.0222515836144462	0.0297490166484052	0.0121780018482446	0.0102747109216897	0.00939025473737512	0.00227754226526996	0.00490810358165677	1.25290303948724
640.5892	DG	(18:0/18:1)	0.0399615589824981	0.0380640944079123	0.0363372375710719	0.0458566379265603	0.0284620981082411	0.0228741626991355	0.0238686473867263	0.00257886483541263	0.00528927357208419	0.676113780310132
656.6218	DG	(18:0/19:0)	0.0138695952459349	0.012820085495423	0.0145180014801563	0.0159025689812619	0.00719375679865954	0.00542396521712896	0.00516282873337147	0.000307416732957194	0.00142624193349873	1.26841221904494
684.5586	DG	(18:1/22:6)	0.0917719051812829	0.0849835863066163	0.113935056191928	0.118270073714808	0.210148390726326	0.194327383349434	0.177220813852664	0.00123795320782058	0.00323368383376162	-0.923342407518608
630.5112	DG	(14:0/22:6)	0.0118398363899599	0.00905312032323442	0.00769165733991177	0.0184168084538273	0.0586231690587325	0.0761293315685937	0.0667916258927162	0.00254368757852381	0.00527081416511423	-2.51535691347991
686.5742	DG	(18:0/22:6)	0.0316766693757568	0.0286539403244405	0.0404921910621567	0.042413849127555	0.0654046524038056	0.0627923075912138	0.0610227065459457	0.00191626130823554	0.00430174893089898	-0.816698860725169
642.6054	DG	(18:0/18:0)	14.9339718717875	14.6025841046062	18.7469939453724	16.7792843138499	7.72781102733475	5.60316884730741	5.42691245179335	0.00042319278340651	0.0016432080148487	1.37929843753447
614.5747	DG	(18:0/16:0)	2.00838300865261	2.01568916861672	2.48823511685174	2.36528094400165	1.01304731102891	0.709078170448525	0.669264811522277	0.000344406459629204	0.00148439184100187	1.47728068757939
638.5746	DG	(18:1/18:1)	0.0268311315404176	0.0219523512933042	0.0330635723691056	0.0322574605063452	0.043144361652848	0.0335012504991715	0.0346397447909805	0.0922697944075836	0.112023327858221	-0.37894538524843
584.5277	DG	(16:0/16:1)	0.0101529409048311	0.00878699578969001	0.0111577667150157	0.0105257755864185	0.0160617569644337	0.0150283263077056	0.0143613119589043	0.000999515063277273	0.00289121471323829	-0.577048283719927
670.6372	DG	(18:0/20:0)	0.161049786793481	0.149171603223255	0.178667754089352	0.198142393514463	0.0833166844308306	0.0612700184268415	0.0606887739883894	0.000565842601300286	0.00196675936419696	1.32777754027377
662.5744	DG	(18:0/20:4)	0.0268488925928507	0.0221558151475962	0.0408622298507793	0.029875669117454	0.0288939658674129	0.0352809691239931	0.0344675118336569	0.541960374725281	0.568333142351815	-0.135381408506832
586.5432	DG	(16:0/16:0)	0.0750395077531042	0.0949913530794573	0.102176068944215	0.111079391975321	0.0318522995098289	0.032491502835868	0.0317534011850517	0.00362177494434405	0.00675751082689301	1.5808186609762
636.5593	DG	(18:1/18:2)	0.00826867083056985	0.00604617513151655	0.0101159129199732	0.00861627028658818	0.0130337056087636	0.00936347576504707	0.00982644440167722	0.158426337942099	0.18306099638886	-0.378635749805183
612.5582	DG	(16:0/18:1)	0.0435154956072116	0.0384664006424782	0.051076629912336	0.0488922973204775	0.0684242542892048	0.0617360433314904	0.0634259042550474	0.00289116667574314	0.00568992163125705	-0.50446504485302
698.6682	DG	(18:0/22:0)	0.0955174063614134	0.0834225116391665	0.0875989770446312	0.113806770121605	0.0473862712549837	0.0346412827577455	0.0365972280776953	0.00118375228037935	0.00320878762794653	1.26586822627261
640.6267	Cer	(t18:0/22:0)	0.336342743549788	0.292938267841624	0.194190282325284	0.227054161271231	0.0748489526436162	0.0568909345254396	0.0546963742887309	0.00694444500771258	0.0115561999935294	2.07931922717007
624.6303	Cer	(d22:0/18:0)	4.60515981986583	4.42891625308229	3.06843436985821	4.59792855059456	1.91300624724658	1.20297852862049	1.23164228078343	0.00191632434972762	0.00430174893089898	1.52654843197931
596.6001	Cer	(d22:0/16:0)	1.02951637643146	1.13569875788841	1.19049768969913	1.10013334232618	0.413878793194339	0.289391322817235	0.285974614970043	8.99260101980894e-05	0.000731285101799557	1.75626254554982
696.6889	Cer	(t18:0/26:0)	0.0307929373327731	0.02665762066147	0.0246091775786124	0.0316758536347019	0.00961429183980755	0.0057765093849278	0.0117867210301446	0.000662097068279548	0.00217834989640065	1.65016042361632
582.5848	Cer	(d19:0/18:0)	0.0284222208978365	0.0298120852596934	0.0281017158982955	0.0300429450106878	0.0103375759574635	0.00722343955097062	0.0090404477382729	0.000206590019433563	0.00117158287336665	1.71421533692752
668.6572	Cer	(t17:0/25:0)	0.0402823675280326	0.0323552901485755	0.0244864861673949	0.0361341268468427	0.0154029903484785	0.00973614589680139	0.0136451739185781	0.00457545392856433	0.00823931511336208	1.36564253100068
648.6319	Cer	(d18:1/24:1)	0.00537356970914117	0.00498604133546202	0.00476804498595371	0.0049028003018191	0.0167200225871342	0.0221203054203055	0.0184972360132463	0.0120286308275594	0.0179388923414468	-1.93232282354209
646.6132	Cer	(d22:0/20:3)	0.0216387520213377	0.0185583614217264	0.0141210902364428	0.02376604172093	0.0107213569443392	0.00538417008649185	0.00695138673476739	0.00643210257360957	0.0109143157843533	1.34479457732416
650.647	Cer	(d18:1/24:0)	0.0303422556917352	0.0330348004926008	0.0236860641378535	0.0338589916391511	0.0305830241568614	0.0238390841737227	0.0239350984035798	0.258001781208424	0.284395825321818	0.210902707703784
678.678	Cer	(d18:1/26:0)	0.0275390922144073	0.0279774256449488	0.0214283384692354	0.0317136508234261	0.0276610398043576	0.0199317571289771	0.0197853749215138	0.229538800167178	0.256964215252088	0.274410441909036
544.4957	Cer	(t18:0/14:0+O)	0.00443830948295934	0.00424234468345678	0.00442380565253619	0.00416610135548502	0.00228004577014527	0.00197845882119775	0.00247640505798265	0.00122976524710162	0.0032318830579317	0.943546965237088
355.2854	MG	(18:2)	186.618947000376	226.343302836337	162.560531777084	235.963071970781	78.001247814809	78.9254309571857	67.6986796869528	0.00398781694432992	0.00728283518222965	1.43800763959622
359.3159	MG	(18:0)	314.794055417299	370.728485114693	291.289816284234	355.050087384405	128.337036061179	118.392347200792	115.223314881516	0.000951945837798964	0.00281019627459831	1.46453451228076
387.3483	MG	(20:0)	1.94140963325097	2.28668614980003	1.93375356873818	2.36393840927149	0.847786629092633	0.978821537115656	0.782206974799839	0.000384230538509837	0.0015622958688466	1.29340092304325
329.2698	MG	(16:1)	1.63553496585099	1.71551584379841	1.88769058359197	1.76805289853353	0.552071851033054	0.538841445607356	0.421165733545294	8.49219182579887e-06	0.000238354585456073	1.79718349706748
357.3009	MG	(18:1)	26.2858211811311	34.3831889024167	28.9324544635385	36.5353974154543	10.8205411676741	11.1321783620475	9.51645339684639	0.00231632047333226	0.00496683643784181	1.58794128076205
496.3416	LPC	(16:0)	0.0233668854140281	0.0252833478992683	0.0252464712672901	0.0279808720279089	0.0151433601112684	0.0142382088068445	0.0155007304185008	0.000593228745700338	0.00201324086139248	0.767580555300771
662.5143	LPC	(28:1)	0.00260976205947583	0.00277258235317353	0.00201552084769883	0.00228955299146425	0.00105044358412236	0.00146611175463456	0.0010958749828529	0.00234505805287721	0.00500356445935682	1.0081049712821
636.4989	LPC	(26:0)	0.0311656712832315	0.0347238598835744	0.0426021458134324	0.0388132328913433	0.0157733174850804	0.0139953891195706	0.0137105693745805	0.00193311298118685	0.00431695178700275	1.34536819707859
568.3426	LPC	(22:6)	0.00396718580210778	0.0046609456537516	0.0026724787042901	0.00568783585544902	0.00199715489327198	0.00270553827834369	0.00297997699410604	0.0707630939024235	0.0871639502824237	0.729836669649821
570.3581	LPC	(22:5)	0.000411378608724453	0.000460599866402972	0.000309904016458322	0.000514830662785279	0.000263611961161777	0.000357521796626686	0.000368319568742156	0.145935418694989	0.169995041777136	0.363001624113809
664.5293	LPC	(28:0)	0.00409140018242944	0.00429269268175608	0.00324009134009754	0.00426940084821578	0.00256948509724523	0.00395980795344385	0.00343649318491029	0.252846181825657	0.279427447094508	0.258351551167827
520.3413	LPC	(18:2)	0.00142830027483689	0.00134021141970134	0.00151693105859516	0.00154528784948169	0.000537882205783135	0.000531532852216808	0.000609844858172436	3.24967136968789e-05	0.00037854280009067	1.38081361997518
550.3883	LPC	(20:1)	0.00451866512216674	0.00611087796400358	0.00744751870054905	0.00524361547599234	0.00161728460636792	0.00136930819951011	0.00138411409320299	0.00565117132234253	0.00978174634509892	2.00063364868619
468.3107	LPC	(14:0)	0.000450409480646454	0.000494160849995745	0.000622153914942726	0.000599426094193646	0.000456034381593082	0.000447743711902538	0.00037588253231357	0.0669808189961259	0.0834356444720528	0.344334627145218
522.3578	LPC	(18:1)	0.0206125581516715	0.0228930649199627	0.020890967512494	0.0207240522616915	0.00856761113629471	0.00834729615776741	0.0087093652041772	0.000107588564926935	0.000772844524725148	1.31696050161048
552.4041	LPC	(20:0)	0.0134935586608417	0.0173998705507673	0.0165633199118298	0.015836120813703	0.00484656815173672	0.00304564386256346	0.00349675980772506	9.39609966327309e-05	0.000732101059328722	2.05936797842504
580.4357	LPC	(22:0)	0.00212187854824429	0.00225374045619343	0.00235295217419098	0.00224725207696134	0.00107884946103346	0.000547966017713567	0.000619867316233535	0.00808529692287622	0.0130028469170136	1.58321032117104
774.5478	PE	(18:1e/22:6)	0.0408273781464833	0.0477634568946614	0.0480995159188651	0.0513705495183084	0.0421449709942986	0.0512817756254516	0.0486721222272216	0.924774039003786	0.93125610002484	-0.0107326385847435
816.5546	PE	(20:1/22:6)	0.0362078004153676	0.0380259875898853	0.0383394735369294	0.0367884037832423	0.064133865332018	0.0753801849713205	0.0802256510358808	0.0163107997008021	0.0229737080753128	-0.972023132390146
