m.z	class	FattyAcid	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.D6d.1	nfur.D6d.2	nfur.D6d.3	nfur.D6d.4	pvalue	padj	FC
869.521	PI	(17:0/20:5)	0.00970375078078156	0.0102278913646277	0.0138097231880017	0.0108540164317139	0.0106018679701415	0.0113048952606699	0.0112944988750669	0.0120277736847137	0.878115756328202	0.903264656270775	-0.0203549259714558
929.5202	PI	(20:4/22:6)	0.00020189365030836	0.000230678368600743	6.19111268238913e-05	0.000232650281689822	0.000234235936066935	9.84464417117874e-05	5.68933345174507e-05	0.000113071514812366	0.352331782933391	0.503255803995419	0.532673891330144
871.5345	PI	(17:0/20:4)	0.0120841550950771	0.0131599228330076	0.0213415470267359	0.0132998413884522	0.0138800574447616	0.0176236176615159	0.0175108768758735	0.016006583598043	0.608458296540105	0.697461504810599	-0.11870283604806
913.5841	PI	(20:0/20:4)	0.0124058347939903	0.0136542331534074	0.0196087198207786	0.0142700254885232	0.0113142933039052	0.0135741827156081	0.012420393222769	0.0116392607703535	0.182613937468455	0.403623625891817	0.292236774904383
939.5976	PI	(20:0/22:5)	0.00117264245793606	0.00164436063380945	0.00120403081151431	0.00206966137189461	0.00248383484603936	0.00235983455347589	0.0018527819581684	0.00212051111102389	0.0417572375205599	0.141287608983354	-0.533674792131821
903.505	PI	(18:3/22:6)	3.51288066899205e-05	2.48552621724232e-05	1.64479452036356e-05	4.9514649827741e-05	3.67372170683723e-05	2.88371920875738e-05	6.17784403104342e-07	1.00915355821984e-05	0.300809107577978	0.48682996903103	0.723365631271238
814.5633	PS	(20:1/18:1)	0.0127320455410933	0.0152456907108979	0.0191086897819544	0.0189317279541325	0.0170825552330576	0.0168741689953675	0.0165513341852114	0.0188078905477857	0.640399018974515	0.724440884981669	-0.0703245431818231
768.5217	PS	(18:3e/18:1)	0.02989838529152	0.0190751664814323	0.0159968646853325	0.0188443218880232	0.0124939304919859	0.0115271690575525	0.00947953229576762	0.00979577610543688	0.0419601251737107	0.141287608983354	0.952956618008365
758.4991	PS	(16:0/18:2)	0.000111883748058113	0.000178756965476517	0.000164825384695437	0.000418775521570906	0.002167305276236	0.00196269544950361	0.00241739361255973	0.00257924333675251	9.02559180217539e-05	0.00353639096976145	-3.38397949102291
788.5447	PS	(17:1/19:0)	0.0468809117284979	0.0311663606980267	0.0375860602805075	0.0246431348079382	0.0254898029767019	0.0352068409904707	0.0330552403192919	0.0275326446848122	0.414372240633604	0.552923949576109	0.209877473449565
820.551	PS	(18:0e/22:6)	0.0417309383133224	0.0249119484654011	0.0255308602207399	0.0185841183670336	0.0184819896790236	0.0213188740880956	0.0167749735381157	0.0159692035707939	0.146881795830561	0.34783546155479	0.610460252824247
780.4844	PS	(16:0/20:5)	0.000736538980415163	0.000484392762523008	0.00031806127061301	0.000463821252601502	0.000941216137261505	0.000620519152448277	0.000619261058943203	0.00117451951349819	0.0878634636641851	0.241204795154546	-0.744505940059125
790.5058	PS	(16:1e/22:6)	0.0070845488122086	0.00494823686219926	0.00448715936156284	0.00592566614978262	0.00644880976638636	0.00612910018358547	0.00467476240230585	0.00411499283210407	0.749071393941064	0.821500689029514	0.0710041055535159
904.6087	PS	(22:6/23:0)	0.103292825524943	0.0624301695889709	0.0688540135028251	0.0534062360241665	0.0614769562745124	0.0860076672482635	0.0739847920179423	0.0559254709478928	0.8443965204744	0.88077284612708	0.0540436824443106
760.5144	PS	(16:0/18:1)	0.0319244241799322	0.0327400803914657	0.0278094735642033	0.0349223640343396	0.0621766898072755	0.059532980466583	0.0618033221433984	0.0626239008740198	3.63007818933873e-05	0.00212022702533943	-0.950137063349819
852.484	PS	(20:5/22:6)	0	0	0	0	0	0	0	8.34825174596779e-06	0.391002218955771	0.53499033768234	-Inf
810.5308	PS	(18:0/20:4)	0.0459802155502441	0.0408807056365318	0.0399372470595536	0.0403116586943468	0.0301584669000451	0.0290882661041193	0.0252422996300834	0.0300449850371874	0.000433704405043133	0.0077886082738996	0.545020418133504
842.5347	PS	(20:3e/22:6)	0.0199070693853507	0.014248042778774	0.0149530978813237	0.0138342732168761	0.0140031467770794	0.0180392025540676	0.0144654591341978	0.0109734587278417	0.524388129027139	0.627809121140824	0.130942231409327
838.5607	PS	(20:1/20:3)	0.0188331484450705	0.0173731931647421	0.0179576041039727	0.0175631509981335	0.0139929013986787	0.0149775037371233	0.0135086764079781	0.0130898755113018	0.00030083258360997	0.00648294217679486	0.36823907283073
786.531	PS	(18:0/18:2)	0.033419691411372	0.035632487116258	0.0379084521211066	0.0402625239331736	0.0284218078946555	0.0272869889499004	0.0265745266314276	0.0299923409911245	0.00453190232795872	0.0290074559656814	0.390959329427455
876.5759	PS	(22:6/21:0)	1.62464958565766	1.03104993303169	0.960248029324081	0.87276046129466	0.831415164634504	1.0698747932351	0.99437758739296	0.792188109846183	0.336939854896579	0.502495077717735	0.283518062997892
864.5775	PS	(20:0/22:5)	0.0282341571687439	0.0334996616005163	0.035925601575912	0.03967655792899	0.0381045619928047	0.0340107072336248	0.0310286561919589	0.0399093336137558	0.663918651187399	0.747125166218717	-0.0588427437568042
664.4208	PS	(11:0/16:0)	0.0286802550651236	0.0131696848305023	0.0144357655408885	0.00960443250942983	0.010762856522607	0.0158573266800528	0.0150476630277771	0.013189882757526	0.565425663487557	0.660429433504436	0.264367648733893
782.5009	PS	(18:4/18:0)	0.000161726171478678	0.000115038717049121	0.000149752695349792	6.46487012292509e-05	0.000244506295909019	0.00012288134423346	8.79379714052615e-05	0.000228405582969021	0.329851428901199	0.497083796700758	-0.477217714391227
812.5453	PS	(18:1/20:2)	0.0948590643778204	0.0630224030772562	0.060209485337872	0.0580209826442098	0.0336914177216786	0.040640021129125	0.0342746803319076	0.0293798814728954	0.0243974597121432	0.0938866529994081	1.00073134630602
804.5759	PS	(16:0/21:0)	10.0031368019365	6.26639095221131	5.87783307896057	5.20935264489892	5.29591463538562	6.00069791568952	5.32199627879444	5.02211446885045	0.277919834740914	0.486766606797863	0.33814620201876
844.6106	PS	(18:1/22:0)	0.0601312509953142	0.0369913342663436	0.0428191253749651	0.0328025830719187	0.0311402461695929	0.0359519087237919	0.0315664962417022	0.0294228472400384	0.15905485603698	0.364641717829459	0.431575964023486
836.5452	PS	(18:0/22:5)	0.40785568515031	0.437291325288988	0.432862448644964	0.468586912590542	0.461016495422061	0.413719241587316	0.361781646415116	0.430490088485528	0.449479946561767	0.573697952089199	0.0672856774585463
832.6096	PS	(16:0/23:0)	4.36201166365694	2.7719382110581	2.80724469294169	2.36348298584131	1.72853485571817	2.13211472567216	1.8183981686127	1.52274467041558	0.057800061966821	0.180520483389129	0.772778930206858
840.5165	PS	(20:4e/22:6)	0.0528130628597674	0.0351330068662082	0.0412608104771809	0.0270228276380168	0.0335694226937226	0.0559569252911882	0.0442500381493257	0.0303884780514865	0.811055408130851	0.857304749838567	-0.0714765685091261
782.497	PS	(16:0/20:4)	0.0141860272701037	0.011055784713479	0.00940581931055023	0.0106167763533015	0.0139581381660282	0.0175035993198269	0.0173337095163358	0.0155308467363904	0.0118874141756798	0.0550911345130969	-0.507031493221504
858.5269	PS	(20:2/22:6)	0.340577701767546	0.239913644750913	0.244845091977297	0.195348098063986	0.154342117724067	0.214836105768556	0.176950750255505	0.144989004919297	0.0676287717769606	0.202359139940069	0.562533125814466
744.5215	PS	(16:1e/18:1)	0.0118572462677999	0.00942420284411924	0.0079311341321865	0.0104280337821139	0.0128977705755191	0.00969019294927682	0.00816029143919705	0.0131883245153572	0.499828096124371	0.608547766750293	-0.148443139445631
820.5151	PS	(17:0/22:6)	0.00981733794542838	0.0104465782419881	0.0142570981845739	0.0108643824675536	0.028505701148882	0.0336604893986601	0.03682014320506	0.0317162786979386	0.000169118734860495	0.00498801912958285	-1.52598790048088
834.53	PS	(18:0/22:6)	1.3803857360837	1.45861899101304	1.45812598808487	1.51014001247172	1.74615808725351	1.58470566409047	1.51647273668178	1.63356133050321	0.0310743966031235	0.113500550304629	-0.158333395660639
748.5151	PS	(19:0/14:0)	0.0815380375028162	0.0570461214157977	0.043525502587345	0.0483848406095609	0.0510526872416508	0.0596906163053365	0.0523042001964034	0.0474717086206285	0.605470691474015	0.697461504810599	0.130780436833307
788.548	PS	(18:0/18:1)	0.251583286961607	0.273019054605544	0.224604830743045	0.286001122225934	0.198677592948179	0.161736426896515	0.162415809612377	0.1804610235128	0.00322336346698483	0.0246543444572695	0.557727723196689
878.4949	PS	(22:6/22:6)	0.00690658783453563	0.00530998083109168	0.00504328813281104	0.00402441001837951	0.00283403561436013	0.00330185594177882	0.00232284402117737	0.00222301363541286	0.0147406408458276	0.0634620654626068	0.994639476196353
806.4988	PS	(16:0/22:6)	0.0317595903798582	0.0274053263073741	0.0268375394593468	0.0285601592462267	0.0906225333539859	0.106409892553666	0.127428479765476	0.0932669793364111	0.00258384186538821	0.0220067196055393	-1.86642711847238
822.5308	PS	(19:0/20:5)	0.133257816926531	0.08715155619534	0.059307161722877	0.0692113990763011	0.0632727474514187	0.0645560492568104	0.0534421488826173	0.0589396274447543	0.195597458087484	0.421512522178527	0.538629445487353
732.4848	PS	(18:1/14:0)	0.00327025203979062	0.00217063874414909	0.00311964606278299	0.00191309792907618	0.0017605975078847	0.00279420432236266	0.00200589734745649	0.00256825057218128	0.452028892851504	0.573697952089199	0.198241404399149
906.6242	PS	(22:5/23:0)	0.0397820174899217	0.0241416436464316	0.0272838158650963	0.0202710034160241	0.0245077641689139	0.0323454183975534	0.0260489226763051	0.0227870463794789	0.77259693965729	0.830397209457088	0.0769379420108687
874.5613	PS	(22:6/21:1)	0.116297530824482	0.0686254317323759	0.0777318981423622	0.0607033334663026	0.051132863284251	0.0628282251916042	0.0622437268919766	0.0508673358880416	0.143974780561802	0.342834974707937	0.509982389077479
886.6576	PS	(20:1/23:0)	0.0222832471949094	0.0135983826805062	0.0178611512858052	0.0117778146474491	0.0141005438201267	0.0172712172445287	0.0148515925255028	0.0128769525570852	0.559631811678712	0.655438344656317	0.148782872353368
856.5112	PS	(20:3/22:6)	0.367578734037176	0.35608102937522	0.375872144746845	0.33720863673269	0.353286980457361	0.40295946206776	0.360558974515723	0.354203615977419	0.578691582902199	0.672280518142447	-0.0340065508603154
884.5434	PS	(22:3/22:6)	0.0314317227969776	0.0311776208406512	0.0365046614718249	0.0322141527231559	0.0298781847468762	0.031707931302131	0.0311649092930413	0.0309417669019906	0.2247432198391	0.461258703574534	0.086414840169282
810.529	PS	(18:1/20:3)	0.111628997286054	0.096840586652011	0.0934600758194081	0.0975567325298774	0.06682422476503	0.0709701291369644	0.0653948092869174	0.0627778412947366	0.00149398823576416	0.0160977232403588	0.58689908346088
774.5306	PS	(16:1/19:0)	0.140081538312644	0.0882825636166596	0.0953560541218982	0.0809634003026318	0.0749510726414402	0.102586139586891	0.0931925487192897	0.0723108462380742	0.3593478151837	0.507799699489098	0.238414864177507
816.5188	PS	(18:3e/22:5)	0.067724659400192	0.0449347068429919	0.0461201466612851	0.0422298878729647	0.0380600107647179	0.0482412924200215	0.0333392668230231	0.0311707516111831	0.131473458363859	0.32035813491398	0.41451823690005
830.496	PS	(18:2/22:6)	0.124879808897828	0.086100697602787	0.0706727938109691	0.0718545599274872	0.10315533501585	0.131772123769785	0.117734954194492	0.0994962294982607	0.15535722389851	0.361194982984504	-0.355086745687346
846.5286	PS	(19:1/22:6)	0.000986064778338632	0.00200172134236114	0.00231341210334782	0.0023956169338982	0.00465747186857453	0.00456404990938058	0.00445555393461951	0.00489291803727571	0.00223796949556275	0.0212172799974619	-1.27063982375986
860.5424	PS	(20:2/22:5)	0.0524700547061134	0.0378518352814637	0.0370708694465613	0.0320713484934842	0.0257383193511585	0.033849935512106	0.0257919142051228	0.0235780542750703	0.0563571304461153	0.17860237663438	0.549456655431079
854.4951	PS	(20:4/22:6)	0.0249248445718796	0.0183498834484464	0.0229212515415636	0.0178900237811874	0.0258851818299558	0.0354035864598967	0.032277952167269	0.0264350074493715	0.0229845288733757	0.0892462337335578	-0.513117599674015
858.6252	PS	(18:1/23:0)	0.474076365381387	0.279102850611819	0.338150244357558	0.247379359249842	0.231609347204595	0.298596811411082	0.257219755442303	0.219334720751966	0.19835668938624	0.423592886926003	0.411121484387938
828.4804	PS	(18:3/22:6)	0.00915681367597526	0.0077364153582427	0.00609460785438949	0.0072799747860075	0.0168227780191075	0.023154314583677	0.0254431922696985	0.0175158844825998	0.00583813877581608	0.0349477473941212	-1.45421703990633
838.5605	PS	(18:0/22:4)	0.0241344436765979	0.0270294058999255	0.0301455458613814	0.0291476692480202	0.0234708635155179	0.0249969793864977	0.0263195699801345	0.0238805602034899	0.111186149215577	0.283557575810141	0.16283191714058
832.5141	PS	(18:1/22:6)	0.0340161883188987	0.0328346909486078	0.03941672695845	0.0350224784531225	0.0771850636447523	0.0838507456578293	0.0845557590724166	0.0817917061000329	8.91751720061804e-07	0.000192172495673319	-1.21232039340267
822.5654	PS	(18:0e/22:5)	0.0216455122018215	0.0119794451377096	0.0114735720854138	0.0096187294061875	0.0073159816292529	0.00828807695491875	0.00541615993331307	0.00677083951747601	0.0856034430413273	0.239578467213065	0.977375196874628
808.5153	PS	(16:0/22:5)	0.015583298424702	0.0103686706406506	0.0113955569752	0.00952853540318542	0.0199924256520219	0.0207545941527355	0.0204000930386685	0.0212995770341424	0.00578049121621609	0.0349477473941212	-0.814610213877816
814.5014	PS	(18:3e/22:6)	0.408523354777061	0.276062254023352	0.271207035414799	0.229578873882034	0.232312465371293	0.312185602858937	0.241589125849757	0.207573287179432	0.335864924892639	0.502495077717735	0.254514404159657
862.5624	PS	(20:0/22:6)	0.135970931706883	0.144008644342003	0.154213663769948	0.151607295482581	0.163259988518192	0.152118811852474	0.151790746092131	0.160865425598111	0.086841744073997	0.241204795154546	-0.100435386129369
816.5775	PS	(20:0/18:1)	0.225410775101869	0.149645147002597	0.173012918834347	0.128015269196667	0.122827253633075	0.154897635801377	0.139287923900722	0.122083588575248	0.203177084227766	0.42978748508771	0.326659459560534
894.7556	TG	(16:1/16:1/22:5)	0.574983013596824	0.634898289705966	0.415347699442529	0.67526531171589	0.933666647913435	0.250922042958515	0.884394858405632	1.4963283490682	0.305149953297975	0.48682996903103	-0.632084400210965
796.7419	TG	(16:0/14:0/16:0)	0.0559504065833815	0.0499057754000092	0.0388828580385747	0.0470821144292044	0.0666038726469859	0.0375798253473212	0.0621079658531877	0.0820514660776597	0.228036451252313	0.465799575780792	-0.372573004476913
858.7568	TG	(15:0/18:1/18:3)	0.0151250000172447	0.0151548243946525	0.0224979815597366	0.0199393518141713	0.0290090395888672	0.00758706674070543	0.0310540134718185	0.0619413741560947	0.294465323958992	0.486766606797863	-0.833603309908256
918.8525	TG	(15:0/20:1/20:1)	0.00303472416428534	0.0023617577650795	0.00285148632223602	0.0026010546001157	0.00305944894402398	0.00140013314384914	0.00317008515888419	0.00537717537661934	0.559038964834865	0.655438344656317	-0.261705686087609
920.77	TG	(16:1/18:1/22:6)	0.429247934881761	0.471484731716496	0.342813128183447	0.513783772860224	0.729736435126024	0.185791040084858	0.710209521701286	1.1995447331744	0.289062736002847	0.486766606797863	-0.685009958521331
830.7258	TG	(15:0/16:1/18:3)	0.00566486609348613	0.00599752007381168	0.00718365989783554	0.00737409744635302	0.0111101793312485	0.00218220251623014	0.0117319241296036	0.0253190286607627	0.295899886266915	0.486766606797863	-0.941125198858022
880.7388	TG	(18:3/17:1/18:3)	0.0208343652254943	0.0235351161399856	0.0201343069621203	0.0247077500654819	0.032301314288208	0.0134690108395702	0.03426948480349	0.0587405780752625	0.274681749265028	0.486766606797863	-0.637501483518291
832.7416	TG	(16:1/16:1/17:1)	0.0138057313522575	0.0118491924143049	0.0136033479307094	0.0143553970324245	0.0202717412497399	0.00494515788543311	0.022852317224846	0.0433567897553639	0.317320300763264	0.49019731049809	-0.77000373741773
1004.8652	TG	(18:1/22:1/22:6)	0.00645999596113997	0.00593568805430687	0.00615070332143675	0.00682694615025458	0.00966148008287518	0.00287522534906739	0.00782279785181011	0.0159848974206215	0.38632651071537	0.533675404225399	-0.518420046963893
996.8035	TG	(18:1/22:5/22:6)	0.131474451280731	0.135279227374129	0.0832648230383328	0.163679163513359	0.202412920299084	0.0648353730967451	0.141281850400308	0.253495055643218	0.446382061968702	0.573697952089199	-0.365966616520804
940.7353	TG	(14:0/22:6/22:6)	0.0293217592175711	0.0353774619911546	0.0229521023860891	0.0325462873019766	0.0480912481062269	0.00897495803241263	0.0456920982586088	0.0968141831280265	0.352666420672217	0.503255803995419	-0.731504628036647
958.8823	TG	(18:1/18:1/22:1)	0.00334568546342284	0.00267960764030651	0.00327241379459767	0.00321113992189681	0.00417473729307594	0.00136175381949576	0.00356455042911155	0.00697348003956196	0.498280374429214	0.608381986909323	-0.361827005083509
790.6945	TG	(14:0/14:0/18:3)	0.00465272049430349	0.00484093308576451	0.0032363949387124	0.00480296400630845	0.00780608158878835	0.00125452389858327	0.00729908604097746	0.017321941749788	0.311497922673682	0.487997583838801	-0.941888197276331
938.8209	TG	(17:0/18:1/22:5)	0.00893261929908655	0.00806498897049625	0.00911840068220596	0.010368788120695	0.0155116983457368	0.00588084270465034	0.0122526441764222	0.0218117015867293	0.24874145899913	0.486646003253359	-0.604071200446618
888.7069	TG	(18:4/14:0/22:6)	0.0250962327610706	0.0296041254382623	0.0133209350398224	0.0268007100764413	0.0385148290218945	0.00477175105611358	0.0296669319563848	0.0769168994386984	0.430819974552012	0.568400202323689	-0.660421805369218
948.8033	TG	(18:1/18:1/22:6)	0.145714163659527	0.141532195070371	0.118016755084751	0.175718085362157	0.244382867752637	0.072893798769589	0.202388215820255	0.352650715312153	0.298926518641633	0.48682996903103	-0.586358708275808
890.7218	TG	(14:0/18:3/22:6)	0.0435175133206593	0.0536719935194761	0.0322215328790991	0.0504553602410081	0.0778592090769278	0.0118301502052204	0.0684809517501887	0.162893619961943	0.341121414204107	0.503255803995419	-0.835934890399625
944.7667	TG	(18:1/18:3/22:6)	0.327007687372713	0.370129544164424	0.248811267768565	0.386337960485447	0.561331310022394	0.137415513680826	0.512255504083527	0.978663280322131	0.30293780670882	0.48682996903103	-0.716806252473014
902.82	TG	(18:1/18:1/18:1)	0.0704095161095103	0.0606593334698871	0.0656729600071887	0.0696135274974531	0.104794653252494	0.0336279697985825	0.0992577243923746	0.173251671030758	0.294789692594783	0.486766606797863	-0.625547555816961
912.8018	TG	(16:0/17:0/22:5)	0.0133671749925826	0.0122056080029714	0.0151303354850369	0.0167399940022341	0.0255815938992756	0.00802611375910988	0.0223911354850553	0.0401214266571459	0.238575051453551	0.476045588780002	-0.742706776087522
908.8665	TG	(18:0/18:0/18:0)	0.0322027674049246	0.0222038961470518	0.0250463433691879	0.0408000851129099	0.0347705639327064	0.065146824687476	0.0228323817919109	0.0273833508514459	0.51111806027287	0.615340458038008	-0.32016829874097
848.7712	TG	(16:0/16:0/18:2)	0.243269939175936	0.245594780711355	0.185238089227444	0.270291935712067	0.394428451953314	0.102651732390128	0.391930664670931	0.635567279900204	0.276348113764917	0.486766606797863	-0.690948166265785
926.8199	TG	(20:1/18:1/18:3)	0.0364315695281062	0.0332370418321054	0.0288527388109057	0.0431985291029638	0.0633729449762579	0.0224546667965484	0.0445000529021138	0.0819839270546764	0.262439416307792	0.486766606797863	-0.583140999667795
1040.7729	TG	(22:6/22:6/22:6)	0.0431265377612979	0.0503676232295215	0.030892266371349	0.0461541363312225	0.0476267233853578	0.0288228141347464	0.039402477820337	0.0589926730285112	0.893232808592345	0.916627001198335	-0.0359590385397636
904.8366	TG	(16:0/18:1/20:1)	0.0478162806551098	0.0440880250696052	0.0419351739308404	0.0483400161424277	0.0672893206173712	0.0233101649874522	0.062906507818656	0.113237486156825	0.334271369046375	0.501989407871037	-0.550092411730915
874.7881	TG	(18:0/16:0/18:3)	0.154912453403623	0.151723218216125	0.144180322141728	0.183222173949768	0.274059307493295	0.0695589239048294	0.260610755223457	0.453122394192283	0.270024232140713	0.486766606797863	-0.737813300100144
936.8035	TG	(18:1/17:1/22:5)	0.0231014526965186	0.0217046151057992	0.0230579605722617	0.0287774196828896	0.042780742759471	0.0139395651820735	0.0350426038290829	0.0605853140568704	0.245693902761756	0.483920926228538	-0.656658722193863
872.7714	TG	(16:0/18:1/18:3)	0.154487035044731	0.153709857090653	0.190930668903105	0.199040444977396	0.305451556384116	0.0715359299634382	0.286951765566945	0.571194961120305	0.281347720418147	0.486766606797863	-0.823021666367012
992.773	TG	(20:4/20:4/22:6)	0.021169898868926	0.0231392898597975	0.017533895963777	0.0278044435264779	0.0340582379464563	0.011553774843728	0.0253580673087455	0.0489008980166855	0.412378955136305	0.551973073489899	-0.419146700617213
836.7731	TG	(16:0/16:0/17:1)	0.039267806044028	0.0304625850957446	0.0313716868377428	0.0335583743166802	0.0473627633663607	0.0194190304898757	0.055384588769337	0.0854534818573957	0.27251118367717	0.486766606797863	-0.624618267653414
878.821	TG	(18:0/16:0/18:1)	0.055437728630103	0.05124127332424	0.0444424993193699	0.0534331088242272	0.0827345079535122	0.0380578963224369	0.0682197390667379	0.144578261366813	0.245890215415429	0.483920926228538	-0.705591740180542
864.8053	TG	(16:0/17:0/18:1)	0.00790536660898266	0.00569660809670841	0.00768282176977335	0.00709494350561166	0.010236617352932	0.00471380302068187	0.0118188235213964	0.0183906340486146	0.233301393435829	0.469873367153468	-0.670180215559096
854.724	TG	(15:0/14:0/22:6)	0.0117155256789728	0.0127018040952411	0.00919669214743285	0.013361536199496	0.0187711046164672	0.00412348698822355	0.0187178288358125	0.037875078773892	0.325871067891552	0.495303846159444	-0.75881768691401
970.7881	TG	(16:0/22:5/22:6)	0.218200884717206	0.221908204569602	0.11825357181867	0.264765907883567	0.333255199477903	0.101242969166014	0.218419599795812	0.412928744208804	0.460534161306105	0.582082766929417	-0.372810001734778
982.7877	TG	(17:0/22:6/22:6)	0.0371023420320386	0.0387181468202924	0.0289705637342393	0.044344051529526	0.057537322353082	0.0194517427046255	0.048165373034993	0.0831444948316064	0.346546687468188	0.503255803995419	-0.482035562866697
768.7104	TG	(16:0/14:0/14:0)	0.0213666862794427	0.0191356314988488	0.0139139120392249	0.0165425363367195	0.0215972096826514	0.0110699967017189	0.0216741683818041	0.0332258690355877	0.439158392978628	0.568400202323689	-0.303410379156516
1024.8348	TG	(20:0/22:6/22:6)	0.020351798230166	0.0203152605507978	0.0142217648774384	0.0219496971185358	0.0264539439598895	0.00940311037426934	0.0185079532577042	0.0352188398522608	0.613624716977885	0.701517912513179	-0.221408882482882
876.8045	TG	(16:0/18:1/18:1)	0.195395485410411	0.193123644239393	0.16376605439585	0.216550432625524	0.318241331599717	0.0934394178778028	0.308287723391279	0.503703512227402	0.26870566595457	0.486766606797863	-0.670469807798493
