m.z	class	FattyAcid	nfur.D1m.1	nfur.D1m.2	nfur.D1m.3	nfur.D1m.4	nfur.Dexit.1	nfur.Dexit.2	nfur.Dexit.3	nfur.Dexit.4	pvalue	padj	FC
758.4991	PS	(16:0/18:2)	0.000111883748058113	0.000178756965476517	0.000164825384695437	0.000418775521570906	0.00403168913268217	0.00401573536246426	0.00438742526605683	0.00458056403509883	5.69829253732702e-06	9.09616327254796e-05	-4.28266636449533
788.5447	PS	(17:1/19:0)	0.0468809117284979	0.0311663606980267	0.0375860602805075	0.0246431348079382	0.0333576682492051	0.0299879851033486	0.0230133171962448	0.0267480137230454	0.260258086854797	0.28469856709243	0.310584988351663
820.551	PS	(18:0e/22:6)	0.0417309383133224	0.0249119484654011	0.0255308602207399	0.0185841183670336	0.0144821462506947	0.0141295902900897	0.015557540731181	0.0139507182915216	0.0755772546971815	0.089982864017915	0.930302656103663
780.4844	PS	(16:0/20:5)	0.000736538980415163	0.000484392762523008	0.00031806127061301	0.000463821252601502	0.00297167512372405	0.00314975383144502	0.00320049467949529	0.00308146347219943	2.57587044122641e-06	7.01249616065354e-05	-2.63063360232575
790.5058	PS	(16:1e/22:6)	0.0070845488122086	0.00494823686219926	0.00448715936156284	0.00592566614978262	0.0062032813652388	0.00606203036216277	0.00546964374801594	0.00564265254026954	0.720303668213384	0.748074412048117	-0.058693940793587
904.6087	PS	(22:6/23:0)	0.103292825524943	0.0624301695889709	0.0688540135028251	0.0534062360241665	0.0940049778017045	0.085729387361616	0.0659395152437299	0.0750363913585459	0.543543317203342	0.571383340767416	-0.155285685775288
760.5144	PS	(16:0/18:1)	0.0319244241799322	0.0327400803914657	0.0278094735642033	0.0349223640343396	0.0385610432559825	0.0468372138943932	0.0438550746828239	0.0487868347728809	0.0046322028234921	0.00768520555314189	-0.482878900714587
852.484	PS	(20:5/22:6)	0	0	0	0	0.00213580312653734	0.00180063779181965	0.00351602654747256	0.00169737397121347	0.0121626927646729	0.0167479890785112	-Inf
810.5308	PS	(18:0/20:4)	0.0459802155502441	0.0408807056365318	0.0399372470595536	0.0403116586943468	0.0178867604353983	0.0194080874158631	0.0194144404550944	0.0193366034663312	0.000270006816495166	0.000888343037476461	1.13585435753247
842.5347	PS	(20:3e/22:6)	0.0199070693853507	0.014248042778774	0.0149530978813237	0.0138342732168761	0.015735779859146	0.0152102876939511	0.0144780023872476	0.0128279929900642	0.488638015792133	0.516183786290219	0.111724956163449
838.5607	PS	(20:1/20:3)	0.0188331484450705	0.0173731931647421	0.0179576041039727	0.0175631509981335	0.00919395250208335	0.010505947677806	0.00818485810870637	0.00968464643301061	1.90143380387919e-05	0.000149003267176715	0.932959979181962
786.531	PS	(18:0/18:2)	0.033419691411372	0.035632487116258	0.0379084521211066	0.0402625239331736	0.0202426038939464	0.0224996860605754	0.0210286434883482	0.023455754001771	0.00052230110541444	0.00144302420790785	0.755163082221203
876.5759	PS	(22:6/21:0)	1.62464958565766	1.03104993303169	0.960248029324081	0.87276046129466	0.860235276012645	0.786004563925933	0.609686022667122	0.715082413540093	0.109075121135237	0.126374669917438	0.595347627916198
864.5775	PS	(20:0/22:5)	0.0282341571687439	0.0334996616005163	0.035925601575912	0.03967655792899	0.0150009834872225	0.0160577096542235	0.0172661110372179	0.0160842918735512	0.00386972939510746	0.00676269723010273	1.09237327197797
664.4208	PS	(11:0/16:0)	0.0286802550651236	0.0131696848305023	0.0144357655408885	0.00960443250942983	0.0079843705638811	0.00634977790566591	0.0057945028910191	0.00665333094810159	0.101356623204725	0.118708436416404	1.29879979930163
782.5009	PS	(18:4/18:0)	0.000161726171478678	0.000115038717049121	0.000149752695349792	6.46487012292509e-05	0.000461903070645186	0.000470829069843928	0.000730567218874516	0.000492947931257777	0.00465391797997688	0.00768520555314189	-2.13423920500545
812.5453	PS	(18:1/20:2)	0.0948590643778204	0.0630224030772562	0.060209485337872	0.0580209826442098	0.0261947675058275	0.0293726033902767	0.0203581783077752	0.026230035099037	0.0131360122018692	0.01797340082224	1.43448518167517
804.5759	PS	(16:0/21:0)	10.0031368019365	6.26639095221131	5.87783307896057	5.20935264489892	3.59772414389268	3.4945853648287	2.87238174570059	3.1695165268727	0.0440261808994562	0.0543704411680964	1.05856573747763
844.6106	PS	(18:1/22:0)	0.0601312509953142	0.0369913342663436	0.0428191253749651	0.0328025830719187	0.0274665289787347	0.0255081430951073	0.0221338225025229	0.0219593475317084	0.0480571151454286	0.0590103037825633	0.831572729398812
836.5452	PS	(18:0/22:5)	0.40785568515031	0.437291325288988	0.432862448644964	0.468586912590542	0.276349833502999	0.293957182266411	0.278782782372647	0.291303516659699	0.000475883545489848	0.00134938031648766	0.615014761221636
832.6096	PS	(16:0/23:0)	4.36201166365694	2.7719382110581	2.80724469294169	2.36348298584131	1.06554043403619	1.08946787780696	0.848239937219263	0.954322722415248	0.0169599473737271	0.022560917648384	1.63651972449581
840.5165	PS	(20:4e/22:6)	0.0528130628597674	0.0351330068662082	0.0412608104771809	0.0270228276380168	0.0325880917766269	0.0294306992802847	0.0206384572902941	0.0264601682507986	0.116866166784893	0.13431818102477	0.517787421616627
782.497	PS	(16:0/20:4)	0.0141860272701037	0.011055784713479	0.00940581931055023	0.0106167763533015	0.0102603645478387	0.0115547209414294	0.00772867280966303	0.0113323559435895	0.44612731290028	0.474767584839557	0.147119017105777
858.5269	PS	(20:2/22:6)	0.340577701767546	0.239913644750913	0.244845091977297	0.195348098063986	0.105048576871378	0.114092156278997	0.0647662048590271	0.104211338615817	0.00959826885235589	0.0138356316901852	1.39496876383748
744.5215	PS	(16:1e/18:1)	0.0118572462677999	0.00942420284411924	0.0079311341321865	0.0104280337821139	0.0152237287168179	0.0175994050350585	0.0229386569457272	0.0170620307912702	0.00879663051027731	0.0129213278914088	-0.8774310303809
820.5151	PS	(17:0/22:6)	0.00981733794542838	0.0104465782419881	0.0142570981845739	0.0108643824675536	0.033936285125309	0.0325303297423797	0.0346704303634355	0.0324381706754789	1.21507697385311e-05	0.000116377372384598	-1.55735227192576
834.53	PS	(18:0/22:6)	1.3803857360837	1.45861899101304	1.45812598808487	1.51014001247172	1.34587371353273	1.43667584663481	1.73279076574937	1.47141430594828	0.636813764029717	0.662963121489874	-0.0439138501204192
748.5151	PS	(19:0/14:0)	0.0815380375028162	0.0570461214157977	0.043525502587345	0.0483848406095609	0.0732993299539617	0.0703950703810718	0.0534492597285927	0.0640075036279027	0.461219522517	0.489619739420756	-0.180152793292716
788.548	PS	(18:0/18:1)	0.251583286961607	0.273019054605544	0.224604830743045	0.286001122225934	0.089595232934045	0.111754832650362	0.0997896551700242	0.116078570247235	0.000382564249849885	0.00115800610293043	1.31104676935314
878.4949	PS	(22:6/22:6)	0.00690658783453563	0.00530998083109168	0.00504328813281104	0.00402441001837951	0.0114736340134328	0.00925730826572113	0.0101825865404584	0.009368164635832	0.0010107027217298	0.0022568851213274	-0.92033694180116
806.4988	PS	(16:0/22:6)	0.0317595903798582	0.0274053263073741	0.0268375394593468	0.0285601592462267	0.266419499850822	0.296427449151834	0.276156234052018	0.307780260084505	8.9125028971385e-05	0.000422119642710626	-3.32338474168358
822.5308	PS	(19:0/20:5)	0.133257816926531	0.08715155619534	0.059307161722877	0.0692113990763011	0.0820631922358515	0.0784621370818835	0.0600358594620609	0.0729332363773709	0.468571021693951	0.496201745331923	0.249595999139984
732.4848	PS	(18:1/14:0)	0.00327025203979062	0.00217063874414909	0.00311964606278299	0.00191309792907618	0.00139155757089377	0.00159479879070871	0.00112033898606992	0.00143625958453807	0.0308816512038555	0.0391470343201816	0.918035020075924
906.6242	PS	(22:5/23:0)	0.0397820174899217	0.0241416436464316	0.0272838158650963	0.0202710034160241	0.0259775409407233	0.0245807593495276	0.0178489366910869	0.0211292607784412	0.297627056707413	0.323116527558929	0.316217448944591
874.5613	PS	(22:6/21:1)	0.116297530824482	0.0686254317323759	0.0777318981423622	0.0607033334663026	0.0681542474542706	0.0595940862239105	0.0511422010147389	0.0556552062904334	0.168678450096507	0.187372195854625	0.463263866156698
886.6576	PS	(20:1/23:0)	0.0222832471949094	0.0135983826805062	0.0178611512858052	0.0117778146474491	0.0142061221146394	0.013607853309615	0.0129776416892065	0.0114548916462111	0.253913307676316	0.278464721650107	0.326613840142449
856.5112	PS	(20:3/22:6)	0.367578734037176	0.35608102937522	0.375872144746845	0.33720863673269	0.25291091498565	0.268563800531868	0.180284281077903	0.260821615448833	0.00582121885321066	0.00919027591843881	0.577820284451753
884.5434	PS	(22:3/22:6)	0.0314317227969776	0.0311776208406512	0.0365046614718249	0.0322141527231559	0.0156007723599292	0.0171508274412672	0.0141301675314114	0.0170204991268564	0.000106034094691001	0.000481059945387595	1.03923726891857
810.529	PS	(18:1/20:3)	0.111628997286054	0.096840586652011	0.0934600758194081	0.0975567325298774	0.0426816250317468	0.045942044082788	0.0334314853643704	0.0447084165007247	4.62736361862779e-05	0.000265919162617144	1.26034219080602
774.5306	PS	(16:1/19:0)	0.140081538312644	0.0882825636166596	0.0953560541218982	0.0809634003026318	0.114061641031033	0.106884840999995	0.0824513149063806	0.0984750143051241	0.964504398323045	0.964504398323045	0.0100552536972915
816.5188	PS	(18:3e/22:5)	0.067724659400192	0.0449347068429919	0.0461201466612851	0.0422298878729647	0.0241051008409349	0.0252780760604535	0.0175737022277749	0.0221678160801313	0.0140040208194167	0.0190401671077873	1.17336583181122
830.496	PS	(18:2/22:6)	0.124879808897828	0.086100697602787	0.0706727938109691	0.0718545599274872	0.133377478267671	0.137753234375441	0.0846402445822423	0.129972562979042	0.111062982493978	0.128332829637814	-0.458452456773247
846.5286	PS	(19:1/22:6)	0.000986064778338632	0.00200172134236114	0.00231341210334782	0.0023956169338982	0.00533654435411923	0.00567664239907459	0.00584062084805973	0.00575842941736296	0.000613894144788888	0.00157493081192863	-1.55477021839064
860.5424	PS	(20:2/22:5)	0.0524700547061134	0.0378518352814637	0.0370708694465613	0.0320713484934842	0.0187800003922089	0.0197993293340656	0.0131239687242702	0.0175127295400858	0.0102333752553046	0.0146531054320142	1.20405368077103
854.4951	PS	(20:4/22:6)	0.0249248445718796	0.0183498834484464	0.0229212515415636	0.0178900237811874	0.0386468564124471	0.0378988949439505	0.0318729809276897	0.0373789887158934	0.000585153205939071	0.00153781116926671	-0.794030589025626
858.6252	PS	(18:1/23:0)	0.474076365381387	0.279102850611819	0.338150244357558	0.247379359249842	0.180740425776989	0.189321457520066	0.147586200645243	0.162801720192177	0.0439496484476848	0.0543704411680964	0.976281551412022
828.4804	PS	(18:3/22:6)	0.00915681367597526	0.0077364153582427	0.00609460785438949	0.0072799747860075	0.0438868165620124	0.0496175701128455	0.0375986975563401	0.0514198808427542	0.00085756303010848	0.00201278559837302	-2.59222171659611
838.5605	PS	(18:0/22:4)	0.0241344436765979	0.0270294058999255	0.0301455458613814	0.0291476692480202	0.0176714208450095	0.0187533560921913	0.0170632053851826	0.0182987382032556	0.00369095972121806	0.00657356875969002	0.621696797744915
832.5141	PS	(18:1/22:6)	0.0340161883188987	0.0328346909486078	0.03941672695845	0.0350224784531225	0.138087958362722	0.135719814671233	0.15020432888455	0.138625726589807	5.6438997102698e-06	9.09616327254796e-05	-1.99354632922438
822.5654	PS	(18:0e/22:5)	0.0216455122018215	0.0119794451377096	0.0114735720854138	0.0096187294061875	0.00472894551052333	0.00454077745114827	0.00481631794005859	0.00406373760348329	0.0427530429442637	0.053102482734806	1.59204401529972
808.5153	PS	(16:0/22:5)	0.015583298424702	0.0103686706406506	0.0113955569752	0.00952853540318542	0.0323213947671911	0.0347218357309933	0.0333247669893545	0.035493382702785	5.3169453923227e-05	0.000290076387859631	-1.53521215162502
814.5014	PS	(18:3e/22:6)	0.408523354777061	0.276062254023352	0.271207035414799	0.229578873882034	0.12328847683837	0.128850589246838	0.0792457429175444	0.11812432905997	0.0141308729679262	0.0190921825992984	1.39891694853603
862.5624	PS	(20:0/22:6)	0.135970931706883	0.144008644342003	0.154213663769948	0.151607295482581	0.0908138072537613	0.103649778947275	0.101255829724601	0.105131061551649	0.000156315442839566	0.000605330586725238	0.547345318828252
816.5775	PS	(20:0/18:1)	0.225410775101869	0.149645147002597	0.173012918834347	0.128015269196667	0.116625932764132	0.105779562214929	0.0830733243148125	0.0952962695443422	0.0398520155658959	0.0497861411852207	0.75440990312644
894.7556	TG	(16:1/16:1/22:5)	0.574983013596824	0.634898289705966	0.415347699442529	0.67526531171589	0.130625003215593	0.170312763020708	0.151096323783196	0.203114152682458	0.0038756060692236	0.00676269723010273	1.81205059851534
796.7419	TG	(16:0/14:0/16:0)	0.0559504065833815	0.0499057754000092	0.0388828580385747	0.0470821144292044	0.0139585659353268	0.0178190190450239	0.0103347796708004	0.0165729680859101	0.000799516113264839	0.0019038201371113	1.70868995285397
858.7568	TG	(15:0/18:1/18:3)	0.0151250000172447	0.0151548243946525	0.0224979815597366	0.0199393518141713	0.00530848830816543	0.00624956696519836	0.00711907454381967	0.00638003491745211	0.00612375771345594	0.00956282454528808	1.53707263139221
918.8525	TG	(15:0/20:1/20:1)	0.00303472416428534	0.0023617577650795	0.00285148632223602	0.0026010546001157	0.00083562707474739	0.0010340669707658	0.000695184542702757	0.000759600245892923	0.00018879352724467	0.000689576357986887	1.70636501042185
920.77	TG	(16:1/18:1/22:6)	0.429247934881761	0.471484731716496	0.342813128183447	0.513783772860224	0.109413756078028	0.143471470684995	0.12599178047343	0.15967534361786	0.00221008779755329	0.0043297629124794	1.70622628194203
830.7258	TG	(15:0/16:1/18:3)	0.00566486609348613	0.00599752007381168	0.00718365989783554	0.00737409744635302	0.00176043990006196	0.00217167272156534	0.00254065222267709	0.00221171636710126	0.000793045294262721	0.00189890289904018	1.5941640081993
880.7388	TG	(18:3/17:1/18:3)	0.0208343652254943	0.0235351161399856	0.0201343069621203	0.0247077500654819	0.00544725426378555	0.00666958909894043	0.00625150230856051	0.00772583929283732	0.000157301683789389	0.000605330586725238	1.77350197574766
832.7416	TG	(16:1/16:1/17:1)	0.0138057313522575	0.0118491924143049	0.0136033479307094	0.0143553970324245	0.00402016780968216	0.00503792387271873	0.00463049532968617	0.00460970130267698	0.000134155038272238	0.000545479448069193	1.5508921605239
1004.8652	TG	(18:1/22:1/22:6)	0.00645999596113997	0.00593568805430687	0.00615070332143675	0.00682694615025458	0.0015131164638186	0.0019010970589995	0.00182345484592472	0.00159832609864145	1.56931749984095e-05	0.000132622714202245	1.89208993513365
996.8035	TG	(18:1/22:5/22:6)	0.131474451280731	0.135279227374129	0.0832648230383328	0.163679163513359	0.0308863491095724	0.0432945196213785	0.0357990362597813	0.0465840542409776	0.0108756337430521	0.015268397860767	1.71416737174461
940.7353	TG	(14:0/22:6/22:6)	0.0293217592175711	0.0353774619911546	0.0229521023860891	0.0325462873019766	0.00889301273132557	0.0109108756725058	0.0105312328317904	0.0111112214771288	0.00428624775682709	0.00738949113276991	1.53609151377867
958.8823	TG	(18:1/18:1/22:1)	0.00334568546342284	0.00267960764030651	0.00327241379459767	0.00321113992189681	0.000970847623634555	0.00118775344772143	0.000964821130540556	0.000875167647451991	0.000180096423753658	0.00066915136756747	1.64538558372264
790.6945	TG	(14:0/14:0/18:3)	0.00465272049430349	0.00484093308576451	0.0032363949387124	0.00480296400630845	0.00100710978623307	0.00136329742325312	0.00121707323941099	0.001303942917993	0.00297747341675464	0.00550768687820278	1.84174765685838
938.8209	TG	(17:0/18:1/22:5)	0.00893261929908655	0.00806498897049625	0.00911840068220596	0.010368788120695	0.00195327806323909	0.00255025727191968	0.00234493644327254	0.00244466120135065	0.000386289325801748	0.00115800610293043	1.97305847224074
888.7069	TG	(18:4/14:0/22:6)	0.0250962327610706	0.0296041254382623	0.0133209350398224	0.0268007100764413	0.00553630048323629	0.0065337118965181	0.00639393471567123	0.00704426649297041	0.0164640644307236	0.0219690766861978	1.89426000686798
948.8033	TG	(18:1/18:1/22:6)	0.145714163659527	0.141532195070371	0.118016755084751	0.175718085362157	0.0334593291538939	0.0445189918694029	0.0418012426168749	0.0489906109628609	0.00205225103571668	0.00407612993729903	1.78343150743184
890.7218	TG	(14:0/18:3/22:6)	0.0435175133206593	0.0536719935194761	0.0322215328790991	0.0504553602410081	0.0106342449798056	0.0126906455747834	0.013684975332298	0.0137720972947769	0.00581007163959168	0.00919027591843881	1.82453763396075
944.7667	TG	(18:1/18:3/22:6)	0.327007687372713	0.370129544164424	0.248811267768565	0.386337960485447	0.084347335282295	0.112696923395404	0.101240181941017	0.112729742253554	0.00385188557670884	0.00676269723010273	1.69664423193012
902.82	TG	(18:1/18:1/18:1)	0.0704095161095103	0.0606593334698871	0.0656729600071887	0.0696135274974531	0.0198546508806166	0.0255664703180827	0.0222599947867053	0.0224140877157107	2.45207386827443e-05	0.000176140639537713	1.56382997909812
912.8018	TG	(16:0/17:0/22:5)	0.0133671749925826	0.0122056080029714	0.0151303354850369	0.0167399940022341	0.00381320653035528	0.00482099762764212	0.00476299337493082	0.00469315891804854	0.00150554227234117	0.0031499452397041	1.66691308690556
908.8665	TG	(18:0/18:0/18:0)	0.0322027674049246	0.0222038961470518	0.0250463433691879	0.0408000851129099	0.0112902662288857	0.00757449120549785	0.00393463542532582	0.00785133662432484	0.00829616128679377	0.0123298121193383	1.9720806746631
848.7712	TG	(16:0/16:0/18:2)	0.243269939175936	0.245594780711355	0.185238089227444	0.270291935712067	0.062070202122976	0.0839880172684224	0.070839524447426	0.0846691478886456	0.00173493385819351	0.00354386963450903	1.64691196614576
926.8199	TG	(20:1/18:1/18:3)	0.0364315695281062	0.0332370418321054	0.0288527388109057	0.0431985291029638	0.0065251502208498	0.00905110629138013	0.00817431450082746	0.00862907624603979	0.00230507630357735	0.0044478301976869	2.12988296733941
1040.7729	TG	(22:6/22:6/22:6)	0.0431265377612979	0.0503676232295215	0.030892266371349	0.0461541363312225	0.0128170506755448	0.018318015895894	0.0148521360435227	0.0162644768197166	0.00540887479986837	0.00866626408454746	1.453930266278
904.8366	TG	(16:0/18:1/20:1)	0.0478162806551098	0.0440880250696052	0.0419351739308404	0.0483400161424277	0.011394347283334	0.0153579351351601	0.0130965163776745	0.0133630229677444	1.76822999682595e-05	0.000141130949746663	1.77554189204934
874.7881	TG	(18:0/16:0/18:3)	0.154912453403623	0.151723218216125	0.144180322141728	0.183222173949768	0.0427700425586206	0.0565282733359346	0.050682738005571	0.0558904632052862	0.000389584419779378	0.00115800610293043	1.62282544714364
936.8035	TG	(18:1/17:1/22:5)	0.0231014526965186	0.0217046151057992	0.0230579605722617	0.0287774196828896	0.00523456773488199	0.00683765087859973	0.00667393350095811	0.0071245183627978	0.000892958383307941	0.00205810194227659	1.90132462778536
872.7714	TG	(16:0/18:1/18:3)	0.154487035044731	0.153709857090653	0.190930668903105	0.199040444977396	0.0475980224993939	0.0582012713403684	0.0620228185557815	0.0610795736407362	0.00135056404983597	0.00289598559939951	1.60884615651885
992.773	TG	(20:4/20:4/22:6)	0.021169898868926	0.0231392898597975	0.017533895963777	0.0278044435264779	0.00662405243866149	0.00863264264942055	0.00783457071986351	0.00894828366921274	0.0051232443092997	0.0083325218766346	1.48440994385187
836.7731	TG	(16:0/16:0/17:1)	0.039267806044028	0.0304625850957446	0.0313716868377428	0.0335583743166802	0.0116627634114796	0.0148598225610358	0.010077365425273	0.0120112497479866	0.00037536197488924	0.00115800610293043	1.46996552806223
878.821	TG	(18:0/16:0/18:1)	0.055437728630103	0.05124127332424	0.0444424993193699	0.0534331088242272	0.0140892948096326	0.0179487719150157	0.0135205065363994	0.0165143446880577	0.000143990115804153	0.000564179453741728	1.7204501805439
864.8053	TG	(16:0/17:0/18:1)	0.00790536660898266	0.00569660809670841	0.00768282176977335	0.00709494350561166	0.00296849316213483	0.00359336001054528	0.00267081831108296	0.00262112110950138	0.00136918191023907	0.00292137328372792	1.25951265140551
854.724	TG	(15:0/14:0/22:6)	0.0117155256789728	0.0127018040952411	0.00919669214743285	0.013361536199496	0.00271356662687116	0.00354369517571291	0.00347724891322593	0.00375518634993387	0.00187407187341599	0.00376173432806037	1.80005235208487
970.7881	TG	(16:0/22:5/22:6)	0.218200884717206	0.221908204569602	0.11825357181867	0.264765907883567	0.0491805066340585	0.071476498385814	0.0581592516010079	0.0767112779419673	0.0175035108986961	0.0232123482995016	1.68763903250428
982.7877	TG	(17:0/22:6/22:6)	0.0371023420320386	0.0387181468202924	0.0289705637342393	0.044344051529526	0.0100544619915095	0.0131892380320388	0.0118003005387854	0.0134107969133212	0.00303677277756832	0.00556957049843381	1.62190846782628
768.7104	TG	(16:0/14:0/14:0)	0.0213666862794427	0.0191356314988488	0.0139139120392249	0.0165425363367195	0.00461094307197961	0.0058430755994285	0.00327375082193076	0.00507545190354769	0.00219912886840448	0.00432796594649466	1.91600107615918
1024.8348	TG	(20:0/22:6/22:6)	0.020351798230166	0.0203152605507978	0.0142217648774384	0.0219496971185358	0.00340474835875615	0.00476783332902911	0.00414603981803674	0.0044527268882778	0.00257780652067529	0.00491608234695155	2.195831061533
