Compound	m.z	Retention.time..min.	Mode	Intensity	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E	QC1	QC2	QC3	LipidIon	FattyAcid	Class	IonFormula	RT_LS	mz_LS	mscore	tscore
18.23_748.5887m/z	748.5887	18.23	Accucore_C18_pos	1458378.94	0.00405429777259452	0.0155224196875682	0.014763155869662	0.0120179187592223	0.0181243149026371	0.0132033642072689	0.0161000903309438	0.0137852883758056	0.0173437427778011	0.0164683173894706	0.0141712712100077	0.00412348729593615	0.016209758341232	0.0146515040410057	0.00765963188320907	0.0101317530608653	0.00719712992503495	0.0174374722446047	0.0169717323267471	0.00913231195968456	0.010017158966669	0.0120125004340298	0.0109757514968664	0.00887690538629481	0.00477766763116456	0.00928173083911321	0.0116311821680012	0.024095043107757	0.00873302633813076	0.0117583904300762	0.0155892083454181	0.0139128746012531	0.0205164519877282	0.0206241332119943	0.0210224557120101	PC(16:0/17:0)+H	(16:0/17:0)	PC	C41 H83 O8 N1 P1	18.21	748.5851	15.95385709	0.475125076
17.19_856.5835m/z	856.5835	17.19	Accucore_C18_pos	7166327.35	0.0541147290703586	0.0261443034122297	0.0300172894676	0.0648175612681451	0.0187336969150599	0.0597010873395878	0.0515667562241677	0.0326845568241933	0.0159129812687606	0.052230770256255	0.0518508094336639	0.056836225959845	0.048203968464019	0.0285782496406943	0.0543807215340752	0.0597038200963516	0.0458639019113127	0.0372625582998191	0.0346349993279969	0.0545019498628376	0.049762710260775	0.0608917097564596	0.0590176366566759	0.0687504205292859	0.0531487355191459	0.0580598890780739	0.0324122281998091	0.0444639966632538	0.0520120534967659	0.0329472964841193	0.0575860066355121	0.0347800383436739	0.0562895243462737	0.0571883553085979	0.05824590970697	PC(18:1/22:5)+Na| PC(20:3/22:6)+H	(18:1/22:5)	PC	C48 H84 O8 N1 P1 Na1| C50 H83 O8 N1 P1	17.1617065229849| 17.168	856.58267847| 856.58508347	37.9703296910124| 12.8713209613647	0.303771686681802| 0.656838552108116
16.84_806.5711m/z	806.5711	16.84	Accucore_C18_pos	129090987.05	0.787079082629144	1.20359690637741	1.23076934791269	0.981976633246216	1.25048080239467	2.12607510952666	2.06484766408873	2.10207473980683	1.1614886454937	2.04246999980342	1.57902964934803	0.793060886944269	1.67094942238862	1.28103563012917	0.99992556895698	1.04022368024807	0.60031868813765	1.80552586812357	1.46220304258443	0.87471841954845	0.951364887341179	0.960552634354216	1.0912505123086	1.0878986461804	0.80676232366311	0.972600401064642	1.63929631321969	0.759568403456265	0.959298731261063	1.68641506271089	0.771714233914139	1.91489976801833	2.09906175506975	2.11694263944256	2.12836366137352	PC(18:1/20:5)+H| PC(16:0/22:6)+H	(18:1/20:5)	PC	C46 H81 O8 N1 P1| C46 H81 O8 N1 P1	16.4579068974461| 16.825189814392	806.56943347| 806.56943347	19.8829895933128| 19.8829895933128	0.197492574292122| 0.170222810842797
15.41_740.5246m/z	740.5246	15.41	Accucore_C18_pos	212677.95	0.00137773755687022	0.00147693354908155	0.00136515915922404	0.00195108479312258	0.00185693514339079	0.00149921150408827	0.00156850949150911	0.00132694358020715	0.00140342998972734	0.00139132903327227	0.00149044273805882	0.00136947770669459	0.00137869003201959	0.00132195066358378	0.00124267668870596	0.00133027046271841	0.00145108876476836	0.0015023694472317	0.00163673818665769	0.00119452811031102	0.00133060181037751	0.00188340146218753	0.00178337976937882	0.00145148790505278	0.00116551492933641	0.00146860276944822	0.00145353519871519	0.00163985181062821	0.0016326254308152	0.00142252204810552	0.00201119770541802	0.00143963078554382	0.00196864039561804	0.00199229735808279	0.00207037289765739	PC(11:0/22:4)+H	(11:0/22:4)	PC	C41 H75 O8 N1 P1	15.40	740.5225	13.34493637	0.375974427
16.23_762.5438m/z	762.5438	16.23	Accucore_C18_pos	193652.81	0.00233002600214707	0.00097601853273807	0.00109261700609275	0.000245941695189075	0.00082194513679883	0.00165144293537197	0.00179808727237288	0.00243659144132716	0.00107331736821846	0.00111549470463151	0.000777148145364926	0.00237707296900696	0.000977829648578621	0.00116550726253501	0.00141423055149795	0.000702243141927131	0.00194714498534105	0.00173688120900768	0.000613311812657126	0.00164293105942091	0.00111558618021573	0.000254287971018203	0.000348332887020537	0.000644986195318365	0.00238556470975966	0.000319785459624302	0.000736150533993588	9.71749254971757e-05	0.00125265449143135	0.000825642808073691	0.000142618975603488	0.00164960400956352	0.00147606454140132	0.00154073559041719	0.00153847751924058	PC(14:1e/22:6)+H	(14:1e/22:6)	PC	C44 H77 O7 N1 P1	16.21	762.5432	13.29536491	0.176289229
19.72_816.6502m/z	816.6502	19.72	Accucore_C18_pos	17665215.07	0.148129443709023	0.0570260941299765	0.0707251884884504	0.0982149844982735	0.0845948984678867	0.104154661693737	0.0831626619381961	0.0756045865209547	0.071403411857179	0.120113399528851	0.113629724558368	0.152368290840029	0.08773374625327	0.066532362454094	0.175223082233129	0.178780233551971	0.162407556535578	0.0758276795146816	0.0660043687527803	0.191133663064852	0.141047725171361	0.0985874045041064	0.232488932764022	0.186592785584037	0.145936020320701	0.14343659479025	0.0639633803643591	0.0710753353104841	0.138364429353854	0.0595932857591501	0.125490574256793	0.0823554771279083	0.126790138115286	0.128480077683958	0.129918129723749	PC(20:0/18:1)+H| PC(16:0/22:1)+H	(20:0/18:1)	PC	C46 H91 O8 N1 P1| C46 H91 O8 N1 P1	19.7093836812361| 20.033	816.64768347| 816.64768347	16.4686351228954| 9.63992618206073	0.512787847489633| 0.375321021376247
18.77_862.6350m/z	862.635	18.77	Accucore_C18_pos	8408784.53	0.0568933234760782	0.0395384558500248	0.0431949060319322	0.0490709941604669	0.0526126720124616	0.128171175402629	0.105117003121536	0.119848594185884	0.0404787935045751	0.123453491326502	0.109844636838719	0.060858933228205	0.102482154570016	0.0421287131898721	0.0632572903988743	0.108924129500964	0.0549001676023593	0.0959145651456143	0.0436403845890685	0.064090101342821	0.0630388701318028	0.04917418952052	0.104582293640783	0.114889468052547	0.0608868578466972	0.0831740088566646	0.03784750695413	0.0342896106848424	0.06430356702023	0.0420703325301731	0.0450681267762986	0.108455165925366	0.0948755758635828	0.095883052637936	0.098728020360212	PC(20:0/22:6)+H| PC(20:0/22:6)+H	(20:0/22:6)	PC	C50 H89 O8 N1 P1| C50 H89 O8 N1 P1	18.3507367681709| 18.774383418291	862.63203347| 862.63203347	9.63992618206073| 19.8829895933128	0.0865475021549651| 0.500241502154964
16.33_716.5237m/z	716.5237	16.33	Accucore_C18_pos	596406.35	0.00517861906611501	0.00491947635469038	0.00478851997520947	0.0045385556885735	0.0060517403520819	0.001629839389211	0.00216578207771416	0.0019927403114523	0.00578147093958151	0.00145430051755585	0.00125378298295521	0.00543391568984819	0.00126017561573909	0.00512028738043116	0.0055612860320343	0.00507424996781114	0.00460585023401086	0.00188837097783405	0.00477264811462298	0.00535801055160887	0.00669285044740896	0.00445250714686465	0.00665552868882967	0.00468662435334359	0.00547523585895907	0.00438502804640157	0.0068677291690681	0.00150276104134162	0.00701221326377012	0.00695372563490676	0.00355729387917508	0.00240900287243442	0.00666748782069476	0.00674927778675819	0.00677588117246314	PC(11:0/20:2)+H	(11:0/20:2)	PC	C39 H75 O8 N1 P1	16.33	716.5225	9.639926182	0.280180377
17.92_744.5910m/z	744.591	17.92	Accucore_C18_pos	347382.12	0.00448736101225028	0.0031270747118571	0.00370243795656505	0.00131404446358989	0.00199410458608537	0.000623985885363241	0.000663433953402277	0.000825788435727216	0.00401138347808989	0.000993574179792242	0.000976785171895382	0.00447972906147651	0.000816493621854956	0.00352344577759221	0.00434830923522321	0.00278778911378737	0.00481280203706619	0.000795930900143011	0.00160950237051487	0.00378605411243709	0.00432240277703113	0.00129296176379119	0.00243793442366037	0.00294791616816796	0.00487037418826317	0.00268515028390507	0.00228992027470438	0.00140443766959151	0.00455330592453407	0.00249914212693617	0.00203578220672551	0.000711510236345	0.00367137010925362	0.00353460607308713	0.00364455251916499	PC(16:0e/18:2)+H	(16:0e/18:2)	PC	C42 H83 O7 N1 P1	17.93	744.5902	9.02532982	0.336973756
17.78_798.6021m/z	798.6021	17.78	Accucore_C18_pos	786022.29	0.00542514879116021	0.00568288498689603	0.00549570253492843	0.00614076601646078	0.00671535771079922	0.00272484550904508	0.00290031284703452	0.00316176321740288	0.0054030634052818	0.00337860716715029	0.00306189885832686	0.00508678342356055	0.00374753816597795	0.00544043991501449	0.00548365125358215	0.00747144709856181	0.00647719664493306	0.00386225640567676	0.00684395395682677	0.00554435713717507	0.0062028203303515	0.00528956214522222	0.00539899017296566	0.00601341959311964	0.00525420675493803	0.00688542586717163	0.00473626766836	0.00916058000509447	0.00684013305359146	0.00511985123597932	0.00765589590872069	0.00312287624841336	0.00771201818497097	0.00763703030557415	0.00785593435469282	PC(19:1/18:2)+H| PC(19:1/18:2)+H	(19:1/18:2)	PC	C45 H85 O8 N1 P1| C45 H85 O8 N1 P1	17.739| 18.026	798.60073347| 798.60073347	19.8829895933128| 17.5988392609862	0.182556256777214| 0.0258296958057044
