Compound	m.z	Retention.time..min.	Mode	Intensity	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E	QC1	QC2	QC3	LipidIon	FattyAcid	Class	IonFormula	RT_LS	mz_LS	mscore	tscore
16.33_716.5237m/z	716.5237	16.33	Accucore_C18_pos	596406.35	650254.67	2272460.16	1787583.22	591402.91	4735916.59	94120.60	307350.73	543526.18	4045315.51	77996.43	66430.70	609353.79	105009.41	1921059.36	818959.46	538170.85	423519.54	405985.92	1761528.39	564795.84	814827.68	603635.67	204482.56	341784.01	722635.72	253203.69	2768516.34	304177.78	920256.92	2793341.52	373375.12	601409.80	1198248.12	1151705.43	1168677.68	PC(11:0/20:2)+H	(11:0/20:2)	PC	C39 H75 O8 N1 P1	16.33	716.5225	9.639926182	0.280180377
16.21_828.4804m/z	828.4804	16.21	Accucore_C18_neg	595946.64	50209.38	1564084.77	1631696.56	684783.85	3684402.78	338464.88	783254.94	1647072.21	2476756.79	389841.11	245177.64	65896.11	492243.55	1852502.47	237234.28	594685.83	42290.73	1165182.04	2535295.57	200540.40	282230.94	898629.97	225105.16	511438.49	86614.86	356962.99	2432784.39	788921.51	214137.19	2705774.75	597207.45	1520689.61	1291792.87	1309665.03	1307335.56	PS(18:3/22:6)-H	(18:3/22:6)	PS	C46 H71 O10 N1 P1	16.21	828.4821	11.97271122	0.594973479
16.89_884.6122m/z	884.6122	16.89	Accucore_C18_pos	595935.71	412536.39	656148.66	567824.35	648651.21	1489013.68	591661.99	1351273.35	2293462.86	744375.95	430804.51	392029.19	324899.09	624180.28	530592.94	471234.31	791553.80	281254.43	1519183.63	816553.10	393248.91	600209.43	579583.54	150409.75	389861.38	362175.63	288309.79	736817.04	908864.86	522643.78	863058.41	648771.51	1852031.55	1035721.54	968032.09	1027543.63	PC(22:3/22:6)+H	(22:3/22:6)	PC	C52 H87 O8 N1 P1	16.85	884.6164	9.639926182	0.54500402
19.60_890.6667m/z	890.6667	19.60	Accucore_C18_pos	586017.94	480075.74	978662.56	925968.28	475648.88	2495944.93	589157.55	1087399.65	2291083.03	1690218.95	526844.79	451733.13	488109.09	582878.32	844546.16	759839.19	1281831.85	255342.43	1483084.63	901040.00	401727.20	521286.95	431205.34	182731.81	479321.12	566710.49	275141.61	783599.11	525194.23	714282.27	797647.11	336425.31	1793710.86	1062381.58	1034367.97	1081143.63	PC(22:0/22:6)+H	(22:0/22:6)	PC	C52 H93 O8 N1 P1	19.58	890.6633	13.05428065	0.347047605
18.87_772.5882m/z	772.5882	18.87	Accucore_C18_neg	584421.92	766608.73	1245081.35	1183543.16	327331.19	1768854.85	73524.90	181957.62	314126.87	1852757.98	76260.02	58245.83	762097.07	90709.54	1127091.93	785317.18	593798.43	612951.57	276960.46	858617.83	575045.41	663861.11	324550.39	120488.44	297333.34	902852.78	180601.48	959014.40	455020.50	623319.25	899380.22	267901.34	315426.89	754103.64	729144.73	730524.47	PE(20:0/18:1)-H	(20:0/18:1)	PE	C43 H83 O8 N1 P1	18.87	772.5862	7.322291371	0.715905478
23.20_1024.8347m/z	1024.8347	23.20	Accucore_C18_pos	576412.99	2900324.15	896848.62	1433617.52	627173.09	1331920.30	37558.79	95302.32	463874.76	1549936.38	87612.82	38499.92	2252199.03	50892.86	1047959.11	3774274.00	6298401.78	1658251.41	319595.07	411838.67	1206806.92	1733437.50	187972.79	263604.04	531382.22	3934432.63	436935.07	530147.26	164619.98	3321507.53	621443.75	258090.45	500417.25	1605575.95	1505297.11	1567952.59	TG(20:0/22:6/22:6)+NH4	(20:0/22:6/22:6)	TG	C67 H110 O6 N1	22.65	1024.8328	3.589153796	0.575305588
17.51_717.5913m/z	717.5913	17.51	Accucore_C18_pos	555369.91	844584.19	2017462.22	1724366.63	106492.76	2301635.41	32032.79	135370.75	291174.61	3212389.24	26618.87	13613.83	767769.01	26172.10	1763061.66	694327.99	136246.12	969330.19	239321.29	983133.63	520361.33	590378.49	124027.35	2192.38	31143.07	1031054.47	3177.00	811139.35	590678.16	599988.05	832715.11	104815.08	195744.97	811002.09	783389.06	751465.83	SM(d17:0/18:1)+H	(d17:0/18:1)	SM	C40 H82 O6 N2 P1	17.28	717.5905	12.83704479	0.576127122
16.39_742.5388m/z	742.5388	16.39	Accucore_C18_pos	542175.18	561055.35	1980188.30	1575468.96	612859.66	4026103.04	68534.59	256077.02	493692.80	3153746.56	64485.69	55561.01	516140.63	101025.15	1678240.05	639759.59	494367.26	437513.80	427705.82	1720303.46	453994.31	611720.04	616558.50	159418.27	299144.05	611399.59	233667.63	2033503.71	590741.72	702873.13	1993328.60	393506.48	523295.00	1046665.48	969959.58	1003667.32	PC(15:0/18:3)+H	(15:0/18:3)	PC	C41 H77 O8 N1 P1	16.13	742.5381	19.88298959	0.29635667
18.03_718.5758m/z	718.5758	18.03	Accucore_C18_pos	541785.62	549611.55	1782199.60	1613432.60	322944.41	2529441.42	167456.22	528183.83	1005244.11	3190240.75	172781.15	188768.95	479137.95	270975.48	1684231.17	760009.17	518674.09	393760.13	840762.59	1169909.80	619456.86	662861.75	414887.32	86064.19	305665.25	533959.69	172061.99	1704118.60	284707.30	741477.52	1526887.09	237814.10	967509.93	1127508.93	1115815.33	1075928.44	PC(14:0e/18:1)+H| PC(14:0e/18:1)+H	(14:0e/18:1)| (14:0e/18:1)	PC| PC	C40 H81 O7 N1 P1| C40 H81 O7 N1 P1	17.8069943445503| 18.461	718.57451847| 718.57451847	9.63992618206073| 18.5487195851279	0.323796979984864| 1.04226348495509
20.37_841.7194m/z	841.7194	20.37	Accucore_C18_pos	535905.93	569142.62	953191.45	958349.84	341758.33	1651764.35	121581.69	333809.43	539880.53	1745610.52	118071.82	95964.40	499657.82	127997.84	902266.05	644655.70	706227.29	546773.86	431158.46	689336.26	426932.03	570819.96	334962.26	138227.10	303082.77	570358.17	207422.83	965333.03	264448.37	578486.75	958692.36	256852.63	531931.33	699780.83	670265.59	697228.95	SM(d20:0/24:2)+H	(d20:0/24:2)	SM	C49 H98 O6 N2 P1	20.39	841.7157	10	1.300874566
21.52_790.6945m/z	790.6945	21.52	Accucore_C18_pos	534062.59	653123.21	429965.24	604087.84	1573648.74	1801418.45	56321.69	56710.38	139410.93	967262.33	53120.28	55159.96	553083.79	60259.59	515041.39	1570790.75	10189664.20	322700.03	171897.04	324321.78	138426.63	1050229.08	554201.72	492764.81	928900.32	784952.39	794010.69	398254.02	747904.88	2945685.74	324041.63	1472947.31	319280.14	1230578.77	1182101.43	1214093.60	TG(14:0/14:0/18:3)+NH4	(14:0/14:0/18:3)	TG	C49 H92 O6 N1	21.53	790.6919	42.78787464	0.219115634
20.10_830.6646m/z	830.6646	20.10	Accucore_C18_pos	475456.95	383165.32	647778.52	654051.11	420836.39	1172850.13	240158.54	478107.79	931549.62	1110777.59	251681.50	210046.70	381862.04	331821.47	590842.29	503049.31	1611874.29	359919.26	727707.56	533940.51	374379.34	472806.12	349728.17	100658.06	338631.21	436238.06	302719.49	524025.93	560286.41	708609.26	504084.48	396329.58	881110.18	658168.38	686384.85	706379.28	PC(16:1/23:0)+H	(16:1/23:0)	PC	C47 H93 O8 N1 P1	20.10	830.6633	8.986153954	0.456034316
18.01_770.5716m/z	770.5716	18.01	Accucore_C18_neg	475183.85	508935.00	1213562.61	1061798.64	429527.64	2006402.64	74758.40	190768.51	308684.97	1555515.88	75380.92	62018.73	497229.19	105155.92	1028053.70	627097.36	491413.28	430818.37	274630.14	1131747.80	458954.42	529501.34	418036.44	123554.06	295946.95	593064.88	216597.93	994960.68	650100.41	508021.26	1026614.75	339416.36	289760.28	688091.45	678883.24	694298.59	PE(20:1/18:1)-H	(20:1/18:1)	PE	C43 H81 O8 N1 P1	18.00	770.5705	9.092298571	0.936222958
17.54_636.4989m/z	636.4989	17.54	Accucore_C18_pos	473457.52	456822.80	529877.79	634456.31	432993.36	610918.47	336881.11	325821.39	548062.75	646986.67	487505.81	450341.88	437336.06	431717.56	684118.22	599408.77	424024.53	445656.11	473133.60	580510.13	467383.41	468022.99	446958.63	518843.96	443628.99	606684.51	401647.97	571605.35	473025.26	556571.57	570777.94	473781.44	479102.61	700556.30	636741.21	645521.79	LPC(26:0)+H	(26:0)	LPC	C34 H71 O7 N1 P1	17.53	636.4963	29.10442954	1.886622801
17.95_656.5851m/z	656.5851	17.95	Accucore_C18_pos	469250.54	490664.34	316278.82	325550.70	495913.54	17077.69	296051.31	284971.23	399465.86	173656.37	611488.92	522465.32	467785.39	518676.41	389681.09	528931.98	445041.70	389453.14	488726.29	529135.40	695463.62	519335.03	569393.69	480377.02	417054.87	527461.14	454961.64	290845.86	458234.42	501078.42	306412.33	504298.80	470715.69	541735.27	493080.06	538436.74	TG(18:0/8:0/10:0)+NH4	(18:0/8:0/10:0)	TG	C39 H78 O6 N1	18.20	656.5824	29.92248039	0.118714432
20.69_684.6166m/z	684.6166	20.69	Accucore_C18_pos	468730.70	447431.42	557447.35	587918.43	637891.01	406587.20	426913.12	368713.65	391725.54	589914.78	569719.66	566031.77	344675.49	385938.15	507709.85	424577.65	201360.48	669510.11	486460.56	363458.84	527808.10	447296.24	408063.78	457908.32	325979.36	479553.07	529710.17	362652.68	392236.57	499415.63	629149.04	552675.76	601777.73	626246.96	512460.89	525484.42	TG(12:0/12:0/14:0)+NH4	(12:0/12:0/14:0)	TG	C41 H82 O6 N1	20.71	684.6137	23.06242716	1.554736176
15.79_810.5087m/z	810.5087	15.79	Accucore_C18_neg	468617.74	232193.18	1887152.06	1404831.37	696441.98	3963425.40	321614.66	796050.05	1230910.04	2736845.54	271933.09	296399.51	243283.88	434411.56	1460007.85	228709.75	334287.79	179229.51	1129433.92	1989821.99	141409.46	135161.65	654306.23	81190.71	229054.54	245841.32	179942.71	1879339.14	871571.98	176496.79	1811499.04	502823.91	1450863.08	994319.59	942864.84	974131.90	PE(20:4/22:6)-H	(20:4/22:6)	PE	C47 H73 O8 N1 P1	15.79	810.5079	39.79179113	0.300921132
17.32_832.5130m/z	832.5130	17.32	Accucore_C18_neg	455450.15	147680.19	771658.76	721422.38	625685.31	1187829.13	269005.22	490356.12	661924.61	852133.28	266467.92	250584.22	166549.59	338450.18	724824.17	257868.71	420544.18	126434.31	600016.35	963036.21	224164.05	235253.48	653204.42	160519.82	359898.96	182960.74	264799.48	1056062.08	654756.52	219046.21	1043518.33	566137.90	719779.73	660254.14	667930.35	673847.43	PS(18:1/22:6)-H| PS(20:2/20:5)-H	(18:1/22:6)| (20:2/20:5)	PS| PS	C46 H75 O10 N1 P1| C46 H75 O10 N1 P1	17.3082175165072| 17.6642766621321	832.513410529999| 832.513410529999	4.93042230753008| 4.75071970779167	0.421577651117139| 0.905020199812633
16.70_893.5570m/z	893.5570	16.70	Accucore_C18_neg	444213.83	217268.11	1102140.54	957576.99	579362.05	2611435.17	215523.78	465100.36	732557.00	1526578.05	262616.19	249709.50	221800.28	361003.66	987853.46	416741.76	423327.29	330636.37	742048.46	1585707.78	309668.91	397833.26	583621.76	198942.10	368633.98	326195.19	317069.34	1142324.88	1157570.97	360068.86	1169183.84	551054.48	727737.30	824462.06	801831.28	825895.58	PI(18:1e/22:6)-H	(18:1e/22:6)	PI	C49 H82 O12 N0 P1	16.68	893.5549	10.9744387	0.085888518
22.07_698.6682m/z	698.6682	22.07	Accucore_C18_pos	441452.38	441580.49	420627.21	514793.28	491895.86	388602.84	159985.84	171347.95	398158.13	440912.76	441324.27	334923.74	343511.70	314005.46	461872.56	721986.47	303278.31	281740.86	443245.89	593346.96	533779.25	398678.56	520571.49	386875.69	356155.63	546984.99	375016.93	463394.57	497409.84	600284.26	522655.88	549750.57	571529.32	591217.87	577456.68	634475.84	DG(18:0/22:0)+NH4	(18:0/22:0)	DG	C43 H88 O5 N1	22.07	698.6657	7.858815673	0.949032508
17.44_740.5242m/z	740.5242	17.44	Accucore_C18_neg	440407.77	434657.30	1318262.92	1110600.33	554055.03	2280307.84	127392.18	204260.25	354002.75	1642890.48	168589.14	140163.38	403453.60	198119.41	1120362.62	455567.66	522408.46	388956.61	331393.98	1344999.75	409229.09	446158.24	536974.84	197714.57	388313.88	502275.16	320147.83	1038448.91	1004398.51	408679.79	1130283.70	527153.77	345922.38	733573.53	724979.34	730864.32	PE(18:1/18:2)-H| PE(18:0/18:3)-H	(18:1/18:2)| (18:0/18:3)	PE| PE	C41 H75 O8 N1 P1| C41 H75 O8 N1 P1	17.4369731589293| 17.75	740.523580529999| 740.523580529999	13.8461554801447| 8.05979516149836	0.146109779416281| 0.251532933720177
19.28_828.6501m/z	828.6501	19.28	Accucore_C18_pos	431384.73	375456.56	630868.86	606127.04	535751.65	1097276.95	115271.92	243847.59	525621.71	1046954.47	116341.27	104724.95	342984.65	171707.25	555672.21	505688.04	1721555.45	255102.67	393122.40	426715.29	230549.09	470856.71	311933.87	149068.76	406301.54	391485.98	436054.16	596181.74	491519.52	752370.48	580898.68	426064.48	487162.89	558277.16	565366.70	592777.34	PC(15:0/24:2)+H	(15:0/24:2)	PC	C47 H91 O8 N1 P1	19.27	828.6477	6.940371031	0.638518006
14.70_726.5098m/z	726.5098	14.70	Accucore_C18_pos	426481.59	266881.38	1310424.79	981916.14	615590.80	2443685.59	174615.44	432541.12	664733.04	1630022.76	127210.25	140451.42	252985.51	219169.84	944715.51	405127.78	211796.05	203722.99	698289.65	1280412.04	195289.04	212788.95	584674.30	67180.49	176570.39	297673.89	110140.64	1326614.01	483999.71	420422.06	1313114.23	466001.81	889160.18	744258.72	735380.43	755271.65	PC(12:0/20:4)+H| PC(12:0/20:4)+H	(12:0/20:4)| (12:0/20:4)	PC| PC	C40 H73 O8 N1 P1| C40 H73 O8 N1 P1	14.6550949297678| 14.9908941330836	726.50683347| 726.50683347	13.0542806524781| 15.4202612244622	0.735347441079303| 0.390636774412637
18.31_684.5586m/z	684.5586	18.31	Accucore_C18_pos	420175.47	424264.90	2724945.37	2206204.88	398349.99	3519214.38	139556.74	256228.40	290625.95	3135875.09	143005.79	145387.81	349939.79	155042.72	2476748.43	777004.99	871952.44	366444.47	355596.13	2631372.03	619384.68	763148.12	381269.09	214517.62	416086.04	568436.79	310298.16	2599506.92	570618.31	776091.50	2530943.06	347858.92	414155.28	1112249.99	1030167.37	1106799.17	DG(18:1/22:6)+NH4	(18:1/22:6)	DG	C43 H74 O5 N1	18.29	684.5562	4.675423508	1.626657899
15.33_822.5310m/z	822.5310	15.33	Accucore_C18_neg	416014.75	422196.32	1444077.16	1172503.90	434237.69	2393244.59	251502.98	528730.69	943828.17	1904684.54	202025.81	204593.95	402767.59	348567.61	1141307.44	409833.18	225524.50	312405.27	831253.57	1281166.72	232225.48	247409.01	400656.36	67211.47	173960.48	497243.97	135327.88	1240702.82	610701.64	364720.33	1248416.55	304824.17	890996.58	787093.36	760780.58	790713.20	PS(19:0/20:5)-H	(19:0/20:5)	PS	C45 H77 O10 N1 P1	15.33	822.5291	9.164886689	2.229515666
17.89_818.6061m/z	818.6061	17.89	Accucore_C18_pos	411497.16	305608.73	1585497.30	1446297.83	423463.16	2136899.05	291670.51	701408.11	1014705.61	2535387.24	236239.83	211452.79	238981.53	338686.68	1531318.05	414694.93	498672.77	356431.16	570814.42	940391.08	408299.39	421338.21	345536.73	126638.09	340759.80	391042.51	216588.98	1347703.40	371995.56	299043.84	1308723.12	354093.19	897098.15	891468.41	888866.16	813732.52	PC(18:1e/22:6)+H| PC(18:1e/22:6)+H	(18:1e/22:6)| (18:1e/22:6)	PC| PC	C48 H85 O7 N1 P1| C48 H85 O7 N1 P1	17.5009178594007| 17.927	818.60581847| 818.60581847	19.8829895933128| 16.5382020844081	0.111784768082041| 0.546027484955093
18.67_888.6513m/z	888.6513	18.67	Accucore_C18_pos	408110.45	200328.00	2233029.97	1761398.94	524254.66	2906046.29	345055.59	811122.39	1502503.02	3718897.96	265803.50	302322.26	230640.69	404159.61	1658694.76	380176.49	1713854.61	131293.65	1085410.07	995528.92	207126.56	404716.75	411504.15	116566.67	331372.36	221547.30	296009.46	1535329.23	363098.39	659707.53	1570690.07	345242.95	1525796.76	1069425.17	1015046.74	1075791.20	PC(22:1/22:6)+H	(22:1/22:6)	PC	C52 H91 O8 N1 P1	18.66	888.6477	16.46863512	0.095635487
16.42_862.5608m/z	862.5608	16.42	Accucore_C18_neg	406019.08	319582.32	1727142.70	1408761.03	423300.59	3041991.99	203241.59	546914.85	877936.92	2404939.80	157652.63	137113.04	311478.87	233168.24	1422905.13	426278.06	360649.77	247252.55	711573.48	1614613.91	316906.11	388737.58	426047.32	97350.80	249499.11	355336.37	164528.76	1712327.28	465598.15	352385.85	1700735.15	243323.58	783006.86	893060.75	863767.88	879378.08	PS(20:0/22:6)-H	(20:0/22:6)	PS	C48 H81 O10 N1 P1	16.39	862.5604	4.807308886	1.800008938
15.33_800.5228m/z	800.5228	15.33	Accucore_C18_pos	403888.39	398248.24	1961734.06	1451585.26	410059.17	4247749.96	239431.28	562365.32	1199119.45	3169771.05	174143.03	183820.24	370867.65	327787.68	1405196.65	374667.81	192412.53	263410.17	902764.95	1576084.70	200182.01	199579.07	409528.54	58418.34	147864.90	427577.68	111137.48	1592336.15	570538.80	367720.45	1703991.00	259123.59	1134224.56	880898.76	861336.37	837729.75	PC(16:1/20:5)+Na| PC(16:1/20:5)+Na| PC(18:4/20:5)+H	(16:1/20:5)| (16:1/20:5)| (18:4/20:5)	PC| PC| PC	C44 H76 O8 N1 P1 Na1| C44 H76 O8 N1 P1 Na1| C46 H75 O8 N1 P1	15.3013516876936| 15.6901877703747| 15.314530116283	800.52007847| 800.52007847| 800.52248347	31.0212587675388| 20.0499999999999| 4.89122113784711	0.586275813454394| 0.292166146787728| 0.258243846947496
16.27_854.4951m/z	854.4951	16.27	Accucore_C18_neg	402686.12	136669.92	1377337.53	1246322.55	502472.65	2435340.88	159163.68	369199.79	578954.45	2099583.95	159960.13	136559.75	156297.96	234120.51	1346651.68	365032.01	445183.94	159051.49	532814.27	1600713.71	306631.81	358046.14	628408.58	140724.91	347004.56	212849.90	247360.26	1500949.38	740693.31	323176.27	1575106.94	436172.45	643734.47	837744.44	849110.20	856722.37	PS(20:4/22:6)-H	(20:4/22:6)	PS	C48 H73 O10 N1 P1	16.25	854.4978	6.498051049	0.318835497
17.66_832.5116m/z	832.5116	17.66	Accucore_C18_neg	401608.45	503732.58	1096372.17	1001684.85	374543.19	1103333.48	257928.26	417222.79	739312.81	1295071.81	272837.02	231212.48	549912.20	354222.30	1003403.26	407637.64	285822.76	352835.35	584131.38	686486.39	282004.13	258626.62	395579.25	91155.04	204400.74	631405.15	152344.11	768366.37	388674.81	339257.05	736914.07	343098.47	637078.98	658685.78	664896.21	668646.50	PS(18:1/22:6)-H| PS(20:2/20:5)-H	(18:1/22:6)| (20:2/20:5)	PS| PS	C46 H75 O10 N1 P1| C46 H75 O10 N1 P1	17.3082175165072| 17.6642766621321	832.513410529999| 832.513410529999	4.93042230753008| 4.75071970779167	0.421577651117139| 0.905020199812633
16.03_716.5243m/z	716.5243	16.03	Accucore_C18_pos	401223.11	300325.99	1630988.50	1176846.32	582419.72	3697705.52	108965.49	322214.95	591966.57	2350510.02	85226.92	83792.17	267986.46	137646.50	1208707.94	402035.04	378128.80	255303.61	511672.37	1595309.89	301624.19	372188.39	606051.98	134984.97	282217.42	328522.49	191706.33	1563964.22	617693.54	423391.83	1516657.14	400411.18	658234.30	775038.15	759940.23	789077.93	PC(11:0/20:2)+H| PC(11:0/20:2)+H	(11:0/20:2)| (11:0/20:2)	PC| PC	C39 H75 O8 N1 P1| C39 H75 O8 N1 P1	15.8195458891676| 16.3263376842467	716.52248347| 716.52248347	12.5543669315029| 9.63992618206073	0.199585622844569| 0.280180377155428
24.59_954.8515m/z	954.8515	24.59	Accucore_C18_pos	398561.73	1201423.53	379489.15	544594.18	619833.02	802510.54	43328.80	111440.28	390927.06	827105.50	79060.30	71813.26	830259.84	89529.22	415524.96	2078058.92	5771302.15	660638.20	387404.96	217460.18	553564.05	779356.65	172937.59	167056.70	314331.54	1578514.92	406196.40	254850.84	323786.70	1976480.51	275126.04	329517.02	546380.43	865223.74	836523.46	900444.72	TG(18:0/18:0/22:5)+NH4	(18:0/18:0/22:5)	TG	C61 H112 O6 N1	24.59	954.8484	4.235455368	0.319867898
19.38_773.6562m/z	773.6562	19.38	Accucore_C18_pos	397425.74	422971.13	917337.06	826789.11	271797.34	1358968.50	48806.11	150334.12	259877.96	1594327.28	75737.07	51787.66	381122.44	96382.46	761234.74	414771.23	323193.96	459856.19	225395.53	583924.37	413729.05	481938.04	301631.38	92391.14	199536.16	466432.88	130132.33	692702.64	545399.12	458362.70	770500.02	291317.96	244258.34	545601.43	525234.60	544387.69	SM(d18:1/21:0)+H	(d18:1/21:0)	SM	C44 H90 O6 N2 P1	19.37	773.6531	10	0.934564803
19.36_586.5432m/z	586.5432	19.36	Accucore_C18_pos	392704.76	346910.41	402251.82	545901.33	366332.42	459912.19	260452.86	258711.93	336050.43	497141.52	394260.42	383821.21	391149.11	311148.79	493152.63	390029.34	343668.29	328624.54	387082.83	398838.41	390887.80	334960.80	424142.45	521079.37	374694.63	533876.50	516065.07	434637.08	470586.56	314443.27	453479.75	457575.09	532504.20	518398.57	487475.72	546478.22	DG(16:0/16:0)+NH4	(16:0/16:0)	DG	C35 H72 O5 N1	19.36	586.5405	46.97143685	2.156484676
16.82_790.5400m/z	790.5400	16.82	Accucore_C18_neg	391970.29	274809.03	1498815.02	1254937.45	380096.28	2648281.49	452038.98	921522.02	1830727.25	2126053.43	394424.54	303927.90	258679.75	480764.20	1255579.31	425208.72	362279.68	156017.41	1249881.91	1497743.32	287188.68	353274.17	364414.94	107266.44	250045.97	310395.71	197364.68	1754151.03	389516.04	347974.79	1789159.56	230049.74	1426744.50	1054695.07	991068.70	1014932.16	PE(18:0/22:6)-H	(18:0/22:6)	PE	C45 H77 O8 N1 P1	16.99	790.5392	4.542352742	0.732597779
16.69_867.5430m/z	867.5430	16.69	Accucore_C18_neg	389478.96	187337.08	1256034.31	1131155.95	393080.93	2790375.11	287611.73	577769.15	1138364.00	1994755.87	315122.51	276297.51	182867.27	530229.52	1181159.05	402209.85	284292.95	185900.25	1048786.11	1665727.18	272984.24	338730.92	385876.99	89076.45	225828.75	231336.09	198276.58	1344046.41	811591.48	302597.81	1455093.33	370662.81	893752.47	901224.72	870394.59	865023.94	PI(16:0e/22:6)-H	(16:0e/22:6)	PI	C47 H80 O12 N0 P1	16.68	867.5393	35.3842936	0.107986291
16.37_721.5864m/z	721.5864	16.37	Accucore_C18_pos	387969.79	690296.42	805502.69	934527.74	193305.32	1784865.17	18045.33	85621.33	147306.72	1555792.26	15983.24	16489.08	580279.67	32897.05	905375.12	751514.36	212189.54	484032.00	117281.45	886920.46	539825.48	550757.93	213394.66	60204.50	157391.27	756186.27	167912.23	862506.70	291907.59	643257.62	1080264.12	195452.09	126416.35	623499.75	577127.98	608799.20	SM(t18:0/16:0)+H	(t18:0/16:0)	SM	C39 H82 O7 N2 P1	16.37	721.5854	20	1.890983297
16.75_820.5151m/z	820.5151	16.75	Accucore_C18_neg	384283.82	53831.22	1209457.21	1069774.82	346222.19	3037254.77	103655.53	283627.67	644645.48	2283861.66	154653.85	81741.73	88980.34	200434.94	1168648.98	401986.49	269600.24	98930.58	513892.90	1575911.40	291534.78	408430.81	467768.39	95071.14	199011.23	129261.02	163117.31	1037314.58	838326.55	387741.47	1106800.21	380826.16	557725.62	756698.77	712772.58	747714.22	PS(17:0/22:6)-H	(17:0/22:6)	PS	C45 H75 O10 N1 P1	16.56	820.5134	41.45192233	0.133603557
5.18_496.3416m/z	496.3416	5.18	Accucore_C18_pos	382861.02	342509.10	462870.14	457419.47	322183.15	1161811.73	180687.00	234538.13	471921.28	808008.06	141542.74	116095.62	318435.79	147772.07	439101.92	552984.15	367216.72	264100.41	341917.82	557325.62	372417.24	384346.30	218477.04	221135.84	381375.74	437365.31	419368.33	581522.69	425894.49	519671.13	645303.25	225309.13	477261.30	516259.73	509924.12	535520.87	LPC(16:0)+H	(16:0)	LPC	C24 H51 O7 N1 P1	5.18	496.3398	29.37936596	7.432685513
18.07_906.6242m/z	906.6242	18.07	Accucore_C18_neg	381994.78	218135.97	925815.07	808349.55	408064.58	1286872.17	402915.70	754731.81	1344106.98	1175771.45	312039.31	331975.76	205630.17	468787.24	761223.23	345607.71	361073.85	189323.50	1043483.08	675254.76	280144.90	288950.06	404137.29	94666.38	302559.87	241178.05	206169.17	801978.77	296771.44	278578.80	852798.46	294650.61	1176122.82	713122.24	704401.39	715400.60	PS(22:5/23:0)-H	(22:5/23:0)	PS	C51 H89 O10 N1 P1	18.07	906.6230	3.797330564	2.225776973
17.79_816.5188m/z	816.5188	17.79	Accucore_C18_neg	381905.26	371353.32	859083.07	831281.13	314497.30	1425053.29	239983.91	513162.53	989815.03	1157640.80	234513.08	192697.35	382738.29	308406.52	798639.23	536721.06	294530.20	320029.56	771051.75	914363.10	417819.67	369818.87	329967.26	85726.81	217718.20	502437.98	137064.53	1039472.91	378923.23	381072.23	1045032.79	310066.15	823343.93	681149.20	690285.53	692323.42	PS(18:3e/22:5)-H	(18:3e/22:5)	PS	C46 H75 O9 N1 P1	17.80	816.5185	6.497425758	0.974581749
18.87_807.6368m/z	807.6368	18.87	Accucore_C18_pos	379883.13	416204.81	2476383.24	1903328.95	262498.94	2931171.04	156367.07	460625.53	845550.14	3874356.69	175547.99	159798.76	343933.36	250114.57	1803592.68	418862.60	185079.57	332440.45	721941.50	1283969.16	349340.80	377071.11	297164.76	36947.74	92503.13	397925.52	72346.27	2594194.62	375887.83	382695.15	2668948.98	174593.52	874186.05	1138957.60	1078540.27	1068520.92	SM(d18:1/24:4)+H	(d18:1/24:4)	SM	C47 H88 O6 N2 P1	18.86	807.6375	20.94176796	0.146319224
16.74_788.5447m/z	788.5447	16.74	Accucore_C18_neg	372345.45	257061.20	1188835.85	986168.65	496927.05	2224417.23	142639.34	342153.25	574608.85	1515967.13	137433.52	128257.82	265464.28	191936.60	963649.87	359456.39	386679.56	260811.19	535157.38	1270692.58	304927.79	366668.28	483373.96	133440.53	282911.70	293196.30	205579.38	1011525.20	775385.66	336595.23	1024446.56	378022.61	561003.26	682561.56	654647.82	679986.17	PS(17:1/19:0)-H	(17:1/19:0)	PS	C42 H79 O10 N1 P1	16.73	788.5447	3.312695595	1.908423885
19.21_840.6504m/z	840.6504	19.21	Accucore_C18_pos	372319.78	338858.50	922418.14	923386.13	227405.77	1905035.52	188944.45	361443.03	726318.86	1589528.20	202553.20	198785.71	289676.67	332522.47	834137.66	393596.83	1060824.13	303371.41	622313.78	879734.76	295499.52	383196.54	232621.44	59904.22	213339.45	343110.61	174734.70	798150.54	603728.09	495220.83	900725.35	257937.07	629445.04	648743.86	632438.45	635874.07	PC(16:1/24:2)+H	(16:1/24:2)	PC	C48 H91 O8 N1 P1	19.23	840.6477	7.758470581	0.231704644
