Compound	m.z	Retention.time..min.	Mode	Intensity	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E	QC1	QC2	QC3	LipidIon	FattyAcid	Class	IonFormula	RT_LS	mz_LS	mscore	tscore
23.82_926.8199m/z	926.8199	23.82	Accucore_C18_pos	3342559.18	5114062.55	2785781.47	4010616.58	6028510.36	8145352.84	200622.23	379772.70	1849866.23	6496491.94	275596.08	238826.07	3797381.36	371265.18	3408378.82	12752318.13	60496266.39	2876898.48	2105239.07	1995064.51	2477692.02	6402890.63	1686604.07	1973778.96	3720776.38	7059971.43	4369596.50	2725429.64	3755551.19	13941790.61	2618675.05	3688489.80	3276739.55	6885019.12	6677360.69	7090953.85	TG(20:1/18:1/18:3)+NH4| TG(18:0/16:0/22:5)+NH4	(20:1/18:1/18:3)| (18:0/16:0/22:5)	TG| TG	C59 H108 O6 N1| C59 H108 O6 N1	23.5549674384137| 23.8274804221064	926.81711547| 926.81711547	41.371570727832| 36.9132069706604	0.216920407875129| 0.147536491439514
18.06_862.6342m/z	862.6342	18.06	Accucore_C18_pos	3310540.81	2203611.44	9057561.87	7976053.53	3686563.06	14440159.50	2980847.25	6448370.48	12402418.90	12884996.01	2291412.94	2495765.64	2072845.36	3580633.48	7439666.67	3062806.54	3701414.76	1660478.91	8824882.51	6866196.55	2453395.03	2646363.75	3558275.07	818004.92	2575562.34	2280312.92	1723995.53	8363504.79	2966635.02	2974598.31	8733257.83	2657155.24	10639824.61	7068701.66	6674349.33	6910221.29	PC(20:0/22:6)+H| PC(20:0/22:6)+H	(20:0/22:6)| (20:0/22:6)	PC| PC	C50 H89 O8 N1 P1| C50 H89 O8 N1 P1	18.0620128616183| 18.3507367681709	862.63203347| 862.63203347	19.8829895933128| 9.63992618206073	0.220581497845034| 0.0865475021549651
19.73_838.6321m/z	838.6321	19.73	Accucore_C18_pos	3197264.63	3311130.78	5726300.33	5551834.51	2192623.26	16214996.98	916906.26	1991541.19	3700683.49	12478749.71	907296.54	852391.66	3083398.49	1119552.73	5182112.24	4436577.33	4124144.21	2613280.39	2800023.05	4904447.48	3336854.51	3024469.18	2216859.94	1019357.77	2273896.31	3552396.92	1412189.68	5304059.53	2614067.51	3440826.41	5163332.02	1883136.25	3559940.90	4298629.66	4131585.22	4173432.99	PC(20:0/18:1)+Na| PC(16:0/22:1)+Na| PC(20:0/20:4)+H	(20:0/18:1)| (16:0/22:1)| (20:0/20:4)	PC| PC| PC	C46 H90 O8 N1 P1 Na1| C46 H90 O8 N1 P1 Na1| C48 H89 O8 N1 P1	19.7093836812361| 20.033| 19.711	838.62962847| 838.62962847| 838.63203347	40.0999999999999| 32.8885640779856| 9.51934203027648	0.518420847489634| 0.341896154600753| 0.958899775505063
19.63_813.6881m/z	813.6881	19.63	Accucore_C18_pos	3120293.72	3473032.55	11100648.60	9647591.81	2261617.27	23627161.64	1140620.76	3041140.74	4012143.06	24102036.08	1174639.25	1157302.29	2934641.10	1362536.93	9103557.61	4872857.05	2230261.82	2629905.90	3904406.64	8261701.17	3120901.50	3119685.93	2189120.47	709294.72	1289222.99	3238948.78	1098603.47	14464732.30	2262511.36	3717068.09	12623319.13	2036064.86	4755188.13	6379217.38	6044605.17	6258360.35	SM(d18:1/24:1)+H| SM(d18:1/24:1)+H	(d18:1/24:1)| (d18:1/24:1)	SM| SM	C47 H94 O6 N2 P1| C47 H94 O6 N2 P1	19.6365022477129| 20.0573121865255	813.68440247| 813.68440247	20| 10	1.2449817572261| 0.854217423892767
20.53_837.6841m/z	837.6841	20.53	Accucore_C18_pos	3092322.66	4077882.98	4140474.37	4166021.84	5111617.98	7917512.78	116853.72	218004.32	509657.24	6803093.42	72107.12	58103.01	3752056.55	104211.57	4072185.24	5770368.23	17730675.10	2658364.98	499732.34	3169063.68	2090162.18	4259789.47	2815089.32	1435296.05	2959135.87	4353655.29	2236196.85	3015581.63	4096241.02	8198659.39	2848468.08	4976628.09	737841.71	4576062.19	4377313.04	4344225.59	SM(d20:0/24:4)+H	(d20:0/24:4)	SM	C49 H94 O6 N2 P1	20.53	837.6844	13.57144056	0.298405379
16.11_881.5194m/z	881.5194	16.11	Accucore_C18_neg	3051805.74	506161.49	7293589.66	6712156.84	3574891.39	23578380.01	2925587.98	7439388.43	13585502.27	12289437.05	2398601.50	2012954.87	560486.72	3178023.49	7355888.03	1197755.61	2176292.81	314844.67	9919909.59	11813546.65	830446.73	1072809.86	3668765.79	695008.36	1710274.14	736502.84	1296455.15	11682260.03	3265360.15	971052.27	12508241.00	2463459.86	12511985.64	6622920.12	6418904.45	6617633.24	PI(18:1/20:5)-H| PI(16:0/22:6)-H	(18:1/20:5)| (16:0/22:6)	PI| PI	C47 H78 O13 N0 P1| C47 H78 O13 N0 P1	15.7492634997131| 16.0944668288011	881.51855653| 881.51855653	70.112949561489| 101.451100469275	0.144056164365466| 0.196858835634533
16.41_818.5698m/z	818.5698	16.41	Accucore_C18_pos	3032644.73	2479563.64	15329738.96	12337654.80	3498638.57	31168484.34	1626691.85	4469475.29	7809232.54	22728975.05	1322286.29	1247322.97	2288546.08	1989027.90	12427763.51	3168678.00	2820410.20	1830969.89	6040534.37	14342279.68	2200183.88	2575214.42	3432822.67	967418.16	1832333.01	2651291.54	1433136.65	15374232.36	4278503.91	2896611.47	16397736.73	2267698.27	7665840.44	7666976.36	7391925.42	7603336.51	PC(17:1/22:6)+H	(17:1/22:6)	PC	C47 H81 O8 N1 P1	16.39	818.5694	19.88298959	0.145144361
22.92_860.7720m/z	860.7720	22.92	Accucore_C18_pos	2985688.44	3393280.03	3304485.69	4235472.50	7516936.89	9958737.88	396917.39	426597.80	1094343.78	7071074.85	383917.82	381187.91	2476534.56	504192.64	3583469.35	7673660.87	43757294.78	2666891.19	1589865.02	2524348.84	1213523.59	6028649.75	2624110.00	2654752.06	4242672.11	4371548.79	4802816.39	2461795.58	9211448.85	12589513.12	2502634.88	8121485.40	2014656.55	6742345.77	6501656.01	6770416.08	TG(16:1/17:1/18:1)+NH4	(16:1/17:1/18:1)	TG	C54 H102 O6 N1	22.92	860.7702	55.12926473	0.095114937
15.34_778.5402m/z	778.5402	15.34	Accucore_C18_pos	2907149.31	3006249.81	10332155.13	8290213.67	2915277.01	18854272.06	1665735.87	3525675.60	6646281.30	14489511.88	1308803.42	1387990.69	2899021.60	2304150.40	8209765.95	2698555.42	1468704.09	2146013.85	5457979.71	8764433.03	1619183.43	1665942.05	2785549.51	500005.68	1205021.41	3374822.63	915511.61	8729252.97	4200718.50	2787911.06	9201358.84	2049018.43	6399928.64	5615145.34	5372298.99	5582332.08	PC(16:1/20:5)+H| PC(16:1/20:5)+H	(16:1/20:5)| (16:1/20:5)	PC| PC	C44 H77 O8 N1 P1| C44 H77 O8 N1 P1	15.3013516876936| 15.6901877703747	778.53813347| 778.53813347	19.8829895933128| 19.8829895933128	0.646965813454394| 0.256413813454395
20.84_888.7069m/z	888.7069	20.84	Accucore_C18_pos	2885360.47	3522870.57	2363611.99	2895139.27	7540464.34	8433549.70	35788.86	58154.63	626594.58	5081544.80	8600.43	8721.91	3382315.27	76600.76	2782398.49	7750205.59	46418472.79	1328226.69	756939.44	1739932.58	526524.38	4268626.85	2945940.10	2463490.99	4359983.43	4380062.27	3155750.59	2875581.68	3521739.24	13080116.37	2066681.63	6404955.47	1748507.48	5959946.63	5688338.35	5930120.15	TG(18:4/14:0/22:6)+NH4	(18:4/14:0/22:6)	TG	C57 H94 O6 N1	20.84	888.7076	18.89336756	0.371691307
16.98_794.5721m/z	794.5721	16.98	Accucore_C18_pos	2868931.66	2011577.63	9930471.70	7639667.61	3082500.55	15194235.28	1228644.24	3167028.04	6250376.16	11999119.29	1268534.98	1033108.63	1888970.72	2041975.23	7462779.61	2922790.50	1625831.14	1676935.76	5044888.45	7977955.10	1729224.16	2062928.74	2875085.09	333007.73	993718.68	2293072.00	874922.55	7456551.95	5434620.05	2862778.23	7350647.89	2699431.09	5542834.50	5663766.01	5400890.41	5522131.24	PC(17:1/20:4)+H	(17:1/20:4)	PC	C45 H81 O8 N1 P1	16.75	794.5694	19.88298959	0.188876295
21.18_1042.7888m/z	1042.7888	21.18	Accucore_C18_pos	2861679.02	6057776.01	4241876.53	6193614.42	1874875.85	14122362.97	148361.02	373169.85	931607.08	9701703.13	119879.28	137552.31	5802358.65	172782.48	5361154.18	9902197.26	29090973.85	2784221.58	838665.45	4655751.08	2939136.45	4707085.86	917400.67	1464456.90	2726961.85	8162711.34	1677069.20	5648489.55	859100.90	9259045.14	6512938.65	908974.16	1491625.99	5559776.45	5405759.83	5693171.66	TG(22:5/22:6/22:6)+NH4	(22:5/22:6/22:6)	TG	C69 H104 O6 N1	21.17	1042.7858	3.60013414	0.609313128
16.21_806.4988m/z	806.4988	16.21	Accucore_C18_neg	2860340.67	174146.75	9494939.82	9748152.68	3446230.33	34064540.29	1745832.76	4298083.84	10244307.25	18191370.24	2032487.22	1263174.16	233429.09	2553818.40	11088389.99	1277956.08	2813898.31	186226.77	6553200.29	16297190.12	921620.13	1413512.08	4442330.32	1013858.86	2332504.37	339799.83	1678936.21	14880796.00	4102514.65	1140218.12	17628554.10	2906783.03	8897863.69	7471496.69	7146039.37	7385361.42	PS(16:0/22:6)-H	(16:0/22:6)	PS	C44 H73 O10 N1 P1	16.21	806.4978	41.40663289	0.314895284
15.56_854.5705m/z	854.5705	15.56	Accucore_C18_pos	2854988.26	2257652.50	8970423.77	6424955.50	3583307.76	22737346.44	2632067.98	6294039.68	9643751.72	13729495.72	2073294.87	1910752.43	2055851.99	3077908.54	6970407.75	2484407.24	2030615.10	1350720.29	7546034.11	10243151.69	1429869.94	1684490.13	3474409.02	690676.51	1469557.12	2122091.69	1211514.26	10169272.41	4051478.20	2247767.68	10567599.25	2299363.02	9162192.83	6045842.84	5794878.46	6171161.09	PC(20:4/22:6)+H| PC(20:4/22:6)+H	(20:4/22:6)| (20:4/22:6)	PC| PC	C50 H81 O8 N1 P1| C50 H81 O8 N1 P1	15.5083414262471| 15.777605300064	854.56943347| 854.56943347	19.8829895933128| 19.8829895933128	0.719699508528488| 0.411742712356902
21.35_840.7106m/z	840.7106	21.35	Accucore_C18_pos	2822865.06	3313660.05	2069149.76	2665932.33	7849236.03	8660066.36	209481.43	165750.54	784456.02	4999327.21	165923.16	168039.64	3238475.77	289292.22	2896506.18	8016939.28	50341023.45	1784120.75	918414.50	1823346.61	919966.40	5440113.29	3219855.85	2749223.93	5095697.60	4342329.92	3938155.09	2517484.98	4448201.16	13807945.85	1866389.19	7465393.10	1659927.48	6033939.04	6035841.35	5996324.66	TG(14:0/14:0/22:6)+NH4	(14:0/14:0/22:6)	TG	C53 H94 O6 N1	21.41	840.7076	58.91765499	0.219492634
17.37_911.5656m/z	911.5656	17.37	Accucore_C18_neg	2797905.16	2338776.52	7380937.53	7061426.63	2574103.37	15277035.62	1179904.51	2546605.20	5540354.19	11725469.10	1238121.10	987523.88	2675869.51	1695770.70	7258558.42	3698337.98	3063775.37	1716437.60	3848497.37	7711161.39	2455493.91	2727278.89	2794065.43	917435.88	2134581.28	3481610.18	1239214.84	7347723.42	3741067.47	2801744.90	7707694.19	2268082.12	4373990.31	5139027.28	4995872.06	5105500.23	PI(18:0/22:5)-H| PI(18:0/22:5)-H	(18:0/22:5)| (18:0/22:5)	PI| PI	C49 H84 O13 N0 P1| C49 H84 O13 N0 P1	17.3674800037398| 17.6932982445724	911.565506529999| 911.565506529999	77.819415363883| 13.4413513278911	0.0645193716774616| 0.366367846907406
17.39_705.5921m/z	705.5921	17.39	Accucore_C18_pos	2793602.21	5184233.20	6547863.80	6859615.26	2671196.75	13398169.77	113371.28	762351.83	1422081.68	11992880.65	153776.00	121586.16	4485696.48	188650.17	7377370.42	3919947.69	2511185.69	4031280.92	1350575.84	6144842.53	2390362.38	2830651.50	2756552.92	573359.27	1684871.11	5683223.81	1209615.14	5741505.36	4001247.95	3440812.75	6350090.62	1988080.29	1160196.44	4554026.92	4217453.07	4410338.23	SM(d18:0/16:0)+H	(d18:0/16:0)	SM	C39 H82 O6 N2 P1	17.35	705.5905	13.33333333	0.770234759
22.29_998.8136m/z	998.8136	22.29	Accucore_C18_pos	2781782.15	3826919.81	2434091.19	3777284.59	3836331.55	9023073.34	117741.34	248930.70	1011290.26	5356898.82	101560.08	97528.60	3541332.66	175682.19	3230353.54	8757056.77	44543705.84	1691464.60	1014016.04	2491911.38	1432739.05	4779514.31	1306950.01	2082363.32	4021743.22	5306339.94	3071652.93	3189145.54	1761056.63	9676055.48	3403280.52	1830989.24	1766220.78	5490517.30	5147410.04	5383418.89	TG(18:1/22:5/22:5)+NH4| TG(18:0/22:5/22:6)+NH4	(18:1/22:5/22:5)| (18:0/22:5/22:6)	TG| TG	C65 H108 O6 N1| C65 H108 O6 N1	22.2878009313106| 22.7005561975733	998.81711547| 998.81711547	35.0340399852035| 21.2951528958578	0.73951437181134| 0.243400641200782
17.27_720.5562m/z	720.5562	17.27	Accucore_C18_pos	2712314.67	979216.42	13031357.52	10153918.18	3072940.03	24258419.75	735108.81	2909127.06	5240570.77	21034498.94	749017.36	654912.35	882087.70	1373091.10	10692960.34	2280133.61	1341003.60	1095170.39	5843713.29	12477631.40	1778200.68	2420873.27	3110332.24	392937.82	912179.65	1320819.34	673993.46	10760395.49	8411524.52	2515502.28	9953534.63	3086017.67	5565109.12	6575012.24	6327557.22	6736739.58	PC(15:0/16:0)+H	(15:0/16:0)	PC	C39 H79 O8 N1 P1	17.26	720.5538	9.639926182	0.236815273
21.84_880.7388m/z	880.7388	21.84	Accucore_C18_pos	2682133.74	2924613.14	2325595.50	2955347.53	5233985.90	8138118.40	738774.47	506105.60	1170855.51	4968347.42	722337.11	666209.85	2688921.95	834425.31	3051611.35	6499881.55	40768783.22	2007586.09	1219692.44	2289168.93	1486197.10	4930865.22	2328439.72	2675345.52	4157752.85	4038008.08	3274911.78	2540366.24	4604206.57	9989138.96	2289310.89	5549599.36	1865605.08	5503787.33	5327897.54	5427514.79	TG(18:3/17:1/18:3)+NH4	(18:3/17:1/18:3)	TG	C56 H98 O6 N1	21.83	880.7389	4.219452206	0.352862132
17.51_814.5014m/z	814.5014	17.51	Accucore_C18_neg	2661825.19	2240048.24	4393885.09	4237310.75	1859589.97	6274207.77	2338656.39	4977752.33	7465547.42	5220192.31	2169986.17	1770060.00	2351402.79	2643800.88	4255661.58	3276062.99	1962189.19	1881916.57	6431998.01	5005950.54	2703851.39	2679849.50	1946294.91	687524.45	1411302.68	2731457.54	970837.01	5493714.10	1873795.06	2537648.64	5539306.75	1504320.38	6931591.59	4281843.08	4427555.41	4396645.06	PS(18:3e/22:6)-H	(18:3e/22:6)	PS	C46 H73 O9 N1 P1	17.51	814.5028	10.45239511	1.235336796
17.80_794.6072m/z	794.6072	17.80	Accucore_C18_pos	2633976.90	2012691.70	17292777.81	14931545.71	1999764.11	26069907.28	793349.85	1924576.90	4143491.05	27369397.95	710471.40	629018.70	1965628.06	1076336.69	14011271.31	3868460.14	2433717.36	1737192.46	2833912.51	10253550.41	2760015.23	3073809.74	1965122.60	586657.30	1460016.18	2507938.58	832997.80	14245127.75	3127956.71	3485056.39	14886834.01	1554030.20	3068257.33	6736261.63	6392168.16	6647077.59	PC(18:1e/20:4)+H| PC(18:1e/20:4)+H| PC(18:1e/20:4)+H	(18:1e/20:4)| (18:1e/20:4)| (18:1e/20:4)	PC| PC| PC	C46 H85 O7 N1 P1| C46 H85 O7 N1 P1| C46 H85 O7 N1 P1	17.507| 17.786348006226| 18.179	794.60581847| 794.60581847| 794.60581847	18.1200928757632| 17.544223341788| 9.15511601683141	0.0622152435696072| 0.113810756430392| 0.364210084308616
22.14_856.7381m/z	856.7381	22.14	Accucore_C18_pos	2628993.63	3211327.58	2461915.86	3192955.73	6533597.48	8156239.46	425636.47	303908.37	967795.97	5253326.15	329696.87	354040.57	2544001.07	550965.36	2918823.42	7019922.17	36026799.24	2034667.53	1256912.04	2138250.52	1108370.86	5004397.76	2713986.20	2257282.95	3790214.00	4051216.44	3538270.43	2506077.41	5700448.62	11367418.85	2227786.50	7207227.36	1980800.71	5717912.46	5492861.56	5560381.54	TG(16:1/17:1/18:3)+NH4	(16:1/17:1/18:3)	TG	C54 H98 O6 N1	22.15	856.7389	7.678056908	0.280085881
16.29_792.5552m/z	792.5552	16.29	Accucore_C18_pos	2618841.29	2053117.29	13592449.33	10927009.78	3133197.66	31247392.84	1818528.04	4785766.85	9559952.49	21298562.67	1431670.95	1276137.05	1932901.63	2107258.68	11044011.91	2697826.54	2033768.99	1378181.35	6754909.59	13041183.16	1827691.40	2128618.05	3093816.53	674879.67	1470571.54	2341141.80	1039685.32	13962665.89	3569099.67	2539856.05	14020972.39	2017759.10	8556582.03	7067448.98	6749557.58	6975437.21	PC(15:0/22:6)+H	(15:0/22:6)	PC	C45 H79 O8 N1 P1	16.26	792.5538	19.88298959	0.038093847
18.83_858.6252m/z	858.6252	18.83	Accucore_C18_neg	2592826.07	2599493.80	6441418.39	6225923.00	2058588.40	10006951.38	922196.85	1794786.21	3566652.89	9722015.61	886756.62	779326.92	2377301.54	1183243.54	5865252.58	3266147.64	2323664.25	2346438.20	2829005.56	4965686.23	2586158.35	2853233.69	2073608.37	670284.66	1787381.78	2943242.14	1283032.25	4938152.65	2238756.38	2681435.86	5344661.99	1540906.14	3008048.84	4069685.82	3954956.75	4031795.80	PS(18:1/23:0)-H| PS(18:1/23:0)-H	(18:1/23:0)| (18:1/23:0)	PS| PS	C47 H89 O10 N1 P1| C47 H89 O10 N1 P1	18.8242644589177| 19.1146485638539	858.622960529999| 858.622960529999	6.74413464933433| 5.86458026264743	2.09123673365429| 1.94324940032095
21.97_842.7264m/z	842.7264	21.97	Accucore_C18_pos	2583595.78	3692008.75	1918899.47	2649819.10	7623129.17	9061872.02	60613.00	120145.70	767204.47	4632307.54	64773.28	54713.21	3228949.70	137468.06	2517372.46	8386471.99	52332068.27	1260456.71	817095.94	1566780.54	770656.05	4468706.10	3015995.85	2259702.07	4076809.92	4918846.54	3082028.11	3047065.08	2325174.17	13400453.15	2349067.89	5573310.59	1968347.82	6222481.48	5863631.90	6031601.25	TG(18:4/14:0/18:1)+NH4	(18:4/14:0/18:1)	TG	C53 H96 O6 N1	21.77	842.7232	54.10793024	0.077785716
21.04_864.7069m/z	864.7069	21.04	Accucore_C18_pos	2512542.09	2738607.72	2207712.23	2533033.03	7207774.61	7942651.20	43194.75	100399.02	521851.94	5187188.88	31436.36	20895.17	2727604.04	92535.24	2492051.16	6526710.33	35902006.52	1762606.84	652946.63	1765701.81	756727.25	4287964.14	2727538.40	1737802.42	3379872.09	3562188.00	3169143.87	2075206.12	5179776.15	12435153.11	1521797.45	7745230.36	1129187.62	5056094.84	4841073.22	4987135.46	TG(18:4/16:1/18:3)+NH4	(18:4/16:1/18:3)	TG	C55 H94 O6 N1	21.00	864.7076	7.061600893	0.026859736
15.21_752.5253m/z	752.5253	15.21	Accucore_C18_pos	2504272.50	2531854.00	8003545.58	6364938.61	2578079.98	14999030.37	1836331.99	3615944.13	6894103.29	11160908.74	1373555.81	1296946.37	2476690.99	2065006.74	6318120.45	2538069.24	1089408.71	1499922.01	5112401.01	6504689.13	1270991.22	1251207.36	2403078.40	351610.91	867630.23	2580696.50	613367.54	7662853.71	2091280.14	2455458.70	7572273.60	1726027.94	6499064.77	4641735.50	4454847.42	4747472.12	PC(14:0/20:5)+H	(14:0/20:5)	PC	C42 H75 O8 N1 P1	15.19	752.5225	19.88298959	0.407766199
17.19_770.5708m/z	770.5708	17.19	Accucore_C18_pos	2450637.56	2179562.59	8691922.05	6961544.00	2796330.94	14159791.91	445961.72	1425176.50	2401712.47	12666729.59	428631.79	412676.89	2017391.57	795367.50	7172165.75	2569040.61	1768162.90	1788656.32	2495413.41	6371576.41	1743966.94	2632219.44	2739563.32	472999.02	1061723.39	2405861.70	925029.37	6875951.87	3982491.07	2901079.60	6706652.47	1842293.52	2548850.58	4369790.56	4189658.49	4342106.91	PC(17:1/18:2)+H| PC(17:1/18:2)+H	(17:1/18:2)| (17:1/18:2)	PC| PC	C43 H81 O8 N1 P1| C43 H81 O8 N1 P1	16.8593318749703| 17.1697907422902	770.56943347| 770.56943347	13.0542806524781| 19.8829895933128	0.201695059915772| 0.144817079250323
21.33_992.7730m/z	992.7730	21.33	Accucore_C18_pos	2439400.31	2971713.50	2828005.78	3825192.04	2408343.40	9411227.32	70461.40	152554.35	768798.93	6226482.42	66171.80	59862.07	2643698.21	126087.84	3534461.82	6853421.21	33362944.74	1748299.84	856327.90	2935636.88	1274866.20	3648645.81	1061272.52	1540330.66	2522235.92	4544103.26	1753829.88	2470457.23	1349700.65	8315850.50	2748681.07	1621084.19	1503320.23	4468188.94	4421812.17	4584963.18	TG(20:4/20:4/22:6)+NH4	(20:4/20:4/22:6)	TG	C65 H102 O6 N1	21.29	992.7702	5.292184632	0.412854223
23.14_936.8035m/z	936.8035	23.14	Accucore_C18_pos	2389443.63	3242854.36	2234793.27	3029817.03	4618050.06	7633189.60	71927.55	196190.28	1185515.15	5304072.31	89853.17	61910.52	2479784.49	182717.46	2814096.99	8608620.63	38785703.71	2299102.77	1482730.69	1945550.46	1538118.99	5042105.46	1534613.59	1865180.40	3020469.24	4703117.56	3176883.64	1957002.17	3812599.01	10302845.85	2013043.85	3419930.96	2201037.89	5398084.85	5149338.50	5352419.43	TG(18:1/17:1/22:5)+NH4| TG(17:0/18:1/22:6)+NH4	(18:1/17:1/22:5)| (17:0/18:1/22:6)	TG| TG	C60 H106 O6 N1| C60 H106 O6 N1	22.8066743336286| 23.1278883820914	936.801465469999| 936.801465469999	16.6812657010682| 9.40199621160047	0.456071684080299| 0.123036247652271
17.18_720.4986m/z	720.4986	17.18	Accucore_C18_neg	2378729.33	2446022.78	6341392.99	5416267.91	1462239.12	8063327.74	1051790.28	3115967.52	5586072.38	10263632.16	986405.30	908191.40	2631202.34	1449281.99	5165493.21	3257718.61	963154.72	1533241.71	4608444.79	3342431.90	1715161.88	1485256.96	1457770.99	216198.28	565780.32	3261071.77	374228.87	4612932.47	1372206.99	2311435.87	3987228.00	1374448.91	5871191.61	4074541.68	3760188.22	4092709.37	PE(16:1e/20:5)-H	(16:1e/20:5)	PE	C41 H71 O7 N1 P1	17.17	720.4974	53.12413594	0.781329219
17.17_744.5555m/z	744.5555	17.17	Accucore_C18_pos	2339288.93	1610203.86	6676519.16	5179489.64	2413900.56	11310786.50	664904.23	2366517.85	3882513.02	10311895.25	549257.99	498076.13	1532719.32	849588.79	5458251.13	2391081.21	1622052.98	1100493.06	3292450.58	5013164.61	1587944.33	2346791.54	2331786.32	446385.05	966613.69	1768164.00	773974.43	7000588.74	1724225.42	2585756.72	6382909.74	1395417.30	4147795.05	4051098.20	3808396.51	3975825.33	PC(15:0/18:2)+H| PC(15:0/18:2)+H	(15:0/18:2)| (15:0/18:2)	PC| PC	C41 H79 O8 N1 P1| C41 H79 O8 N1 P1	16.7501050996346| 17.1562567840022	744.55378347| 744.55378347	13.0542806524781| 9.63992618206073	0.103775627928921| 0.352132729333623
17.65_764.5245m/z	764.5245	17.65	Accucore_C18_neg	2332174.44	3021779.04	7317434.10	6668540.53	2221067.74	8957240.89	1438730.20	2212143.13	4475166.51	9705997.29	1684604.82	1353205.96	3104637.27	2050890.80	6512791.30	2400284.31	1609323.16	2034729.79	3298075.13	4361556.58	1553499.96	1529388.42	2264064.56	680489.35	1242166.96	3728955.30	972994.11	4769506.64	2607491.80	1964551.66	4609751.15	2079923.57	3681811.68	4137442.83	4016013.41	4152303.65	PE(16:0/22:5)-H| PE(18:0/20:5)-H	(16:0/22:5)| (18:0/20:5)	PE| PE	C43 H75 O8 N1 P1| C43 H75 O8 N1 P1	17.3018187534034| 17.6535371479218	764.523580529999| 764.523580529999	28.7395387692173| 35.4906142804893	0.0964684663783481| 0.449900211737869
17.64_822.6030m/z	822.6030	17.64	Accucore_C18_pos	2277105.67	2199426.13	7687697.78	6358126.56	2202193.46	13568670.47	999004.89	2333673.89	4889362.32	10421460.88	978524.62	891370.99	2063672.36	1472606.11	5887484.56	2764261.59	2220537.46	1705825.90	3678901.37	5928936.35	1907687.45	2156556.75	2011829.68	455907.55	1274471.00	2414350.70	946210.61	6163113.10	3478280.86	2584532.42	6203512.23	2012553.17	4031634.66	4501418.68	4236260.14	4328883.64	PC(19:1/20:4)+H	(19:1/20:4)	PC	C47 H85 O8 N1 P1	17.59	822.6007	19.88298959	0.092983627
19.33_802.6341m/z	802.6341	19.33	Accucore_C18_pos	2268759.49	2368845.10	5059740.29	4807736.34	1831007.08	7698764.07	469389.97	1025864.32	1822624.85	7893168.09	498591.87	431150.05	2282812.52	677318.52	4617453.13	2666639.20	3530103.35	2254706.47	1528574.05	3384549.46	2134079.06	2606950.20	1593224.24	700848.96	1575405.11	2539694.63	1278631.28	3684866.33	2432437.83	2768601.31	3590986.99	1532138.28	1770345.71	3175402.21	3070817.71	3178717.63	PC(16:1/21:0)+H	(16:1/21:0)	PC	C45 H89 O8 N1 P1	19.30	802.6320	16.16907208	0.251071755
17.02_830.4960m/z	830.4960	17.02	Accucore_C18_neg	2262771.84	684751.05	4753447.59	4530078.32	2886842.73	6447775.19	1987850.19	3657277.50	5084238.84	5575546.87	1919418.92	1647064.17	733375.96	2286672.80	4682517.54	1454693.25	2071893.84	490401.37	4334466.29	5533981.81	1141283.38	1305985.76	2942303.16	834386.57	1715996.84	854903.05	1264575.52	6090451.90	2475117.17	1216372.66	6079431.36	2238870.88	5065639.97	4078849.51	4185387.32	4194782.40	PS(18:2/22:6)-H	(18:2/22:6)	PS	C46 H73 O10 N1 P1	17.00	830.4978	6.963343804	0.820186463
16.31_856.5853m/z	856.5853	16.31	Accucore_C18_pos	2241992.51	1391187.93	7941576.49	5821678.17	2654519.90	20474722.28	1695549.35	3751185.74	7933206.38	12564872.44	1440564.58	1318656.18	1236372.43	2197103.77	5960891.16	1876809.02	1898419.87	1293445.23	5574243.91	10347759.22	1376366.83	2141611.55	2688190.96	566864.98	1217537.27	1578731.71	1314619.20	6376635.94	5904870.82	1942268.46	7958992.48	2286881.25	5912851.81	5027307.82	4788399.84	5030482.54	PC(20:3/22:6)+H	(20:3/22:6)	PC	C50 H83 O8 N1 P1	16.28	856.5851	19.88298959	0.342814206
16.27_677.5604m/z	677.5604	16.27	Accucore_C18_pos	2223879.66	5497698.51	5691772.86	5570720.68	1915553.61	11023345.06	405812.87	800767.43	2049604.80	9987823.88	363573.58	290447.75	5029708.70	426770.76	5829914.97	3687327.93	2231236.58	3932588.56	1308401.87	4111948.56	2235475.54	2216522.74	1944231.74	681209.67	1786876.44	6094947.79	1253873.92	3849003.45	1739262.95	3057546.60	4395942.46	1366754.68	1480074.13	3852485.21	3612509.94	3721169.86	SM(d14:0/18:0)+H	(d14:0/18:0)	SM	C37 H78 O6 N2 P1	16.24	677.5592	13.33333333	1.076440432
