Class	M27_KV_E	M12_EX_E	M9_EX_E	Y8_KV_E	M21_DEV_E	AY10_KV_E	AO13_KV_E	AO10_KV_E	M7_EX_E	AY3_KV_E	AY1_KV_E	M29_KV_E	AY2_KV_E	M8_EX_E	M18_D6_E	O9_KV_E	MA_M2_E	AO8_KV_E	M24_DEV_E	M4_D6_E	M5_D6_E	Y9_KV_E	O13_KV_E	O11_KV_E	M28_KV_E	O8_KV_E	M10_DEV_E	Y6_KV_E	M19_D6_E	M13_DEV_E	Y7_KV_E	AO3_KV_E
PE_MediumChainFA	0.00616317543109596	0.00198819735887964	0.00273080189004839	0.00201263836352484	0.00140502300489331	0.00180911676253936	0.00124349817167012	0.00182420927706016	0.00175381271288312	0.00127612337956385	0.00114929709903741	0.00664403879854025	0.00165695661055444	0.00229505832354934	0.00472459031371833	0.00288114492566527	0.00676125404926491	0.00174864475269696	0.00161353755060193	0.00469651915449068	0.00420698176336002	0.00166869639481964	0.00159375888334145	0.00234125768507953	0.0064475389397505	0.00182154080980553	0.00159191499316415	0.00178098430377175	0.00590305655752402	0.00197686084424134	0.00153976909791547	0.00130184365752986
PE_PUFA	4.26619961442736	5.62432570173246	5.79618762989396	5.44871454961699	6.00485024025597	6.86625802132281	7.00315808993148	6.48162924672494	5.50326711838056	6.85462303749486	6.3106088464324	4.80059413081807	6.1776023403188	5.88638753057021	4.8149478828882	5.28309183057438	4.25298568125137	6.25364407352789	6.3734886215862	4.94112091830654	4.50225405566269	5.0943729243768	5.95852120585149	5.4727696931286	4.6884114886425	4.88170314404078	6.73250248759699	3.95236879339378	4.49341658430347	6.86804987261157	5.02240758549858	6.51514668362809
PE_PUFA_2	0.248311770547086	0.346088777580175	0.330995459844527	0.263013355758509	0.343612718498743	0.17642149231111	0.173268794734538	0.15032331853633	0.328859095127891	0.183207005492258	0.182380403223321	0.261723627566829	0.181366523219686	0.332406970211761	0.300803260140141	0.331608428257604	0.287023574504363	0.15100594749059	0.334523345863383	0.363181988218106	0.324079389226275	0.24508419198237	0.312031223915287	0.315085741565805	0.255431169237258	0.284838658941757	0.350003247341579	0.246591403266149	0.283128637743152	0.360606043524453	0.258915343815647	0.153203114759273
PE_PUFA_3	0.0309280849480243	0.0774759161017779	0.066392811869188	0.080688645120975	0.0930473434490177	0.0835825896574061	0.081689527723172	0.0827859792070129	0.0698084721926727	0.0944696251083765	0.0934606589681297	0.0316965619329077	0.117612129491906	0.0682153782385213	0.0357598333025059	0.0469572882711156	0.05442977698659	0.101262358135671	0.10382407033759	0.0350331023173197	0.0405044404380542	0.0720593389359993	0.039594036187705	0.0466061227413513	0.0346315615855703	0.0701410766901732	0.0557604853073823	0.146133395505456	0.0390042480569722	0.0615803964269423	0.103450389995023	0.0801458359066623
PE_PUFA_4	0.211812496034162	0.199501337840213	0.2122091276419	0.160325968629477	0.168289416416753	0.274637357438418	0.22145121842177	0.258822484856577	0.194992595609768	0.323810409055834	0.275153408689685	0.232028897836017	0.304387078471034	0.216165704471084	0.154136956868442	0.130665902103258	0.23051071349694	0.233752364065856	0.16229935404946	0.169201695703847	0.150453555350024	0.150632919291461	0.127863446816253	0.130820160722072	0.230193163832321	0.134174651645071	0.161156953877355	0.170858437981574	0.152383008335003	0.158535280237851	0.180658353441762	0.210401665339427
PE_PUFA_5	0.806282162520325	0.690798504216184	0.732897167738916	0.753356683362214	0.678921050769078	0.85291623065521	0.785364047744395	0.779311682865333	0.664106543547602	0.908853142491761	0.875377053717062	0.92281978704141	0.873175481211196	0.719706876330889	0.762246754235834	0.666451824319825	0.734486823276764	0.750936702485962	0.645908533813003	0.688898324531849	0.562473005169487	0.708737765132374	0.729292800096061	0.710532039303692	0.91485391448457	0.639947850419842	0.704931235859992	0.580600312016979	0.701442073283203	0.701644012509659	0.830809538370145	0.766808685862309
PE_PUFA_6	2.96886510037776	4.31046116599411	4.45369306279943	4.19132989674581	4.72097971112238	5.47870035126066	5.74138450130761	5.21038578125969	4.24550041190262	5.34428285534663	4.8842373218342	3.35232525644091	4.70106112792498	4.54989260131795	3.56200107834128	4.10740838762257	2.94653479298671	5.01668670134981	5.12693331752276	3.68480580753542	3.42474366547885	3.91785870903459	4.74973969883618	4.26972562879568	3.25330167950278	3.75260090634394	5.46065056521068	2.80818524462362	3.31745861688514	5.58568413991267	3.648573959876	5.30458738176042
PE_SFA	2.07547407744432	2.55078506704992	2.73710585333719	2.74769779377252	2.62278552079737	3.14148113964635	2.92408305318834	2.63440043696955	2.48366809432406	3.29668365791393	2.93466753152858	2.32173944822426	2.82883914204632	2.78897868045687	2.15135390304135	2.61988045777938	1.97970371313505	2.52645464791934	2.92444166854525	2.14843652362383	2.07299564810681	2.58270751123663	3.17762235474855	2.82413324321495	2.24509489972536	2.48733348659915	3.13845668388189	1.85082588135549	2.08222974811581	3.1882349006338	2.51770754526999	2.68205426268179
PE_VeryLongChainFA	3.32418271916419	4.64467929968043	4.81853664886563	4.59126450042619	5.11194118233148	5.79499971986829	6.05707566564801	5.51737348389925	4.56216190957996	5.67677879981167	5.20596423673935	3.75765871584099	5.01093068136673	4.90575237667047	3.95696175591511	4.52052487297571	3.31784663752308	5.31917009210539	5.51458888143399	4.08500664730903	3.75564906635584	4.29788672391644	5.16883062068838	4.70877070341421	3.65800397035615	4.12047686561679	5.85781916265958	3.15420769036598	3.67270378671738	5.99970163774519	4.08411190684274	5.60607155730755
LPC_LongChainFA	0.0638703771041914	0.022573150097945	0.0281665151111212	0.0425493170771308	0.0332367758549728	0.05131219690707	0.0286109661022176	0.0330128113924774	0.0283422906742592	0.0421365699579125	0.0323077039357594	0.073521533603699	0.0314980753754446	0.0269955324667778	0.0847673931696186	0.069049400063107	0.0722873623657008	0.028279622394379	0.031168740593044	0.0786761530400508	0.0747270436973261	0.0308116667924763	0.123230206352715	0.110459697233703	0.0719293745229711	0.150215433856983	0.0279797335908048	0.0454930778442609	0.0907527489414068	0.0300766969140921	0.0398932064813912	0.031812242587506
LPC_MUFA	0.0277409853333141	0.00919858547002844	0.0107985271830137	0.0157649849425821	0.0123554061070052	0.0140149352187601	0.0102955223524856	0.011475575967931	0.0136315207788728	0.010141384396496	0.00873089773898405	0.0317765252371398	0.00794467732642128	0.0109470097344841	0.0272332094771088	0.0289376730151984	0.0303540070607419	0.0100696573664857	0.011235339326785	0.0296455284970126	0.0269654592080453	0.0110855012136923	0.0467530524191875	0.0486240017408496	0.0282572207291481	0.073940099654156	0.0111827161119121	0.0212884823115819	0.0310418668617953	0.0111893542802331	0.0161510788325485	0.011570388646324
LPC_PUFA	0.00580686468566912	0.00189046992236256	0.00204778232871176	0.00288866449028897	0.00290579639053953	0.00885854830003233	0.00522706519446881	0.00656533080425851	0.00322404631899815	0.0078651295588934	0.00644178404021346	0.00646175693985591	0.00667998725775018	0.00268263016440986	0.00473885203892888	0.00561311048570717	0.00449931377934358	0.00417369808387675	0.00279864906021689	0.0049112103788052	0.00500092868099583	0.00317375686272779	0.0152702064398333	0.0116942234516663	0.00774795436771599	0.0193823321602095	0.00359459292718718	0.00555009330282872	0.00648316705359985	0.00395814142102063	0.00419586923934333	0.0064439768464278
LPC_PUFA_2	0.00142830027483689	0.000406955309424062	0.000486428861601493	0.00103499508786261	0.000495671322447761	0.00140981614528708	0.000608275797326387	0.000664331383243941	0.000479741235973131	0.00137356940009369	0.00161824717283637	0.00134021141970134	0.00117389114175023	0.000476665276558139	0.00111950070236854	0.00146209591849558	0.00151693105859516	0.00062533968618002	0.000537882205783135	0.00151050885239869	0.0012797552182404	0.00083480251020804	0.0039840931583403	0.00326016782846701	0.00154528784948169	0.00622273331151904	0.000531532852216808	0.00192494914818585	0.00145525783982959	0.000609844858172436	0.00167714752665885	0.000701404435266923
LPC_PUFA_5	0.000411378608724453	0.00017737869571459	0.000188331028249554	0.000267873083157965	0.000328950726593575	0.000827489790902038	0.000481877065852801	0.000641758802624931	0.000295143327713606	0.00063203359627107	0.000827159056533722	0.000460599866402972	0.000681621094582651	0.000226283390529064	0.000357176828433332	0.000420268746262296	0.000309904016458322	0.000436567704580682	0.000263611961161777	0.000330272390054223	0.000320779482134582	0.000286374825757237	0.000865229529388293	0.000729714879782987	0.000514830662785279	0.00110750494406133	0.000357521796626686	0.000347795931672393	0.000455935248967354	0.000368319568742156	0.000322061219486874	0.000621501159346138
LPC_PUFA_6	0.00396718580210778	0.00130613591722391	0.00137302243886071	0.0015857963192684	0.00208117434149819	0.00662124236384321	0.00413691233128962	0.00525924061838964	0.00244916175531141	0.00585952656252864	0.00399637781084337	0.0046609456537516	0.0048244750214173	0.00197968149732266	0.00326217450812701	0.00373074582094929	0.0026724787042901	0.00311179069311605	0.00199715489327198	0.00307042913635229	0.00340039398062085	0.00205257952676251	0.0104208837521047	0.00770434074341632	0.00568783585544902	0.0120520939046291	0.00270553827834369	0.00327734822297048	0.00457197396480291	0.00297997699410604	0.00219666049319761	0.00512107125181474
LPC_SFA	0.0746898035694215	0.0300336709600276	0.039750503486378	0.0594657590661061	0.0348610510530703	0.0965557291090145	0.0519907163333593	0.0541294378647628	0.0314873779577038	0.112610711070616	0.0943519720336686	0.0844476723215553	0.0764806042245783	0.0401009114846992	0.103087542732971	0.0780915735253158	0.0906271344217836	0.0511371695389956	0.0398676146879573	0.0948518865156729	0.0885027041519468	0.0534163901701274	0.213574914478182	0.117181122668164	0.089746304752326	0.130615789871975	0.0362347594720385	0.0438689590515511	0.104106979102162	0.0371403026342638	0.0650125479604119	0.049089543162624
LPC_VeryLongChainFA	0.0443672764842133	0.0185495762544736	0.0244302978869823	0.0355700914218464	0.0168854776956421	0.068117015720737	0.038902337778096	0.039157533244475	0.0200006543813156	0.0884806550680927	0.0772169498771068	0.049164420894852	0.0596071934333053	0.0267350189168154	0.0502922110793901	0.0435929569631144	0.0531930928961682	0.0371009025949789	0.0227328624819152	0.0507324723514399	0.0457420483436619	0.0368639814540712	0.152367966984488	0.0670396506269766	0.053822105326219	0.0737227878293579	0.023032334920333	0.0252144568217008	0.0508792640761507	0.0222111014214254	0.0454662895509126	0.0352916660678698
DG_LongChainFA	34.9265907386904	11.1980987866957	13.7565756900247	38.058443850696	5.65470750870453	54.8892759213561	23.7916943742877	19.2777129198826	7.71808402936964	120.287409056721	95.8962674620765	34.2275694534606	61.2841007827301	13.0752566641993	44.7064253032382	45.3911680859134	43.6761263537909	27.2431605646421	18.5040449266316	65.836819110427	36.3953236155537	43.4096094184586	170.215885747001	58.8977475996648	39.5843349475507	79.1443883014656	13.5463237691916	26.0092333381829	40.6225119601658	13.0903760380679	49.0841242724873	23.9194207059629
DG_MUFA	0.247332834587229	0.374495455147994	0.355639852561735	0.262195673499895	0.282022819810962	0.287813574737175	0.189092198331977	0.121345744709134	0.269422194602475	0.348134182101592	0.358336091247061	0.220251954864822	0.242408564091176	0.370816701191667	0.349751676731942	0.611314755258812	0.288749748048536	0.192600382260692	0.422418929002665	0.371602484654565	0.388142801467041	0.256082331785689	0.642477994294629	0.437657356201184	0.296675975847543	0.502334859158043	0.370331892451156	0.258859463102815	0.400157905752839	0.35798261143698	0.333152332868571	0.157092045201853
DG_PUFA	0.17040597437042	0.381057623803689	0.350538241943987	0.145376310579188	0.276716188005619	0.126393588389661	0.110881299236803	0.0775604679560695	0.292654017842635	0.150026722967592	0.143540524571037	0.150892637233404	0.126932481969276	0.375640227754456	0.28419271532656	0.445772031989034	0.213097047364749	0.121302613721929	0.376103883665041	0.290002132065892	0.312538954974187	0.13773429286354	0.349821891349142	0.308111100562627	0.217592670700232	0.274779407942134	0.377893467398282	0.143295369612838	0.307298324854711	0.34932910252666	0.161975617925942	0.104650608834108
DG_PUFA_2	0.00826867083056985	0.0127974109166176	0.0112458930952087	0.0087465578273162	0.00863887233861795	0.00702271070491313	0.00490893298574573	0.00315894485438463	0.00742327946507399	0.00901983341872237	0.00937353164660489	0.00604617513151655	0.00665915610155555	0.0112769426709795	0.0104489207778974	0.0208640014584796	0.0101159129199732	0.00607871021901756	0.0130337056087636	0.0123835183369108	0.0121568980536583	0.00750614053898678	0.0170509386433267	0.0128615407789264	0.00861627028658818	0.018432726442499	0.00936347576504707	0.0121846427827244	0.0138947864508418	0.00982644440167722	0.0121192074997458	0.00385610467246241
DG_PUFA_4	0.0268488925928507	0.0578397753922736	0.0538616975551119	0.00691909642249254	0.033670403123993	0.00630190719813673	0.00530860638402083	0.00789064508339338	0.0499113029740349	0.0142440685847138	0.00833959815259203	0.0221558151475962	0.01043213283696	0.0525005315619605	0.0325265430648217	0.0247519188143968	0.0408622298507793	0.00994800799864675	0.0288939658674129	0.0346313921407148	0.0299256615575909	0.00761258179014052	0.021419890363457	0.0232387175939734	0.029875669117454	0.0181968060822922	0.0352809691239931	0.014502777289503	0.0322489111985237	0.0344675118336569	0.0105066395164997	0.00772514350309103
DG_PUFA_6	0.135288410947	0.310420437494798	0.285430651293667	0.129710656329379	0.234406912543008	0.113068970486612	0.100663759867036	0.0665108780182915	0.235319435403526	0.126762820964156	0.12582739477184	0.122690646954291	0.10984119303076	0.311862753521516	0.241217251483841	0.400156111716157	0.162118904593996	0.105275895504265	0.334176212188864	0.242987221588266	0.270456395362937	0.122615570534412	0.311351062342359	0.272010842189727	0.17910073129619	0.238149875417343	0.333249022509241	0.116607949540611	0.261154627205345	0.305035146291326	0.139349770909696	0.0930693606585544
DG_SFA	34.7396577470412	10.7807440854201	13.3747244401417	37.8875733284645	5.34618471573387	54.6760160708813	23.6314674310708	19.1917248226063	7.41105170121995	120.151721306181	95.7092219812337	34.0625380199558	61.1464739862775	12.675626218	44.4575101951681	44.8251043340638	43.4239974400163	27.1019691372564	18.0870845974078	65.5604624447955	36.0576283083073	43.2514398210583	169.910385056234	58.571046302103	39.3629738024207	78.7987973043345	13.1659887146092	25.795195296945	40.3082949161665	12.7246966984733	48.873994383198	23.815671447554
DG_VeryLongChainFA	0.230805817308413	0.338198377676036	0.324326844622664	0.236701461847513	0.250216214845912	0.200947312652031	0.139746554351857	0.1129181153889	0.25504388429542	0.362473154529168	0.314831134975344	0.206113158593458	0.231714249607921	0.346826482746842	0.385029283988496	0.491023035398259	0.249717881638628	0.172711568596993	0.381562483443848	0.385247951088878	0.362986449194867	0.235647027248879	0.686799194877094	0.419067159201994	0.292907501417795	0.4315232699691	0.367890305266987	0.188116791477805	0.393239186608192	0.341632374369021	0.284998061505225	0.157993395627028
PC_EtherLinked	0.303351590621882	0.401943254848518	0.426804326028432	0.220773259227499	0.31250493180099	0.384610536878503	0.355580623844868	0.371930996609839	0.403118904316115	0.395397248177737	0.316160172770348	0.319977703133927	0.340290234979853	0.429017591535553	0.353682034993962	0.294954279422981	0.287820768207704	0.3226472766697	0.324055664054547	0.341692734496478	0.327231270663682	0.218607420268223	0.321671168980286	0.268867964768771	0.316728776415688	0.236551753256203	0.392400854911675	0.164289681957942	0.356572504637988	0.397579033016448	0.184896446029194	0.307790536951634
PC_LongChainFA	21.0758660466167	18.8163982805228	20.2443573759327	20.8237504687426	19.484567158102	22.2677813039627	21.808126181217	19.1978615197029	18.4180765910563	22.4227386601994	19.6297039066271	22.3817279811725	18.9005352801799	20.2539101525158	22.6113386039351	22.7780966901649	20.2394511876097	19.2265207222818	21.8207818704252	22.4852184262523	21.9651735108444	19.9864746923215	25.0877612579034	23.0645782695212	22.264045792345	20.5189755140634	21.9627314561008	16.7475380300146	22.5642392919283	22.0611992610274	19.3073209322584	19.971574721145
PC_MUFA	10.5106934819173	8.89013773633126	9.54698308601781	9.90487589684795	9.30536637335331	9.9564510944415	9.54725607718517	8.74965841229298	8.60167923076409	10.1859495498298	8.92232801250983	11.1555695193974	8.6461646937908	9.57582759575204	11.053562000365	10.9931337916393	10.0859127669909	8.63866623045278	10.4048817748256	10.9980386278543	10.7719101932685	9.46488342222804	11.9583568952004	11.0827267182681	11.1260568223703	9.96721902242659	10.3289327429596	8.09491318650597	11.0648257475157	10.4562278325313	9.18611397356298	9.01316481364921
PC_MediumChainFA	0.478490419354795	0.591574616264034	0.587013295607612	0.586867969083515	0.674795890789207	1.20133060307458	1.00733461954514	1.16246310304371	0.585770185085981	1.19599261876949	1.09343107697389	0.500344829706071	1.18534694193368	0.571258157386102	0.532452646243168	0.351619730426786	0.429584726710345	1.02720183613928	0.632779082254736	0.378335315433483	0.354139978827721	0.541505650276599	0.410035160371254	0.387132968757249	0.491740642917487	0.446733800223037	0.681700850917325	0.500114776276215	0.539504091040238	0.690297247724691	0.563275447539764	1.09732585865137
PC_PUFA	5.51741939080172	5.72506382975166	5.87547024018063	5.37338296022878	5.99279708221331	8.73956410171618	8.01931496734118	8.16765900158569	5.48488333249831	8.30700827753687	7.20641138732018	5.75341036060936	7.45601031627956	5.84338524842371	5.79054743539244	5.69298272134872	4.99199584344622	7.31241781952327	6.30683201957116	5.31826196770498	5.36032902073213	5.14810696826309	5.77479957470091	5.66480467412081	5.67247286843924	5.24293170066426	6.44695859457815	4.50204475350522	5.79988531316936	6.66237974542331	4.78862972530066	7.55854359447665
PC_PUFA_2	0.358703758336466	0.338412685418782	0.359829525087977	0.362386699785808	0.35999830435937	0.27815713575728	0.266989297108765	0.270398353594432	0.336971267407734	0.304823212442486	0.283049198334767	0.367316979660339	0.302399365648902	0.352169063196376	0.384278065135967	0.430202326404471	0.409134086193115	0.295461392155376	0.361617640222467	0.390949772491285	0.395284268141379	0.344447579018591	0.452219467246099	0.418591610474016	0.373604369855552	0.412527448463107	0.308999788103005	0.363623699577113	0.407945465366035	0.326024094504461	0.364903857153442	0.271479800625981
PC_PUFA_3	0.0662622554790218	0.0950303428722915	0.0864331997141078	0.103655541229522	0.1217328750374	0.114662831262097	0.117536729129943	0.119391650191225	0.092624847787598	0.109589775333285	0.103306466797077	0.0647367746410294	0.120829399374596	0.0861242609758941	0.0706720232411739	0.07965213477198	0.0796604800680301	0.130312040102423	0.127249213785615	0.0641655831570204	0.0734174791246845	0.0983467238330171	0.072011875240949	0.0792890901974044	0.0664528822822745	0.0887258670290593	0.0887317802220617	0.125710492955397	0.0795075326737347	0.0953924114547238	0.106993492537351	0.115766605512992
PC_PUFA_4	1.02737170932976	1.03646500849998	1.07430667789466	0.95786370550786	1.07391791817453	1.78388085677037	1.51392210776864	1.67009649499953	1.00712469381985	1.79112802206208	1.61927379581565	1.07190396245279	1.71777709289963	1.03360206435993	1.06515719753266	0.831476267147881	0.990428865116677	1.48908593794149	1.01044906037603	0.921194538228684	0.875319151800952	0.890216849988674	0.819300002414628	0.830915815430737	1.05605959170651	0.849135737485129	1.07920726745971	0.871703896704821	1.09521194687878	1.09263805692445	0.954206546945443	1.53994219027723
PC_PUFA_5	1.8606753663899	1.92817729094467	1.99442599594175	1.83628648085494	1.93367865830111	3.51803764970253	3.23824469149204	3.2570611549953	1.79875443161583	3.34374223199246	2.78269525781545	1.95470667495916	2.865803914018	2.01361465553796	1.95871561719913	1.8104124907724	1.59113068489278	2.8559617828072	2.19521902360312	1.72098605987479	1.71575050751731	1.76945435818886	1.93759398478725	1.91153120742296	1.9164025536652	1.77287565988268	2.37813713455996	1.45758842468596	1.92638172094711	2.43228227714684	1.59930240661059	2.99692304362909
PC_PUFA_6	2.20440630126656	2.32697850201593	2.36047484154213	2.11319053285065	2.5034693263409	3.04482562822391	2.88262214184179	2.85071134780521	2.24940809186731	2.75772503570656	2.41808666855724	2.29474596889605	2.44920054433844	2.35787520435355	2.31172453228351	2.54123950225199	1.92164172717562	2.54159666651679	2.61229708158393	2.2209660139532	2.30055761414781	2.04564145723395	2.49367424501198	2.4244769505957	2.25995347092971	2.11966698780429	2.59188262423342	1.68341823958193	2.2908386473037	2.71604290539284	1.76322342205384	2.63443195443136
PC_SFA	8.81814091074756	7.84207522600138	8.50109822860296	9.26714665854835	8.23544449017108	9.58257582558546	9.58937266986438	7.87820799846803	7.81883153630682	9.59611337465218	8.62480260739633	9.44007078948561	8.07342296994004	8.45176183381145	9.59952988676731	9.83789181607847	8.51577259122906	8.26378352358066	9.19103916539962	9.55074785833759	9.20556353205247	8.9023977411821	11.0610065441376	9.98563048128831	9.34296466153625	8.78986823484682	9.26169083820616	7.23306033737201	9.53784523432968	9.16677638344199	8.71072512668936	8.65139201451444
PC_ShortChainFA	2.47929236298981e-05	3.4402322672766e-05	2.85541354988481e-05	1.96252812864736e-05	1.83636241619941e-05	3.12696165754952e-05	1.96785867522973e-05	2.10349181312806e-05	2.7292502787519e-05	1.22127678919908e-05	1.74421778112813e-05	1.48755582199734e-05	1.5504051351188e-05	3.97228736142546e-05	3.17278585302536e-05	2.90507588358286e-05	1.96220830265017e-05	1.07192026190649e-05	2.73590387019828e-05	4.16716458282266e-05	5.00889612621628e-05	2.02819779131331e-05	2.96116543656508e-05	2.95387701599299e-05	1.58066322115386e-05	3.21415100721421e-05	3.84000664218308e-05	1.32632054912998e-05	4.07788852675193e-05	5.00484056897864e-05	1.12572892613115e-05	1.63628873755022e-05
PC_VeryLongChainFA	3.59298361068492	3.4496054727308	3.51757155369524	3.3544796796188	3.68507010056555	5.19298065563723	4.69495760826874	4.80585652452764	3.30291977301996	4.8647765921621	4.34572899572091	3.78485396737346	4.42911379828857	3.47335932825553	3.65166052473627	3.68761016656632	3.20933550886381	4.28264071106039	3.7717850445909	3.34300823811738	3.34367416833323	3.20489346881797	3.61668719267532	3.54878655422401	3.70025904366186	3.269453110255	3.78444601768123	2.74447795961042	3.65335413767809	3.930304968334	2.99858996976756	4.46089634328069
