"LipidIon"	"FattyAcid"	"Class"	"nfur.PreD.Y.1"	"nfur.PreD.Y.2"	"nfur.PreD.Y.3"	"nfur.PreD.Y.4"	"nfur.NonD.2"	"nfur.NonD.3"	"nfur.NonD.4"	"nfur.D6d.1"	"nfur.D6d.2"	"nfur.D6d.3"	"nfur.D6d.4"	"nfur.D1m.1"	"nfur.D1m.2"	"nfur.D1m.3"	"nfur.D1m.4"	"Ast.PreD.Y.1"	"Ast.PreD.Y.2"	"Ast.PreD.Y.3"	"Ast.PreD.Y.4"	"nfur.Dexit.1"	"nfur.Dexit.2"	"nfur.Dexit.3"	"nfur.Dexit.4"
"TG(16:1/14:0/18:3)+NH4"	"(16:1/14:0/18:3)"	"TG"	0.0226644318061989	0.00891320398909715	0.0111028000169694	0.0280682416483761	0.00283616901104961	0.00238986435458883	0.00188043793535398	0.0218144420670439	0.00368298993217986	0.0201804050110155	0.0453321231781892	0.0103195935053169	0.011526807630813	0.010200652352884	0.0136861818019879	0.000755535485526484	0.000723636489581334	0.000661881069923574	0.000832386796754247	0.00269945292678802	0.00342851816906177	0.00397560621247635	0.00387006532496034
"TG(16:1/17:1/18:1)+NH4"	"(16:1/17:1/18:1)"	"TG"	0.0456897793695931	0.0162206692199378	0.0386835926392948	0.0592950629073639	0.00681523390152622	0.00595883943499409	0.00568061640037042	0.0381344382349544	0.0109978430100449	0.0418990809473371	0.0740319342153692	0.024173055400208	0.0216761696985248	0.026746552051491	0.0267486178240585	0.00741774829085429	0.00667158824912752	0.00682822292424065	0.00644966176819155	0.00774011377493244	0.00955855814861207	0.00889729260293537	0.00907235723477965
"TG(15:0/16:0/22:5)+NH4"	"(15:0/16:0/22:5)"	"TG"	0.0632946143050985	0.0227672214365676	0.0547012884613566	0.0891565646106226	0.0101854242978392	0.00934102857532209	0.00856275923997043	0.06130700804597	0.0163550381534038	0.057151160749941	0.111036874842614	0.0334924482127499	0.0331039082443412	0.0384979924469914	0.0424412421783827	0.00514956266504121	0.0050754790274794	0.00491087414068098	0.00628541800459889	0.010209871664673	0.0124499914288539	0.0128517426717235	0.012827760629457
"TG(16:1/14:0/16:1)+NH4"	"(16:1/14:0/16:1)"	"TG"	0.0282791466516048	0.0109317310894272	0.00665388873062424	0.025270251357691	0.00303327934863262	0.00418133273928029	0.00361943968664407	0.0230599514130466	0.00588421259212393	0.0251109825040555	0.044933163415854	0.0205430132602047	0.0180708903198319	0.0102989675431748	0.0177014197675129	0.00743205257396797	0.00584671793097043	0.00661477633107595	0.00476513454995925	0.00426001268726883	0.005956806750523	0.00365970196571486	0.00512408109098601
"TG(18:1/22:5/22:5)+NH4| TG(18:0/22:5/22:6)+NH4"	"(18:1/22:5/22:5)"	"TG"	0.0296817962402057	0.0107931233071444	0.00867071454394979	0.0191471422317109	0.00723509262178684	0.00849634230148314	0.00844067960113808	0.0958138319107906	0.0374529405287181	0.0577182955686923	0.103857853389011	0.072283099071428	0.0694512147917233	0.0478691344892762	0.0873360374106723	0.00298692796326764	0.00338550514212762	0.00308661747988823	0.00287614699904049	0.00928151214435763	0.0137782640861979	0.0104784975978856	0.0142080270416023
"TG(20:1/18:1/22:5)+NH4| TG(16:0/22:1/22:6)+NH4"	"(16:0/22:1/22:6)"	"TG"	0.0157695026035062	0.00494520725813329	0.00425724151397201	0.00976540809181562	0.00198552024728337	0.00298567028938643	0.0025548885789277	0.0190706426470828	0.00782415722933868	0.0179955403999829	0.0290232289030871	0.0138311438065332	0.0142497657801684	0.0126270233462076	0.0142304160841886	0.00220618314337065	0.00185867799134309	0.00217401875384371	0.00299418392836444	0.00327779092362807	0.00417971143390699	0.00348418758297287	0.00383763059193016
"TG(18:0/8:0/10:0)+NH4"	"(18:0/8:0/10:0)"	"TG"	0.00301428368503888	0.00351964921493755	0.0019243610777455	0.0036818916241736	0.00142855910381136	0.000703999874787642	0.000695511327275081	0.00262853991901809	0.00630280266076866	0.00360937545936512	0.00294656388000024	0.00349539565519635	0.00409434847383297	0.00390586939567887	0.00322742742416063	0.00553272331745827	0.0106262384307759	0.00935892661219165	0.00663493900196528	0.000740821501757319	0.000734698500880683	0.000218505894652439	0.000986565172133624
"TG(16:0/16:0/16:0)+NH4"	"(16:0/16:0/16:0)"	"TG"	0.0512335007461751	0.0285098667263564	0.0268845084035032	0.0425203319795378	0.0193489513527421	0.021009622910722	0.0204715909719884	0.07608333672486	0.0446954166091129	0.0575281399041981	0.0727823496208605	0.0532684719058762	0.0469935054867854	0.0438857679340888	0.0515906019879176	0.0408766939474226	0.0481724505962818	0.0415624738560796	0.0346890914312036	0.0186148051128584	0.0224119328062747	0.0144151699796019	0.0212679406301387
"TG(15:0/22:6/22:6)+NH4"	"(15:0/22:6/22:6)"	"TG"	0.015457698149125	0.00541787777307865	0.00944147194780609	0.0168850816366521	0.00357889847547022	0.00370040507456506	0.00319874621781207	0.0179131217465425	0.00545629742204858	0.0198704389520753	0.0324922388238114	0.0110514487653952	0.0132135612982686	0.0088313688835084	0.0131552949402902	0.001251449008108	0.00119746861231995	0.00113949046641356	0.00115279703441328	0.00346109396082366	0.00439003529141934	0.00415698479393597	0.00478405038550574
"TG(16:0/14:0/18:3)+NH4"	"(16:0/14:0/18:3)"	"TG"	0.0706999958076256	0.0257027562620629	0.0301444672511987	0.0747947689621186	0.00855000105043478	0.00845174288125108	0.00711447127257653	0.0653255617621594	0.0113217503334695	0.0617516662677474	0.126602187723595	0.0365553056962847	0.0361590569141358	0.0289797669494219	0.0427069741716787	0.00561929692564009	0.00509148453522314	0.0052606081103059	0.00482555029117597	0.00858499016758974	0.0115093059375268	0.0108019849982056	0.0121066307984942
"TG(20:0/16:0/18:1)+NH4"	"(20:0/16:0/18:1)"	"TG"	0.00928449664440896	0.00370864355320544	0.00340303047802846	0.00664330835304742	0.0020152756744931	0.00207225357597853	0.00189789631497505	0.0167897372485405	0.0118279551201166	0.0116259279606789	0.0382610562787237	0.0154983698120987	0.0128682810572855	0.0125782085461311	0.0150630940476757	0.00641448357522544	0.00962315773876052	0.00698283817622866	0.00583688161312188	0.00291513725490881	0.0036838582192532	0.00206589902349014	0.00291553930390001
"TG(16:1/17:1/18:3)+NH4"	"(16:1/17:1/18:3)"	"TG"	0.0397128021319505	0.0167762298141754	0.0239391040289292	0.0526200539249722	0.00577284613083034	0.00606602474193076	0.00505675063892016	0.0348856683845153	0.0100448716577388	0.0347805355318431	0.0668454765867664	0.02287686215498	0.0222666785262018	0.0204059097734031	0.0247885693335937	0.00795446175303066	0.00572935573468854	0.00634193234561197	0.00704798114068045	0.00576655814197538	0.00720582013249977	0.00661008133653145	0.00738965683395095
"TG(14:0/14:0/22:6)+NH4"	"(14:0/14:0/22:6)"	"TG"	0.0477095747481474	0.0199032116331753	0.0186802754325753	0.0545049251079982	0.00492266894091585	0.00609363705813027	0.00423643142150568	0.0398403683699067	0.00833741191773305	0.0378087559491068	0.0811968603609176	0.0236058584195618	0.0283451527343437	0.0178931479038033	0.0265698335019736	0.00391487135231896	0.00288335405872566	0.00301009578721725	0.00370064301448204	0.00484658009209721	0.00601644071507248	0.00629048312297056	0.00733315573013256
"TG(18:0/22:5/22:5)+NH4"	"(18:0/22:5/22:5)"	"TG"	0.00987806565382075	0.00311414490904978	0.00332922043797974	0.00649153323496584	0.0019594675400952	0.00223773400055736	0.0022212953417088	0.0275738074013866	0.0121541641064115	0.0182890073811327	0.0326663016887648	0.0213870551530703	0.0214222885327694	0.0168248253667499	0.0253526408155232	0.000794492562658285	0.000669368705492053	0.000606505327546777	0.000958044211193868	0.00273437233954923	0.00390003329286552	0.00311562953727781	0.00364468973942414
"TG(18:3/22:6/22:6)+NH4"	"(18:3/22:6/22:6)"	"TG"	0.0325290532951986	0.0133625044231957	0.00754872920805533	0.0224312224432279	0.0102537636292372	0.0101839578379761	0.00897520326403537	0.0441700124201893	0.0106978958366891	0.0340889550894973	0.0708677544868597	0.0302377954654955	0.0352664752491626	0.0186953313898303	0.0331942476687026	0.000904766230567946	0.000690180001438858	0.000509707182097247	0.00138857693155586	0.010305845321807	0.0126729029205945	0.0108357009385452	0.0115482393338374
"TG(22:5/22:6/22:6)+NH4"	"(22:5/22:6/22:6)"	"TG"	0.0113959535892656	0.00567081898633033	0.00360780478650235	0.00663643131075115	0.0125695910544136	0.0136723140427005	0.0147834214273384	0.0492092022567847	0.0266366154960372	0.0327142195438051	0.0544473018271587	0.0431543974553086	0.0507858492187177	0.0279232717448642	0.049945970302614	0.00277262909174728	0.00208321977802924	0.00246397593361304	0.00221024359948872	0.00993576914579272	0.0139776668562131	0.0122073225535753	0.0135729655150231
"TG(18:0/18:0/22:5)+NH4"	"(18:0/18:0/22:5)"	"TG"	0.00376749656731369	0.00106899613319686	0.00135974622546176	0.00240580773930186	0.000587098727198099	0.000616873004310686	0.000624496009179321	0.0103269626943178	0.00501680442644272	0.00541652421675275	0.0116225841062771	0.00855870346480175	0.00726695014735027	0.00662561489938527	0.00965861170787805	0.000809745655499667	0.00137388196372989	0.0012863916596842	0.00114526302361337	0.00088887938181763	0.00122903292063063	0.00104071867475666	0.00105199473161045
"TG(16:0/14:0/16:1)+NH4"	"(16:0/14:0/16:1)"	"TG"	0.0954425605231122	0.035756065336537	0.0239634249584107	0.0820112720334734	0.0105789603310343	0.0164238546281654	0.0134104988629023	0.0798767079123082	0.0204753129457469	0.0822016637092507	0.142307622484276	0.0648808482786425	0.0618475519069702	0.0329101271372103	0.0583092230437548	0.0198082145317723	0.0151476040831556	0.0168926416210162	0.0138305934573626	0.0130856679374317	0.0181705551262289	0.0115128503278006	0.0164773775351982
"TG(20:1/18:1/22:6)+NH4"	"(20:1/18:1/22:6)"	"TG"	0.0274886131665196	0.00834717766931588	0.00669481730337209	0.0164459054640085	0.00318374615374352	0.00440627582206591	0.00404780869029641	0.0387529422011589	0.0127268309151164	0.0309037360401884	0.0560199985632605	0.0243570585779539	0.0219420051072335	0.0222876229286558	0.0276634964963631	0.0020580985574901	0.00233891290801919	0.00256948768374974	0.00286149804527856	0.00487979229234329	0.00643855861381473	0.00622749022835046	0.00634843615985978
"TG(18:1/18:1/22:5)+NH4| TG(16:0/20:1/22:6)+NH4"	"(18:1/18:1/22:5)"	"TG"	0.0958751150155544	0.0340677590443541	0.0424151622183356	0.0742181929260926	0.0187708529987104	0.0215117070349639	0.0198615379545614	0.126953272542496	0.0415190119172057	0.112090348575375	0.185015868238674	0.0774563460967346	0.0805245755342168	0.0661212922303276	0.088361399888831	0.0113110625815048	0.00983408796231636	0.0102113293839416	0.0124747475660026	0.0205068969194077	0.026994855073052	0.0230243610176089	0.0272932375480051
"ChE(22:6)+NH4"	"(22:6)"	"ChE"	0.00587881143774309	0.0020711866524333	0.00165564774373641	0.00331262306619678	0.00593125838384548	0.00556501496645482	0.00507547507045793	0.00318493830721587	0.00637997185474783	0.00597520618067376	0.00909051331418118	0.00453056217706714	0.00161553222626743	0.000807810789905269	0.00559792937991936	0.00316266878484613	0.00127446888653095	0.00295262393020765	0.00181156926017262	0.00514967052768094	0.0069907714015354	0.0130580153009769	0.00655940913200883
"ChE(20:5)+NH4"	"(20:5)"	"ChE"	0.00348078500238501	0.000967407903542408	0.000525566463229846	0.00219292120997038	0.000816335250555083	0.00150576818408515	0.00117148652023397	0.000762529044611832	0.000556919165354009	0.00131991509821762	0.00319765465899456	0.000849352621292193	0.000320687523141405	9.97527308607359e-05	0.00119716938275842	0.000112792463736897	5.82425004591817e-05	9.29534545035984e-05	0.000214000264367385	0.00105559194666135	0.00147665912198226	0.00256419769064239	0.00134044331873676
"Hex1Cer(d18:1/14:0)+HCOO"	"(d18:1/14:0)"	"Hex1Cer"	0.00213063049028619	0.00237949600301603	0.00158723338259714	0.00124783935117835	0.0164940574042516	0.0288846909777785	0.025418398675058	0.00182188985551946	0.00198983332088942	0.00186023646120192	0.00161604205944793	0.000353381414041013	0.000605028211320958	0.000785353288742644	0.000822966804720713	0.00410617669381339	0.00327944821303687	0.00316775931611706	0.00361988849451427	0.0218381858124891	0.0190867572193657	0.0261058526765547	0.0210538456215803
"Hex1Cer(d19:0/20:0)+HCOO"	"(d19:0/20:0)"	"Hex1Cer"	0.00830248704805291	0.00943290101212295	0.0126584292936312	0.0106619176644821	0.0201265556108583	0.0208628539586776	0.0201539883532507	0.0233049999979179	0.0260198391288949	0.02657062638402	0.0240630308993633	0.0228357997913166	0.0252446132236158	0.0307485302085895	0.0276698771633567	0.0043215629278056	0.00657820866317878	0.00534048211392531	0.00692356994907155	0.0164092054752605	0.0215118530999326	0.0195011277427665	0.019540208327365
"Hex1Cer(d15:1/22:6)+HCOO"	"(d15:1/22:6)"	"Hex1Cer"	0.162709582304882	0.204414276975615	0.130236728728821	0.214205198260495	0.0985992146759589	0.0817818753531175	0.0768116397305151	0.159677305198822	0.185774287899479	0.176475933026526	0.171143884413282	0.0853412559928469	0.150996792695329	0.194571507248961	0.187531619501025	0.257128043331591	0.441598680390219	0.310378663765506	0.262526348871745	0.067953814284731	0.0736540857325845	0.053796546498026	0.0752699150497582
"Hex1Cer(d15:0/22:6)+HCOO"	"(d15:0/22:6)"	"Hex1Cer"	0.354870206278169	0.395428435852981	0.266150990476831	0.448676904223773	0.211669678313791	0.179264739190826	0.162812076176584	0.341278356104504	0.436362653452334	0.393195141482464	0.335935167789974	0.285968235645414	0.337958117398776	0.440929227593953	0.388578118450125	0.577780070704685	0.839965677854976	0.773772104708329	0.506836739804388	0.158578821944761	0.170137703797064	0.11841363899962	0.16552675518664
"LPE(20:4)-H"	"(20:4)"	"LPE"	0.00116138139718182	0.00214153044964704	0.00289747322117446	0.00208745407791294	0.00123162830103629	0.000854569999597376	0.000690520272906731	0.00738070302487085	0.00365209525104181	0.00422052203518238	0.002872239521179	0.00318349527271678	0.0027078676787454	0.00538866627619595	0.00325597517164594	0.00206557795216024	0.00192774473224558	0.00251975011284893	0.0030411935684171	0.000887462242576658	0.0010379982969411	0.000993980235822243	0.00139973289864584
"LPE(16:0)-H"	"(16:0)"	"LPE"	0.00537347652318086	0.00555880333585639	0.0044453817200139	0.00543588663116027	0.00623815238682638	0.00595904384619961	0.00617922304128089	0.0117724913401321	0.00506517337120154	0.00494212629529815	0.00572791155937361	0.00344030783774788	0.00424081659799379	0.00375617432331004	0.00510637091125239	0.00564971774968127	0.00499345386068854	0.00459713607183385	0.00445860076458612	0.00334833388238397	0.00368920398147424	0.00328040408440761	0.00408492032233269
"LPE(20:5)-H"	"(20:5)"	"LPE"	0.00482334863945678	0.00642252152890102	0.00370345159750457	0.0081038537437675	0.00112057129398501	0.00234661850493059	0.00185036588640738	0.0030352355396982	0.00208611971172629	0.00242420891591408	0.0102798313694185	0.00820018675095613	0.00924396722813116	0.00351638581780494	0.00942550124967921	0.00774140937806006	0.00662299488327377	0.00793773734738584	0.0081789485962377	0.00216479555602633	0.00235969023808481	0.00185954093697962	0.00258202415235156
"LPE(22:5)-H"	"(22:5)"	"LPE"	0.00913197198358148	0.0134566555096787	0.0107841387523208	0.0124826929747191	0.00839068520682142	0.0083988048601885	0.00778897253827453	0.0255749389225839	0.0127812292418353	0.0135863442283703	0.0120961308595356	0.0116500331348612	0.0104366070875113	0.0134685654853407	0.0108189250426367	0.0144607375193854	0.0101776392322984	0.0141274312789108	0.0147967961284459	0.0046040338237202	0.00458150610828377	0.00431654710442195	0.00617703252631372
"LPE(22:6)-H"	"(22:6)"	"LPE"	0.0573240203402304	0.0851976585439322	0.0562045500103739	0.0640838823118958	0.0671283322712584	0.0642923545804498	0.0591761752099627	0.170800374770834	0.0899731090545324	0.104106641270383	0.0910058912007321	0.0738084384058169	0.0721478429853045	0.0835017889797994	0.0734779213650774	0.141732600328814	0.108116110190867	0.120740028027784	0.120789071031739	0.0374252633834667	0.0363863036479143	0.0354028204937759	0.0469795023749847
"LPE(20:0)-H"	"(20:0)"	"LPE"	4.10260238368201e-05	0.000187980059872043	0.000265128566701843	0	0.000928876619655029	0.000649858091895194	0.000495434712653162	0.00516120308471555	0.0021511776226133	0.00191662350936861	0.00326575198281934	0.00493534547601606	0.00580773212978574	0.0032159854486845	0.00655419842286163	0	9.27518642983031e-05	0	6.93067947142452e-05	0.00105004500578986	0.00182949925554991	0.00126528076258512	0.00165918741038172
"LPE(18:1)-H"	"(18:1)"	"LPE"	0.00185663288968743	0.00276119527627866	0.00297082379830333	0.0023620182764206	0.00229311657157079	0.00179237841398331	0.00192560653273619	0.00623676424384107	0.00473517368401186	0.00559409370772109	0.00548446374556668	0.00799218743694083	0.00690985876626971	0.00720134671706939	0.0070981683865617	0.00262287097296285	0.00132553172308007	0.00118002862514334	0.00219777696921335	0.00141866240309943	0.00171942750768376	0.00181016745567137	0.00228882315422636
"LPE(18:0)-H"	"(18:0)"	"LPE"	0.0082714388149399	0.00838078712368715	0.0109900156053509	0.00875210234001828	0.0121780018482446	0.0102747109216897	0.00939025473737512	0.0410828513968932	0.0179266950589988	0.0169563199431646	0.0197723104803847	0.0218387760642553	0.0273450483875602	0.0222515836144462	0.0297490166484052	0.00667000650141544	0.00734439445078228	0.00558376363472058	0.00451406047080254	0.00916104831032982	0.0115005763976148	0.00955183982768896	0.0115220451936907
"DG(18:0/18:1)+NH4"	"(18:0/18:1)"	"DG"	0.0393892695341945	0.0443314739856025	0.0274857644138321	0.0529506056778028	0.0284620981082411	0.0228741626991355	0.0238686473867263	0.0429942952060728	0.0445504287025958	0.0356881221407698	0.0404840042196383	0.0399615589824981	0.0380640944079123	0.0363372375710719	0.0458566379265603	0.0633168960708122	0.0955734573302926	0.0935746267071714	0.0559431577207953	0.025247620702991	0.0292847028921506	0.0180993198882229	0.0285201450265089
"DG(18:0/19:0)+NH4"	"(18:0/19:0)"	"DG"	0.0150792466079369	0.0157604965016623	0.0105369126901989	0.0204467309518559	0.00719375679865954	0.00542396521712896	0.00516282873337147	0.0184702011495228	0.0219754384472353	0.0132748335470958	0.0177759343471159	0.0138695952459349	0.012820085495423	0.0145180014801563	0.0159025689812619	0.0176527676305067	0.0389524114561083	0.0318427622900857	0.0217733879359135	0.00409498872286099	0.0054241827428769	0.00332239577631112	0.0051370098924908
"DG(18:1/22:6)+NH4"	"(18:1/22:6)"	"DG"	0.086643921557382	0.0827847883926551	0.082033468691048	0.0921600810098424	0.210148390726326	0.194327383349434	0.177220813852664	0.154771137024436	0.165075949314822	0.177120476770399	0.170768601918355	0.0917719051812829	0.0849835863066163	0.113935056191928	0.118270073714808	0.0766568775662298	0.0763790816730476	0.0820450645570732	0.0601758013584761	0.179953573343489	0.166694039859762	0.140284912471277	0.187489729776917
"DG(14:0/22:6)+NH4"	"(14:0/22:6)"	"DG"	0.008348889732023	0.00768484250652084	0.000644620624367714	0.00552533007775873	0.0586231690587325	0.0761293315685937	0.0667916258927162	0.0289645988532428	0.0214212823154233	0.0290782314633944	0.0320923154896244	0.0118398363899599	0.00905312032323442	0.00769165733991177	0.0184168084538273	0.000947264066710717	0.000299265694368332	0	0.000718192420448708	0.0552626696885208	0.0468992840206017	0.033039098634919	0.0494949233768364
"DG(18:0/22:6)+NH4"	"(18:0/22:6)"	"DG"	0.0347178450399741	0.0321459396352363	0.0339298602251952	0.0416643598220953	0.0654046524038056	0.0627923075912138	0.0610227065459457	0.0574815156061621	0.0564899899580209	0.0642576871291441	0.0582937097973661	0.0316766693757568	0.0286539403244405	0.0404921910621567	0.042413849127555	0.0354648288536711	0.0500844735967397	0.0437823302147669	0.0489471992518352	0.0752041944627879	0.0718373274133031	0.0619954242973296	0.0748781003677623
"DG(18:0/18:0)+NH4| DG(18:0/18:0)+NH4"	"(18:0/18:0)"	"DG"	16.4947786973829	18.7103586016449	11.1172929711585	21.2153874334623	7.72781102733475	5.60316884730741	5.42691245179335	19.2913237239817	28.1137873757663	15.3840273064607	17.5147702451309	14.9339718717875	14.6025841046062	18.7469939453724	16.7792843138499	23.5420617329769	52.3263195079474	41.543212598319	26.5167930061085	4.58529485913374	5.6626049855609	3.11516681113798	5.32095015082721
"DG(18:0/16:0)+NH4"	"(18:0/16:0)"	"DG"	1.98117922947162	2.41301230717743	1.42898736573884	2.56549867915628	1.01304731102891	0.709078170448525	0.669264811522277	2.33903293174442	4.02167759709447	2.17281568650928	2.06924596737366	2.00838300865261	2.01568916861672	2.48823511685174	2.36528094400165	3.25749823906554	6.68923484796149	5.3884345201063	3.46751748499719	0.555063344193052	0.738050597640207	0.400581411781002	0.742220329825725
"DG(18:1/18:1)+NH4"	"(18:1/18:1)"	"DG"	0.0280273158755567	0.0267561847670364	0.0348847647165678	0.0371074739633992	0.043144361652848	0.0335012504991715	0.0346397447909805	0.0359108462094865	0.0394289153124248	0.0420346396021704	0.0432108374592647	0.0268311315404176	0.0219523512933042	0.0330635723691056	0.0322574605063452	0.0224242424120951	0.0283646911386962	0.0289649455558824	0.0192760156725329	0.0404380440988946	0.0380146405510615	0.0257417124470957	0.0372949568450047
"DG(16:0/16:1)+NH4"	"(16:0/16:1)"	"DG"	0.0129298922054727	0.0112645424247383	0.00910887601383727	0.0175850940612187	0.0160617569644337	0.0150283263077056	0.0143613119589043	0.0111748624651738	0.0118745659898668	0.0140138256762525	0.0153052722184029	0.0101529409048311	0.00878699578969001	0.0111577667150157	0.0105257755864185	0.017508623407799	0.015014696975234	0.0176261964985645	0.0142792878321088	0.015444719072395	0.0134016943956685	0.00960544227914393	0.013495999620264
"DG(18:0/20:0)+NH4"	"(18:0/20:0)"	"DG"	0.185710613339414	0.201601987832568	0.129644354467046	0.262611085385953	0.0833166844308306	0.0612700184268415	0.0606887739883894	0.242585216375414	0.262438289442152	0.169395730458745	0.225227807196207	0.161049786793481	0.149171603223255	0.178667754089352	0.198142393514463	0.188853506903505	0.439753072301956	0.35496510508677	0.225956193245186	0.0469889576711508	0.0640051653580604	0.0369027110940075	0.0600434251208084
"DG(18:0/20:4)+NH4"	"(18:0/20:4)"	"DG"	0.00691909642249254	0.00761258179014052	0.014502777289503	0.0105066395164997	0.0288939658674129	0.0352809691239931	0.0344675118336569	0.0325265430648217	0.0346313921407148	0.0299256615575909	0.0322489111985237	0.0268488925928507	0.0221558151475962	0.0408622298507793	0.029875669117454	0.00630190719813673	0.0142440685847138	0.00833959815259203	0.01043213283696	0.0578397753922736	0.0538616975551119	0.0499113029740349	0.0525005315619605
"DG(16:0/16:0)+NH4"	"(16:0/16:0)"	"DG"	0.079679875132935	0.0920938620321735	0.0676526623132511	0.121227759122825	0.0318522995098289	0.032491502835868	0.0317534011850517	0.0776896998109243	0.104177866750889	0.0777416795515322	0.0691890551572024	0.0750395077531042	0.0949913530794573	0.102176068944215	0.111079391975321	0.143063695818592	0.210573633554488	0.216597498461693	0.120764314377161	0.0265644416911456	0.0412466216929577	0.0222398700896717	0.0373316289282865
"DG(18:1/18:2)+NH4"	"(18:1/18:2)"	"DG"	0.0087465578273162	0.00750614053898678	0.0121846427827244	0.0121192074997458	0.0130337056087636	0.00936347576504707	0.00982644440167722	0.0104489207778974	0.0123835183369108	0.0121568980536583	0.0138947864508418	0.00826867083056985	0.00604617513151655	0.0101159129199732	0.00861627028658818	0.00702271070491313	0.00901983341872237	0.00937353164660489	0.00665915610155555	0.0127974109166176	0.0112458930952087	0.00742327946507399	0.0112769426709795
"DG(16:0/18:1)+NH4"	"(16:0/18:1)"	"DG"	0.0584314006244161	0.0566830169096337	0.0582771817682373	0.0841223966931633	0.0684242542892048	0.0617360433314904	0.0634259042550474	0.0585407688393894	0.0588601916855202	0.0650941996216209	0.073283566027072	0.0435154956072116	0.0384664006424782	0.051076629912336	0.0488922973204775	0.0784599821632307	0.0954177304269034	0.097786780725882	0.0667991297331742	0.0601760429147123	0.058984241216822	0.042525815604566	0.0554439704069884
"DG(18:0/22:0)+NH4"	"(18:0/22:0)"	"DG"	0.106990805518134	0.113031456714467	0.0715088419371943	0.145648290595529	0.0473862712549837	0.0346412827577455	0.0365972280776953	0.143812032504655	0.142260729500612	0.09253005383193	0.132084559402847	0.0955174063614134	0.0834225116391665	0.0875989770446312	0.113806770121605	0.0878783421654191	0.235710333565012	0.189003740203504	0.121873056577161	0.0277779401812383	0.0388961933289975	0.0197244488918942	0.0349637292253267
"Cer(t18:0/22:0)+H"	"(t18:0/22:0)"	"Cer"	0.220463461675492	0.194684854972528	0.176016366336368	0.238876539361184	0.0748489526436162	0.0568909345254396	0.0546963742887309	0.242706758470575	0.201172209296031	0.275808401579827	0.365262020403512	0.336342743549788	0.292938267841624	0.194190282325284	0.227054161271231	0.0724184504491961	0.357248885574611	0.266124146255323	0.275563443080664	0.0465281187455914	0.0671287233385403	0.0356785880313467	0.0652699344773716
"Cer(d22:0/18:0)+H"	"(d22:0/18:0)"	"Cer"	4.51420786473596	4.32098561119039	2.57267448005981	6.0254289549626	1.91300624724658	1.20297852862049	1.23164228078343	5.71373938539843	4.47821045490399	2.39183531244736	4.40464372813139	4.60515981986583	4.42891625308229	3.06843436985821	4.59792855059456	1.75296384348182	14.4426518007963	11.1638592093461	6.97793253983609	1.03735775364806	1.39679847200861	0.738610863070704	1.30071796715875
"Cer(d22:0/16:0)+H"	"(d22:0/16:0)"	"Cer"	0.9746654372355	0.968437775713787	0.604926910170141	1.19600522983895	0.413878793194339	0.289391322817235	0.285974614970043	1.04723901047708	1.55155584299819	0.928560108757809	0.981383762295765	1.02951637643146	1.13569875788841	1.19049768969913	1.10013334232618	0.970434247125285	2.45234705635429	2.16794187241601	1.44361488491062	0.237887455981481	0.348803316864451	0.168597517572988	0.381610654581811
"Cer(t18:0/26:0)+H"	"(t18:0/26:0)"	"Cer"	0.0697482922172972	0.0233841114983307	0.0144890537669664	0.0324930489093169	0.00961429183980755	0.0057765093849278	0.0117867210301446	0.0421851582088652	0.0430973019657345	0.0403138100898882	0.0463807025540238	0.0307929373327731	0.02665762066147	0.0246091775786124	0.0316758536347019	0.0249967615483615	0.0269241177255907	0.021587831591525	0.0158164232465287	0.00626971985192068	0.00998010489285637	0.00502206745269846	0.00724206098802144
"Cer(d19:0/18:0)+H"	"(d19:0/18:0)"	"Cer"	0.030663019031264	0.029835394647599	0.0151057750861235	0.0380694834462654	0.0103375759574635	0.00722343955097062	0.0090404477382729	0.0337438913453659	0.0175172067914852	0.0117104208100527	0.0333271647477777	0.0284222208978365	0.0298120852596934	0.0281017158982955	0.0300429450106878	0.0307521326144899	0.0798814594222329	0.0702852982488351	0.046851484749432	0.00558079775708767	0.00884107761842328	0.00384139997874213	0.0092939331921274
"Cer(t17:0/25:0)+H"	"(t17:0/25:0)"	"Cer"	0.0439361896307075	0.0233850561563923	0.0175744694116199	0.0349772142366692	0.0154029903484785	0.00973614589680139	0.0136451739185781	0.0496980118507654	0.054443497328325	0.0429372800886756	0.0490820436601509	0.0402823675280326	0.0323552901485755	0.0244864861673949	0.0361341268468427	0.0151853274167135	0.0174918907924231	0.0129138400160155	0.0096835431895419	0.00823243104878651	0.0114259544021308	0.00656148794122897	0.00836516815586401
"Cer(d18:1/24:1)+H"	"(d18:1/24:1)"	"Cer"	0.0110665992904954	0.00971731084899179	0.00731903034058631	0.00925428864055479	0.0167200225871342	0.0221203054203055	0.0184972360132463	0.00659769935079973	0.0060806899260465	0.00744121439686392	0.00693491838453573	0.00537356970914117	0.00498604133546202	0.00476804498595371	0.0049028003018191	0.0180485558427109	0.0211041783144778	0.0204139751773955	0.0167017425740971	0.012651269575261	0.013569143470539	0.014081268674764	0.0133622577103237
