medians
M27_KV_E	0.0175987384578309
M12_EX_E	0.0569573267076838
M9_EX_E	0.0434187271842533
Y8_KV_E	0.0180281627669968
M21_DEV_E	0.0888853446547671
AY10_KV_E	0.00994636379403076
AO13_KV_E	0.0242208591145824
AO10_KV_E	0.0311241439975104
M7_EX_E	0.0786826075404625
AY3_KV_E	0.00669974113975605
AY1_KV_E	0.00740011935820695
M29_KV_E	0.0157031336797505
AY2_KV_E	0.0108021841978648
M8_EX_E	0.0440000519115294
M18_D6_E	0.0170293850794933
O9_KV_E	0.0149765912593185
MA_M2_E	0.0127879635941259
AO8_KV_E	0.0277381643179213
M24_DEV_E	0.0466471206975395
M4_D6_E	0.0144479099819687
M5_D6_E	0.0163872461243718
Y9_KV_E	0.0175804687355257
O13_KV_E	0.00376669031260496
O11_KV_E	0.00972067182573213
M28_KV_E	0.0140544373833223
O8_KV_E	0.00778610407102399
M10_DEV_E	0.0463812385461286
Y6_KV_E	0.0256986883265531
M19_D6_E	0.0155895951360616
M13_DEV_E	0.0460598749239142
Y7_KV_E	0.0134987283917294
AO3_KV_E	0.030392583257996
